time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,2.8052,0.0075,0.0443,0.0830,0.4876,148147.57,72232.03,0.0053
1.00,5.0548,0.0575,0.1669,0.5330,1.4201,236978.93,336541.89,0.0335
1.50,6.3032,0.1829,0.3400,1.5205,2.5602,246315.70,630621.54,0.0959
2.00,6.3032,0.3992,0.5234,3.0733,3.5913,163059.58,585602.34,0.1981
2.50,5.0548,0.7007,0.6732,5.0598,4.2120,-5426.75,-22857.48,0.3384
3.00,2.8052,1.0602,0.7502,7.2129,4.1999,-232479.12,-976391.62,0.5087
3.50,0.0000,1.4343,0.7285,9.1830,3.4598,-477388.60,-1651666.80,0.6954
4.00,-2.8052,1.7708,0.6003,10.6086,2.0456,-500000.00,-1022824.29,0.8822
4.50,-5.0548,2.0188,0.3781,11.0736,-0.3112,-500000.00,155622.61,1.0526
5.00,-6.3032,2.1383,0.0924,10.2197,-3.1251,-500000.00,1562559.81,1.1929
5.50,-6.3032,2.1078,-0.2138,7.9855,-5.7169,-452974.71,2589600.86,1.2941
6.00,-5.0548,1.9289,-0.4935,4.6239,-7.5323,-217788.40,1640437.22,1.3535
6.50,-2.8052,1.6259,-0.7043,0.5481,-8.4996,103720.66,-881585.36,1.3748
7.00,-0.0000,1.2412,-0.8168,-3.7796,-8.5072,465555.44,-3960594.52,1.3663
7.50,2.8052,0.8275,-0.8199,-7.8793,-7.6030,500000.00,-3801475.03,1.3390
8.00,5.0548,0.4381,-0.7229,-11.1414,-5.2289,500000.00,-2614439.21,1.3033
8.50,6.3032,0.1168,-0.5533,-12.9418,-1.8698,500000.00,-934878.03,1.2669
9.00,6.3032,-0.1097,-0.3510,-12.9725,1.7175,500000.00,858757.48,1.2334
9.50,5.0548,-0.2362,-0.1608,-11.3180,4.7489,443427.55,2105786.33,1.2033
10.00,2.8052,-0.2792,-0.0226,-8.3926,6.7103,181139.02,1215492.29,1.1759
10.50,0.0000,-0.2723,0.0357,-4.7194,7.6923,-145715.91,-1120883.68,1.1503
11.00,-2.8052,-0.2587,0.0043,-0.7965,7.7087,-484206.17,-3732600.02,1.1263
11.50,-5.0548,-0.2814,-0.1067,2.9243,6.9296,-500000.00,-3464804.39,1.1041
12.00,-6.3032,-0.3742,-0.2697,5.9360,4.9632,-500000.00,-2481601.89,1.0844
12.50,-6.3032,-0.5532,-0.4449,7.7878,2.4054,-500000.00,-1202704.41,1.0688
13.00,-5.0548,-0.8137,-0.5883,8.3605,-0.0403,-500000.00,20147.89,1.0605
13.50,-2.8052,-1.1297,-0.6613,7.8707,-1.7584,-408279.56,717925.09,1.0630
14.00,-0.0000,-1.4588,-0.6377,6.7363,-2.5726,-209801.43,539743.58,1.0791
14.50,2.8052,-1.7498,-0.5098,5.3889,-2.6104,-2531.00,6606.86,1.1080
15.00,5.0548,-1.9531,-0.2902,4.1893,-2.0235,167619.29,-339183.51,1.1451
15.50,6.3032,-2.0298,-0.0094,3.3913,-1.0786,265846.58,-286741.93,1.1828
16.00,6.3032,-1.9594,0.2900,3.0966,-0.0989,275204.01,-27220.95,1.2136
16.50,5.0548,-1.7445,0.5610,3.2434,0.6030,199582.54,120347.98,1.2325
17.00,2.8052,-1.4102,0.7615,3.6278,0.7900,62480.84,49360.53,1.2379
17.50,0.0000,-0.9998,0.8623,3.9550,0.3491,-98167.14,-34268.80,1.2319
18.00,-2.8052,-0.5665,0.8526,3.9089,-0.6856,-238058.49,163207.92,1.2187
18.50,-5.0548,-0.1641,0.7421,3.2266,-2.1395,-315860.83,675772.27,1.2029
19.00,-6.3032,0.1633,0.5585,1.7612,-3.7332,-301953.68,1127259.24,1.1877
19.50,-6.3032,0.3889,0.3423,-0.4783,-5.1397,-184821.32,949918.35,1.1743
20.00,-5.0548,0.5077,0.1383,-3.3191,-6.0508,26185.65,-158443.27,1.1626
20.50,-2.8052,0.5361,-0.0129,-6.4507,-6.2414,302280.14,-1886651.45,1.1517
21.00,-0.0000,0.5083,-0.0834,-9.4793,-5.6168,500000.00,-2808424.20,1.1408
21.50,2.8052,0.4681,-0.0629,-11.9392,-3.9935,500000.00,-1996759.08,1.1300
22.00,5.0548,0.4591,0.0388,-13.2745,-1.1974,500000.00,-598724.57,1.1195
22.50,6.3032,0.5159,0.1941,-13.0384,2.1782,500000.00,1089108.77,1.1099
23.00,6.3032,0.6556,0.3635,-11.1227,5.3948,500000.00,2697385.91,1.1021
23.50,5.0548,0.8744,0.5033,-7.7933,7.7224,272644.26,2105478.95,1.0979
24.00,2.8052,1.1474,0.5747,-3.5071,9.1402,-58875.81,-538135.09,1.0989
24.50,0.0000,1.4333,0.5518,1.2429,9.5391,-441410.61,-4210649.31,1.1066
25.00,-2.8052,1.6820,0.4267,5.9449,8.9581,-500000.00,-4479054.90,1.1207
25.50,-5.0548,1.8449,0.2119,9.9502,6.8201,-500000.00,-3410067.70,1.1390
26.00,-6.3032,1.8839,-0.0622,12.5712,3.5337,-500000.00,-1766841.12,1.1575
26.50,-6.3032,1.7798,-0.3531,13.4180,-0.1433,-500000.00,71657.94,1.1720
27.00,-5.0548,1.5358,-0.6141,12.4971,-3.4103,-500000.00,1705161.97,1.1796
27.50,-2.8052,1.1778,-0.8033,10.1916,-5.5880,-277235.60,1549182.94,1.1796
28.00,-0.0000,0.7495,-0.8918,7.0287,-6.7880,23385.51,-158740.87,1.1734
28.50,2.8052,0.3046,-0.8692,3.5030,-7.0353,341116.14,-2399847.51,1.1639
29.00,5.0548,-0.1027,-0.7454,0.0621,-6.4903,500000.00,-3245131.81,1.1541
29.50,6.3032,-0.4285,-0.5485,-2.8825,-5.1317,500000.00,-2565827.19,1.1458
30.00,6.3032,-0.6458,-0.3192,-4.9621,-3.1359,500000.00,-1567967.50,1.1394
30.50,5.0548,-0.7499,-0.1029,-6.0213,-1.1552,500000.00,-577577.36,1.1341
31.00,2.8052,-0.7577,0.0597,-6.2174,0.2348,447053.20,104986.00,1.1292
31.50,0.0000,-0.7040,0.1404,-5.9171,0.7894,290463.99,229291.71,1.1237
32.00,-2.8052,-0.6329,0.1286,-5.5137,0.6499,130898.57,85071.10,1.1178
32.50,-5.0548,-0.5893,0.0340,-5.3268,-0.0328,12227.57,-400.76,1.1117
33.00,-6.3032,-0.6083,-0.1162,-5.5700,-0.9960,-32729.44,32599.64,1.1059
33.50,-6.3032,-0.7082,-0.2823,-6.3078,-1.9229,11106.69,-21356.55,1.1011
34.00,-5.0548,-0.8860,-0.4209,-7.4444,-2.5090,138149.93,-346623.78,1.0982
34.50,-2.8052,-1.1179,-0.4932,-8.7467,-2.5273,323425.02,-817403.86,1.0985
35.00,-0.0000,-1.3637,-0.4731,-9.8961,-1.8756,500000.00,-937801.99,1.1027
35.50,2.8052,-1.5742,-0.3529,-10.5413,-0.5329,500000.00,-266437.76,1.1106
36.00,5.0548,-1.7017,-0.1447,-10.2839,1.6659,500000.00,832946.13,1.1208
36.50,6.3032,-1.7092,0.1211,-8.8182,4.2000,500000.00,2100012.63,1.1308
37.00,6.3032,-1.5780,0.4023,-6.1358,6.4231,405495.12,2604520.75,1.1379
37.50,5.0548,-1.3121,0.6524,-2.4956,7.9342,155989.03,1237641.38,1.1404
38.00,2.8052,-0.9378,0.8298,1.7083,8.6080,-172445.07,-1484415.38,1.1380
38.50,0.0000,-0.4993,0.9060,6.0213,8.3428,-500000.00,-4171390.70,1.1321
39.00,-2.8052,-0.0506,0.8707,9.9552,7.1124,-500000.00,-3556188.22,1.1249
39.50,-5.0548,0.3544,0.7342,12.8821,4.3923,-500000.00,-2196159.58,1.1186
40.00,-6.3032,0.6714,0.5250,14.1973,0.7839,-500000.00,-391973.95,1.1142
40.50,-6.3032,0.8741,0.2841,13.6468,-2.9368,-500000.00,1468378.57,1.1115
41.00,-5.0548,0.9579,0.0571,11.3750,-5.9787,-392483.40,2346522.81,1.1098
41.50,-2.8052,0.9404,-0.1151,7.8259,-7.9548,-98698.48,785130.58,1.1079
42.00,-0.0000,0.8568,-0.2038,3.5327,-8.9076,259734.64,-2313617.22,1.1053
42.50,2.8052,0.7523,-0.1986,-0.9856,-8.8560,500000.00,-4427999.15,1.1019
43.00,5.0548,0.6725,-0.1087,-5.1806,-7.6670,500000.00,-3833521.11,1.0979
43.50,6.3032,0.6533,0.0386,-8.4374,-5.2025,500000.00,-2601238.32,1.0939
44.00,6.3032,0.7141,0.2039,-10.2836,-2.1480,500000.00,-1073985.15,1.0903
44.50,5.0548,0.8530,0.3436,-10.6127,0.7456,500000.00,372823.45,1.0880
45.00,2.8052,1.0469,0.4189,-9.6761,2.8225,388126.43,1095486.20,1.0875
