time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,2.8052,0.0075,0.0443,0.0830,0.4876,500000.00,243784.04,0.0053
1.00,5.0548,0.0575,0.1669,0.3185,0.5762,488200.74,281320.88,0.0335
1.50,6.3032,0.1829,0.3400,0.7584,1.2355,348510.18,430584.69,0.0959
2.00,6.3032,0.3992,0.5234,1.6501,2.2931,4408.64,10109.66,0.1981
2.50,5.0548,0.7007,0.6732,3.1791,3.6886,-411269.25,-1517007.99,0.3384
3.00,2.8052,1.0602,0.7502,5.4191,5.0564,-500000.00,-2528178.62,0.5087
3.50,0.0000,1.4343,0.7285,8.0494,5.2153,-500000.00,-2607641.76,0.6954
4.00,-2.8052,1.7708,0.6003,10.3855,3.9013,-500000.00,-1950672.78,0.8822
4.50,-5.0548,2.0188,0.3781,11.7514,1.4084,-500000.00,-704190.64,1.0526
5.00,-6.3032,2.1383,0.0924,11.6897,-1.6991,-500000.00,849549.31,1.1929
5.50,-6.3032,2.1078,-0.2138,10.0688,-4.7063,-333412.08,1569132.20,1.2941
6.00,-5.0548,1.9289,-0.4935,7.0188,-7.3001,500000.00,-3650036.46,1.3535
6.50,-2.8052,1.6259,-0.7043,2.5015,-10.4649,500000.00,-5232428.23,1.3748
7.00,-0.0000,1.2412,-0.8168,-3.1044,-11.6040,500000.00,-5802011.65,1.3663
7.50,2.8052,0.8275,-0.8199,-8.7431,-10.6126,500000.00,-5306300.86,1.3390
8.00,5.0548,0.4381,-0.7229,-13.4073,-7.7857,500000.00,-3892856.27,1.3033
8.50,6.3032,0.1168,-0.5533,-16.3251,-3.7518,500000.00,-1875878.23,1.2669
9.00,6.3032,-0.1097,-0.3510,-17.0958,0.6571,500000.00,328556.37,1.2334
9.50,5.0548,-0.2362,-0.1608,-15.7514,4.5713,392894.05,1796017.55,1.2033
10.00,2.8052,-0.2792,-0.0226,-12.6671,7.5105,-500000.00,-3755260.73,1.1759
10.50,0.0000,-0.2723,0.0357,-7.9890,10.8588,-500000.00,-5429381.58,1.1503
11.00,-2.8052,-0.2587,0.0043,-2.1739,12.0398,-500000.00,-6019921.23,1.1263
11.50,-5.0548,-0.2814,-0.1067,3.7004,11.1433,-500000.00,-5571629.06,1.1041
12.00,-6.3032,-0.3742,-0.2697,8.6960,8.6249,-500000.00,-4312468.87,1.0844
12.50,-6.3032,-0.5532,-0.4449,12.1715,5.1926,-500000.00,-2596280.17,1.0688
13.00,-5.0548,-0.8137,-0.5883,13.8701,1.6488,-500000.00,-824417.92,1.0605
13.50,-2.8052,-1.1297,-0.6613,13.9253,-1.2750,-380019.15,484531.67,1.0630
14.00,-0.0000,-1.4588,-0.6377,12.7142,-3.3501,457933.11,-1534127.45,1.0791
14.50,2.8052,-1.7498,-0.5098,10.2991,-6.0467,500000.00,-3023369.36,1.1080
15.00,5.0548,-1.9531,-0.2902,6.9085,-7.2648,500000.00,-3632422.55,1.1451
15.50,6.3032,-2.0298,-0.0094,3.2627,-7.1284,500000.00,-3564180.83,1.1828
16.00,6.3032,-1.9594,0.2900,-0.0704,-6.1045,500000.00,-3052274.88,1.2136
16.50,5.0548,-1.7445,0.5610,-2.7890,-4.7649,500000.00,-2382436.81,1.2325
17.00,2.8052,-1.4102,0.7615,-4.8723,-3.6401,500000.00,-1820052.76,1.2379
17.50,0.0000,-0.9998,0.8623,-6.5278,-3.0949,90773.66,-280934.90,1.2319
18.00,-2.8052,-0.5665,0.8526,-7.8365,-2.2665,-82179.03,186260.58,1.2187
