time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0828,0.4894,4.94,2.42,0.0053
1.00,43.9698,0.0586,0.1733,0.6355,1.8455,13.68,25.24,0.0341
1.50,62.1826,0.1928,0.3741,2.0291,3.7993,25.27,96.02,0.1008
2.00,76.1578,0.4415,0.6274,4.4734,5.9808,38.59,230.78,0.2171
2.50,84.9430,0.8248,0.9082,7.9778,7.9693,52.17,415.75,0.3907
3.00,87.9395,1.3496,1.1880,12.3408,9.3502,64.50,603.10,0.6253
3.50,84.9430,2.0077,1.4368,17.1665,9.7700,74.37,726.61,0.9198
4.00,76.1578,2.7763,1.6256,21.9081,8.9843,81.16,729.15,1.2682
4.50,62.1826,3.6189,1.7286,25.9312,6.8930,84.87,585.02,1.6605
5.00,43.9698,4.4871,1.7253,28.5918,3.5584,86.00,306.03,2.0825
5.50,22.7604,5.3242,1.6022,29.3181,-0.7945,85.30,-67.77,2.5175
6.00,0.0000,6.0684,1.3540,27.6877,-5.7972,83.57,-484.46,2.9467
6.50,-22.7604,6.6578,0.9846,23.4913,-10.9731,81.61,-895.50,3.3510
7.00,-43.9698,7.0348,0.5067,16.7750,-15.7864,80.12,-1264.85,3.7121
7.50,-62.1826,7.1500,-0.0583,7.8560,-19.6980,79.67,-1569.25,4.0142
8.00,-76.1578,6.9667,-0.6817,-2.6905,-22.2239,80.58,-1790.70,4.2451
8.50,-84.9430,6.4642,-1.3295,-14.0723,-22.9894,82.90,-1905.88,4.3978
9.00,-87.9395,5.6394,-1.9640,-25.3469,-21.7730,86.38,-1880.74,4.4718
9.50,-84.9430,4.5088,-2.5464,-35.5058,-18.5362,90.45,-1676.68,4.4736
10.00,-76.1578,3.1079,-3.0395,-43.5698,-13.4354,94.37,-1267.91,4.4182
10.50,-62.1826,1.4898,-3.4102,-48.6855,-6.8144,97.29,-662.98,4.3283
11.00,-43.9698,-0.2773,-3.6313,-50.2133,0.8214,98.42,80.85,4.2335
11.50,-22.7604,-2.1134,-3.6841,-47.7981,8.8477,97.11,859.19,4.1668
12.00,-0.0000,-3.9316,-3.5591,-41.4153,16.5757,92.96,1540.91,4.1576
12.50,22.7604,-5.6429,-3.2574,-31.3880,23.3152,85.89,2002.45,4.2244
13.00,43.9698,-7.1613,-2.7904,-18.3714,28.4374,76.14,2165.10,4.3686
13.50,62.1826,-8.4092,-2.1793,-3.3071,31.4352,64.30,2021.41,4.5747
14.00,76.1578,-9.3216,-1.4543,12.6505,31.9714,51.29,1639.86,4.8169
14.50,84.9430,-9.8506,-0.6523,28.2286,29.9136,38.23,1143.46,5.0660
15.00,87.9395,-9.9680,0.1848,42.1432,25.3505,26.35,668.07,5.2954
15.50,84.9430,-9.6672,1.0132,53.2097,18.5888,16.92,314.49,5.4850
16.00,76.1578,-8.9636,1.7893,60.4467,10.1299,11.03,111.69,5.6221
16.50,62.1826,-7.8935,2.4725,63.1644,0.6302,9.52,6.00,5.7019
17.00,43.9698,-6.5124,3.0280,61.0288,-9.1536,12.90,-118.10,5.7266
17.50,22.7604,-4.8914,3.4285,54.0960,-18.4276,21.23,-391.20,5.7051
