time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,2.8052,0.0075,0.0443,0.0830,0.4876,0.52,0.25,0.0053
1.00,5.0548,0.0575,0.1669,0.6233,1.7755,0.85,1.52,0.0335
1.50,6.3032,0.1829,0.3400,1.9214,3.4327,-0.06,-0.22,0.0959
2.00,6.3032,0.3992,0.5234,4.0235,4.8948,-3.16,-15.48,0.1981
2.50,5.0548,0.7007,0.6732,6.6889,5.6013,-8.70,-48.72,0.3384
3.00,2.8052,1.0602,0.7502,9.4268,5.1342,-16.00,-82.14,0.5087
3.50,0.0000,1.4343,0.7285,11.5968,3.3275,-23.59,-78.51,0.6954
4.00,-2.8052,1.7708,0.6003,12.5518,0.3240,-29.65,-9.61,0.8822
4.50,-5.0548,2.0188,0.3781,11.7926,-3.4346,-32.48,111.56,1.0526
5.00,-6.3032,2.1383,0.0924,9.1011,-7.2836,-30.95,225.44,1.1929
5.50,-6.3032,2.1078,-0.2138,4.6213,-10.4630,-24.72,258.67,1.2941
6.00,-5.0548,1.9289,-0.4935,-1.1312,-12.2715,-14.33,175.84,1.3535
6.50,-2.8052,1.6259,-0.7043,-7.3362,-12.2159,-1.11,13.53,1.3748
7.00,-0.0000,1.2412,-0.8168,-13.0037,-10.1245,12.98,-131.46,1.3663
7.50,2.8052,0.8275,-0.8199,-17.1514,-6.2013,25.67,-159.20,1.3390
8.00,5.0548,0.4381,-0.7229,-18.9902,-1.0068,34.74,-34.98,1.3033
8.50,6.3032,0.1168,-0.5533,-18.0827,4.6321,38.47,178.22,1.2669
9.00,6.3032,-0.1097,-0.3510,-14.4424,9.7672,35.98,351.38,1.2334
9.50,5.0548,-0.2362,-0.1608,-8.5510,13.5025,27.41,370.16,1.2033
10.00,2.8052,-0.2792,-0.0226,-1.2896,15.1621,14.02,212.65,1.1759
10.50,0.0000,-0.2723,0.0357,6.2065,14.4211,-2.09,-30.10,1.1503
11.00,-2.8052,-0.2587,0.0043,12.7424,11.3723,-18.31,-208.27,1.1263
11.50,-5.0548,-0.2814,-0.1067,17.2738,6.5159,-32.01,-208.56,1.1041
12.00,-6.3032,-0.3742,-0.2697,19.0915,0.6726,-40.96,-27.55,1.0844
12.50,-6.3032,-0.5532,-0.4449,17.9473,-5.1634,-43.77,225.98,1.0688
13.00,-5.0548,-0.8137,-0.5883,14.0956,-10.0049,-40.11,401.33,1.0605
13.50,-2.8052,-1.1297,-0.6613,8.2450,-13.0506,-30.79,401.78,1.0630
14.00,-0.0000,-1.4588,-0.6377,1.4271,-13.8297,-17.53,242.50,1.0791
14.50,2.8052,-1.7498,-0.5098,-5.1925,-12.2833,-2.74,33.66,1.1080
15.00,5.0548,-1.9531,-0.2902,-10.5243,-8.7690,11.02,-96.65,1.1451
15.50,6.3032,-2.0298,-0.0094,-13.7477,-3.9874,21.46,-85.55,1.1828
16.00,6.3032,-1.9594,0.2900,-14.4507,1.1552,26.95,31.14,1.2136
16.50,5.0548,-1.7445,0.5610,-12.6900,5.7197,26.87,153.69,1.2325
17.00,2.8052,-1.4102,0.7615,-8.9626,8.9111,21.61,192.57,1.2379
17.50,0.0000,-0.9998,0.8623,-4.0959,10.2239,12.51,127.94,1.2319
18.00,-2.8052,-0.5665,0.8526,0.9226,9.5295,1.56,14.91,1.2187
18.50,-5.0548,-0.1641,0.7421,5.1389,7.0885,-9.01,-63.90,1.2029
19.00,-6.3032,0.1633,0.5585,7.8154,3.4882,-17.20,-59.99,1.1877
19.50,-6.3032,0.3889,0.3423,8.5645,-0.4829,-21.55,10.41,1.1743
20.00,-5.0548,0.5077,0.1383,7.4095,-3.9973,-21.48,85.87,1.1626
20.50,-2.8052,0.5361,-0.0129,4.7625,-6.3542,-17.34,110.20,1.1517
21.00,-0.0000,0.5083,-0.0834,1.3244,-7.1173,-10.31,73.35,1.1408
21.50,2.8052,0.4681,-0.0629,-2.0705,-6.1966,-2.11,13.11,1.1300
22.00,5.0548,0.4591,0.0388,-4.6328,-3.8585,5.30,-20.47,1.1195
22.50,6.3032,0.5159,0.1941,-5.7843,-0.6645,10.25,-6.81,1.1099
23.00,6.3032,0.6556,0.3635,-5.2766,2.6507,11.60,30.74,1.1021
23.50,5.0548,0.8744,0.5033,-3.2401,5.3341,9.03,48.17,1.0979
24.00,2.8052,1.1474,0.5747,-0.1525,6.7729,3.11,21.10,1.0989
24.50,0.0000,1.4333,0.5518,3.2646,6.6228,-4.84,-32.06,1.1066
25.00,-2.8052,1.6820,0.4267,6.2014,4.8806,-13.05,-63.68,1.1207
25.50,-5.0548,1.8449,0.2119,7.9336,1.8867,-19.62,-37.03,1.1390
26.00,-6.3032,1.8839,-0.0622,7.9804,-1.7429,-22.99,40.07,1.1575
26.50,-6.3032,1.7798,-0.3531,6.2122,-5.2426,-22.20,116.40,1.1720
27.00,-5.0548,1.5358,-0.6141,2.8874,-7.8541,-17.19,134.98,1.1796
27.50,-2.8052,1.1778,-0.8033,-1.3920,-8.9839,-8.75,78.58,1.1796
28.00,-0.0000,0.7495,-0.8918,-5.7954,-8.3288,1.56,-12.97,1.1734
28.50,2.8052,0.3046,-0.8692,-9.4287,-5.9433,11.72,-69.68,1.1639
29.00,5.0548,-0.1027,-0.7454,-11.5154,-2.2361,19.70,-44.06,1.1541
29.50,6.3032,-0.4285,-0.5485,-11.5574,2.1054,23.80,50.12,1.1458
30.00,6.3032,-0.6458,-0.3192,-9.4432,6.2476,23.05,144.04,1.1394
30.50,5.0548,-0.7499,-0.1029,-5.4807,9.3744,17.40,163.13,1.1341
31.00,2.8052,-0.7577,0.0597,-0.3472,10.8493,7.75,84.07,1.1292
31.50,0.0000,-0.7040,0.1404,5.0346,10.3443,-4.20,-43.48,1.1237
32.00,-2.8052,-0.6329,0.1286,9.6714,7.9092,-16.27,-128.71,1.1178
32.50,-5.0548,-0.5893,0.0340,12.6894,3.9671,-26.22,-104.00,1.1117
33.00,-6.3032,-0.6083,-0.1162,13.5052,-0.7630,-32.15,24.53,1.1059
