time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,13756.60,0.00,0.0000
0.50,21.8414,0.0051,0.0306,0.0488,0.3044,-500000.00,-152196.66,0.0036
1.00,41.5448,0.0402,0.1186,0.7175,2.4333,-500000.00,-1216656.53,0.0234
1.50,57.1815,0.1315,0.2527,2.5169,4.7670,-500000.00,-2383513.75,0.0688
2.00,67.2209,0.2978,0.4158,5.4552,6.9245,-500000.00,-3462249.75,0.1467
2.50,70.6802,0.5485,0.5866,9.3474,8.5217,-500000.00,-4260831.02,0.2609
3.00,67.2209,0.8818,0.7420,13.8270,9.2265,-500000.00,-4613253.49,0.4116
3.50,57.1815,1.2842,0.8592,18.3851,8.8085,-500000.00,-4404245.41,0.5953
4.00,41.5448,1.7314,0.9185,22.4311,7.1758,-500000.00,-3587918.16,0.8050
4.50,21.8414,2.1905,0.9051,25.3677,4.3958,-500000.00,-2197888.78,1.0311
5.00,0.0000,2.6229,0.8110,26.6717,0.6949,500000.00,347430.54,1.2617
5.50,-21.8414,2.9879,0.6359,25.3593,-5.9596,500000.00,-2979800.79,1.4843
6.00,-41.5448,3.2466,0.3877,20.7548,-12.3568,500000.00,-6178416.12,1.6866
6.50,-57.1815,3.3659,0.0816,13.1618,-17.8033,500000.00,-8901667.09,1.8576
7.00,-67.2209,3.3221,-0.2610,3.2155,-21.6772,500000.00,-10838622.30,1.9890
7.50,-70.6802,3.1031,-0.6144,-8.1707,-23.4987,500000.00,-11749360.91,2.0763
8.00,-67.2209,2.7105,-0.9507,-19.8912,-22.9871,500000.00,-11493552.17,2.1188
8.50,-57.1815,2.1598,-1.2427,-30.7582,-20.0982,500000.00,-10049120.18,2.1211
9.00,-41.5448,1.4793,-1.4663,-39.6242,-15.0374,500000.00,-7518704.80,2.0923
9.50,-21.8414,0.7081,-1.6028,-45.5044,-8.2458,500000.00,-4122906.13,2.0454
10.00,-0.0000,-0.1070,-1.6405,-47.6859,-0.3614,-500000.00,180708.87,1.9963
10.50,21.8414,-0.9153,-1.5760,-45.2021,10.2407,-500000.00,-5120343.64,1.9601
11.00,41.5448,-1.6667,-1.4144,-37.5890,19.9843,-500000.00,-9992174.52,1.9483
11.50,57.1815,-2.3156,-1.1688,-25.5269,27.8859,-500000.00,-13942954.58,1.9650
12.00,67.2209,-2.8248,-0.8594,-10.1490,33.1326,-500000.00,-16566295.30,2.0064
12.50,70.6802,-3.1685,-0.5112,7.0659,35.1663,-500000.00,-17583135.84,2.0633
13.00,67.2209,-3.3342,-0.1521,24.4363,33.7426,-500000.00,-16871312.86,2.1239
13.50,57.1815,-3.3235,0.1901,40.2438,28.9594,-500000.00,-14479696.44,2.1782
14.00,41.5448,-3.1512,0.4899,52.9038,21.2506,-500000.00,-10625304.11,2.2189
14.50,21.8414,-2.8442,0.7264,61.1253,11.3470,159968.87,1815169.31,2.2425
15.00,0.0000,-2.4378,0.8855,63.6402,-1.3766,500000.00,-688289.23,2.2491
15.50,-21.8414,-1.9727,0.9605,59.5548,-14.8331,500000.00,-7416545.64,2.2410
16.00,-41.5448,-1.4911,0.9530,49.0480,-26.8535,500000.00,-13426769.38,2.2220
16.50,-57.1815,-1.0320,0.8723,33.1393,-36.2651,500000.00,-18132534.03,2.1962
17.00,-67.2209,-0.6283,0.7344,13.3756,-42.1481,500000.00,-21074070.20,2.1672
17.50,-70.6802,-0.3037,0.5599,-8.3192,-43.9265,500000.00,-21963238.88,2.1375
18.00,-67.2209,-0.0706,0.3724,-29.8315,-41.4236,500000.00,-20711807.58,2.1084
18.50,-57.1815,0.0704,0.1954,-49.0638,-34.8805,500000.00,-17440249.61,2.0805
19.00,-41.5448,0.1302,0.0505,-64.1395,-24.9324,500000.00,-12466185.22,2.0538
19.50,-21.8414,0.1292,-0.0454,-73.5863,-12.5471,-500000.00,6273570.22,2.0280
20.00,-0.0000,0.0948,-0.0815,-75.8699,3.4672,-500000.00,-1733596.69,2.0032
20.50,21.8414,0.0583,-0.0541,-70.1930,19.0388,-500000.00,-9519423.53,1.9792
21.00,41.5448,0.0507,0.0326,-57.1567,32.6698,-500000.00,-16334887.76,1.9561
21.50,57.1815,0.0991,0.1677,-38.0677,43.0580,-500000.00,-21528992.36,1.9338
22.00,67.2209,0.2236,0.3339,-14.8083,49.2216,-500000.00,-24610800.12,1.9125
22.50,70.6802,0.4346,0.5099,10.3485,50.5915,-500000.00,-25295753.61,1.8927
23.00,67.2209,0.7312,0.6722,34.9602,47.0638,-500000.00,-23531914.98,1.8755
23.50,57.1815,1.1007,0.7982,56.6512,39.0074,-500000.00,-19503704.95,1.8626
24.00,41.5448,1.5199,0.8676,73.3414,27.2258,71810.67,1955101.59,1.8563
24.50,21.8414,1.9564,0.8656,83.0967,11.5061,500000.00,5753031.04,1.8583
25.00,0.0000,2.3721,0.7838,84.4232,-6.2093,500000.00,-3104659.63,1.8697
25.50,-21.8414,2.7267,0.6217,77.0193,-23.1373,500000.00,-11568642.03,1.8899
26.00,-41.5448,2.9816,0.3867,61.6885,-37.6671,500000.00,-18833556.38,1.9163
26.50,-57.1815,3.1037,0.0937,39.9842,-48.4333,500000.00,-24216649.85,1.9448
27.00,-67.2209,3.0691,-0.2361,14.0541,-54.4433,500000.00,-27221643.80,1.9710
27.50,-70.6802,2.8657,-0.5773,-13.5712,-55.1686,250968.54,-13845570.89,1.9905
28.00,-67.2209,2.4945,-0.9024,-40.0715,-49.9934,500000.00,-24996708.63,2.0005
28.50,-57.1815,1.9705,-1.1846,-62.9218,-40.6875,188935.15,-7687294.56,2.0000
29.00,-41.5448,1.3212,-1.3998,-79.9264,-26.8108,-64991.02,1742461.23,1.9904
29.50,-21.8414,0.5849,-1.5296,-89.1699,-9.9002,-313415.79,3102890.24,1.9752
30.00,-0.0000,-0.1922,-1.5625,-89.5475,8.3635,-478340.60,-4000583.02,1.9591
30.50,21.8414,-0.9607,-1.4951,-80.8769,26.0029,-500000.00,-13001455.86,1.9470
31.00,41.5448,-1.6714,-1.3326,-63.9858,40.9879,-500000.00,-20493951.33,1.9430
31.50,57.1815,-2.2796,-1.0882,-40.5780,51.8700,-500000.00,-25935012.65,1.9487
32.00,67.2209,-2.7493,-0.7820,-12.9708,57.6622,-500000.00,-28831098.05,1.9635
32.50,70.6802,-3.0555,-0.4389,16.1464,57.8730,500000.00,28936479.87,1.9845
33.00,67.2209,-3.1867,-0.0867,43.3623,50.1491,-294658.25,-14776840.47,2.0077
33.50,57.1815,-3.1453,0.2470,66.0037,39.7125,-432203.62,-17163874.18,2.0291
34.00,41.5448,-2.9470,0.5370,82.5406,25.9293,-205459.36,-5327418.05,2.0453
34.50,21.8414,-2.6191,0.7626,91.4003,9.2570,89502.29,828526.10,2.0547
35.00,0.0000,-2.1975,0.9098,91.4985,-8.8302,340045.01,-3002662.45,2.0567
35.50,-21.8414,-1.7234,0.9725,82.5943,-26.4626,500000.00,-13231284.91,2.0525
36.00,-41.5448,-1.2389,0.9524,65.4001,-41.7286,500000.00,-20864321.65,2.0435
36.50,-57.1815,-0.7832,0.8592,41.5689,-52.8074,500000.00,-26403712.19,2.0317
