time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.00,-0.00,0.0000
0.50,19.8582,0.0133,0.0789,0.1480,0.8686,10000.00,8686.35,0.0094
1.00,37.1812,0.1022,0.2958,1.1016,3.1215,10000.00,31214.59,0.0595
1.50,49.8405,0.3234,0.5973,3.3728,5.9804,10000.00,59804.14,0.1697
2.00,56.4383,0.7013,0.9094,7.0119,8.4208,10000.00,84208.23,0.3484
2.50,56.4873,1.2217,1.1556,11.5604,9.4798,10000.00,94798.29,0.5915
3.00,50.4157,1.8355,1.2750,16.1508,8.5225,10000.00,85225.25,0.8838
3.50,39.4089,2.4700,1.2362,19.7201,5.4213,10000.00,54212.79,1.2026
4.00,25.1359,3.0457,1.0430,21.2811,0.6018,10000.00,6018.39,1.5219
4.50,9.4267,3.4932,0.7319,20.1798,-5.0548,-10000.00,50548.10,1.8179
5.00,-6.0227,3.7675,0.3605,16.2858,-10.3800,-10000.00,103799.64,2.0724
5.50,-19.8582,3.8543,-0.0080,10.0295,-14.3435,-10000.00,143434.66,2.2748
6.00,-31.1586,3.7688,-0.3215,2.3044,-16.1625,-10000.00,161625.26,2.4227
6.50,-39.4089,3.5470,-0.5508,-5.7197,-15.5343,-10000.00,155343.00,2.5197
7.00,-44.3930,3.2323,-0.6954,-12.8560,-12.6919,-10000.00,126918.71,2.5733
7.50,-46.0558,2.8617,-0.7804,-18.1539,-8.3225,-10000.00,83225.49,2.5923
8.00,-44.3930,2.4552,-0.8456,-21.0811,-3.3738,-10000.00,33737.73,2.5844
8.50,-39.4089,2.0126,-0.9311,-21.5920,1.1986,-10000.00,-11985.55,2.5560
9.00,-31.1586,1.5162,-1.0628,-20.0694,4.6701,-10000.00,-46700.80,2.5120
9.50,-19.8582,0.9417,-1.2419,-17.1643,6.7117,-10000.00,-67116.85,2.4575
10.00,-6.0227,0.2706,-1.4423,-13.5812,7.4343,10000.00,74342.56,2.3990
10.50,9.4267,-0.4962,-1.6157,-9.8862,7.2575,10000.00,72575.20,2.3462
11.00,25.1359,-1.3309,-1.7044,-6.3576,6.8764,10000.00,68763.87,2.3114
11.50,39.4089,-2.1778,-1.6572,-2.9443,6.8760,10000.00,68759.98,2.3059
12.00,50.4157,-2.9604,-1.4452,0.6378,7.5727,10000.00,75726.62,2.3356
12.50,56.4873,-3.5959,-1.0724,4.7349,8.8881,10000.00,88881.33,2.3964
13.00,56.4383,-4.0123,-0.5781,9.5520,10.3466,10000.00,103465.53,2.4751
13.50,49.8405,-4.1649,-0.0302,14.9806,11.1986,10000.00,111986.49,2.5548
14.00,37.1812,-4.0474,0.4887,20.5137,10.6418,10000.00,106418.23,2.6205
14.50,19.8582,-3.6943,0.8999,25.2835,8.0768,-10000.00,-80767.74,2.6632
15.00,0.0000,-3.1753,1.1461,28.2335,3.3771,-10000.00,-33771.43,2.6813
15.50,-19.8582,-2.5798,1.2050,28.3526,-3.1389,-10000.00,31389.17,2.6782
16.00,-37.1812,-1.9990,1.0931,24.9382,-10.5710,-10000.00,105710.22,2.6601
16.50,-49.8405,-1.5068,0.8617,17.8402,-17.6455,-10000.00,176454.95,2.6334
17.00,-56.4383,-1.1453,0.5830,7.5845,-22.9822,-10000.00,229822.10,2.6028
17.50,-56.4873,-0.9189,0.3328,-4.6514,-25.4061,-10000.00,254061.31,2.5709
18.00,-50.4157,-0.7973,0.1724,-17.2140,-24.2267,-10000.00,242267.24,2.5393
18.50,-39.4089,-0.7258,0.1345,-28.2653,-19.4149,-10000.00,194149.46,2.5085
19.00,-25.1359,-0.6424,0.2171,-36.1275,-11.6324,10000.00,-116324.31,2.4782
19.50,-9.4267,-0.4940,0.3869,-39.6150,-2.1521,10000.00,-21520.92,2.4483
20.00,6.0227,-0.2500,0.5899,-38.2426,7.5463,10000.00,75462.96,2.4186
20.50,19.8582,0.0915,0.7672,-32.2888,15.9403,10000.00,159403.02,2.3896
21.00,31.1586,0.5048,0.8714,-22.7263,21.8214,10000.00,218213.72,2.3629
21.50,39.4089,0.9465,0.8788,-11.0048,24.5168,10000.00,245168.33,2.3403
