time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-3358.63,-0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0849,0.4974,-218683.03,-108777.04,0.0053
1.00,43.9698,0.0586,0.1733,0.7746,2.3769,-439896.04,-1045576.43,0.0341
1.50,62.1826,0.1928,0.3741,2.6846,5.3084,-500000.00,-2654215.35,0.1008
2.00,76.1578,0.4415,0.6274,6.1260,8.4200,-500000.00,-4210014.34,0.2171
2.50,84.9430,0.8248,0.9082,11.0257,11.0605,-487943.19,-5396878.71,0.3907
3.00,87.9395,1.3496,1.1880,17.0222,12.7375,-493697.66,-6288474.82,0.6253
3.50,84.9430,2.0077,1.4368,23.5485,13.1295,-500000.00,-6564731.46,0.9198
4.00,76.1578,2.7763,1.6256,29.8992,12.0117,-499924.76,-6004951.98,1.2682
4.50,62.1826,3.6189,1.7286,35.2947,9.3153,-495616.06,-4616800.27,1.6605
5.00,43.9698,4.4871,1.7253,38.9687,5.1635,-496617.05,-2564303.49,2.0825
5.50,22.7604,5.3242,1.6022,40.2682,-0.1175,-492740.61,57880.05,2.5175
6.00,0.0000,6.0684,1.3540,38.7360,-6.0769,-461562.12,2804878.24,2.9467
6.50,-22.7604,6.6578,0.9846,34.1550,-12.2111,-188545.41,2302345.11,3.3510
7.00,-43.9698,7.0348,0.5067,26.4466,-18.4725,100491.69,-1856333.37,3.7121
7.50,-62.1826,7.1500,-0.0583,15.7124,-24.1984,374714.01,-9067475.37,4.0142
8.00,-76.1578,6.9667,-0.6817,2.4007,-28.6782,464939.30,-13333622.44,4.2451
8.50,-84.9430,6.4642,-1.3295,-12.6056,-30.9025,493075.45,-15237269.51,4.3978
9.00,-87.9395,5.6394,-1.9640,-28.0472,-30.3858,493583.90,-14997952.60,4.4718
9.50,-84.9430,4.5088,-2.5464,-42.5084,-26.9936,491986.95,-13280493.65,4.4736
10.00,-76.1578,3.1079,-3.0395,-54.5921,-20.9336,500000.00,-10466820.84,4.4182
10.50,-62.1826,1.4898,-3.4102,-63.0788,-12.7036,477863.93,-6070613.76,4.3283
11.00,-43.9698,-0.2773,-3.6313,-67.0300,-2.9219,494817.61,-1445831.52,4.2335
11.50,-22.7604,-2.1134,-3.6841,-65.9026,7.4622,494698.77,3691552.23,4.1668
12.00,-0.0000,-3.9316,-3.5591,-59.6145,17.5658,495931.73,8711431.65,4.1576
12.50,22.7604,-5.6429,-3.2574,-48.5386,26.4674,490733.75,12988454.53,4.2244
13.00,43.9698,-7.1613,-2.7904,-33.4835,33.3580,242770.98,8098345.65,4.3686
13.50,62.1826,-8.4092,-2.1793,-15.4795,38.1627,148871.55,5681339.58,4.5747
14.00,76.1578,-9.3216,-1.4543,4.2004,40.0006,19884.45,795390.54,4.8169
14.50,84.9430,-9.8506,-0.6523,24.0247,38.7239,-209238.81,-8102547.14,5.0660
15.00,87.9395,-9.9680,0.1848,42.4954,34.6123,-360790.80,-12487795.71,5.2954
15.50,84.9430,-9.6672,1.0132,58.2076,27.7592,-470747.33,-13067565.56,5.4850
16.00,76.1578,-8.9636,1.7893,69.8899,18.6016,-493256.75,-9175368.06,5.6221
16.50,62.1826,-7.8935,2.4725,76.5176,7.6824,-478407.26,-3675329.95,5.7019
17.00,43.9698,-6.5124,3.0280,77.4138,-4.1605,-500000.00,2080234.33,5.7266
17.50,22.7604,-4.8914,3.4285,72.3923,-15.8181,-490036.10,7751417.42,5.7051
18.00,0.0000,-3.1128,3.6559,61.7809,-26.3588,-499184.59,13157922.26,5.6507
18.50,-22.7604,-1.2657,3.7024,46.3847,-34.8179,-494722.79,17225211.54,5.5796
19.00,-43.9698,0.5598,3.5708,27.4301,-40.4885,-304830.52,12342132.55,5.5083
19.50,-62.1826,2.2774,3.2740,6.3349,-43.3128,-62503.70,2707207.69,5.4510
20.00,-76.1578,3.8099,2.8345,-15.4279,-43.1311,39773.69,-1715483.41,5.4168
20.50,-84.9430,5.0931,2.2822,-36.2498,-39.5704,130377.14,-5159073.06,5.4094
21.00,-87.9395,6.0793,1.6529,-54.4901,-32.8731,285231.67,-9376439.72,5.4259
21.50,-84.9430,6.7397,0.9857,-68.7446,-23.7343,371983.62,-8828783.63,5.4593
22.00,-76.1578,7.0653,0.3202,-77.9289,-12.7312,454694.80,-5788793.55,5.5000
22.50,-62.1826,7.0665,-0.3055,-81.3302,-0.7612,492617.31,-374995.33,5.5388
23.00,-43.9698,6.7721,-0.8577,-78.6833,11.2939,490267.75,5537013.72,5.5679
23.50,-22.7604,6.2258,-1.3089,-70.1731,22.5297,495104.17,11154545.10,5.5824
24.00,-0.0000,5.4834,-1.6395,-56.4520,31.9930,493337.27,15783358.97,5.5804
24.50,22.7604,4.6082,-1.8388,-38.6062,38.9155,498890.36,19414574.88,5.5626
25.00,43.9698,3.6667,-1.9057,-18.0629,42.7092,433825.30,18528345.08,5.5317
25.50,62.1826,2.7234,-1.8478,3.5681,43.2367,226426.21,9789927.66,5.4912
26.00,76.1578,1.8370,-1.6815,24.7178,40.7938,148134.74,6042979.64,5.4450
26.50,84.9430,1.0562,-1.4298,43.8568,35.2477,-54750.86,-1929841.00,5.3963
27.00,87.9395,0.4168,-1.1208,59.6113,27.3438,-263029.66,-7192222.92,5.3473
27.50,84.9430,-0.0602,-0.7855,70.9535,17.7133,-354459.87,-6278650.68,5.2994
28.00,76.1578,-0.3695,-0.4552,77.1326,6.8284,-417995.03,-2854233.51,5.2529
28.50,62.1826,-0.5213,-0.1597,77.7183,-4.5115,-463335.92,2090339.96,5.2079
29.00,43.9698,-0.5394,0.0755,72.6982,-15.4461,-490430.79,7575241.22,5.1640
29.50,22.7604,-0.4592,0.2307,62.4844,-25.1491,-496876.12,12495963.86,5.1211
30.00,0.0000,-0.3241,0.2937,47.8780,-32.9003,-500000.00,16450171.29,5.0792
30.50,-22.7604,-0.1816,0.2602,30.0137,-38.0959,-494621.28,18843041.67,5.0381
31.00,-43.9698,-0.0792,0.1347,10.2746,-40.3514,-348993.00,14082346.68,4.9980
31.50,-62.1826,-0.0602,-0.0704,-9.9022,-39.8340,-178489.51,7109944.28,4.9588
32.00,-76.1578,-0.1597,-0.3356,-29.1441,-36.6335,-8572.08,314024.76,4.9205
32.50,-84.9430,-0.4017,-0.6355,-46.1595,-30.9836,103277.08,-3199899.05,4.8833
33.00,-87.9395,-0.7962,-0.9410,-59.7873,-23.1698,233338.43,-5406408.54,4.8477
33.50,-84.9430,-1.3385,-1.2216,-69.1007,-13.8359,320617.52,-4436037.56,4.8147
34.00,-76.1578,-2.0086,-1.4474,-73.4884,-3.5933,393622.99,-1414424.95,4.7858
34.50,-62.1826,-2.7723,-1.5917,-72.6829,6.8040,465114.19,3164624.91,4.7630
35.00,-43.9698,-3.5830,-1.6328,-66.8066,16.5604,494814.89,8194326.23,4.7484
35.50,-22.7604,-4.3853,-1.5561,-56.3445,25.0300,498721.59,12482993.24,4.7436
36.00,-0.0000,-5.1184,-1.3554,-42.0919,31.6255,498499.06,15765288.26,4.7489
36.50,22.7604,-5.7204,-1.0331,-25.1166,35.8514,496852.79,17812867.21,4.7634
37.00,43.9698,-6.1332,-0.6010,-6.6913,37.3898,315564.97,11798916.41,4.7842
37.50,62.1826,-6.3064,-0.0792,11.9128,36.5586,213749.92,7814393.07,4.8074
