time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.00,-0.00,0.0000
0.50,21.8414,0.0051,0.0306,0.0572,0.3374,10000.00,3373.88,0.0036
1.00,41.5448,0.0402,0.1186,0.4305,1.2383,10000.00,12383.48,0.0234
1.50,57.1815,0.1315,0.2527,1.3596,2.5181,10000.00,25180.65,0.0688
2.00,67.2209,0.2978,0.4158,2.9639,3.8876,10000.00,38876.42,0.1467
2.50,70.6802,0.5485,0.5866,5.2084,5.0253,10000.00,50252.54,0.2609
3.00,67.2209,0.8818,0.7420,7.8991,5.6268,10000.00,56267.56,0.4116
3.50,57.1815,1.2842,0.8592,10.7049,5.4541,10000.00,54540.99,0.5953
4.00,41.5448,1.7314,0.9185,13.2006,4.3751,10000.00,43750.78,0.8050
4.50,21.8414,2.1905,0.9051,14.9272,2.3890,10000.00,23890.39,1.0311
5.00,0.0000,2.6229,0.8110,15.4601,-0.3650,-10000.00,3649.95,1.2617
5.50,-21.8414,2.9879,0.6359,14.4899,-3.5712,-10000.00,35711.67,1.4843
6.00,-41.5448,3.2466,0.3877,11.8652,-6.9163,-10000.00,69162.78,1.6866
6.50,-57.1815,3.3659,0.0816,7.6207,-9.9789,-10000.00,99788.96,1.8576
7.00,-67.2209,3.3221,-0.2610,2.0052,-12.3322,-10000.00,123321.57,1.9890
7.50,-70.6802,3.1031,-0.6144,-4.5291,-13.5993,-10000.00,135993.01,2.0763
8.00,-67.2209,2.7105,-0.9507,-11.3654,-13.5055,-10000.00,135054.64,2.1188
8.50,-57.1815,2.1598,-1.2427,-17.7837,-11.9192,-10000.00,119192.08,2.1211
9.00,-41.5448,1.4793,-1.4663,-23.0399,-8.8783,-10000.00,88783.05,2.0923
9.50,-21.8414,0.7081,-1.6028,-26.4530,-4.5961,10000.00,-45961.37,2.0454
10.00,-0.0000,-0.1070,-1.6405,-27.5021,0.5048,10000.00,5048.00,1.9963
10.50,21.8414,-0.9153,-1.5760,-25.8852,5.9781,10000.00,59780.50,1.9601
11.00,41.5448,-1.6667,-1.4144,-21.5575,11.2499,10000.00,112499.08,1.9483
11.50,57.1815,-2.3156,-1.1688,-14.7677,15.7316,10000.00,157315.91,1.9650
12.00,67.2209,-2.8248,-0.8594,-6.0487,18.8855,10000.00,188855.17,2.0064
12.50,70.6802,-3.1685,-0.5112,3.8238,20.2886,10000.00,202886.41,2.0633
