time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0828,0.4894,3.40,1.66,0.0053
1.00,43.9698,0.0586,0.1733,0.6355,1.8455,-76.36,-140.92,0.0341
1.50,62.1826,0.1928,0.3741,2.0292,3.7996,7491.45,28464.28,0.1008
2.00,76.1578,0.4415,0.6274,4.4690,5.9631,15242.91,90895.14,0.2171
2.50,84.9430,0.8248,0.9082,7.9558,7.9177,17025.18,134800.13,0.3907
3.00,87.9395,1.3496,1.1880,12.2847,9.2670,17679.84,163838.90,0.6253
3.50,84.9430,2.0077,1.4368,17.0625,9.6632,17180.00,166012.94,0.9198
4.00,76.1578,2.7763,1.6256,21.7474,8.8664,15582.36,138159.51,1.2682
4.50,62.1826,3.6189,1.7286,25.7123,6.7796,13025.71,88309.23,1.6605
5.00,43.9698,4.4871,1.7253,28.3211,3.4663,9733.11,33738.17,2.0825
5.50,22.7604,5.3242,1.6022,29.0104,-0.8496,6044.39,-5135.23,2.5175
6.00,0.0000,6.0684,1.3540,27.3647,-5.8030,2642.33,-15333.38,2.9467
6.50,-22.7604,6.6578,0.9846,23.1796,-10.9233,2346.78,-25634.63,3.3510
7.00,-43.9698,7.0348,0.5067,16.5008,-15.6878,8187.08,-128437.46,3.7121
7.50,-62.1826,7.1500,-0.0583,7.6373,-19.5764,12244.42,-239701.39,4.0142
8.00,-76.1578,6.9667,-0.6817,-2.8477,-22.1017,15062.31,-332903.25,4.2451
8.50,-84.9430,6.4642,-1.3295,-14.1725,-22.8851,16966.38,-388277.63,4.3978
9.00,-87.9395,5.6394,-1.9640,-25.4026,-21.7003,17881.82,-388040.17,4.4718
9.50,-84.9430,4.5088,-2.5464,-35.5347,-18.5026,17753.88,-328493.09,4.4736
10.00,-76.1578,3.1079,-3.0395,-43.5920,-13.4419,16597.45,-223101.24,4.4182
10.50,-62.1826,1.4898,-3.4102,-48.7198,-6.8557,14500.43,-99409.86,4.3283
11.00,-43.9698,-0.2773,-3.6313,-50.2746,0.7561,11625.33,8789.83,4.2335
11.50,-22.7604,-2.1134,-3.6841,-47.8947,8.7725,8204.84,71977.36,4.1668
12.00,-0.0000,-3.9316,-3.5591,-41.5483,16.5067,4433.27,73178.60,4.1576
12.50,22.7604,-5.6429,-3.2574,-31.5503,23.2675,-509.12,-11845.85,4.2244
13.00,43.9698,-7.1613,-2.7904,-18.5484,28.4266,-8016.26,-227874.75,4.3686
13.50,62.1826,-8.4092,-2.1793,-3.4759,31.4783,-12454.06,-392032.74,4.5747
14.00,76.1578,-9.3216,-1.4543,12.5181,32.0723,-15128.16,-485194.78,4.8169
14.50,84.9430,-9.8506,-0.6523,28.1603,30.0663,-17323.34,-520848.34,5.0660
15.00,87.9395,-9.9680,0.1848,42.1620,25.5431,-18674.82,-477013.70,5.2954
15.50,84.9430,-9.6672,1.0132,53.3314,18.8042,-18960.93,-356544.98,5.4850
16.00,76.1578,-8.9636,1.7893,60.6774,10.3471,-18120.74,-187496.60,5.6221
16.50,62.1826,-7.8935,2.4725,63.4993,0.8262,-16196.55,-13382.32,5.7019
17.00,43.9698,-6.5124,3.0280,61.4515,-9.0009,-13332.03,120000.85,5.7266
17.50,22.7604,-4.8914,3.4285,54.5798,-18.3377,-9790.86,179541.42,5.7051
18.00,0.0000,-3.1128,3.6559,43.3243,-26.4148,-5960.61,157448.36,5.6507
18.50,-22.7604,-1.2657,3.7024,28.4890,-32.5561,-1022.99,33304.64,5.5796
19.00,-43.9698,0.5598,3.5708,11.1798,-36.2391,8487.99,-307597.30,5.5083
19.50,-62.1826,2.2774,3.2740,-7.2859,-37.1457,12292.92,-456629.17,5.4510
20.00,-76.1578,3.8099,2.8345,-25.4805,-35.1566,15435.90,-542673.66,5.4168
20.50,-84.9430,5.0931,2.2822,-41.9784,-30.4001,18087.51,-549862.02,5.4094
21.00,-87.9395,6.0793,1.6529,-55.4756,-23.2298,19700.91,-457648.96,5.4259
21.50,-84.9430,6.7397,0.9857,-64.8951,-14.1943,20078.04,-284994.12,5.4593
22.00,-76.1578,7.0653,0.3202,-69.4740,-3.9929,19159.33,-76502.00,5.5000
22.50,-62.1826,7.0665,-0.3055,-68.8251,6.5807,16993.10,111825.83,5.5388
23.00,-43.9698,6.7721,-0.8577,-62.9684,16.7027,13736.68,229440.09,5.5679
23.50,-22.7604,6.2258,-1.3089,-52.3295,25.5856,9660.78,247176.95,5.5824
24.00,-0.0000,5.4834,-1.6395,-37.7055,32.5404,5052.67,164415.65,5.5804
24.50,22.7604,4.6082,-1.8388,-20.2018,37.0312,-2469.00,-91429.78,5.5626
25.00,43.9698,3.6667,-1.9057,-1.1427,38.7230,-8623.39,-333923.48,5.5317
25.50,62.1826,2.7234,-1.8478,18.0315,37.4904,-12265.15,-459825.58,5.4912
26.00,76.1578,1.8370,-1.6815,35.8742,33.4331,-16024.25,-535740.57,5.4450
26.50,84.9430,1.0562,-1.4298,51.0454,26.8753,-18839.63,-506320.49,5.3963
