time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,19.8582,0.0133,0.0789,0.1480,0.8686,500000.00,434317.34,0.0094
1.00,37.1812,0.1022,0.2958,0.8029,1.9462,500000.00,973113.95,0.0595
1.50,49.8405,0.3234,0.5973,2.2260,3.7995,500000.00,1899728.67,0.1697
2.00,56.4383,0.7013,0.9094,4.5755,5.4914,500000.00,2745698.59,0.3484
2.50,56.4873,1.2217,1.1556,7.5373,6.1181,500000.00,3059050.00,0.5915
3.00,50.4157,1.8355,1.2750,10.4101,5.0705,-426765.91,-2163922.46,0.8838
3.50,39.4089,2.4700,1.2362,12.8661,4.4357,-500000.00,-2217865.52,1.2026
4.00,25.1359,3.0457,1.0430,14.5951,2.2322,-500000.00,-1116107.74,1.5219
4.50,9.4267,3.4932,0.7319,14.9086,-1.0917,-500000.00,545860.26,1.8179
5.00,-6.0227,3.7675,0.3605,13.4680,-4.6242,-500000.00,2312116.32,2.0724
5.50,-19.8582,3.8543,-0.0080,10.4070,-7.4320,-500000.00,3716000.17,2.2748
6.00,-31.1586,3.7688,-0.3215,6.2777,-8.8115,-500000.00,4405756.38,2.4227
6.50,-39.4089,3.5470,-0.5508,1.8873,-8.4670,-500000.00,4233481.55,2.5197
7.00,-44.3930,3.2323,-0.6954,-1.9263,-6.5691,-500000.00,3284542.93,2.5733
7.50,-46.0558,2.8617,-0.7804,-4.5146,-3.6828,-500000.00,1841395.01,2.5923
8.00,-44.3930,2.4552,-0.8456,-5.5740,-0.5877,-273689.60,160840.01,2.5844
8.50,-39.4089,2.0126,-0.9311,-5.3341,1.4126,500000.00,706306.14,2.5560
9.00,-31.1586,1.5162,-1.0628,-4.8023,0.5614,500000.00,280720.24,2.5120
9.50,-19.8582,0.9417,-1.2419,-4.9137,-1.1166,500000.00,-558307.80,2.4575
10.00,-6.0227,0.2706,-1.4423,-5.9862,-3.1850,500000.00,-1592481.27,2.3990
10.50,9.4267,-0.4962,-1.6157,-8.0494,-4.9548,500000.00,-2477375.64,2.3462
11.00,25.1359,-1.3309,-1.7044,-10.7660,-5.6854,500000.00,-2842682.75,2.3114
11.50,39.4089,-2.1778,-1.6572,-13.4649,-4.8189,500000.00,-2409470.18,2.3059
12.00,50.4157,-2.9604,-1.4452,-15.2850,-2.1812,500000.00,-1090616.60,2.3356
