time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,17359.57,0.00,0.0000
0.50,21.8414,0.0051,0.0306,0.0466,0.2958,-500000.00,-147875.92,0.0036
1.00,41.5448,0.0402,0.1186,0.7113,2.4259,-500000.00,-1212958.98,0.0234
1.50,57.1815,0.1315,0.2527,2.5074,4.7615,-500000.00,-2380762.00,0.0688
2.00,67.2209,0.2978,0.4158,5.4436,6.9213,-500000.00,-3460660.38,0.1467
2.50,70.6802,0.5485,0.5866,9.3348,8.5210,-500000.00,-4260499.10,0.2609
3.00,67.2209,0.8818,0.7420,13.8146,9.2283,-500000.00,-4614149.37,0.4116
3.50,57.1815,1.2842,0.8592,18.3742,8.8124,-500000.00,-4406223.70,0.5953
4.00,41.5448,1.7314,0.9185,22.4226,7.1815,-500000.00,-3590737.22,0.8050
4.50,21.8414,2.1905,0.9051,25.3624,4.4025,-500000.00,-2201238.47,1.0311
5.00,0.0000,2.6229,0.8110,26.6698,0.7019,500000.00,350965.20,1.2617
5.50,-21.8414,2.9879,0.6359,25.3609,-5.9529,500000.00,-2976427.64,1.4843
6.00,-41.5448,3.2466,0.3877,20.7596,-12.3510,500000.00,-6175518.62,1.6866
6.50,-57.1815,3.3659,0.0816,13.1691,-17.7990,500000.00,-8899498.68,1.8576
7.00,-67.2209,3.3221,-0.2610,3.2245,-21.6747,500000.00,-10837354.43,1.9890
7.50,-70.6802,3.1031,-0.6144,-8.1609,-23.4981,500000.00,-11749070.72,2.0763
8.00,-67.2209,2.7105,-0.9507,-19.8816,-22.9884,500000.00,-11494219.67,2.1188
8.50,-57.1815,2.1598,-1.2427,-30.7497,-20.1013,500000.00,-10050634.96,2.1211
9.00,-41.5448,1.4793,-1.4663,-39.6175,-15.0418,500000.00,-7520880.93,2.0923
9.50,-21.8414,0.7081,-1.6028,-45.5001,-8.2510,500000.00,-4125503.60,2.0454
10.00,-0.0000,-0.1070,-1.6405,-47.6844,-0.3669,-500000.00,183459.16,1.9963
10.50,21.8414,-0.9153,-1.5760,-45.2033,10.2354,-500000.00,-5117710.55,1.9601
11.00,41.5448,-1.6667,-1.4144,-37.5927,19.9798,-500000.00,-9989904.29,1.9483
