time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,19.8582,0.0133,0.0789,0.1480,0.8686,-100000.00,-86863.47,0.0094
1.00,37.1812,0.1022,0.2958,1.1686,3.3853,-200000.00,-677057.39,0.0595
1.50,49.8405,0.3234,0.5973,3.6912,6.7099,-300000.00,-2012957.91,0.1697
2.00,56.4383,0.7013,0.9094,7.8538,9.7634,-400000.00,-3905354.30,0.3484
2.50,56.4873,1.2217,1.1556,13.2557,11.5173,-500000.00,-5758640.56,0.5915
3.00,50.4157,1.8355,1.2750,19.0528,11.2663,-500000.00,-5633156.18,0.8838
3.50,39.4089,2.4700,1.2362,24.1095,8.5750,-500000.00,-4287505.94,1.2026
4.00,25.1359,3.0457,1.0430,27.2828,3.8444,-500000.00,-1922222.04,1.5219
4.50,9.4267,3.4932,0.7319,27.7590,-2.0372,-500000.00,1018616.33,1.8179
5.00,-6.0227,3.7675,0.3605,25.2463,-7.9125,-400000.00,3164997.46,2.0724
5.50,-19.8582,3.8543,-0.0080,19.9801,-12.8747,-300000.00,3862405.92,2.2748
6.00,-31.1586,3.7688,-0.3215,12.6574,-16.0238,-200000.00,3204760.71,2.4227
6.50,-39.4089,3.5470,-0.5508,4.3174,-16.9139,-100000.00,1691386.20,2.5197
7.00,-44.3930,3.2323,-0.6954,-3.9089,-15.6238,0.00,-0.00,2.5733
7.50,-46.0558,2.8617,-0.7804,-11.0500,-12.6911,100000.00,-1269111.65,2.5923
8.00,-44.3930,2.4552,-0.8456,-16.4817,-8.9317,200000.00,-1786337.51,2.5844
8.50,-39.4089,2.0126,-0.9311,-20.0080,-5.1999,300000.00,-1559983.93,2.5560
9.00,-31.1586,1.5162,-1.0628,-21.8200,-2.1570,400000.00,-862801.88,2.5120
9.50,-19.8582,0.9417,-1.2419,-22.3554,-0.1112,500000.00,-55578.05,2.4575
10.00,-6.0227,0.2706,-1.4423,-22.1061,1.0270,500000.00,513488.43,2.3990
10.50,9.4267,-0.4962,-1.6157,-21.3729,1.9052,400000.00,762080.00,2.3462
11.00,25.1359,-1.3309,-1.7044,-20.0967,3.2784,300000.00,983521.16,2.3114
11.50,39.4089,-2.1778,-1.6572,-17.9248,5.5301,200000.00,1106028.34,2.3059
12.00,50.4157,-2.9604,-1.4452,-14.3830,8.7374,100000.00,873743.94,2.3356
12.50,56.4873,-3.5959,-1.0724,-9.0591,12.5698,0.00,0.00,2.3964
13.00,56.4383,-4.0123,-0.5781,-1.8059,16.3107,-100000.00,-1631066.24,2.4751
13.50,49.8405,-4.1649,-0.0302,7.0973,19.0044,-200000.00,-3800879.23,2.5548
14.00,37.1812,-4.0474,0.4887,16.8822,19.6940,-300000.00,-5908212.72,2.6205
14.50,19.8582,-3.6943,0.8999,26.3580,17.6903,-200000.00,-3538064.65,2.6632
15.00,0.0000,-3.1753,1.1461,33.9836,12.3190,-100000.00,-1231904.58,2.6813
15.50,-19.8582,-2.5798,1.2050,38.1701,4.0706,0.00,0.00,2.6782
16.00,-37.1812,-1.9990,1.0931,37.7354,-5.9376,100000.00,-593758.04,2.6601
