time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0828,0.4894,-100000.00,-48936.33,0.0053
1.00,43.9698,0.0586,0.1733,0.6964,2.0853,-200000.00,-417064.99,0.0341
1.50,62.1826,0.1928,0.3741,2.3242,4.4843,-300000.00,-1345298.76,0.1008
2.00,76.1578,0.4415,0.6274,5.2657,7.2637,-400000.00,-2905482.23,0.2171
2.50,84.9430,0.8248,0.9082,9.5912,9.9384,-500000.00,-4969178.34,0.3907
3.00,87.9395,1.3496,1.1880,15.1258,12.0238,-500000.00,-6011912.97,0.6253
3.50,84.9430,2.0077,1.4368,21.4048,12.8586,-500000.00,-6429317.51,0.9198
4.00,76.1578,2.7763,1.6256,27.7288,12.1729,-500000.00,-6086438.21,1.2682
4.50,62.1826,3.6189,1.7286,33.3061,9.8722,-500000.00,-4936081.09,1.6605
5.00,43.9698,4.4871,1.7253,37.3456,6.0540,-500000.00,-3027011.49,2.0825
5.50,22.7604,5.3242,1.6022,39.1525,1.0029,-500000.00,-501463.52,2.5175
6.00,0.0000,6.0684,1.3540,38.2158,-4.8355,-400000.00,1934198.35,2.9467
6.50,-22.7604,6.6578,0.9846,34.2179,-11.1381,-300000.00,3341432.73,3.3510
7.00,-43.9698,7.0348,0.5067,27.0891,-17.2472,-200000.00,3449444.76,3.7121
7.50,-62.1826,7.1500,-0.0583,17.0949,-22.4918,-100000.00,2249181.76,4.0142
8.00,-76.1578,6.9667,-0.6817,4.8246,-26.2589,0.00,-0.00,4.2451
8.50,-84.9430,6.4642,-1.3295,-8.8545,-28.0596,100000.00,-2805959.71,4.3978
9.00,-87.9395,5.6394,-1.9640,-22.8732,-27.5837,200000.00,-5516749.40,4.4718
9.50,-84.9430,4.5088,-2.5464,-36.0604,-24.7365,300000.00,-7420948.77,4.4736
10.00,-76.1578,3.1079,-3.0395,-47.2547,-19.6541,400000.00,-7861643.62,4.4182
10.50,-62.1826,1.4898,-3.4102,-55.4199,-12.6968,500000.00,-6348391.70,4.3283
11.00,-43.9698,-0.2773,-3.6313,-59.7500,-4.4193,500000.00,-2209643.74,4.2335
11.50,-22.7604,-2.1134,-3.6841,-59.6943,4.7176,500000.00,2358822.05,4.1668
12.00,-0.0000,-3.9316,-3.5591,-55.0248,13.8965,500000.00,6948263.45,4.1576
12.50,22.7604,-5.6429,-3.2574,-45.9324,22.2718,400000.00,8908727.80,4.2244
13.00,43.9698,-7.1613,-2.7904,-32.9600,29.2896,300000.00,8786886.69,4.3686
13.50,62.1826,-8.4092,-2.1793,-16.9676,34.2489,200000.00,6849784.47,4.5747
14.00,76.1578,-9.3216,-1.4543,0.8754,36.6222,100000.00,3662216.12,4.8169
14.50,84.9430,-9.8506,-0.6523,19.1902,36.1077,0.00,0.00,5.0660
15.00,87.9395,-9.9680,0.1848,36.5111,32.6612,-100000.00,-3266116.35,5.2954
15.50,84.9430,-9.6672,1.0132,51.4165,26.5034,-200000.00,-5300676.66,5.4850
16.00,76.1578,-8.9636,1.7893,62.6582,18.1032,-300000.00,-5430965.72,5.6221
16.50,62.1826,-7.8935,2.4725,69.2771,8.1380,-400000.00,-3255185.91,5.7019
17.00,43.9698,-6.5124,3.0280,70.6925,-2.5656,-500000.00,1282778.89,5.7266
17.50,22.7604,-4.8914,3.4285,66.7596,-13.1035,-500000.00,6551768.61,5.7051
18.00,0.0000,-3.1128,3.6559,57.7274,-22.8146,-500000.00,11407279.07,5.6507
18.50,-22.7604,-1.2657,3.7024,44.2270,-30.8446,-500000.00,15422324.00,5.5796
19.00,-43.9698,0.5598,3.5708,27.2855,-36.4758,-400000.00,14590320.99,5.5083
19.50,-62.1826,2.2774,3.2740,8.1800,-39.4300,-300000.00,11829005.41,5.4510
20.00,-76.1578,3.8099,2.8345,-11.6643,-39.4013,-200000.00,7880263.21,5.4168
20.50,-84.9430,5.0931,2.2822,-30.7321,-36.3367,-100000.00,3633668.94,5.4094
21.00,-87.9395,6.0793,1.6529,-47.5463,-30.4425,0.00,-0.00,5.4259
21.50,-84.9430,6.7397,0.9857,-60.7953,-22.1683,100000.00,-2216827.88,5.4593
22.00,-76.1578,7.0653,0.3202,-69.4452,-12.1687,200000.00,-2433741.80,5.5000
22.50,-62.1826,7.0665,-0.3055,-72.8298,-1.2486,300000.00,-374580.46,5.5388
23.00,-43.9698,6.7721,-0.8577,-70.7084,9.7055,400000.00,3882197.67,5.5679
23.50,-22.7604,6.2258,-1.3089,-63.2889,19.8002,500000.00,9900094.15,5.5824
24.00,-0.0000,5.4834,-1.6395,-51.2115,28.2104,500000.00,14105188.59,5.5804
24.50,22.7604,4.6082,-1.8388,-35.4364,34.4879,500000.00,17243968.67,5.5626
25.00,43.9698,3.6667,-1.9057,-17.1703,38.1042,400000.00,15241680.98,5.5317
25.50,62.1826,2.7234,-1.8478,2.2294,38.9863,300000.00,11695896.39,5.4912
26.00,76.1578,1.8370,-1.6815,21.3599,37.0289,200000.00,7405785.01,5.4450
26.50,84.9430,1.0562,-1.4298,38.8229,32.3561,100000.00,3235614.33,5.3963
27.00,87.9395,0.4168,-1.1208,53.3384,25.3123,0.00,0.00,5.3473
27.50,84.9430,-0.0602,-0.7855,63.8476,16.4341,-100000.00,-1643414.01,5.2994
28.00,76.1578,-0.3695,-0.4552,69.6000,6.4076,-200000.00,-1281514.64,5.2529
28.50,62.1826,-0.5213,-0.1597,70.2136,-3.9882,-300000.00,1196462.24,5.2079
29.00,43.9698,-0.5394,0.0755,65.7062,-13.9436,-400000.00,5577437.54,5.1640
29.50,22.7604,-0.4592,0.2307,56.4945,-22.6837,-500000.00,11341837.05,5.1211
30.00,0.0000,-0.3241,0.2937,43.3609,-29.5300,-500000.00,14765011.48,5.0792
30.50,-22.7604,-0.1816,0.2602,27.3307,-34.1940,-500000.00,17097008.59,5.0381
31.00,-43.9698,-0.0792,0.1347,9.5957,-36.3035,-400000.00,14521384.04,4.9980
31.50,-62.1826,-0.0602,-0.0704,-8.5756,-35.9241,-300000.00,10777244.84,4.9588
32.00,-76.1578,-0.1597,-0.3356,-25.9318,-33.0592,-200000.00,6611835.42,4.9205
32.50,-84.9430,-0.4017,-0.6355,-41.2705,-27.9021,-100000.00,2790206.23,4.8833
33.00,-87.9395,-0.7962,-0.9410,-53.5316,-20.8227,0.00,-0.00,4.8477
33.50,-84.9430,-1.3385,-1.2216,-61.8780,-12.3394,100000.00,-1233942.20,4.8147
34.00,-76.1578,-2.0086,-1.4474,-65.7610,-3.0794,200000.00,-615874.16,4.7858
34.50,-62.1826,-2.7723,-1.5917,-64.9629,6.2695,300000.00,1880860.09,4.7630
35.00,-43.9698,-3.5830,-1.6328,-59.6138,15.0113,400000.00,6004519.39,4.7484
35.50,-22.7604,-4.3853,-1.5561,-50.1832,22.4950,500000.00,11247502.87,4.7436
36.00,-0.0000,-5.1184,-1.3554,-37.4439,28.1643,500000.00,14082129.53,4.7489
36.50,22.7604,-5.7204,-1.0331,-22.3536,31.8389,500000.00,15919472.46,4.7634
37.00,43.9698,-6.1332,-0.6010,-5.9879,33.2322,400000.00,13292862.94,4.7842
37.50,62.1826,-6.3064,-0.0792,10.5365,32.4648,300000.00,9739426.58,4.8074
38.00,76.1578,-6.2019,0.5048,26.1388,29.5609,200000.00,5912175.94,4.8281
38.50,84.9430,-5.7967,1.1177,39.7896,24.7007,100000.00,2470073.63,4.8417
39.00,87.9395,-5.0855,1.7227,50.5863,18.2095,0.00,0.00,4.8449
39.50,84.9430,-4.0817,2.2818,57.8209,10.5351,-100000.00,-1053512.87,4.8361
40.00,76.1578,-2.8175,2.7583,61.0337,2.2168,-200000.00,-443360.32,4.8163
40.50,62.1826,-1.3427,3.1194,60.0493,-6.1540,-300000.00,1846185.75,4.7892
41.00,43.9698,0.2781,3.3383,54.9923,-13.9763,-400000.00,5590519.88,4.7603
41.50,22.7604,1.9687,3.3961,46.2805,-20.6842,-500000.00,10342116.75,4.7368
42.00,0.0000,3.6458,3.2834,34.5977,-25.7884,-500000.00,12894207.44,4.7254
42.50,-22.7604,5.2237,3.0007,20.7841,-29.1524,-500000.00,14576201.17,4.7315
43.00,-43.9698,6.6198,2.5589,5.7826,-30.5065,-400000.00,12202619.05,4.7575
43.50,-62.1826,7.7595,1.9788,-9.4245,-29.9622,-300000.00,8988658.07,4.8021
44.00,-76.1578,8.5804,1.2896,-23.8799,-27.5094,-200000.00,5501881.07,4.8609
44.50,-84.9430,9.0368,0.5273,-36.6553,-23.2742,-100000.00,2327420.39,4.9268
