time,x_ref,z,zdot,x_rel,xrel_dot,F_pto,power,fowt_rms_cumul
0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000
0.50,22.7604,0.0074,0.0444,0.0828,0.4894,61496.44,30094.10,0.0053
1.00,43.9698,0.0586,0.1733,0.5980,1.6980,213379.59,362315.72,0.0341
1.50,62.1826,0.1928,0.3741,1.7927,3.1614,397280.57,1255960.82,0.1008
2.00,76.1578,0.4415,0.6274,3.7001,4.4962,500000.00,2248090.03,0.2171
2.50,84.9430,0.8248,0.9082,6.2248,5.5747,500000.00,2787343.34,0.3907
3.00,87.9395,1.3496,1.1880,9.2187,6.3186,500000.00,3159297.87,0.6253
3.50,84.9430,2.0077,1.4368,12.4358,6.4219,500000.00,3210967.22,0.9198
4.00,76.1578,2.7763,1.6256,15.4943,5.6549,500000.00,2827438.72,1.2682
4.50,62.1826,3.6189,1.7286,17.9243,3.8991,489984.34,1910494.68,1.6605
5.00,43.9698,4.4871,1.7253,19.2355,1.1936,149991.90,179026.39,2.0825
5.50,22.7604,5.3242,1.6022,19.1863,-1.5197,-190973.63,290220.60,2.5175
6.00,0.0000,6.0684,1.3540,17.8122,-4.0757,-500000.00,2037833.94,2.9467
6.50,-22.7604,6.6578,0.9846,15.2218,-6.3474,-500000.00,3173709.52,3.3510
7.00,-43.9698,7.0348,0.5067,11.4273,-8.8397,-500000.00,4419874.54,3.7121
7.50,-62.1826,7.1500,-0.0583,6.4027,-11.2067,-500000.00,5603366.44,4.0142
8.00,-76.1578,6.9667,-0.6817,0.3042,-13.0740,-500000.00,6537014.36,4.2451
8.50,-84.9430,6.4642,-1.3295,-6.5279,-14.0865,-500000.00,7043264.67,4.3978
9.00,-87.9395,5.6394,-1.9640,-13.5903,-13.9550,-500000.00,6977518.77,4.4718
9.50,-84.9430,4.5088,-2.5464,-20.2600,-12.4966,-500000.00,6248311.50,4.4736
10.00,-76.1578,3.1079,-3.0395,-25.8559,-9.6640,-500000.00,4832013.94,4.4182
10.50,-62.1826,1.4898,-3.4102,-29.7103,-5.5607,-500000.00,2780340.62,4.3283
11.00,-43.9698,-0.2773,-3.6313,-31.2452,-0.4394,-55220.73,24265.31,4.2335
11.50,-22.7604,-2.1134,-3.6841,-30.3140,4.2485,500000.00,2124227.38,4.1668
12.00,-0.0000,-3.9316,-3.5591,-27.2837,7.9084,500000.00,3954185.57,4.1576
12.50,22.7604,-5.6429,-3.2574,-22.3989,11.6055,500000.00,5802751.95,4.2244
13.00,43.9698,-7.1613,-2.7904,-15.7367,14.9517,500000.00,7475863.29,4.3686
13.50,62.1826,-8.4092,-2.1793,-7.5728,17.5475,500000.00,8773731.08,4.5747
14.00,76.1578,-9.3216,-1.4543,1.6236,19.0270,500000.00,9513507.25,4.8169
14.50,84.9430,-9.8506,-0.6523,11.2184,19.1024,500000.00,9551178.19,5.0660
15.00,87.9395,-9.9680,0.1848,20.4610,17.6006,500000.00,8800275.69,5.2954
15.50,84.9430,-9.6672,1.0132,28.5488,14.4906,500000.00,7245306.63,5.4850
