t,DeltaT_ref,DeltaT,T_max,T_min,T_avg,flow_pattern,phi_b_kWm3,soc,n_switches,iae_cumulative
0.0,0.000,0.0000,298.1500,298.1500,298.1500,U,91.87,1.0000,1,0.00
1.0,0.000,0.0000,298.1945,298.1945,298.1945,U,91.79,0.9981,1,0.00
2.0,0.000,0.0001,298.2390,298.2388,298.2389,U,91.72,0.9961,1,0.00
3.0,0.000,0.0004,298.2833,298.2828,298.2831,U,91.65,0.9942,1,0.00
4.0,0.000,0.0008,298.3275,298.3266,298.3271,U,91.57,0.9922,1,0.00
5.0,0.000,0.0014,298.3715,298.3702,298.3710,U,91.50,0.9903,1,0.00
6.0,0.000,0.0021,298.4155,298.4134,298.4147,U,91.43,0.9883,1,0.00
7.0,0.000,0.0029,298.4594,298.4565,298.4583,U,91.36,0.9864,1,0.01
8.0,0.000,0.0039,298.5031,298.4993,298.5017,U,91.30,0.9844,1,0.01
9.0,0.000,0.0050,298.5468,298.5418,298.5449,U,91.23,0.9825,1,0.02
10.0,0.000,0.0062,298.5903,298.5841,298.5879,U,91.16,0.9806,1,0.02
11.0,0.000,0.0075,298.6337,298.6262,298.6309,U,91.10,0.9786,1,0.03
12.0,0.000,0.0090,298.6771,298.6680,298.6736,U,91.03,0.9767,1,0.04
13.0,0.000,0.0106,298.7203,298.7096,298.7162,U,90.97,0.9747,1,0.05
14.0,0.000,0.0124,298.7634,298.7510,298.7586,U,90.91,0.9728,1,0.06
15.0,0.000,0.0142,298.8064,298.7922,298.8009,U,90.85,0.9708,1,0.08
16.0,0.000,0.0162,298.8493,298.8331,298.8431,U,90.79,0.9689,1,0.09
17.0,0.000,0.0183,298.8921,298.8737,298.8850,U,90.73,0.9669,1,0.11
18.0,0.000,0.0206,298.9348,298.9142,298.9269,U,90.67,0.9650,1,0.13
19.0,0.000,0.0229,298.9774,298.9544,298.9685,U,90.61,0.9631,1,0.15
20.0,0.000,0.0254,299.0199,298.9944,299.0101,U,90.56,0.9611,1,0.18
21.0,0.000,0.0280,299.0623,299.0342,299.0515,U,90.50,0.9592,1,0.21
22.0,0.000,0.0308,299.1045,299.0738,299.0927,U,90.45,0.9572,1,0.24
23.0,0.000,0.0336,299.1467,299.1131,299.1338,U,90.39,0.9553,1,0.27
24.0,0.000,0.0366,299.1888,299.1522,299.1747,U,90.34,0.9533,1,0.31
25.0,0.000,0.0397,299.2308,299.1911,299.2155,U,90.29,0.9514,1,0.35
26.0,0.000,0.0429,299.2727,299.2298,299.2562,U,90.24,0.9494,1,0.39
27.0,0.000,0.0462,299.3145,299.2683,299.2967,U,90.19,0.9475,1,0.44
28.0,0.000,0.0496,299.3562,299.3066,299.3370,U,90.14,0.9456,1,0.49
29.0,0.000,0.0531,299.3978,299.3446,299.3773,U,90.09,0.9436,1,0.54
30.0,0.000,0.0568,299.4393,299.3825,299.4173,U,90.04,0.9417,1,0.60
31.0,0.000,0.0606,299.4807,299.4201,299.4573,U,90.00,0.9397,1,0.66
32.0,0.000,0.0644,299.5220,299.4576,299.4971,U,89.95,0.9378,1,0.72
33.0,0.000,0.0684,299.5632,299.4948,299.5368,U,89.90,0.9358,1,0.79
34.0,0.000,0.0725,299.6044,299.5318,299.5763,U,89.86,0.9339,1,0.86
35.0,0.000,0.0767,299.6454,299.5687,299.6157,U,89.82,0.9319,1,0.94
36.0,0.000,0.0811,299.6864,299.6053,299.6549,U,89.78,0.9300,1,1.02
37.0,0.000,0.0855,299.7272,299.6417,299.6941,U,89.74,0.9281,1,1.11
38.0,0.000,0.0900,299.7680,299.6780,299.7331,U,89.70,0.9261,1,1.20
39.0,0.000,0.0946,299.8086,299.7140,299.7719,U,89.66,0.9242,1,1.29
40.0,0.000,0.0994,299.8492,299.7498,299.8106,U,89.62,0.9222,1,1.39
41.0,0.000,0.1042,299.8897,299.7855,299.8492,U,89.58,0.9203,1,1.49
42.0,0.000,0.1092,299.9301,299.8210,299.8877,U,89.54,0.9183,1,1.60
43.0,0.000,0.1142,299.9704,299.8562,299.9260,U,89.51,0.9164,1,1.72
44.0,0.000,0.1194,300.0107,299.8913,299.9642,U,89.47,0.9144,1,1.84
45.0,0.000,0.1246,300.0508,299.9262,300.0023,U,89.44,0.9125,1,1.96
46.0,0.000,0.1299,300.0909,299.9609,300.0403,U,89.41,0.9106,1,2.09
47.0,0.000,0.1354,300.1308,299.9954,300.0781,U,89.37,0.9086,1,2.23
