t,theta_ts,theta_dot_ts,u_ts,theta_base,u_base,w1,w2
1.62000,-2.48523,2.08181,0.00000,-1.74518,15.00000,0.00000,0.00000
1.62500,-2.47522,2.00112,0.00000,-1.50757,15.00000,0.00000,0.00000
1.63000,-2.46562,1.92047,0.00000,-1.25781,15.00000,0.00000,0.00000
1.63500,-2.45642,1.83989,0.00000,-0.99602,15.00000,0.00000,0.00000
1.64000,-2.44762,1.75942,0.00000,-0.72226,15.00000,0.00000,0.00000
1.64500,-2.43923,1.67908,0.00000,-0.43657,15.00000,0.00000,0.00000
1.65000,-2.43123,1.59891,0.00000,-0.13893,15.00000,0.00000,0.00000
1.65500,-2.42364,1.51895,0.00000,0.17066,15.00000,0.00000,0.00000
1.66000,-2.41644,1.43923,0.00000,0.49223,15.00000,0.00000,0.00000
1.66500,-2.40964,1.35977,0.00000,0.82583,15.00000,0.00000,0.00000
1.67000,-2.40324,1.28061,0.00000,1.14144,-15.00000,0.00000,0.00000
1.67500,-2.39723,1.20177,0.00000,1.43935,-15.00000,0.00000,0.00000
1.68000,-2.39161,1.12329,0.00000,1.71977,-15.00000,0.00000,0.00000
1.68500,-2.38639,1.04519,0.00000,1.98286,-15.00000,0.00000,0.00000
1.69000,-2.38155,0.96750,0.00000,2.22877,-15.00000,0.00000,0.00000
1.69500,-2.37710,0.89024,0.00000,2.45762,-15.00000,0.00000,0.00000
1.70000,-2.37303,0.81343,0.00000,2.66948,-15.00000,0.00000,0.00000
1.70500,-2.36935,0.73711,0.00000,2.86445,-15.00000,0.00000,0.00000
1.71000,-2.36604,0.66129,0.00000,3.04260,-15.00000,0.00000,0.00000
1.71500,-2.36311,0.58600,0.00000,3.20402,-15.00000,0.00000,0.00000
1.72000,-2.36055,0.51125,0.00000,3.34880,-15.00000,0.00000,0.00000
1.72500,-2.35837,0.43707,0.00000,3.47703,-15.00000,0.00000,0.00000
1.73000,-2.35655,0.36349,0.00000,3.58881,-15.00000,0.00000,0.00000
1.73500,-2.35510,0.29051,0.00000,3.68426,-15.00000,0.00000,0.00000
1.74000,-2.35401,0.21816,0.00000,3.76351,-15.00000,0.00000,0.00000
1.74500,-2.35328,0.14646,0.00000,3.82667,-15.00000,0.00000,0.00000
1.75000,-2.35290,0.07543,0.00000,3.87390,-15.00000,0.00000,0.00000
1.75500,-2.35287,0.00508,0.00000,3.90532,-15.00000,0.00000,0.00000
1.76000,-2.35320,-0.06457,0.00000,3.92109,-15.00000,0.00000,0.00000
1.76500,-2.35386,-0.13350,0.00000,3.92136,-15.00000,0.00000,0.00000
1.77000,-2.35487,-0.20169,0.00000,3.90628,-15.00000,0.00000,0.00000
1.77500,-2.35622,-0.26914,0.00000,3.87602,-15.00000,0.00000,0.00000
1.78000,-2.35790,-0.33581,0.00000,3.83072,-15.00000,0.00000,0.00000
1.78500,-2.35990,-0.40170,0.00000,3.77057,-15.00000,0.00000,0.00000
1.79000,-2.36224,-0.46679,0.00000,3.69573,-15.00000,0.00000,0.00000
1.79500,-2.36489,-0.53107,0.00000,3.60638,-15.00000,0.00000,0.00000
1.80000,-2.36787,-0.59452,0.00000,3.50271,-15.00000,0.00000,0.00000
1.80500,-2.37115,-0.65713,0.00000,3.38489,-15.00000,0.00000,0.00000
1.81000,-2.37475,-0.71888,0.00000,3.25314,-15.00000,0.00000,0.00000
1.81500,-2.37865,-0.77976,0.00000,3.10765,-15.00000,0.00000,0.00000
1.82000,-2.38284,-0.83975,0.00000,2.94863,-15.00000,0.00000,0.00000
1.82500,-2.38734,-0.89885,0.00000,2.77630,-15.00000,0.00000,0.00000
1.83000,-2.39212,-0.95704,0.00000,2.59086,-15.00000,0.00000,0.00000
1.83500,-2.39720,-1.01430,0.00000,2.39254,-15.00000,0.00000,0.00000
1.84000,-2.40255,-1.07062,0.00000,2.18153,-15.00000,0.00000,0.00000
1.84500,-2.40818,-1.12599,0.00000,1.95804,-15.00000,0.00000,0.00000
1.85000,-2.41408,-1.18040,0.00000,1.72223,-15.00000,0.00000,0.00000
1.85500,-2.42025,-1.23383,0.00000,1.47427,-15.00000,0.00000,0.00000
1.86000,-2.42668,-1.28628,0.00000,1.21428,-15.00000,0.00000,0.00000
1.86500,-2.43337,-1.33773,0.00000,0.94234,-15.00000,0.00000,0.00000
1.87000,-2.44031,-1.38816,0.00000,0.65852,-15.00000,0.00000,0.00000
1.87500,-2.44750,-1.43757,0.00000,0.36284,-15.00000,0.00000,0.00000
1.88000,-2.45493,-1.48595,0.00000,0.05529,-15.00000,0.00000,0.00000
1.88500,-2.46259,-1.53328,0.00000,-0.26416,-15.00000,0.00000,0.00000
1.89000,-2.47049,-1.57956,0.00000,-0.59554,-15.00000,0.00000,0.00000
1.89500,-2.47862,-1.62477,0.00000,-0.93888,-15.00000,0.00000,0.00000
1.90000,-2.48696,-1.66890,0.00000,-1.26419,15.00000,0.00000,0.00000
1.90500,-2.49552,-1.71194,0.00000,-1.57170,15.00000,0.00000,0.00000
1.91000,-2.50429,-1.75388,0.00000,-1.86164,15.00000,0.00000,0.00000
1.91500,-2.51326,-1.79471,0.00000,-2.13414,15.00000,0.00000,0.00000
1.92000,-2.52244,-1.83443,0.00000,-2.38934,15.00000,0.00000,0.00000
1.92500,-2.53180,-1.87302,0.00000,-2.62732,15.00000,0.00000,0.00000
1.93000,-2.54135,-1.91047,0.00000,-2.84816,15.00000,0.00000,0.00000
1.93500,-2.55109,-1.94677,0.00000,-3.05193,15.00000,0.00000,0.00000
1.94000,-2.56100,-1.98193,0.00000,-3.23871,15.00000,0.00000,0.00000
1.94500,-2.57108,-2.01592,0.00000,-3.40857,15.00000,0.00000,0.00000
1.95000,-2.58132,-2.04874,0.00000,-3.56161,15.00000,0.00000,0.00000
1.95500,-2.59172,-2.08038,0.00000,-3.69791,15.00000,0.00000,0.00000
1.96000,-2.60228,-2.11085,0.00000,-3.81760,15.00000,0.00000,0.00000
1.96500,-2.61298,-2.14012,0.00000,-3.92078,15.00000,0.00000,0.00000
1.97000,-2.62382,-2.16819,0.00000,-4.00758,15.00000,0.00000,0.00000
1.97500,-2.63479,-2.19506,0.00000,-4.07814,15.00000,0.00000,0.00000
1.98000,-2.64590,-2.22073,0.00000,-4.13260,15.00000,0.00000,0.00000
1.98500,-2.65712,-2.24518,0.00000,-4.17111,15.00000,0.00000,0.00000
1.99000,-2.66846,-2.26842,0.00000,-4.19381,15.00000,0.00000,0.00000
1.99500,-2.67992,-2.29044,0.00000,-4.20086,15.00000,0.00000,0.00000
2.00000,-2.69147,-2.31123,0.00000,-4.19240,15.00000,0.00000,0.00000
2.00500,-2.70313,-2.33080,0.00000,-4.16861,15.00000,0.00000,0.00000
2.01000,-2.71487,-2.34914,0.00000,-4.12964,15.00000,0.00000,0.00000
2.01500,-2.72670,-2.36625,0.00000,-4.07565,15.00000,0.00000,0.00000
2.02000,-2.73861,-2.38213,0.00000,-4.00680,15.00000,0.00000,0.00000
2.02500,-2.75060,-2.39678,0.00000,-3.92326,15.00000,0.00000,0.00000
2.03000,-2.76265,-2.41020,0.00000,-3.82522,15.00000,0.00000,0.00000
2.03500,-2.77476,-2.42239,0.00000,-3.71285,15.00000,0.00000,0.00000
2.04000,-2.78693,-2.43335,0.00000,-3.58633,15.00000,0.00000,0.00000
2.04500,-2.79914,-2.44308,0.00000,-3.44587,15.00000,0.00000,0.00000
2.05000,-2.81140,-2.45159,0.00000,-3.29167,15.00000,0.00000,0.00000
2.05500,-2.82370,-2.45888,0.00000,-3.12394,15.00000,0.00000,0.00000
2.06000,-2.83602,-2.46496,0.00000,-2.94289,15.00000,0.00000,0.00000
2.06500,-2.84837,-2.46982,0.00000,-2.74875,15.00000,0.00000,0.00000
2.07000,-2.86074,-2.47348,0.00000,-2.54174,15.00000,0.00000,0.00000
2.07500,-2.87312,-2.47593,0.00000,-2.32207,15.00000,0.00000,0.00000
2.08000,-2.88550,-2.47720,0.00000,-2.08997,15.00000,0.00000,0.00000
2.08500,-2.89789,-2.47727,0.00000,-1.84560,15.00000,0.00000,0.00000
2.09000,-2.91027,-2.47617,0.00000,-1.58916,15.00000,0.00000,0.00000
2.09500,-2.92264,-2.47390,0.00000,-1.32077,15.00000,0.00000,0.00000
2.10000,-2.93499,-2.47047,0.00000,-1.04053,15.00000,0.00000,0.00000
2.10500,-2.94732,-2.46589,0.00000,-0.74853,15.00000,0.00000,0.00000
2.11000,-2.95962,-2.46017,0.00000,-0.44477,15.00000,0.00000,0.00000
2.11500,-2.97189,-2.45332,0.00000,-0.12927,15.00000,0.00000,0.00000
2.12000,-2.98412,-2.44536,0.00000,0.19802,15.00000,0.00000,0.00000
2.12500,-2.99630,-2.43629,0.00000,0.53713,15.00000,0.00000,0.00000
2.13000,-3.00843,-2.42613,0.00000,0.88810,15.00000,0.00000,0.00000
2.13500,-3.02050,-2.41489,0.00000,1.22094,-15.00000,0.00000,0.00000
2.14000,-3.03251,-2.40259,0.00000,1.53591,-15.00000,0.00000,0.00000
2.14500,-3.04446,-2.38925,0.00000,1.83322,-15.00000,0.00000,0.00000
2.15000,-3.05634,-2.37487,0.00000,2.11304,-15.00000,0.00000,0.00000
2.15500,-3.06813,-2.35947,0.00000,2.37547,-15.00000,0.00000,0.00000
2.16000,-3.07985,-2.34308,0.00000,2.62062,-15.00000,0.00000,0.00000
2.16500,-3.09148,-2.32570,0.00000,2.84857,-15.00000,0.00000,0.00000
2.17000,-3.10301,-2.30736,0.00000,3.05938,-15.00000,0.00000,0.00000
2.17500,-3.11445,-2.28807,0.00000,3.25311,-15.00000,0.00000,0.00000
2.18000,-3.12579,-2.26785,0.00000,3.42986,-15.00000,0.00000,0.00000
2.18500,-3.13703,-2.24672,0.00000,3.58970,-15.00000,0.00000,0.00000
2.19000,-3.14815,-2.22470,0.00000,3.73273,-15.00000,0.00000,0.00000
2.19500,-3.15916,-2.20181,0.00000,3.85905,-15.00000,0.00000,0.00000
2.20000,-3.17005,-2.17807,0.00000,3.96879,-15.00000,0.00000,0.00000
2.20500,-3.18082,-2.15350,0.00000,4.06208,-15.00000,0.00000,0.00000
2.21000,-3.19146,-2.12812,0.00000,4.13903,-15.00000,0.00000,0.00000
2.21500,-3.20197,-2.10194,0.00000,4.19981,-15.00000,0.00000,0.00000
2.22000,-3.21234,-2.07501,0.00000,4.24455,-15.00000,0.00000,0.00000
2.22500,-3.22258,-2.04732,0.00000,4.27341,-15.00000,0.00000,0.00000
2.23000,-3.23267,-2.01891,0.00000,4.28653,-15.00000,0.00000,0.00000
2.23500,-3.24262,-1.98980,0.00000,4.28408,-15.00000,0.00000,0.00000
2.24000,-3.25242,-1.96001,0.00000,4.26620,-15.00000,0.00000,0.00000
2.24500,-3.26207,-1.92956,0.00000,4.23306,-15.00000,0.00000,0.00000
2.25000,-3.27156,-1.89847,0.00000,4.18482,-15.00000,0.00000,0.00000
2.25500,-3.28090,-1.86677,0.00000,4.12163,-15.00000,0.00000,0.00000
2.26000,-3.29007,-1.83448,0.00000,4.04367,-15.00000,0.00000,0.00000
2.26500,-3.29908,-1.80163,0.00000,3.95110,-15.00000,0.00000,0.00000
2.27000,-3.30792,-1.76823,0.00000,3.84411,-15.00000,0.00000,0.00000
2.27500,-3.31659,-1.73430,0.00000,3.72287,-15.00000,0.00000,0.00000
2.28000,-3.32509,-1.69988,0.00000,3.58757,-15.00000,0.00000,0.00000
2.28500,-3.33341,-1.66498,0.00000,3.43841,-15.00000,0.00000,0.00000
2.29000,-3.34156,-1.62963,0.00000,3.27560,-15.00000,0.00000,0.00000
2.29500,-3.34953,-1.59384,0.00000,3.09935,-15.00000,0.00000,0.00000
2.30000,-3.35732,-1.55765,0.00000,2.90989,-15.00000,0.00000,0.00000
2.30500,-3.36492,-1.52108,0.00000,2.70743,-15.00000,0.00000,0.00000
2.31000,-3.37235,-1.48414,0.00000,2.49221,-15.00000,0.00000,0.00000
2.31500,-3.37958,-1.44686,0.00000,2.26443,-15.00000,0.00000,0.00000
2.32000,-3.38663,-1.40927,0.00000,2.02431,-15.00000,0.00000,0.00000
2.32500,-3.39348,-1.37138,0.00000,1.77203,-15.00000,0.00000,0.00000
2.33000,-3.40015,-1.33321,0.00000,1.50775,-15.00000,0.00000,0.00000
2.33500,-3.40662,-1.29480,0.00000,1.23161,-15.00000,0.00000,0.00000
2.34000,-3.41290,-1.25615,0.00000,0.94369,-15.00000,0.00000,0.00000
2.34500,-3.41899,-1.21730,0.00000,0.64404,-15.00000,0.00000,0.00000
2.35000,-3.42488,-1.17826,0.00000,0.33269,-15.00000,0.00000,0.00000
2.35500,-3.43058,-1.13906,0.00000,0.00961,-15.00000,0.00000,0.00000
2.36000,-3.43608,-1.09971,0.00000,-0.32523,-15.00000,0.00000,0.00000
2.36500,-3.44138,-1.06024,0.00000,-0.67189,-15.00000,0.00000,0.00000
2.37000,-3.44648,-1.02067,0.00000,-1.02913,-13.75181,0.00000,0.00000
2.37500,-3.45139,-0.98102,0.00000,-1.36822,15.00000,0.00000,0.00000
2.38000,-3.45609,-0.94130,0.00000,-1.68940,15.00000,0.00000,0.00000
2.38500,-3.46060,-0.90154,0.00000,-1.99285,15.00000,0.00000,0.00000
2.39000,-3.46491,-0.86176,0.00000,-2.27872,15.00000,0.00000,0.00000
2.39500,-3.46902,-0.82197,0.00000,-2.54710,15.00000,0.00000,0.00000
2.40000,-3.47293,-0.78220,0.00000,-2.79808,15.00000,0.00000,0.00000
2.40500,-3.47664,-0.74247,0.00000,-3.03171,15.00000,0.00000,0.00000
2.41000,-3.48016,-0.70279,0.00000,-3.24805,15.00000,0.00000,0.00000
2.41500,-3.48347,-0.66318,0.00000,-3.44718,15.00000,0.00000,0.00000
2.42000,-3.48659,-0.62366,0.00000,-3.62917,15.00000,0.00000,0.00000
2.42500,-3.48951,-0.58424,0.00000,-3.79412,15.00000,0.00000,0.00000
2.43000,-3.49224,-0.54495,0.00000,-3.94211,15.00000,0.00000,0.00000
2.43500,-3.49476,-0.50581,0.00000,-4.07327,15.00000,0.00000,0.00000
2.44000,-3.49710,-0.46682,0.00000,-4.18773,15.00000,0.00000,0.00000
2.44500,-3.49924,-0.42801,0.00000,-4.28562,15.00000,0.00000,0.00000
2.45000,-3.50119,-0.38938,0.00000,-4.36708,15.00000,0.00000,0.00000
2.45500,-3.50294,-0.35097,0.00000,-4.43227,15.00000,0.00000,0.00000
2.46000,-3.50450,-0.31278,0.00000,-4.48133,15.00000,0.00000,0.00000
2.46500,-3.50588,-0.27482,0.00000,-4.51443,15.00000,0.00000,0.00000
2.47000,-3.50706,-0.23712,0.00000,-4.53171,15.00000,0.00000,0.00000
2.47500,-3.50806,-0.19969,0.00000,-4.53334,15.00000,0.00000,0.00000
2.48000,-3.50888,-0.16255,0.00000,-4.51947,15.00000,0.00000,0.00000
2.48500,-3.50950,-0.12569,0.00000,-4.49025,15.00000,0.00000,0.00000
2.49000,-3.50995,-0.08915,0.00000,-4.44585,15.00000,0.00000,0.00000
2.49500,-3.51021,-0.05294,0.00000,-4.38642,15.00000,0.00000,0.00000
2.50000,-3.51030,-0.01706,0.00000,-4.31212,15.00000,0.00000,0.00000
2.50500,-3.51021,0.01847,0.00000,-4.22312,15.00000,0.00000,0.00000
2.51000,-3.50994,0.05363,0.00000,-4.11956,15.00000,0.00000,0.00000
2.51500,-3.50950,0.08842,0.00000,-4.00164,15.00000,0.00000,0.00000
2.52000,-3.50888,0.12282,0.00000,-3.86953,15.00000,0.00000,0.00000
2.52500,-3.50810,0.15681,0.00000,-3.72341,15.00000,0.00000,0.00000
2.53000,-3.50715,0.19040,0.00000,-3.56348,15.00000,0.00000,0.00000
2.53500,-3.50603,0.22356,0.00000,-3.38995,15.00000,0.00000,0.00000
2.54000,-3.50475,0.25629,0.00000,-3.20303,15.00000,0.00000,0.00000
2.54500,-3.50330,0.28858,0.00000,-3.00296,15.00000,0.00000,0.00000
2.55000,-3.50170,0.32041,0.00000,-2.78995,15.00000,0.00000,0.00000
2.55500,-3.49994,0.35177,0.00000,-2.56424,15.00000,0.00000,0.00000
2.56000,-3.49803,0.38266,0.00000,-2.32606,15.00000,0.00000,0.00000
2.56500,-3.49597,0.41306,0.00000,-2.07561,15.00000,0.00000,0.00000
2.57000,-3.49375,0.44297,0.00000,-1.81310,15.00000,0.00000,0.00000
2.57500,-3.49139,0.47238,0.00000,-1.53869,15.00000,0.00000,0.00000
2.58000,-3.48888,0.50128,0.00000,-1.25252,15.00000,0.00000,0.00000
2.58500,-3.48623,0.52965,0.00000,-0.95467,15.00000,0.00000,0.00000
2.59000,-3.48345,0.55750,0.00000,-0.64520,15.00000,0.00000,0.00000
2.59500,-3.48052,0.58481,0.00000,-0.32412,15.00000,0.00000,0.00000
2.60000,-3.47746,0.61158,0.00000,0.00859,15.00000,0.00000,0.00000
2.60500,-3.47428,0.63780,0.00000,0.35298,15.00000,0.00000,0.00000
2.61000,-3.47096,0.66346,0.00000,0.70910,15.00000,0.00000,0.00000
2.61500,-3.46752,0.68855,0.00000,1.07269,10.71965,0.00000,0.00000
2.62000,-3.46395,0.71308,0.00000,1.41808,-15.00000,0.00000,0.00000
2.62500,-3.46026,0.73702,0.00000,1.74550,-15.00000,0.00000,0.00000
2.63000,-3.45646,0.76039,0.00000,2.05513,-15.00000,0.00000,0.00000
2.63500,-3.45255,0.78317,0.00000,2.34709,-15.00000,0.00000,0.00000
2.64000,-3.44852,0.80535,0.00000,2.62149,-15.00000,0.00000,0.00000
2.64500,-3.44439,0.82694,0.00000,2.87838,-15.00000,0.00000,0.00000
2.65000,-3.44015,0.84792,0.00000,3.11784,-15.00000,0.00000,0.00000
2.65500,-3.43580,0.86829,0.00000,3.33991,-15.00000,0.00000,0.00000
2.66000,-3.43136,0.88806,0.00000,3.54466,-15.00000,0.00000,0.00000
2.66500,-3.42683,0.90721,0.00000,3.73218,-15.00000,0.00000,0.00000
2.67000,-3.42220,0.92574,0.00000,3.90254,-15.00000,0.00000,0.00000
2.67500,-3.41748,0.94365,0.00000,4.05587,-15.00000,0.00000,0.00000
2.68000,-3.41268,0.96094,0.00000,4.19227,-15.00000,0.00000,0.00000
2.68500,-3.40779,0.97760,0.00000,4.31188,-15.00000,0.00000,0.00000
2.69000,-3.40282,0.99363,0.00000,4.41485,-15.00000,0.00000,0.00000
2.69500,-3.39778,1.00903,0.00000,4.50131,-15.00000,0.00000,0.00000
2.70000,-3.39266,1.02379,0.00000,4.57143,-15.00000,0.00000,0.00000
2.70500,-3.38747,1.03793,0.00000,4.62537,-15.00000,0.00000,0.00000
2.71000,-3.38221,1.05143,0.00000,4.66328,-15.00000,0.00000,0.00000
2.71500,-3.37689,1.06429,0.00000,4.68531,-15.00000,0.00000,0.00000
2.72000,-3.37151,1.07652,0.00000,4.69164,-15.00000,0.00000,0.00000
2.72500,-3.36607,1.08811,0.00000,4.68242,-15.00000,0.00000,0.00000
2.73000,-3.36057,1.09906,0.00000,4.65779,-15.00000,0.00000,0.00000
2.73500,-3.35502,1.10938,0.00000,4.61792,-15.00000,0.00000,0.00000
2.74000,-3.34943,1.11907,0.00000,4.56297,-15.00000,0.00000,0.00000
2.74500,-3.34379,1.12812,0.00000,4.49307,-15.00000,0.00000,0.00000
2.75000,-3.33810,1.13654,0.00000,4.40840,-15.00000,0.00000,0.00000
2.75500,-3.33238,1.14433,0.00000,4.30911,-15.00000,0.00000,0.00000
2.76000,-3.32663,1.15149,0.00000,4.19535,-15.00000,0.00000,0.00000
2.76500,-3.32084,1.15802,0.00000,4.06731,-15.00000,0.00000,0.00000
2.77000,-3.31502,1.16393,0.00000,3.92516,-15.00000,0.00000,0.00000
2.77500,-3.30917,1.16922,0.00000,3.76908,-15.00000,0.00000,0.00000
2.78000,-3.30330,1.17389,0.00000,3.59928,-15.00000,0.00000,0.00000
2.78500,-3.29741,1.17794,0.00000,3.41596,-15.00000,0.00000,0.00000
2.79000,-3.29150,1.18139,0.00000,3.21933,-15.00000,0.00000,0.00000
2.79500,-3.28558,1.18423,0.00000,3.00964,-15.00000,0.00000,0.00000
2.80000,-3.27965,1.18646,0.00000,2.78710,-15.00000,0.00000,0.00000
2.80500,-3.27371,1.18810,0.00000,2.55197,-15.00000,0.00000,0.00000
2.81000,-3.26776,1.18914,0.00000,2.30445,-15.00000,0.00000,0.00000
2.81500,-3.26182,1.18959,0.00000,2.04478,-15.00000,0.00000,0.00000
2.82000,-3.25587,1.18946,0.00000,1.77314,-15.00000,0.00000,0.00000
2.82500,-3.24992,1.18875,0.00000,1.48969,-15.00000,0.00000,0.00000
2.83000,-3.24399,1.18747,0.00000,1.19457,-15.00000,0.00000,0.00000
2.83500,-3.23806,1.18562,0.00000,0.88786,-15.00000,0.00000,0.00000
2.84000,-3.23214,1.18322,0.00000,0.56959,-15.00000,0.00000,0.00000
2.84500,-3.22624,1.18025,0.00000,0.23978,-15.00000,0.00000,0.00000
2.85000,-3.22036,1.17675,0.00000,-0.10163,-15.00000,0.00000,0.00000
2.85500,-3.21449,1.17270,0.00000,-0.45467,-15.00000,0.00000,0.00000
2.86000,-3.20865,1.16812,0.00000,-0.81939,-15.00000,0.00000,0.00000
2.86500,-3.20284,1.16301,0.00000,-1.17182,9.00641,0.00000,0.00000
2.87000,-3.19705,1.15738,0.00000,-1.50618,15.00000,0.00000,0.00000
2.87500,-3.19130,1.15125,0.00000,-1.82268,15.00000,0.00000,0.00000
2.88000,-3.18557,1.14461,0.00000,-2.12149,15.00000,0.00000,0.00000
2.88500,-3.17989,1.13748,0.00000,-2.40274,15.00000,0.00000,0.00000
2.89000,-3.17424,1.12986,0.00000,-2.66650,15.00000,0.00000,0.00000
2.89500,-3.16863,1.12176,0.00000,-2.91284,15.00000,0.00000,0.00000
2.90000,-3.16306,1.11319,0.00000,-3.14184,15.00000,0.00000,0.00000
2.90500,-3.15754,1.10417,0.00000,-3.35355,15.00000,0.00000,0.00000
2.91000,-3.15207,1.09469,0.00000,-3.54803,15.00000,0.00000,0.00000
2.91500,-3.14664,1.08477,0.00000,-3.72538,15.00000,0.00000,0.00000
2.92000,-3.14127,1.07442,0.00000,-3.88568,15.00000,0.00000,0.00000
2.92500,-3.13595,1.06364,0.00000,-4.02905,15.00000,0.00000,0.00000
2.93000,-3.13069,1.05245,0.00000,-4.15560,15.00000,0.00000,0.00000
2.93500,-3.12549,1.04086,0.00000,-4.26547,15.00000,0.00000,0.00000
2.94000,-3.12034,1.02887,0.00000,-4.35880,15.00000,0.00000,0.00000
2.94500,-3.11526,1.01650,0.00000,-4.43574,15.00000,0.00000,0.00000
2.95000,-3.11024,1.00375,0.00000,-4.49643,15.00000,0.00000,0.00000
2.95500,-3.10529,0.99064,0.00000,-4.54104,15.00000,0.00000,0.00000
2.96000,-3.10040,0.97717,0.00000,-4.56972,15.00000,0.00000,0.00000
2.96500,-3.09558,0.96336,0.00000,-4.58263,15.00000,0.00000,0.00000
2.97000,-3.09084,0.94921,0.00000,-4.57992,15.00000,0.00000,0.00000
2.97500,-3.08617,0.93474,0.00000,-4.56175,15.00000,0.00000,0.00000
2.98000,-3.08157,0.91996,0.00000,-4.52828,15.00000,0.00000,0.00000
2.98500,-3.07704,0.90488,0.00000,-4.47967,15.00000,0.00000,0.00000
2.99000,-3.07259,0.88950,0.00000,-4.41606,15.00000,0.00000,0.00000
2.99500,-3.06822,0.87384,0.00000,-4.33761,15.00000,0.00000,0.00000
3.00000,-3.06393,0.85791,0.00000,-4.24450,15.00000,0.00000,0.00000
3.00500,-3.05973,0.84172,0.00000,-4.13688,15.00000,0.00000,0.00000
3.01000,-3.05560,0.82528,0.00000,-4.01492,15.00000,0.00000,0.00000
3.01500,-3.05156,0.80860,0.00000,-3.87881,15.00000,0.00000,0.00000
3.02000,-3.04760,0.79170,0.00000,-3.72873,15.00000,0.00000,0.00000
3.02500,-3.04373,0.77457,0.00000,-3.56488,15.00000,0.00000,0.00000
3.03000,-3.03994,0.75724,0.00000,-3.38746,15.00000,0.00000,0.00000
3.03500,-3.03624,0.73972,0.00000,-3.19670,15.00000,0.00000,0.00000
3.04000,-3.03263,0.72200,0.00000,-2.99282,15.00000,0.00000,0.00000
3.04500,-3.02911,0.70411,0.00000,-2.77606,15.00000,0.00000,0.00000
3.05000,-3.02568,0.68606,0.00000,-2.54663,15.00000,0.00000,0.00000
3.05500,-3.02234,0.66786,0.00000,-2.30478,15.00000,0.00000,0.00000
3.06000,-3.01909,0.64951,0.00000,-2.05070,15.00000,0.00000,0.00000
3.06500,-3.01594,0.63102,0.00000,-1.78461,15.00000,0.00000,0.00000
3.07000,-3.01288,0.61242,0.00000,-1.50665,15.00000,0.00000,0.00000
3.07500,-3.00991,0.59370,0.00000,-1.21696,15.00000,0.00000,0.00000
3.08000,-3.00703,0.57488,0.00000,-0.91563,15.00000,0.00000,0.00000
3.08500,-3.00425,0.55598,0.00000,-0.60270,15.00000,0.00000,0.00000
3.09000,-3.00157,0.53698,0.00000,-0.27818,15.00000,0.00000,0.00000
3.09500,-2.99898,0.51792,0.00000,0.05796,15.00000,0.00000,0.00000
3.10000,-2.99648,0.49880,0.00000,0.40577,15.00000,0.00000,0.00000
3.10500,-2.99409,0.47963,0.00000,0.76529,15.00000,0.00000,0.00000
3.11000,-2.99178,0.46041,0.00000,1.12162,0.06008,0.00000,0.00000
3.11500,-2.98958,0.44117,0.00000,1.45983,-15.00000,0.00000,0.00000
3.12000,-2.98747,0.42190,0.00000,1.78014,-15.00000,0.00000,0.00000
3.12500,-2.98546,0.40262,0.00000,2.08273,-15.00000,0.00000,0.00000
3.13000,-2.98354,0.38334,0.00000,2.36772,-15.00000,0.00000,0.00000
3.13500,-2.98172,0.36407,0.00000,2.63520,-15.00000,0.00000,0.00000
3.14000,-2.97999,0.34481,0.00000,2.88525,-15.00000,0.00000,0.00000
3.14500,-2.97837,0.32558,0.00000,3.11792,-15.00000,0.00000,0.00000
3.15000,-2.97683,0.30638,0.00000,3.33328,-15.00000,0.00000,0.00000
3.15500,-2.97540,0.28723,0.00000,3.53139,-15.00000,0.00000,0.00000
3.16000,-2.97406,0.26813,0.00000,3.71233,-15.00000,0.00000,0.00000
3.16500,-2.97281,0.24909,0.00000,3.87619,-15.00000,0.00000,0.00000
3.17000,-2.97166,0.23012,0.00000,4.02309,-15.00000,0.00000,0.00000
3.17500,-2.97061,0.21123,0.00000,4.15315,-15.00000,0.00000,0.00000
3.18000,-2.96964,0.19242,0.00000,4.26648,-15.00000,0.00000,0.00000
3.18500,-2.96878,0.17371,0.00000,4.36324,-15.00000,0.00000,0.00000
3.19000,-2.96800,0.15511,0.00000,4.44357,-15.00000,0.00000,0.00000
3.19500,-2.96732,0.13661,0.00000,4.50763,-15.00000,0.00000,0.00000
3.20000,-2.96673,0.11823,0.00000,4.55556,-15.00000,0.00000,0.00000
3.20500,-2.96623,0.09998,0.00000,4.58753,-15.00000,0.00000,0.00000
3.21000,-2.96582,0.08187,0.00000,4.60369,-15.00000,0.00000,0.00000
3.21500,-2.96550,0.06390,0.00000,4.60421,-15.00000,0.00000,0.00000
3.22000,-2.96527,0.04607,0.00000,4.58923,-15.00000,0.00000,0.00000
3.22500,-2.96512,0.02840,0.00000,4.55892,-15.00000,0.00000,0.00000
3.23000,-2.96507,0.01090,0.00000,4.51342,-15.00000,0.00000,0.00000
3.23500,-2.96510,-0.00644,0.00000,4.45290,-15.00000,0.00000,0.00000
3.24000,-2.96522,-0.02360,0.00000,4.37751,-15.00000,0.00000,0.00000
3.24500,-2.96542,-0.04058,0.00000,4.28740,-15.00000,0.00000,0.00000
3.25000,-2.96571,-0.05736,0.00000,4.18276,-15.00000,0.00000,0.00000
3.25500,-2.96608,-0.07396,0.00000,4.06373,-15.00000,0.00000,0.00000
