sample_id,x_impact,y_impact,t_flight,wx_true,wy_true,error_x,error_y,radial_error
0,151.867,-12.224,4.950,3.760,-0.659,-3.513,-12.224,12.719
1,146.935,-6.337,4.950,1.931,2.609,-8.445,-6.337,10.558
2,139.980,-12.760,5.000,-0.977,-0.901,-15.400,-12.760,20.000
3,138.627,-4.560,5.000,-1.425,3.417,-16.753,-4.560,17.363
4,147.057,-0.058,4.950,2.078,6.070,-8.323,-0.058,8.323
5,133.709,-11.076,5.000,-3.198,-0.010,-21.671,-11.076,24.338
6,140.038,-8.133,5.000,-0.951,1.545,-15.342,-8.133,17.365
7,142.143,3.349,5.000,-0.016,7.645,-13.237,3.349,13.654
8,145.834,-3.922,4.950,1.551,3.925,-9.546,-3.922,10.320
9,138.743,-7.691,5.000,-1.410,1.772,-16.637,-7.691,18.329
10,151.255,-10.775,4.950,3.527,0.158,-4.125,-10.775,11.537
11,144.061,-10.343,4.950,0.845,0.390,-11.319,-10.343,15.333
12,143.811,-5.445,4.950,0.783,3.066,-11.569,-5.445,12.786
13,141.678,-4.637,4.950,0.010,3.480,-13.702,-4.637,14.465
14,141.726,-3.081,4.950,0.049,4.322,-13.654,-3.081,13.997
15,145.182,-10.707,4.950,1.258,0.191,-10.198,-10.707,14.787
16,140.859,-2.032,5.000,-0.592,4.779,-14.521,-2.032,14.663
17,141.631,-9.606,4.950,-0.045,0.786,-13.749,-9.606,16.773
18,147.957,-14.018,4.950,2.298,-1.645,-7.423,-14.018,15.862
19,142.189,0.830,5.000,-0.059,6.317,-13.191,0.830,13.217
20,146.026,-6.439,4.950,1.592,2.544,-9.354,-6.439,11.356
21,142.290,-2.969,5.000,-0.091,4.305,-13.090,-2.969,13.422
22,142.626,-0.962,5.000,0.063,5.376,-12.754,-0.962,12.791
23,159.828,-8.058,4.950,6.833,1.747,4.448,-8.058,9.204
24,146.336,-4.160,4.950,1.734,3.802,-9.044,-4.160,9.955
25,146.773,-10.956,4.950,1.847,0.055,-8.608,-10.956,13.933
26,153.497,-4.728,4.950,4.424,3.587,-1.884,-4.728,5.090
27,159.508,8.512,4.950,7.170,11.269,4.128,8.512,9.460
28,146.798,0.720,4.950,1.999,6.491,-8.582,0.720,8.612
29,161.004,-3.670,4.900,7.855,4.423,5.624,-3.670,6.715
# CEP,13.217,P95,18.329,L_pat,7.098,W_pat,12.224
