sample_id,x_impact,y_impact,t_flight,wx_true,wy_true,error_x,error_y,radial_error
0,157.667,6.677,4.950,3.024,6.794,2.287,6.677,7.058
1,163.968,-6.741,4.950,5.259,-0.695,8.588,-6.741,10.918
2,152.538,7.139,4.950,1.115,6.917,-2.842,7.139,7.684
3,155.958,0.027,4.950,2.257,3.080,0.578,0.027,0.578
4,150.848,2.672,4.950,0.400,4.459,-4.532,2.672,5.261
5,168.928,3.225,4.900,7.786,5.232,13.548,3.225,13.926
6,160.759,4.542,4.950,4.146,5.680,5.378,4.542,7.039
7,159.876,-3.990,4.950,3.699,0.866,4.495,-3.990,6.011
8,150.189,-1.413,5.000,-0.234,2.190,-5.191,-1.413,5.380
9,168.205,3.777,4.900,7.509,5.541,12.824,3.777,13.369
10,155.068,3.014,4.950,1.969,4.717,-0.312,3.014,3.030
11,151.665,2.943,4.950,0.706,4.620,-3.715,2.943,4.740
12,145.900,7.691,5.000,-1.632,6.918,-9.480,7.691,12.207
13,145.583,-3.459,5.000,-1.890,1.085,-9.798,-3.459,10.390
14,150.145,6.310,4.950,0.212,6.413,-5.235,6.310,8.199
15,153.073,5.938,4.950,1.285,6.278,-2.308,5.938,6.371
16,167.934,-3.384,4.950,6.801,1.250,12.554,-3.384,13.002
17,170.481,4.800,4.900,8.457,6.212,15.101,4.800,15.845
18,168.164,-2.676,4.950,6.895,1.664,12.783,-2.676,13.060
19,145.396,5.460,5.000,-1.857,5.747,-9.984,5.460,11.380
20,148.967,9.926,5.000,-0.476,8.161,-6.414,9.926,11.817
21,150.104,3.245,4.950,0.137,4.758,-5.276,3.245,6.194
22,144.621,-7.380,5.000,-2.231,-0.968,-10.759,-7.380,13.047
23,167.184,-5.187,4.950,6.502,0.198,11.804,-5.187,12.893
24,150.486,-0.969,4.950,0.223,2.478,-4.894,-0.969,4.989
25,160.503,0.861,4.950,3.981,3.605,5.123,0.861,5.195
26,142.010,0.771,5.000,-3.121,3.263,-13.371,0.771,13.393
27,149.064,-1.847,5.000,-0.641,1.952,-6.316,-1.847,6.581
28,158.163,-9.120,4.950,3.065,-2.010,2.783,-9.120,9.536
29,160.028,-1.016,4.950,3.777,2.542,4.648,-1.016,4.758
# CEP,7.684,P95,13.393,L_pat,15.002,W_pat,7.691
