sample_id,x_impact,y_impact,t_flight,wx_true,wy_true,error_x,error_y,radial_error
0,156.285,-0.042,4.950,0.446,-0.004,0.905,-0.042,0.906
1,156.619,0.475,4.950,0.568,0.278,1.239,0.475,1.326
2,154.896,-0.918,5.000,-0.403,-0.470,-0.484,-0.918,1.038
3,154.619,-0.039,4.950,-0.164,-0.002,-0.761,-0.039,0.762
4,155.047,0.109,4.950,-0.008,0.078,-0.334,0.109,0.351
5,155.669,0.451,4.950,0.220,0.264,0.289,0.451,0.535
6,154.666,1.166,5.000,-0.485,0.638,-0.714,1.166,1.367
7,154.777,-1.162,5.000,-0.445,-0.600,-0.604,-1.162,1.310
8,155.760,0.581,4.950,0.254,0.335,0.380,0.581,0.694
9,155.385,0.116,4.950,0.116,0.082,0.005,0.116,0.116
10,155.347,-0.932,4.950,0.103,-0.488,-0.033,-0.932,0.933
11,154.604,-0.095,4.950,-0.169,-0.033,-0.776,-0.095,0.782
12,154.917,0.303,4.950,-0.055,0.183,-0.463,0.303,0.554
13,155.367,-0.571,4.950,0.110,-0.291,-0.013,-0.571,0.571
14,155.273,0.131,4.950,0.075,0.090,-0.107,0.131,0.169
15,156.821,0.196,4.950,0.643,0.126,1.441,0.196,1.454
16,156.222,-1.090,4.950,0.424,-0.575,0.842,-1.090,1.377
17,155.110,0.217,4.950,0.015,0.136,-0.270,0.217,0.347
18,154.691,0.468,4.950,-0.137,0.272,-0.689,0.468,0.833
19,156.227,-0.351,4.950,0.424,-0.173,0.847,-0.351,0.917
20,155.214,-0.032,5.000,-0.289,0.001,-0.166,-0.032,0.169
21,155.210,-0.166,5.000,-0.291,-0.070,-0.170,-0.166,0.237
22,154.799,-0.729,4.950,-0.098,-0.377,-0.581,-0.729,0.932
23,155.256,-0.388,5.000,-0.274,-0.188,-0.124,-0.388,0.407
24,155.031,0.031,5.000,-0.355,0.035,-0.349,0.031,0.351
25,154.903,-0.228,4.950,-0.060,-0.105,-0.477,-0.228,0.529
26,156.570,-0.203,4.950,0.550,-0.092,1.190,-0.203,1.207
27,155.951,-0.594,4.950,0.323,-0.305,0.571,-0.594,0.824
28,156.422,-0.323,4.950,0.496,-0.158,1.042,-0.323,1.091
29,155.276,-0.154,4.950,0.076,-0.065,-0.105,-0.154,0.186
# CEP,0.762,P95,1.367,L_pat,1.423,W_pat,1.090
