t,v_in,v_ref,v_out,i_L,d,mode,error
0.00000000,10.00000000,15.00000000,0.00000000,0.00000000,0.19596226,1,15.00000000
0.00002000,10.00000000,15.00000000,0.01783019,3.99808717,0.36703618,1,14.98216981
0.00004000,10.00000000,15.00000000,0.05978534,7.98884878,0.51543061,1,14.94021466
0.00006000,10.00000000,15.00000000,0.11305648,11.97243964,0.64319201,1,14.88694352
0.00008000,10.00000000,15.00000000,0.16764136,15.95259265,0.75220439,1,14.83235864
0.00010000,10.00000000,15.00000000,0.21598433,19.93366881,0.84419552,1,14.78401567
0.00012000,10.00000000,15.00000000,0.25264411,23.91910071,0.92074634,1,14.74735589
0.00014000,10.00000000,15.00000000,0.27400341,27.91076193,0.98330142,1,14.72599659
0.00016000,10.00000000,15.00000000,0.27801981,31.90891873,1.00000000,1,14.72198019
0.00018000,10.00000000,15.00000000,0.27647954,35.90891873,1.00000000,1,14.72352046
0.00020000,10.00000000,15.00000000,0.27494780,39.90891873,1.00000000,1,14.72505220
0.00022000,10.00000000,15.00000000,0.27342455,43.90891873,1.00000000,1,14.72657545
0.00024000,10.00000000,15.00000000,0.27190974,47.90891873,1.00000000,1,14.72809026
0.00026000,10.00000000,15.00000000,0.27040331,51.90891873,1.00000000,1,14.72959669
0.00028000,10.00000000,15.00000000,0.26890524,55.90891873,1.00000000,1,14.73109476
0.00030000,10.00000000,15.00000000,0.26741546,59.90891873,0.99965358,1,14.73258454
0.00032000,10.00000000,15.00000000,0.26617158,63.90888176,0.99238068,1,14.73382842
0.00034000,10.00000000,15.00000000,0.27026139,67.90806439,0.97879808,1,14.72973861
0.00036000,10.00000000,15.00000000,0.28518732,71.90570968,0.95945070,1,14.71481268
0.00038000,10.00000000,15.00000000,0.31681282,75.90082974,0.93481748,1,14.68318718
0.00040000,10.00000000,15.00000000,0.37131907,79.89186453,0.90531739,1,14.62868093
0.00042000,10.00000000,15.00000000,0.45516966,83.87622547,0.87131582,1,14.54483034
0.00044000,10.00000000,15.00000000,0.57507988,87.84973162,0.83313149,1,14.42492012
0.00046000,10.00000000,15.00000000,0.73798644,91.80594550,0.79104393,1,14.26201356
0.00048000,10.00000000,15.00000000,0.95101248,95.73541548,0.74530175,1,14.04898752
0.00050000,10.00000000,15.00000000,1.22142169,99.62483314,0.69613172,1,13.77857831
0.00052000,10.00000000,15.00000000,1.55655423,103.45611755,0.64374884,1,13.44344577
0.00054000,10.00000000,15.00000000,1.96373630,107.20544541,0.58836748,1,13.03626370
0.00056000,10.00000000,15.00000000,2.45015427,110.84225637,0.53021353,1,12.54984573
0.00058000,10.00000000,15.00000000,3.02268387,114.32827843,0.46953778,1,11.97731613
0.00060000,10.00000000,15.00000000,3.68766509,117.61663847,0.40663027,1,11.31233491
0.00062000,10.00000000,15.00000000,4.45061494,120.65114851,0.34183539,1,10.54938506
0.00064000,10.00000000,15.00000000,5.31587255,123.36588726,0.27556754,1,9.68412745
0.00066000,10.00000000,15.00000000,6.28617663,125.68522766,0.20832654,1,8.71382337
0.00068000,10.00000000,15.00000000,7.36218235,127.52448811,0.14071199,1,7.63781765
0.00070000,10.00000000,15.00000000,8.54193587,128.79140319,0.07343537,1,6.45806413
0.00072000,10.00000000,15.00000000,9.82033807,129.38860704,0.00732841,1,5.17966193
0.00074000,10.00000000,15.00000000,11.18864529,129.21728891,0.00000000,1,3.81135471
0.00076000,10.00000000,15.00000000,12.55477512,128.46807457,0.00000000,1,2.44522488
0.00078000,10.00000000,15.00000000,13.90201751,127.17598830,0.00000000,1,1.09798249
0.00080000,10.00000000,15.00000000,15.22450817,125.34976224,0.00000000,1,-0.22450817
0.00082000,10.00000000,15.00000000,16.51652496,123.00044666,0.00000000,1,-1.51652496
0.00084000,10.00000000,15.00000000,17.77251246,120.14134816,0.00000000,1,-2.77251246
0.00086000,10.00000000,15.00000000,18.98710565,116.78795818,0.00000000,1,-3.98710565
0.00088000,10.00000000,15.00000000,20.15515264,112.95787229,0.00000000,1,-5.15515264
0.00090000,10.00000000,15.00000000,21.27173628,108.67070057,0.00000000,1,-6.27173628
0.00092000,10.00000000,15.00000000,22.33219469,103.94796957,0.00000000,1,-7.33219469
0.00094000,10.00000000,15.00000000,23.33214047,98.81301632,0.00000000,1,-8.33214047
0.00096000,10.00000000,15.00000000,24.26747864,93.29087489,0.00000000,1,-9.26747864
0.00098000,10.00000000,15.00000000,25.13442314,87.40815608,0.00000000,1,-10.13442314
0.00100000,10.00000000,15.00000000,25.92951189,81.19292082,0.00000000,1,-10.92951189
