t,theta_ts,theta_dot_ts,u_ts,theta_base,u_base,w1,w2
1.63500,1.69238,-0.08494,-0.49101,1.47593,-0.50689,0.00633,0.99367
1.64000,1.69195,-0.08492,-0.49104,1.47380,-0.50677,0.00633,0.99367
1.64500,1.69153,-0.08491,-0.49106,1.47166,-0.50664,0.00633,0.99367
1.65000,1.69110,-0.08489,-0.49108,1.46953,-0.50651,0.00633,0.99367
1.65500,1.69068,-0.08487,-0.49111,1.46741,-0.50638,0.00633,0.99367
1.66000,1.69026,-0.08485,-0.49113,1.46529,-0.50625,0.00633,0.99367
1.66500,1.68983,-0.08483,-0.49115,1.46316,-0.50611,0.00633,0.99367
1.67000,1.68941,-0.08481,-0.49118,1.46105,-0.50597,0.00633,0.99367
1.67500,1.68898,-0.08479,-0.49120,1.45893,-0.50583,0.00633,0.99367
1.68000,1.68856,-0.08478,-0.49122,1.45682,-0.50569,0.00633,0.99367
1.68500,1.68814,-0.08476,-0.49125,1.45471,-0.50555,0.00633,0.99367
1.69000,1.68771,-0.08474,-0.49127,1.45261,-0.50540,0.00633,0.99367
1.69500,1.68729,-0.08472,-0.49129,1.45050,-0.50526,0.00633,0.99367
1.70000,1.68686,-0.08470,-0.49132,1.44840,-0.50511,0.00633,0.99367
1.70500,1.68644,-0.08468,-0.49134,1.44631,-0.50496,0.00633,0.99367
1.71000,1.68602,-0.08466,-0.49136,1.44421,-0.50480,0.00633,0.99367
1.71500,1.68559,-0.08464,-0.49138,1.44212,-0.50465,0.00633,0.99367
1.72000,1.68517,-0.08462,-0.49141,1.44003,-0.50449,0.00633,0.99367
1.72500,1.68475,-0.08460,-0.49143,1.43795,-0.50434,0.00633,0.99367
1.73000,1.68433,-0.08459,-0.49145,1.43586,-0.50417,0.00633,0.99367
1.73500,1.68390,-0.08457,-0.49147,1.43378,-0.50401,0.00633,0.99367
1.74000,1.68348,-0.08455,-0.49150,1.43171,-0.50385,0.00633,0.99367
1.74500,1.68306,-0.08453,-0.49152,1.42963,-0.50368,0.00633,0.99367
1.75000,1.68263,-0.08451,-0.49154,1.42756,-0.50351,0.00633,0.99367
1.75500,1.68221,-0.08449,-0.49156,1.42549,-0.50334,0.00633,0.99367
1.76000,1.68179,-0.08447,-0.49159,1.42343,-0.50317,0.00633,0.99367
1.76500,1.68137,-0.08445,-0.49161,1.42136,-0.50300,0.00633,0.99367
1.77000,1.68095,-0.08443,-0.49163,1.41930,-0.50282,0.00633,0.99367
1.77500,1.68052,-0.08441,-0.49165,1.41724,-0.50265,0.00633,0.99367
1.78000,1.68010,-0.08439,-0.49167,1.41519,-0.50247,0.00633,0.99367
1.78500,1.67968,-0.08437,-0.49169,1.41314,-0.50229,0.00633,0.99367
1.79000,1.67926,-0.08435,-0.49171,1.41109,-0.50211,0.00633,0.99367
1.79500,1.67884,-0.08433,-0.49174,1.40904,-0.50192,0.00633,0.99367
1.80000,1.67842,-0.08431,-0.49176,1.40700,-0.50174,0.00633,0.99367
1.80500,1.67799,-0.08429,-0.49178,1.40496,-0.50155,0.00633,0.99367
1.81000,1.67757,-0.08427,-0.49180,1.40292,-0.50136,0.00633,0.99367
1.81500,1.67715,-0.08425,-0.49182,1.40089,-0.50117,0.00633,0.99367
1.82000,1.67673,-0.08423,-0.49184,1.39886,-0.50097,0.00633,0.99367
1.82500,1.67631,-0.08421,-0.49186,1.39683,-0.50078,0.00633,0.99367
1.83000,1.67589,-0.08419,-0.49188,1.39480,-0.50058,0.00633,0.99367
1.83500,1.67547,-0.08417,-0.49190,1.39278,-0.50039,0.00633,0.99367
1.84000,1.67505,-0.08415,-0.49192,1.39076,-0.50019,0.00633,0.99367
1.84500,1.67463,-0.08413,-0.49194,1.38874,-0.49998,0.00633,0.99367
1.85000,1.67421,-0.08411,-0.49196,1.38672,-0.49978,0.00633,0.99367
1.85500,1.67378,-0.08409,-0.49198,1.38471,-0.49958,0.00633,0.99367
1.86000,1.67336,-0.08407,-0.49200,1.38270,-0.49937,0.00633,0.99367
1.86500,1.67294,-0.08405,-0.49202,1.38070,-0.49916,0.00633,0.99367
1.87000,1.67252,-0.08403,-0.49204,1.37869,-0.49895,0.00633,0.99367
1.87500,1.67210,-0.08401,-0.49206,1.37669,-0.49874,0.00633,0.99367
1.88000,1.67168,-0.08399,-0.49208,1.37469,-0.49853,0.00633,0.99367
1.88500,1.67126,-0.08397,-0.49210,1.37270,-0.49831,0.00633,0.99367
1.89000,1.67084,-0.08395,-0.49212,1.37070,-0.49810,0.00633,0.99367
1.89500,1.67042,-0.08393,-0.49214,1.36871,-0.49788,0.00633,0.99367
1.90000,1.67001,-0.08391,-0.49216,1.36673,-0.49766,0.00633,0.99367
1.90500,1.66959,-0.08389,-0.49218,1.36474,-0.49744,0.00633,0.99367
1.91000,1.66917,-0.08387,-0.49220,1.36276,-0.49722,0.00633,0.99367
1.91500,1.66875,-0.08385,-0.49222,1.36078,-0.49699,0.00633,0.99367
1.92000,1.66833,-0.08383,-0.49224,1.35880,-0.49677,0.00633,0.99367
1.92500,1.66791,-0.08381,-0.49226,1.35683,-0.49654,0.00633,0.99367
1.93000,1.66749,-0.08379,-0.49228,1.35486,-0.49631,0.00633,0.99367
1.93500,1.66707,-0.08377,-0.49230,1.35289,-0.49608,0.00633,0.99367
1.94000,1.66665,-0.08375,-0.49232,1.35093,-0.49585,0.00633,0.99367
1.94500,1.66623,-0.08373,-0.49233,1.34896,-0.49561,0.00633,0.99367
1.95000,1.66582,-0.08371,-0.49235,1.34700,-0.49538,0.00633,0.99367
1.95500,1.66540,-0.08369,-0.49237,1.34505,-0.49514,0.00633,0.99367
1.96000,1.66498,-0.08366,-0.49239,1.34309,-0.49491,0.00633,0.99367
1.96500,1.66456,-0.08364,-0.49241,1.34114,-0.49467,0.00633,0.99367
1.97000,1.66414,-0.08362,-0.49243,1.33919,-0.49443,0.00633,0.99367
1.97500,1.66372,-0.08360,-0.49244,1.33724,-0.49418,0.00633,0.99367
1.98000,1.66331,-0.08358,-0.49246,1.33530,-0.49394,0.00633,0.99367
1.98500,1.66289,-0.08356,-0.49248,1.33336,-0.49369,0.00633,0.99367
1.99000,1.66247,-0.08354,-0.49250,1.33142,-0.49345,0.00633,0.99367
1.99500,1.66205,-0.08352,-0.49252,1.32949,-0.49320,0.00633,0.99367
2.00000,1.66164,-0.08350,-0.49253,1.32755,-0.49295,0.00633,0.99367
2.00500,1.66122,-0.08348,-0.49255,1.32562,-0.49270,0.00633,0.99367
2.01000,1.66080,-0.08346,-0.49257,1.32369,-0.49244,0.00633,0.99367
2.01500,1.66038,-0.08344,-0.49259,1.32177,-0.49219,0.00633,0.99367
2.02000,1.65997,-0.08342,-0.49260,1.31985,-0.49194,0.00633,0.99367
2.02500,1.65955,-0.08340,-0.49262,1.31793,-0.49168,0.00633,0.99367
2.03000,1.65913,-0.08338,-0.49264,1.31601,-0.49142,0.00633,0.99367
2.03500,1.65872,-0.08336,-0.49265,1.31410,-0.49116,0.00633,0.99367
2.04000,1.65830,-0.08334,-0.49267,1.31219,-0.49090,0.00633,0.99367
2.04500,1.65788,-0.08332,-0.49269,1.31028,-0.49064,0.00633,0.99367
2.05000,1.65747,-0.08330,-0.49271,1.30837,-0.49037,0.00633,0.99367
2.05500,1.65705,-0.08328,-0.49272,1.30647,-0.49011,0.00633,0.99367
2.06000,1.65663,-0.08326,-0.49274,1.30457,-0.48984,0.00633,0.99367
2.06500,1.65622,-0.08324,-0.49276,1.30267,-0.48957,0.00633,0.99367
2.07000,1.65580,-0.08322,-0.49277,1.30077,-0.48931,0.00633,0.99367
2.07500,1.65539,-0.08320,-0.49279,1.29888,-0.48904,0.00633,0.99367
2.08000,1.65497,-0.08318,-0.49280,1.29699,-0.48876,0.00633,0.99367
2.08500,1.65455,-0.08316,-0.49282,1.29510,-0.48849,0.00633,0.99367
2.09000,1.65414,-0.08314,-0.49284,1.29322,-0.48822,0.00633,0.99367
2.09500,1.65372,-0.08312,-0.49285,1.29134,-0.48794,0.00633,0.99367
2.10000,1.65331,-0.08310,-0.49287,1.28946,-0.48766,0.00633,0.99367
2.10500,1.65289,-0.08307,-0.49288,1.28758,-0.48739,0.00633,0.99367
2.11000,1.65248,-0.08305,-0.49290,1.28570,-0.48711,0.00633,0.99367
2.11500,1.65206,-0.08303,-0.49292,1.28383,-0.48683,0.00633,0.99367
2.12000,1.65165,-0.08301,-0.49293,1.28196,-0.48654,0.00633,0.99367
2.12500,1.65123,-0.08299,-0.49295,1.28010,-0.48626,0.00633,0.99367
2.13000,1.65082,-0.08297,-0.49296,1.27823,-0.48598,0.00633,0.99367
2.13500,1.65040,-0.08295,-0.49298,1.27637,-0.48569,0.00633,0.99367
2.14000,1.64999,-0.08293,-0.49299,1.27451,-0.48540,0.00633,0.99367
2.14500,1.64957,-0.08291,-0.49301,1.27266,-0.48511,0.00633,0.99367
2.15000,1.64916,-0.08289,-0.49302,1.27080,-0.48483,0.00633,0.99367
2.15500,1.64874,-0.08287,-0.49304,1.26895,-0.48453,0.00633,0.99367
2.16000,1.64833,-0.08285,-0.49305,1.26710,-0.48424,0.00633,0.99367
2.16500,1.64791,-0.08283,-0.49307,1.26526,-0.48395,0.00633,0.99367
2.17000,1.64750,-0.08281,-0.49308,1.26342,-0.48366,0.00633,0.99367
2.17500,1.64709,-0.08279,-0.49310,1.26157,-0.48336,0.00633,0.99367
2.18000,1.64667,-0.08277,-0.49311,1.25974,-0.48306,0.00633,0.99367
2.18500,1.64626,-0.08275,-0.49313,1.25790,-0.48277,0.00633,0.99367
2.19000,1.64585,-0.08273,-0.49314,1.25607,-0.48247,0.00633,0.99367
2.19500,1.64543,-0.08271,-0.49315,1.25424,-0.48217,0.00633,0.99367
2.20000,1.64502,-0.08269,-0.49317,1.25241,-0.48187,0.00633,0.99367
2.20500,1.64461,-0.08267,-0.49318,1.25059,-0.48156,0.00633,0.99367
2.21000,1.64419,-0.08265,-0.49320,1.24876,-0.48126,0.00633,0.99367
2.21500,1.64378,-0.08263,-0.49321,1.24694,-0.48096,0.00633,0.99367
2.22000,1.64337,-0.08261,-0.49322,1.24512,-0.48065,0.00633,0.99367
2.22500,1.64295,-0.08259,-0.49324,1.24331,-0.48034,0.00633,0.99367
2.23000,1.64254,-0.08257,-0.49325,1.24150,-0.48004,0.00633,0.99367
2.23500,1.64213,-0.08255,-0.49327,1.23969,-0.47973,0.00633,0.99367
2.24000,1.64171,-0.08253,-0.49328,1.23788,-0.47942,0.00633,0.99367
2.24500,1.64130,-0.08251,-0.49329,1.23608,-0.47911,0.00633,0.99367
2.25000,1.64089,-0.08249,-0.49331,1.23427,-0.47879,0.00633,0.99367
2.25500,1.64048,-0.08247,-0.49332,1.23247,-0.47848,0.00633,0.99367
2.26000,1.64007,-0.08244,-0.49333,1.23068,-0.47817,0.00633,0.99367
2.26500,1.63965,-0.08242,-0.49334,1.22888,-0.47785,0.00633,0.99367
2.27000,1.63924,-0.08240,-0.49336,1.22709,-0.47753,0.00633,0.99367
2.27500,1.63883,-0.08238,-0.49337,1.22530,-0.47722,0.00633,0.99367
2.28000,1.63842,-0.08236,-0.49338,1.22351,-0.47690,0.00633,0.99367
2.28500,1.63801,-0.08234,-0.49340,1.22173,-0.47658,0.00633,0.99367
2.29000,1.63759,-0.08232,-0.49341,1.21995,-0.47626,0.00633,0.99367
2.29500,1.63718,-0.08230,-0.49342,1.21817,-0.47594,0.00633,0.99367
2.30000,1.63677,-0.08228,-0.49343,1.21639,-0.47561,0.00633,0.99367
2.30500,1.63636,-0.08226,-0.49345,1.21461,-0.47529,0.00633,0.99367
2.31000,1.63595,-0.08224,-0.49346,1.21284,-0.47497,0.00633,0.99367
2.31500,1.63554,-0.08222,-0.49347,1.21107,-0.47464,0.00633,0.99367
2.32000,1.63513,-0.08220,-0.49348,1.20931,-0.47431,0.00633,0.99367
2.32500,1.63472,-0.08218,-0.49349,1.20754,-0.47399,0.00633,0.99367
2.33000,1.63430,-0.08216,-0.49351,1.20578,-0.47366,0.00633,0.99367
2.33500,1.63389,-0.08214,-0.49352,1.20402,-0.47333,0.00633,0.99367
2.34000,1.63348,-0.08212,-0.49353,1.20226,-0.47300,0.00633,0.99367
2.34500,1.63307,-0.08210,-0.49354,1.20051,-0.47267,0.00633,0.99367
2.35000,1.63266,-0.08208,-0.49355,1.19876,-0.47233,0.00633,0.99367
2.35500,1.63225,-0.08206,-0.49356,1.19701,-0.47200,0.00633,0.99367
2.36000,1.63184,-0.08204,-0.49358,1.19526,-0.47167,0.00633,0.99367
2.36500,1.63143,-0.08202,-0.49359,1.19351,-0.47133,0.00633,0.99367
2.37000,1.63102,-0.08200,-0.49360,1.19177,-0.47099,0.00633,0.99367
2.37500,1.63061,-0.08198,-0.49361,1.19003,-0.47066,0.00633,0.99367
2.38000,1.63020,-0.08196,-0.49362,1.18829,-0.47032,0.00633,0.99367
2.38500,1.62979,-0.08194,-0.49363,1.18656,-0.46998,0.00633,0.99367
2.39000,1.62938,-0.08192,-0.49364,1.18483,-0.46964,0.00633,0.99367
2.39500,1.62897,-0.08190,-0.49365,1.18310,-0.46930,0.00633,0.99367
2.40000,1.62856,-0.08188,-0.49366,1.18137,-0.46896,0.00633,0.99367
2.40500,1.62815,-0.08186,-0.49368,1.17964,-0.46862,0.00633,0.99367
2.41000,1.62775,-0.08184,-0.49369,1.17792,-0.46827,0.00633,0.99367
2.41500,1.62734,-0.08182,-0.49370,1.17620,-0.46793,0.00633,0.99367
2.42000,1.62693,-0.08180,-0.49371,1.17448,-0.46758,0.00633,0.99367
2.42500,1.62652,-0.08178,-0.49372,1.17277,-0.46724,0.00633,0.99367
2.43000,1.62611,-0.08176,-0.49373,1.17105,-0.46689,0.00633,0.99367
2.43500,1.62570,-0.08174,-0.49374,1.16934,-0.46654,0.00633,0.99367
2.44000,1.62529,-0.08172,-0.49375,1.16763,-0.46620,0.00633,0.99367
2.44500,1.62488,-0.08170,-0.49376,1.16593,-0.46585,0.00633,0.99367
2.45000,1.62448,-0.08168,-0.49377,1.16422,-0.46550,0.00633,0.99367
2.45500,1.62407,-0.08166,-0.49378,1.16252,-0.46515,0.00633,0.99367
2.46000,1.62366,-0.08164,-0.49379,1.16082,-0.46480,0.00633,0.99367
2.46500,1.62325,-0.08162,-0.49380,1.15913,-0.46444,0.00633,0.99367
2.47000,1.62284,-0.08160,-0.49381,1.15743,-0.46409,0.00633,0.99367
2.47500,1.62244,-0.08158,-0.49382,1.15574,-0.46374,0.00633,0.99367
2.48000,1.62203,-0.08156,-0.49382,1.15405,-0.46338,0.00633,0.99367
2.48500,1.62162,-0.08154,-0.49383,1.15237,-0.46303,0.00633,0.99367
2.49000,1.62121,-0.08152,-0.49384,1.15068,-0.46267,0.00633,0.99367
2.49500,1.62080,-0.08150,-0.49385,1.14900,-0.46231,0.00633,0.99367
2.50000,1.62040,-0.08148,-0.49386,1.14732,-0.46195,0.00633,0.99367
2.50500,1.61999,-0.08146,-0.49387,1.14564,-0.46160,0.00633,0.99367
2.51000,1.61958,-0.08144,-0.49388,1.14397,-0.46124,0.00633,0.99367
2.51500,1.61918,-0.08142,-0.49389,1.14230,-0.46088,0.00633,0.99367
2.52000,1.61877,-0.08140,-0.49390,1.14063,-0.46052,0.00633,0.99367
2.52500,1.61836,-0.08138,-0.49391,1.13896,-0.46015,0.00633,0.99367
2.53000,1.61795,-0.08136,-0.49391,1.13729,-0.45979,0.00633,0.99367
2.53500,1.61755,-0.08134,-0.49392,1.13563,-0.45943,0.00633,0.99367
2.54000,1.61714,-0.08132,-0.49393,1.13397,-0.45906,0.00633,0.99367
2.54500,1.61674,-0.08130,-0.49394,1.13231,-0.45870,0.00633,0.99367
2.55000,1.61633,-0.08128,-0.49395,1.13065,-0.45833,0.00633,0.99367
2.55500,1.61592,-0.08126,-0.49396,1.12900,-0.45797,0.00633,0.99367
2.56000,1.61552,-0.08124,-0.49396,1.12735,-0.45760,0.00633,0.99367
2.56500,1.61511,-0.08122,-0.49397,1.12570,-0.45723,0.00633,0.99367
2.57000,1.61470,-0.08120,-0.49398,1.12405,-0.45687,0.00633,0.99367
2.57500,1.61430,-0.08118,-0.49399,1.12241,-0.45650,0.00633,0.99367
2.58000,1.61389,-0.08116,-0.49399,1.12077,-0.45613,0.00633,0.99367
2.58500,1.61349,-0.08114,-0.49400,1.11913,-0.45576,0.00633,0.99367
2.59000,1.61308,-0.08112,-0.49401,1.11749,-0.45539,0.00633,0.99367
2.59500,1.61268,-0.08110,-0.49402,1.11585,-0.45502,0.00633,0.99367
2.60000,1.61227,-0.08108,-0.49402,1.11422,-0.45464,0.00633,0.99367
2.60500,1.61187,-0.08106,-0.49403,1.11259,-0.45427,0.00633,0.99367
2.61000,1.61146,-0.08104,-0.49404,1.11096,-0.45390,0.00633,0.99367
2.61500,1.61105,-0.08102,-0.49405,1.10934,-0.45353,0.00633,0.99367
2.62000,1.61065,-0.08100,-0.49405,1.10771,-0.45315,0.00633,0.99367
2.62500,1.61025,-0.08098,-0.49406,1.10609,-0.45278,0.00633,0.99367
2.63000,1.60984,-0.08096,-0.49407,1.10447,-0.45240,0.00633,0.99367
2.63500,1.60944,-0.08094,-0.49407,1.10286,-0.45202,0.00633,0.99367
2.64000,1.60903,-0.08092,-0.49408,1.10124,-0.45165,0.00633,0.99367
2.64500,1.60863,-0.08090,-0.49409,1.09963,-0.45127,0.00633,0.99367
2.65000,1.60822,-0.08088,-0.49409,1.09802,-0.45089,0.00633,0.99367
2.65500,1.60782,-0.08086,-0.49410,1.09641,-0.45051,0.00633,0.99367
2.66000,1.60741,-0.08084,-0.49411,1.09481,-0.45013,0.00633,0.99367
2.66500,1.60701,-0.08082,-0.49411,1.09320,-0.44975,0.00633,0.99367
2.67000,1.60661,-0.08080,-0.49412,1.09160,-0.44937,0.00633,0.99367
2.67500,1.60620,-0.08078,-0.49413,1.09001,-0.44899,0.00633,0.99367
2.68000,1.60580,-0.08076,-0.49413,1.08841,-0.44861,0.00633,0.99367
2.68500,1.60539,-0.08074,-0.49414,1.08682,-0.44823,0.00633,0.99367
2.69000,1.60499,-0.08072,-0.49414,1.08522,-0.44784,0.00633,0.99367
2.69500,1.60459,-0.08070,-0.49415,1.08364,-0.44746,0.00633,0.99367
2.70000,1.60418,-0.08068,-0.49416,1.08205,-0.44708,0.00633,0.99367
2.70500,1.60378,-0.08066,-0.49416,1.08046,-0.44669,0.00633,0.99367
2.71000,1.60338,-0.08064,-0.49417,1.07888,-0.44631,0.00633,0.99367
2.71500,1.60297,-0.08062,-0.49417,1.07730,-0.44592,0.00633,0.99367
2.72000,1.60257,-0.08060,-0.49418,1.07572,-0.44553,0.00633,0.99367
2.72500,1.60217,-0.08058,-0.49418,1.07415,-0.44515,0.00633,0.99367
2.73000,1.60177,-0.08056,-0.49419,1.07257,-0.44476,0.00633,0.99367
2.73500,1.60136,-0.08054,-0.49419,1.07100,-0.44437,0.00633,0.99367
2.74000,1.60096,-0.08052,-0.49420,1.06943,-0.44398,0.00633,0.99367
2.74500,1.60056,-0.08050,-0.49420,1.06787,-0.44359,0.00633,0.99367
2.75000,1.60016,-0.08048,-0.49421,1.06630,-0.44321,0.00633,0.99367
2.75500,1.59975,-0.08046,-0.49421,1.06474,-0.44282,0.00633,0.99367
2.76000,1.59935,-0.08044,-0.49422,1.06318,-0.44243,0.00633,0.99367
2.76500,1.59895,-0.08042,-0.49422,1.06162,-0.44203,0.00633,0.99367
2.77000,1.59855,-0.08040,-0.49423,1.06006,-0.44164,0.00633,0.99367
2.77500,1.59814,-0.08038,-0.49423,1.05851,-0.44125,0.00633,0.99367
2.78000,1.59774,-0.08036,-0.49424,1.05696,-0.44086,0.00633,0.99367
2.78500,1.59734,-0.08034,-0.49424,1.05541,-0.44047,0.00633,0.99367
2.79000,1.59694,-0.08032,-0.49425,1.05386,-0.44007,0.00633,0.99367
2.79500,1.59654,-0.08030,-0.49425,1.05232,-0.43968,0.00633,0.99367
2.80000,1.59614,-0.08028,-0.49425,1.05078,-0.43929,0.00633,0.99367
2.80500,1.59574,-0.08026,-0.49426,1.04924,-0.43889,0.00633,0.99367
2.81000,1.59533,-0.08024,-0.49426,1.04770,-0.43850,0.00633,0.99367
2.81500,1.59493,-0.08022,-0.49427,1.04616,-0.43810,0.00633,0.99367
2.82000,1.59453,-0.08020,-0.49427,1.04463,-0.43770,0.00633,0.99367
2.82500,1.59413,-0.08018,-0.49427,1.04310,-0.43731,0.00633,0.99367
2.83000,1.59373,-0.08016,-0.49428,1.04157,-0.43691,0.00633,0.99367
2.83500,1.59333,-0.08014,-0.49428,1.04004,-0.43651,0.00633,0.99367
2.84000,1.59293,-0.08012,-0.49428,1.03851,-0.43612,0.00633,0.99367
2.84500,1.59253,-0.08010,-0.49429,1.03699,-0.43572,0.00633,0.99367
2.85000,1.59213,-0.08008,-0.49429,1.03547,-0.43532,0.00633,0.99367
2.85500,1.59173,-0.08006,-0.49429,1.03395,-0.43492,0.00633,0.99367
2.86000,1.59133,-0.08004,-0.49430,1.03244,-0.43452,0.00633,0.99367
2.86500,1.59093,-0.08002,-0.49430,1.03092,-0.43412,0.00633,0.99367
2.87000,1.59053,-0.08000,-0.49430,1.02941,-0.43372,0.00633,0.99367
2.87500,1.59013,-0.07999,-0.49431,1.02790,-0.43332,0.00633,0.99367
2.88000,1.58973,-0.07997,-0.49431,1.02639,-0.43292,0.00633,0.99367
2.88500,1.58933,-0.07995,-0.49431,1.02489,-0.43252,0.00633,0.99367
2.89000,1.58893,-0.07993,-0.49431,1.02338,-0.43212,0.00633,0.99367
2.89500,1.58853,-0.07991,-0.49432,1.02188,-0.43172,0.00633,0.99367
2.90000,1.58813,-0.07989,-0.49432,1.02038,-0.43131,0.00633,0.99367
2.90500,1.58773,-0.07987,-0.49432,1.01888,-0.43091,0.00633,0.99367
2.91000,1.58733,-0.07985,-0.49432,1.01739,-0.43051,0.00633,0.99367
2.91500,1.58693,-0.07983,-0.49433,1.01590,-0.43010,0.00633,0.99367
2.92000,1.58653,-0.07981,-0.49433,1.01441,-0.42970,0.00633,0.99367
2.92500,1.58613,-0.07979,-0.49433,1.01292,-0.42930,0.00633,0.99367
2.93000,1.58573,-0.07977,-0.49433,1.01143,-0.42889,0.00633,0.99367
2.93500,1.58534,-0.07975,-0.49434,1.00995,-0.42849,0.00633,0.99367
2.94000,1.58494,-0.07973,-0.49434,1.00846,-0.42808,0.00633,0.99367
2.94500,1.58454,-0.07971,-0.49434,1.00698,-0.42768,0.00633,0.99367
2.95000,1.58414,-0.07969,-0.49434,1.00551,-0.42727,0.00633,0.99367
2.95500,1.58374,-0.07967,-0.49434,1.00403,-0.42686,0.00633,0.99367
2.96000,1.58334,-0.07965,-0.49434,1.00256,-0.42646,0.00633,0.99367
2.96500,1.58295,-0.07963,-0.49435,1.00108,-0.42605,0.00633,0.99367
2.97000,1.58255,-0.07961,-0.49435,0.99962,-0.42564,0.00633,0.99367
2.97500,1.58215,-0.07959,-0.49435,0.99815,-0.42524,0.00633,0.99367
2.98000,1.58175,-0.07957,-0.49435,0.99668,-0.42483,0.00633,0.99367
2.98500,1.58135,-0.07955,-0.49435,0.99522,-0.42442,0.00633,0.99367
2.99000,1.58096,-0.07953,-0.49435,0.99376,-0.42401,0.00633,0.99367
2.99500,1.58056,-0.07951,-0.49435,0.99230,-0.42360,0.00633,0.99367
3.00000,1.58016,-0.07949,-0.49435,0.99084,-0.42319,0.00633,0.99367
3.00500,1.57976,-0.07947,-0.49436,0.98939,-0.42279,0.00633,0.99367
3.01000,1.57937,-0.07945,-0.49436,0.98793,-0.42238,0.00633,0.99367
3.01500,1.57897,-0.07944,-0.49436,0.98648,-0.42197,0.00633,0.99367
3.02000,1.57857,-0.07942,-0.49436,0.98503,-0.42156,0.00633,0.99367
3.02500,1.57818,-0.07940,-0.49436,0.98359,-0.42115,0.00633,0.99367
3.03000,1.57778,-0.07938,-0.49436,0.98214,-0.42073,0.00633,0.99367
3.03500,1.57738,-0.07936,-0.49436,0.98070,-0.42032,0.00633,0.99367
3.04000,1.57699,-0.07934,-0.49436,0.97926,-0.41991,0.00633,0.99367
3.04500,1.57659,-0.07932,-0.49436,0.97782,-0.41950,0.00633,0.99367
3.05000,1.57619,-0.07930,-0.49436,0.97639,-0.41909,0.00633,0.99367
3.05500,1.57580,-0.07928,-0.49436,0.97495,-0.41868,0.00633,0.99367
3.06000,1.57540,-0.07926,-0.49436,0.97352,-0.41827,0.00633,0.99367
3.06500,1.57500,-0.07924,-0.49436,0.97209,-0.41785,0.00633,0.99367
3.07000,1.57461,-0.07922,-0.49436,0.97066,-0.41744,0.00633,0.99367
3.07500,1.57421,-0.07920,-0.49436,0.96924,-0.41703,0.00633,0.99367
3.08000,1.57382,-0.07918,-0.49436,0.96781,-0.41661,0.00633,0.99367
3.08500,1.57342,-0.07916,-0.49436,0.96639,-0.41620,0.00633,0.99367
3.09000,1.57302,-0.07914,-0.49436,0.96497,-0.41579,0.00633,0.99367
3.09500,1.57263,-0.07912,-0.49436,0.96355,-0.41537,0.00633,0.99367
3.10000,1.57223,-0.07910,-0.49436,0.96214,-0.41496,0.00633,0.99367
3.10500,1.57184,-0.07908,-0.49436,0.96072,-0.41454,0.00633,0.99367
3.11000,1.57144,-0.07906,-0.49436,0.95931,-0.41413,0.00633,0.99367
3.11500,1.57105,-0.07904,-0.49436,0.95790,-0.41372,0.00633,0.99367
3.12000,1.57065,-0.07902,-0.49435,0.95649,-0.41330,0.00633,0.99367
3.12500,1.57026,-0.07901,-0.49435,0.95509,-0.41289,0.00633,0.99367
3.13000,1.56986,-0.07899,-0.49435,0.95368,-0.41247,0.00633,0.99367
3.13500,1.56947,-0.07897,-0.49435,0.95228,-0.41205,0.00633,0.99367
3.14000,1.56907,-0.07895,-0.49435,0.95088,-0.41164,0.00633,0.99367
3.14500,1.56868,-0.07893,-0.49435,0.94948,-0.41122,0.00633,0.99367
3.15000,1.56828,-0.07891,-0.49435,0.94809,-0.41081,0.00633,0.99367
3.15500,1.56789,-0.07889,-0.49435,0.94669,-0.41039,0.00633,0.99367
3.16000,1.56749,-0.07887,-0.49435,0.94530,-0.40997,0.00633,0.99367
3.16500,1.56710,-0.07885,-0.49434,0.94391,-0.40956,0.00633,0.99367
3.17000,1.56671,-0.07883,-0.49434,0.94252,-0.40914,0.00633,0.99367
3.17500,1.56631,-0.07881,-0.49434,0.94114,-0.40872,0.00633,0.99367
3.18000,1.56592,-0.07879,-0.49434,0.93975,-0.40831,0.00633,0.99367
3.18500,1.56552,-0.07877,-0.49434,0.93837,-0.40789,0.00633,0.99367
3.19000,1.56513,-0.07875,-0.49433,0.93699,-0.40747,0.00633,0.99367
3.19500,1.56474,-0.07873,-0.49433,0.93562,-0.40705,0.00633,0.99367
3.20000,1.56434,-0.07871,-0.49433,0.93424,-0.40664,0.00633,0.99367
3.20500,1.56395,-0.07869,-0.49433,0.93287,-0.40622,0.00633,0.99367
3.21000,1.56356,-0.07867,-0.49433,0.93149,-0.40580,0.00633,0.99367
3.21500,1.56316,-0.07866,-0.49432,0.93012,-0.40538,0.00633,0.99367
3.22000,1.56277,-0.07864,-0.49432,0.92876,-0.40496,0.00633,0.99367
3.22500,1.56238,-0.07862,-0.49432,0.92739,-0.40455,0.00633,0.99367
3.23000,1.56198,-0.07860,-0.49432,0.92603,-0.40413,0.00633,0.99367
3.23500,1.56159,-0.07858,-0.49431,0.92466,-0.40371,0.00633,0.99367
3.24000,1.56120,-0.07856,-0.49431,0.92330,-0.40329,0.00633,0.99367
3.24500,1.56080,-0.07854,-0.49431,0.92195,-0.40287,0.00633,0.99367
3.25000,1.56041,-0.07852,-0.49431,0.92059,-0.40245,0.00633,0.99367
