Time,y1,y2,y3,u1,u2,u3,du1,du2,du3
0,80.6,18.3,-0.153656,0.16926,0.43063,0.07262,0.05,0.05,-0.05
1,80.6,18.3,-0.121174,0.16926,0.43063,0.0871048,0,0,0.0144848
2,80.6333,18.6236,-0.122121,0.16926,0.43063,0.0858325,0,0,-0.00127225
3,80.6644,18.9158,-0.122719,0.16926,0.43063,0.0857445,0,0,-8.7969e-05
4,80.6956,19.1797,-0.123346,0.16926,0.43063,0.0856391,0,0,-0.000105426
5,80.7268,19.4182,-0.123973,0.16926,0.43063,0.0855346,0,0,-0.000104532
6,80.7579,19.6338,-0.124602,0.16926,0.43063,0.0854297,0,0,-0.000104912
7,80.789,19.8287,-0.125233,0.16926,0.43063,0.0853245,0,0,-0.000105225
8,80.8201,20.0051,-0.125865,0.16926,0.43063,0.0852191,0,0,-0.000105381
9,80.8512,20.1648,-0.126498,0.16926,0.43063,0.0851136,0,0,-0.0001055
10,80.8822,20.3095,-0.127133,0.16926,0.43063,0.0850076,0,0,-0.000105932
11,80.9132,20.4406,-0.127769,0.16926,0.43063,0.0849015,0,0,-0.000106089
12,80.9442,20.5595,-0.128407,0.16926,0.43063,0.0847952,0,0,-0.00010635
13,80.9751,20.6675,-0.129047,0.16926,0.43063,0.0846886,0,0,-0.00010661
14,81.006,20.7656,-0.129688,0.16926,0.43063,0.0845817,0,0,-0.000106864
15,81.0369,20.8548,-0.13033,0.16926,0.43063,0.0844747,0,0,-0.000107042
16,81.0677,20.9361,-0.130973,0.16926,0.43063,0.0843673,0,0,-0.000107385
17,81.0986,21.0101,-0.131619,0.16926,0.43063,0.0842597,0,0,-0.000107624
18,81.1293,21.0777,-0.132265,0.16926,0.43063,0.0841519,0,0,-0.000107728
19,81.1601,21.1394,-0.132914,0.16926,0.43063,0.0840438,0,0,-0.00010816
20,81.1908,21.1959,-0.133563,0.16926,0.43063,0.0839355,0,0,-0.000108309
21,81.2215,21.2477,-0.134214,0.16926,0.43063,0.0838269,0,0,-0.000108585
22,81.2522,21.2952,-0.134867,0.16926,0.43063,0.0837181,0,0,-0.000108756
23,81.2828,21.3388,-0.135521,0.16926,0.43063,0.083609,0,0,-0.000109099
24,81.3134,21.3791,-0.136176,0.16926,0.43063,0.0834998,0,0,-0.000109263
25,81.344,21.4162,-0.136834,0.16926,0.43063,0.0833902,0,0,-0.000109613
26,81.3745,21.4505,-0.137492,0.16926,0.43063,0.0832804,0,0,-0.000109769
27,81.405,21.4824,-0.138152,0.16926,0.43063,0.0831703,0,0,-0.00011012
28,81.4355,21.5119,-0.138814,0.16926,0.43063,0.08306,0,0,-0.000110283
29,81.466,21.5394,-0.139477,0.16926,0.43063,0.0829494,0,0,-0.000110552
30,81.4964,21.5651,-0.140142,0.16926,0.43063,0.0828386,0,0,-0.00011088
31,81.5268,21.5892,-0.140807,0.16926,0.43063,0.0827277,0,0,-0.000110887
32,81.5572,21.6117,-0.141475,0.16926,0.43063,0.0826163,0,0,-0.000111341
33,81.5875,21.6329,-0.142144,0.16926,0.43063,0.0825048,0,0,-0.000111572
34,81.6178,21.6529,-0.142814,0.16926,0.43063,0.0823929,0,0,-0.000111818
35,81.6481,21.6718,-0.143486,0.16926,0.43063,0.0822809,0,0,-0.000111997
36,81.6783,21.6897,-0.14416,0.16926,0.43063,0.0821686,0,0,-0.000112347
37,81.7085,21.7068,-0.144835,0.16926,0.43063,0.0820561,0,0,-0.000112504
38,81.7387,21.723,-0.145511,0.16926,0.43063,0.0819432,0,0,-0.000112854
39,81.7689,21.7386,-0.146189,0.16926,0.43063,0.0818302,0,0,-0.000113018
40,81.799,21.7535,-0.146869,0.16926,0.43063,0.0817169,0,0,-0.000113279
41,81.8291,21.7678,-0.147549,0.16926,0.43063,0.0816034,0,0,-0.000113539
42,81.8592,21.7816,-0.148232,0.16926,0.43063,0.0814896,0,0,-0.0001138
43,81.8892,21.7949,-0.148915,0.16926,0.43063,0.0813756,0,0,-0.000113964
44,81.9193,21.8078,-0.149601,0.16926,0.43063,0.0812613,0,0,-0.000114314
45,81.9492,21.8203,-0.150288,0.16926,0.43063,0.0811468,0,0,-0.00011456
46,81.9792,21.8324,-0.150976,0.16926,0.43063,0.081032,0,0,-0.000114731
47,82.0091,21.8443,-0.151666,0.16926,0.43063,0.080917,0,0,-0.000115
48,82.039,21.8558,-0.152357,0.16926,0.43063,0.0808017,0,0,-0.000115335
49,82.0689,21.8671,-0.153051,0.16926,0.43063,0.0806861,0,0,-0.000115566
50,82.0988,21.8782,-0.153745,0.16926,0.43063,0.0805705,0,0,-0.00011567
51,82.1286,21.8891,-0.154441,0.16926,0.43063,0.0804543,0,0,-0.00011611
52,82.1584,21.8997,-0.155138,0.16926,0.43063,0.0803381,0,0,-0.000116266
53,82.1882,21.9103,-0.155837,0.16926,0.43063,0.0802215,0,0,-0.000116594
54,82.2179,21.9206,-0.156538,0.16926,0.43063,0.0801047,0,0,-0.000116773
55,82.2476,21.9308,-0.157239,0.16926,0.43063,0.0799878,0,0,-0.000116959
56,82.2773,21.9409,-0.157943,0.16926,0.43063,0.0798705,0,0,-0.000117294
57,82.3069,21.9509,-0.158648,0.16926,0.43063,0.0797529,0,0,-0.000117548
58,82.3366,21.9608,-0.159354,0.16926,0.43063,0.079635,0,0,-0.000117876
59,82.3662,21.9705,-0.160062,0.16926,0.43063,0.0795171,0,0,-0.000117965
60,82.3958,21.9802,-0.160771,0.16926,0.43063,0.0793988,0,0,-0.000118241
61,82.4253,21.9898,-0.161482,0.16926,0.43063,0.0792803,0,0,-0.000118576
62,82.4548,21.9994,-0.162195,0.16926,0.43063,0.0791614,0,0,-0.000118889
63,82.4843,22.0089,-0.162909,0.16926,0.43063,0.0790425,0,0,-0.000118904
64,82.5138,22.0183,-0.163625,0.16926,0.43063,0.078923,0,0,-0.000119425
65,82.5432,22.0276,-0.164341,0.16926,0.43063,0.0788035,0,0,-0.000119492
66,82.5726,22.037,-0.16506,0.16926,0.43063,0.0786837,0,0,-0.000119843
67,82.602,22.0462,-0.16578,0.16926,0.43063,0.0785638,0,0,-0.000119932
68,82.6314,22.0555,-0.166501,0.16926,0.43063,0.0784434,0,0,-0.000120364
69,82.6607,22.0647,-0.167225,0.16926,0.43063,0.0783228,0,0,-0.000120603
70,82.69,22.0738,-0.167949,0.16926,0.43063,0.078202,0,0,-0.000120766
71,82.7193,22.0829,-0.168675,0.16926,0.43063,0.078081,0,0,-0.00012105
72,82.7486,22.092,-0.169402,0.16926,0.43063,0.0779597,0,0,-0.000121288
73,82.7778,22.1011,-0.170132,0.16926,0.43063,0.077838,0,0,-0.000121705
74,82.807,22.1101,-0.170863,0.16926,0.43063,0.0777162,0,0,-0.00012178
75,82.8362,22.1192,-0.171594,0.16926,0.43063,0.0775942,0,0,-0.000121973
76,82.8653,22.1282,-0.172328,0.16926,0.43063,0.0774719,0,0,-0.000122324
77,82.8944,22.1371,-0.173063,0.16926,0.43063,0.0773493,0,0,-0.000122651
78,82.9235,22.1461,-0.1738,0.16926,0.43063,0.0772265,0,0,-0.000122808
79,82.9526,22.155,-0.174538,0.16926,0.43063,0.0771033,0,0,-0.000123143
80,82.9817,22.164,-0.175278,0.16926,0.43063,0.0769801,0,0,-0.000123248
81,83.0107,22.1729,-0.176019,0.16926,0.43063,0.0768565,0,0,-0.00012359
82,83.0397,22.1818,-0.176762,0.16926,0.43063,0.0767326,0,0,-0.000123918
83,83.0686,22.1906,-0.177506,0.16926,0.43063,0.0766086,0,0,-0.000124
84,83.0976,22.1995,-0.178252,0.16926,0.43063,0.0764841,0,0,-0.000124432
85,83.1265,22.2084,-0.178999,0.16926,0.43063,0.0763595,0,0,-0.000124596
86,83.1554,22.2172,-0.179748,0.16926,0.43063,0.0762347,0,0,-0.000124849
87,83.1843,22.226,-0.180499,0.16926,0.43063,0.0761095,0,0,-0.000125185
88,83.2131,22.2348,-0.181251,0.16926,0.43063,0.0759841,0,0,-0.000125356
89,83.242,22.2436,-0.182004,0.16926,0.43063,0.0758585,0,0,-0.000125617
90,83.2707,22.2524,-0.182759,0.16926,0.43063,0.0757327,0,0,-0.00012587
91,83.2995,22.2612,-0.183516,0.16926,0.43063,0.0756065,0,0,-0.000126205
92,83.3283,22.27,-0.184274,0.16926,0.43063,0.0754801,0,0,-0.000126362
93,83.357,22.2788,-0.185033,0.16926,0.43063,0.0753535,0,0,-0.000126638
94,83.3857,22.2875,-0.185794,0.16926,0.43063,0.0752266,0,0,-0.000126891
95,83.4144,22.2963,-0.186557,0.16926,0.43063,0.0750993,0,0,-0.000127219
96,83.443,22.305,-0.187321,0.16926,0.43063,0.074972,0,0,-0.000127383
97,83.4716,22.3137,-0.188087,0.16926,0.43063,0.0748443,0,0,-0.000127658
98,83.5002,22.3224,-0.188854,0.16926,0.43063,0.0747164,0,0,-0.000127904
99,83.5288,22.3312,-0.189623,0.16926,0.43063,0.0745882,0,0,-0.000128239
100,83.5574,22.3399,-0.190393,0.16926,0.43063,0.0744598,0,0,-0.000128403
101,83.5859,22.3485,-0.191165,0.16926,0.43063,0.0743311,0,0,-0.000128672
102,83.6144,22.3572,-0.191939,0.16926,0.43063,0.0742021,0,0,-0.000128999
103,83.6429,22.3659,-0.192714,0.16926,0.43063,0.0740729,0,0,-0.000129163
104,83.6713,22.3746,-0.19349,0.16926,0.43063,0.0739435,0,0,-0.000129431
105,83.6998,22.3832,-0.194268,0.16926,0.43063,0.0738138,0,0,-0.000129692
106,83.7282,22.3919,-0.195047,0.16926,0.43063,0.0736839,0,0,-0.000129938
107,83.7565,22.4005,-0.195828,0.16926,0.43063,0.0735536,0,0,-0.000130273
108,83.7849,22.4092,-0.196611,0.16926,0.43063,0.0734231,0,0,-0.000130437
109,83.8132,22.4178,-0.197395,0.16926,0.43063,0.0732924,0,0,-0.00013078
110,83.8416,22.4264,-0.19818,0.16926,0.43063,0.0731614,0,0,-0.000130944
111,83.8698,22.4351,-0.198967,0.16926,0.43063,0.0730302,0,0,-0.00013122
112,83.8981,22.4437,-0.199756,0.16926,0.43063,0.0728987,0,0,-0.000131503
113,83.9264,22.4523,-0.200546,0.16926,0.43063,0.0727669,0,0,-0.000131786
114,83.9546,22.4609,-0.201338,0.16926,0.43063,0.072635,0,0,-0.000131965
115,83.9828,22.4695,-0.202131,0.16926,0.43063,0.07262,0,0,-1.49459e-05
116,84.0109,22.478,-0.202928,0.16926,0.43063,0.07262,0,0,0
117,84.0391,22.4866,-0.203725,0.16926,0.43063,0.07262,0,0,0
118,84.0672,22.4952,-0.204523,0.16926,0.43063,0.07262,0,0,0
119,84.0952,22.5038,-0.205321,0.16926,0.43063,0.07262,0,0,0
120,84.1232,22.5123,-0.206119,0.16926,0.43063,0.07262,0,0,0
