t,y,error,u
0.000000,0.000000,-1.000000,0.003138
0.010000,-0.000002,-1.000002,0.006259
0.020000,-0.000008,-1.000008,0.009350
0.030000,-0.000019,-1.000019,0.012396
0.040000,-0.000039,-1.000039,0.015383
0.050000,-0.000068,-1.000068,0.018299
0.060000,-0.000107,-1.000107,0.021129
0.070000,-0.000160,-1.000160,0.023860
0.080000,-0.000228,-1.000228,0.026480
0.090000,-0.000311,-1.000311,0.028977
0.100000,-0.000413,-1.000413,0.031338
0.110000,-0.000533,-1.000533,0.033554
0.120000,-0.000674,-1.000674,0.035613
0.130000,-0.000836,-1.000836,0.037505
0.140000,-0.001020,-1.001020,0.039222
0.150000,-0.001229,-1.001229,0.040755
0.160000,-0.001462,-1.001462,0.042095
0.170000,-0.001720,-1.001720,0.043237
0.180000,-0.002005,-1.002005,0.044173
0.190000,-0.002316,-1.002316,0.044898
0.200000,-0.002654,-1.002654,0.045409
0.210000,-0.003020,-1.003020,0.045700
0.220000,-0.003414,-1.003414,0.045770
0.230000,-0.003835,-1.003835,0.045617
0.240000,-0.004285,-1.004285,0.045238
0.250000,-0.004762,-1.004762,0.044635
0.260000,-0.005266,-1.005266,0.043808
0.270000,-0.005798,-1.005798,0.042758
0.280000,-0.006356,-1.006356,0.041489
0.290000,-0.006940,-1.006940,0.040003
0.300000,-0.007550,-1.007550,0.038305
0.310000,-0.008184,-1.008184,0.036399
0.320000,-0.008842,-1.008842,0.034293
0.330000,-0.009522,-1.009522,0.031992
0.340000,-0.010224,-1.010224,0.029504
0.350000,-0.010947,-1.010947,0.026838
0.360000,-0.011688,-1.011688,0.024002
0.370000,-0.012447,-1.012447,0.021006
0.380000,-0.013222,-1.013222,0.017860
0.390000,-0.014011,-1.014011,0.014575
0.400000,-0.014814,-1.014814,0.011163
0.410000,-0.015628,-1.015628,0.007636
0.420000,-0.016452,-1.016452,0.004005
0.430000,-0.017284,-1.017284,0.000285
0.440000,-0.018121,-1.018121,-0.003512
0.450000,-0.018963,-1.018963,-0.007373
0.460000,-0.019808,-1.019808,-0.011283
0.470000,-0.020652,-1.020652,-0.015229
0.480000,-0.021496,-1.021496,-0.019196
0.490000,-0.022336,-1.022336,-0.023170
0.500000,-0.023170,-1.023170,-0.027138
0.510000,-0.023998,-1.023998,-0.031083
0.520000,-0.024817,-1.024817,-0.034993
0.530000,-0.025624,-1.025624,-0.038854
0.540000,-0.026419,-1.026419,-0.042651
0.550000,-0.027200,-1.027200,-0.046370
0.560000,-0.027964,-1.027964,-0.050000
0.570000,-0.028711,-1.028711,-0.053525
0.580000,-0.029438,-1.029438,-0.056935
0.590000,-0.030144,-1.030144,-0.060216
0.600000,-0.030827,-1.030827,-0.063358
0.610000,-0.031486,-1.031486,-0.066348
0.620000,-0.032121,-1.032121,-0.069177
0.630000,-0.032729,-1.032729,-0.071834
0.640000,-0.033309,-1.033309,-0.074311
0.650000,-0.033861,-1.033861,-0.076599
0.660000,-0.034383,-1.034383,-0.078690
0.670000,-0.034875,-1.034875,-0.080577
0.680000,-0.035336,-1.035336,-0.082254
0.690000,-0.035765,-1.035765,-0.083716
0.700000,-0.036163,-1.036163,-0.084957
0.710000,-0.036528,-1.036528,-0.085975
0.720000,-0.036861,-1.036861,-0.086767
0.730000,-0.037161,-1.037161,-0.087330
0.740000,-0.037429,-1.037429,-0.087664
0.750000,-0.037664,-1.037664,-0.087768
0.760000,-0.037867,-1.037867,-0.087644
0.770000,-0.038039,-1.038039,-0.087293
0.780000,-0.038179,-1.038179,-0.086718
0.790000,-0.038289,-1.038289,-0.085922
0.800000,-0.038369,-1.038369,-0.084909
0.810000,-0.038420,-1.038420,-0.083684
0.820000,-0.038443,-1.038443,-0.082255
0.830000,-0.038440,-1.038440,-0.080627
0.840000,-0.038410,-1.038410,-0.078807
0.850000,-0.038357,-1.038357,-0.076806
0.860000,-0.038280,-1.038280,-0.074630
0.870000,-0.038182,-1.038182,-0.072290
0.880000,-0.038063,-1.038063,-0.069797
0.890000,-0.037926,-1.037926,-0.067162
0.900000,-0.037772,-1.037772,-0.064395
0.910000,-0.037603,-1.037603,-0.061509
0.920000,-0.037421,-1.037421,-0.058516
0.930000,-0.037227,-1.037227,-0.055429
0.940000,-0.037023,-1.037023,-0.052262
0.950000,-0.036811,-1.036811,-0.049028
0.960000,-0.036593,-1.036593,-0.045740
0.970000,-0.036371,-1.036371,-0.042413
0.980000,-0.036146,-1.036146,-0.039061
0.990000,-0.035921,-1.035921,-0.035698
1.000000,-0.035698,-1.035698,-0.032338
1.010000,-0.035478,-1.035478,-0.028996
1.020000,-0.035262,-1.035262,-0.025685
1.030000,-0.035054,-1.035054,-0.022420
1.040000,-0.034854,-1.034854,-0.019214
1.050000,-0.034665,-1.034665,-0.016081
1.060000,-0.034487,-1.034487,-0.013034
1.070000,-0.034323,-1.034323,-0.010087
1.080000,-0.034175,-1.034175,-0.007251
1.090000,-0.034043,-1.034043,-0.004539
1.100000,-0.033928,-1.033928,-0.001962
1.110000,-0.033834,-1.033834,0.000468
1.120000,-0.033759,-1.033759,0.002742
1.130000,-0.033706,-1.033706,0.004849
1.140000,-0.033676,-1.033676,0.006781
1.150000,-0.033670,-1.033670,0.008529
1.160000,-0.033688,-1.033688,0.010084
1.170000,-0.033731,-1.033731,0.011441
1.180000,-0.033800,-1.033800,0.012593
1.190000,-0.033895,-1.033895,0.013535
1.200000,-0.034018,-1.034018,0.014262
1.210000,-0.034167,-1.034167,0.014771
1.220000,-0.034344,-1.034344,0.015058
1.230000,-0.034548,-1.034548,0.015122
1.240000,-0.034779,-1.034779,0.014963
1.250000,-0.035037,-1.035037,0.014578
1.260000,-0.035323,-1.035323,0.013971
1.270000,-0.035635,-1.035635,0.013141
1.280000,-0.035973,-1.035973,0.012092
1.290000,-0.036337,-1.036337,0.010827
1.300000,-0.036726,-1.036726,0.009350
1.310000,-0.037139,-1.037139,0.007666
1.320000,-0.037576,-1.037576,0.005781
1.330000,-0.038034,-1.038034,0.003702
1.340000,-0.038514,-1.038514,0.001437
1.350000,-0.039014,-1.039014,-0.001007
1.360000,-0.039533,-1.039533,-0.003621
1.370000,-0.040069,-1.040069,-0.006394
1.380000,-0.040622,-1.040622,-0.009318
1.390000,-0.041189,-1.041189,-0.012380
1.400000,-0.041770,-1.041770,-0.015570
1.410000,-0.042362,-1.042362,-0.018876
1.420000,-0.042964,-1.042964,-0.022286
1.430000,-0.043575,-1.043575,-0.025786
1.440000,-0.044192,-1.044192,-0.029364
1.450000,-0.044815,-1.044815,-0.033006
1.460000,-0.045440,-1.045440,-0.036698
1.470000,-0.046067,-1.046067,-0.040427
1.480000,-0.046694,-1.046694,-0.044179
1.490000,-0.047318,-1.047318,-0.047939
1.500000,-0.047939,-1.047939,-0.051694
1.510000,-0.048554,-1.048554,-0.055428
1.520000,-0.049162,-1.049162,-0.059129
1.530000,-0.049760,-1.049760,-0.062782
1.540000,-0.050348,-1.050348,-0.066374
1.550000,-0.050923,-1.050923,-0.069890
1.560000,-0.051484,-1.051484,-0.073318
1.570000,-0.052029,-1.052029,-0.076645
1.580000,-0.052557,-1.052557,-0.079858
1.590000,-0.053067,-1.053067,-0.082945
1.600000,-0.053556,-1.053556,-0.085895
1.610000,-0.054024,-1.054024,-0.088697
1.620000,-0.054470,-1.054470,-0.091340
1.630000,-0.054892,-1.054892,-0.093815
1.640000,-0.055289,-1.055289,-0.096112
1.650000,-0.055661,-1.055661,-0.098223
1.660000,-0.056006,-1.056006,-0.100140
1.670000,-0.056325,-1.056325,-0.101856
1.680000,-0.056615,-1.056615,-0.103366
1.690000,-0.056877,-1.056877,-0.104663
1.700000,-0.057110,-1.057110,-0.105744
1.710000,-0.057315,-1.057315,-0.106604
1.720000,-0.057490,-1.057490,-0.107241
1.730000,-0.057635,-1.057635,-0.107653
1.740000,-0.057752,-1.057752,-0.107839
1.750000,-0.057839,-1.057839,-0.107799
1.760000,-0.057898,-1.057898,-0.107534
1.770000,-0.057928,-1.057928,-0.107044
1.780000,-0.057930,-1.057930,-0.106334
1.790000,-0.057905,-1.057905,-0.105406
