Time,dx1,dx2,dx3,u1,u2,u3
130,0.00473343,0.00167757,7.09912e-06,0.595618,0.894448,0.788293
131,0.00448246,0.0015887,6.72761e-06,0.595633,0.89445,0.788293
132,0.00424479,0.00150454,6.37515e-06,0.595646,0.894451,0.788293
133,0.00401973,0.00142483,6.04082e-06,0.595659,0.894452,0.788293
134,0.00380659,0.00134933,5.72373e-06,0.595671,0.894453,0.788292
135,0.00360476,0.00127783,5.42303e-06,0.595683,0.894454,0.788292
136,0.00341363,0.00121012,5.13791e-06,0.595694,0.894454,0.788292
137,0.00323264,0.00114599,4.86758e-06,0.595704,0.894455,0.788292
138,0.00306124,0.00108526,4.61132e-06,0.595714,0.894456,0.788292
139,0.00289893,0.00102774,4.3684e-06,0.595723,0.894457,0.788292
140,0.00274522,0.000973273,4.13815e-06,0.595732,0.894457,0.788292
141,0.00259967,0.000921688,3.91993e-06,0.595741,0.894458,0.788292
142,0.00246183,0.000872836,3.71312e-06,0.595749,0.894459,0.788292
143,0.0023313,0.000826571,3.51715e-06,0.595756,0.894459,0.788291
144,0.00220769,0.000782758,3.33144e-06,0.595763,0.89446,0.788291
145,0.00209064,0.000741266,3.15548e-06,0.59577,0.89446,0.788291
146,0.00197979,0.000701973,2.98876e-06,0.595776,0.894461,0.788291
147,0.00187482,0.000664762,2.8308e-06,0.595782,0.894461,0.788291
148,0.00177541,0.000629522,2.68115e-06,0.595788,0.894462,0.788291
149,0.00168128,0.00059615,2.53937e-06,0.595793,0.894462,0.788291
150,0.00159213,0.000564547,2.40507e-06,0.595799,0.894463,0.788291
151,0.00150772,0.000534619,2.27784e-06,0.595803,0.894463,0.788291
152,0.00142777,0.000506277,2.15731e-06,0.595808,0.894463,0.788291
153,0.00135207,0.000479437,2.04315e-06,0.595812,0.894464,0.788291
154,0.00128038,0.000454019,1.93501e-06,0.595816,0.894464,0.788291
155,0.0012125,0.000429949,1.83257e-06,0.59582,0.894464,0.788291
156,0.00114821,0.000407155,1.73555e-06,0.595824,0.894465,0.788291
157,0.00108733,0.000385569,1.64365e-06,0.595828,0.894465,0.788291
158,0.00102968,0.000365128,1.55661e-06,0.595831,0.894465,0.788291
159,0.000975082,0.00034577,1.47417e-06,0.595834,0.894466,0.788291
160,0.000923382,0.000327438,1.39609e-06,0.595837,0.894466,0.788291
161,0.000874423,0.000310078,1.32214e-06,0.59584,0.894466,0.788291
162,0.00082806,0.000293638,1.2521e-06,0.595842,0.894466,0.788291
163,0.000784155,0.00027807,1.18576e-06,0.595845,0.894466,0.788291
164,0.000742578,0.000263327,1.12294e-06,0.595847,0.894467,0.78829
165,0.000703206,0.000249366,1.06344e-06,0.59585,0.894467,0.78829
166,0.000665921,0.000236145,1.00709e-06,0.595852,0.894467,0.78829
167,0.000630613,0.000223624,9.53721e-07,0.595854,0.894467,0.78829
168,0.000597177,0.000211768,9.0318e-07,0.595856,0.894467,0.78829
169,0.000565514,0.00020054,8.55315e-07,0.595858,0.894467,0.78829
170,0.000535529,0.000189907,8.09984e-07,0.595859,0.894468,0.78829
171,0.000507135,0.000179839,7.67055e-07,0.595861,0.894468,0.78829
172,0.000480246,0.000170304,7.264e-07,0.595862,0.894468,0.78829
173,0.000454783,0.000161274,6.87898e-07,0.595864,0.894468,0.78829
174,0.00043067,0.000152723,6.51436e-07,0.595865,0.894468,0.78829
175,0.000407835,0.000144626,6.16906e-07,0.595867,0.894468,0.78829
176,0.000386211,0.000136958,5.84205e-07,0.595868,0.894468,0.78829
177,0.000365734,0.000129696,5.53237e-07,0.595869,0.894468,0.78829
178,0.000346342,0.00012282,5.2391e-07,0.59587,0.894468,0.78829
179,0.000327978,0.000116308,4.96137e-07,0.595871,0.894468,0.78829
180,0.000310589,0.000110141,4.69836e-07,0.595872,0.894469,0.78829
181,0.000294121,0.000104301,4.44929e-07,0.595873,0.894469,0.78829
182,0.000278526,9.87711e-05,4.21342e-07,0.595874,0.894469,0.78829
183,0.000263758,9.35342e-05,3.99005e-07,0.595875,0.894469,0.78829
184,0.000249773,8.85749e-05,3.77852e-07,0.595876,0.894469,0.78829
185,0.00023653,8.38786e-05,3.5782e-07,0.595876,0.894469,0.78829
186,0.000223989,7.94313e-05,3.3885e-07,0.595877,0.894469,0.78829
187,0.000212113,7.52197e-05,3.20885e-07,0.595878,0.894469,0.78829
188,0.000200866,7.12315e-05,3.03873e-07,0.595878,0.894469,0.78829
189,0.000190216,6.74548e-05,2.87763e-07,0.595879,0.894469,0.78829
190,0.000180131,6.38782e-05,2.72506e-07,0.59588,0.894469,0.78829
191,0.00017058,6.04913e-05,2.58059e-07,0.59588,0.894469,0.78829
192,0.000161535,5.7284e-05,2.44377e-07,0.595881,0.894469,0.78829
193,0.000152971,5.42468e-05,2.31421e-07,0.595881,0.894469,0.78829
194,0.00014486,5.13705e-05,2.19151e-07,0.595882,0.894469,0.78829
195,0.000137179,4.86468e-05,2.07532e-07,0.595882,0.894469,0.78829
196,0.000129906,4.60675e-05,1.96529e-07,0.595883,0.894469,0.78829
197,0.000123018,4.3625e-05,1.86109e-07,0.595883,0.894469,0.78829
198,0.000116496,4.13119e-05,1.76242e-07,0.595883,0.894469,0.78829
199,0.000110319,3.91215e-05,1.66897e-07,0.595884,0.894469,0.78829
200,0.00010447,3.70472e-05,1.58049e-07,0.595884,0.89447,0.78829
201,9.89304e-05,3.5083e-05,1.49669e-07,0.595884,0.89447,0.78829
202,9.3685e-05,3.32228e-05,1.41733e-07,0.595885,0.89447,0.78829
203,8.87177e-05,3.14613e-05,1.34219e-07,0.595885,0.89447,0.78829
204,8.40138e-05,2.97932e-05,1.27102e-07,0.595885,0.89447,0.78829
205,7.95593e-05,2.82135e-05,1.20363e-07,0.595885,0.89447,0.78829
206,7.53409e-05,2.67176e-05,1.13982e-07,0.595886,0.89447,0.78829
207,7.13462e-05,2.5301e-05,1.07938e-07,0.595886,0.89447,0.78829
208,6.75634e-05,2.39595e-05,1.02215e-07,0.595886,0.89447,0.78829
209,6.39811e-05,2.26891e-05,9.6796e-08,0.595886,0.89447,0.78829
210,6.05887e-05,2.14861e-05,9.16638e-08,0.595887,0.89447,0.78829
211,5.73762e-05,2.03469e-05,8.68037e-08,0.595887,0.89447,0.78829
212,5.43341e-05,1.92681e-05,8.22013e-08,0.595887,0.89447,0.78829
213,5.14532e-05,1.82465e-05,7.78429e-08,0.595887,0.89447,0.78829
214,4.87251e-05,1.7279e-05,7.37156e-08,0.595887,0.89447,0.78829
215,4.61416e-05,1.63629e-05,6.98072e-08,0.595887,0.89447,0.78829
216,4.36951e-05,1.54953e-05,6.61059e-08,0.595887,0.89447,0.78829
217,4.13784e-05,1.46737e-05,6.26009e-08,0.595888,0.89447,0.78829
218,3.91844e-05,1.38957e-05,5.92818e-08,0.595888,0.89447,0.78829
219,3.71068e-05,1.31589e-05,5.61386e-08,0.595888,0.89447,0.78829
220,3.51394e-05,1.24612e-05,5.31621e-08,0.595888,0.89447,0.78829
221,3.32762e-05,1.18005e-05,5.03434e-08,0.595888,0.89447,0.78829
222,3.15119e-05,1.11748e-05,4.76741e-08,0.595888,0.89447,0.78829
223,2.98411e-05,1.05823e-05,4.51464e-08,0.595888,0.89447,0.78829
224,2.82589e-05,1.00212e-05,4.27527e-08,0.595888,0.89447,0.78829
225,2.67605e-05,9.4899e-06,4.04859e-08,0.595888,0.89447,0.78829
226,2.53417e-05,8.98673e-06,3.83393e-08,0.595889,0.89447,0.78829
227,2.3998e-05,8.51025e-06,3.63065e-08,0.595889,0.89447,0.78829
228,2.27256e-05,8.05902e-06,3.43815e-08,0.595889,0.89447,0.78829
229,2.15207e-05,7.63172e-06,3.25585e-08,0.595889,0.89447,0.78829
230,2.03796e-05,7.22708e-06,3.08322e-08,0.595889,0.89447,0.78829
231,1.92991e-05,6.84389e-06,2.91975e-08,0.595889,0.89447,0.78829
232,1.82758e-05,6.48102e-06,2.76494e-08,0.595889,0.89447,0.78829
233,1.73068e-05,6.13739e-06,2.61834e-08,0.595889,0.89447,0.78829
234,1.63892e-05,5.81197e-06,2.47951e-08,0.595889,0.89447,0.78829
235,1.55202e-05,5.50382e-06,2.34804e-08,0.595889,0.89447,0.78829
236,1.46973e-05,5.212e-06,2.22355e-08,0.595889,0.89447,0.78829
237,1.3918e-05,4.93565e-06,2.10565e-08,0.595889,0.89447,0.78829
238,1.31801e-05,4.67395e-06,1.99401e-08,0.595889,0.89447,0.78829
239,1.24812e-05,4.42614e-06,1.88828e-08,0.595889,0.89447,0.78829
240,1.18195e-05,4.19146e-06,1.78816e-08,0.595889,0.89447,0.78829
241,1.11928e-05,3.96922e-06,1.69335e-08,0.595889,0.89447,0.78829
242,1.05993e-05,3.75877e-06,1.60357e-08,0.595889,0.89447,0.78829
243,1.00373e-05,3.55947e-06,1.51855e-08,0.595889,0.89447,0.78829
244,9.50515e-06,3.37074e-06,1.43803e-08,0.595889,0.89447,0.78829
245,9.00117e-06,3.19202e-06,1.36179e-08,0.595889,0.89447,0.78829
246,8.52392e-06,3.02278e-06,1.28958e-08,0.595889,0.89447,0.78829
247,8.07197e-06,2.86251e-06,1.22121e-08,0.59589,0.89447,0.78829
248,7.64398e-06,2.71073e-06,1.15646e-08,0.59589,0.89447,0.78829
249,7.23869e-06,2.56701e-06,1.09514e-08,0.59589,0.89447,0.78829
250,6.85489e-06,2.4309e-06,1.03707e-08,0.59589,0.89447,0.78829
251,6.49143e-06,2.30201e-06,9.82087e-09,0.59589,0.89447,0.78829
252,6.14725e-06,2.17995e-06,9.30015e-09,0.59589,0.89447,0.78829
253,5.82131e-06,2.06437e-06,8.80705e-09,0.59589,0.89447,0.78829
254,5.51266e-06,1.95491e-06,8.34009e-09,0.59589,0.89447,0.78829
255,5.22037e-06,1.85126e-06,7.89788e-09,0.59589,0.89447,0.78829
256,4.94358e-06,1.75311e-06,7.47913e-09,0.59589,0.89447,0.78829
257,4.68146e-06,1.66015e-06,7.08258e-09,0.59589,0.89447,0.78829
258,4.43325e-06,1.57213e-06,6.70705e-09,0.59589,0.89447,0.78829
259,4.19819e-06,1.48877e-06,6.35143e-09,0.59589,0.89447,0.78829
260,3.9756e-06,1.40984e-06,6.01467e-09,0.59589,0.89447,0.78829
261,3.76481e-06,1.33509e-06,5.69577e-09,0.59589,0.89447,0.78829
262,3.56519e-06,1.2643e-06,5.39377e-09,0.59589,0.89447,0.78829
263,3.37616e-06,1.19726e-06,5.10778e-09,0.59589,0.89447,0.78829
264,3.19715e-06,1.13378e-06,4.83696e-09,0.59589,0.89447,0.78829
265,3.02763e-06,1.07367e-06,4.5805e-09,0.59589,0.89447,0.78829
266,2.86711e-06,1.01674e-06,4.33764e-09,0.59589,0.89447,0.78829
267,2.71509e-06,9.62832e-07,4.10765e-09,0.59589,0.89447,0.78829
268,2.57113e-06,9.11782e-07,3.88986e-09,0.59589,0.89447,0.78829
269,2.43481e-06,8.63438e-07,3.68361e-09,0.59589,0.89447,0.78829
270,2.30571e-06,8.17657e-07,3.4883e-09,0.59589,0.89447,0.78829
271,2.18346e-06,7.74304e-07,3.30335e-09,0.59589,0.89447,0.78829
272,2.06769e-06,7.33249e-07,3.1282e-09,0.59589,0.89447,0.78829
273,1.95806e-06,6.94372e-07,2.96234e-09,0.59589,0.89447,0.78829
274,1.85424e-06,6.57555e-07,2.80527e-09,0.59589,0.89447,0.78829
275,1.75592e-06,6.22691e-07,2.65653e-09,0.59589,0.89447,0.78829
276,1.66282e-06,5.89675e-07,2.51568e-09,0.59589,0.89447,0.78829
277,1.57466e-06,5.58409e-07,2.38229e-09,0.59589,0.89447,0.78829
278,1.49117e-06,5.28802e-07,2.25598e-09,0.59589,0.89447,0.78829
279,1.4121e-06,5.00764e-07,2.13637e-09,0.59589,0.89447,0.78829
280,1.33723e-06,4.74213e-07,2.02309e-09,0.59589,0.89447,0.78829
281,1.26633e-06,4.4907e-07,1.91583e-09,0.59589,0.89447,0.78829
282,1.19919e-06,4.25259e-07,1.81425e-09,0.59589,0.89447,0.78829
283,1.1356e-06,4.02711e-07,1.71805e-09,0.59589,0.89447,0.78829
284,1.07539e-06,3.81359e-07,1.62696e-09,0.59589,0.89447,0.78829
285,1.01837e-06,3.61139e-07,1.5407e-09,0.59589,0.89447,0.78829
286,9.64379e-07,3.41991e-07,1.45901e-09,0.59589,0.89447,0.78829
287,9.13247e-07,3.23858e-07,1.38165e-09,0.59589,0.89447,0.78829
288,8.64825e-07,3.06687e-07,1.30839e-09,0.59589,0.89447,0.78829
289,8.18971e-07,2.90426e-07,1.23902e-09,0.59589,0.89447,0.78829
290,7.75548e-07,2.75027e-07,1.17332e-09,0.59589,0.89447,0.78829
291,7.34427e-07,2.60445e-07,1.11111e-09,0.59589,0.89447,0.78829
292,6.95487e-07,2.46636e-07,1.0522e-09,0.59589,0.89447,0.78829
293,6.58612e-07,2.33559e-07,9.96412e-10,0.59589,0.89447,0.78829
294,6.23691e-07,2.21175e-07,9.43581e-10,0.59589,0.89447,0.78829
295,5.90622e-07,2.09448e-07,8.93551e-10,0.59589,0.89447,0.78829
296,5.59307e-07,1.98343e-07,8.46174e-10,0.59589,0.89447,0.78829
297,5.29651e-07,1.87827e-07,8.01308e-10,0.59589,0.89447,0.78829
298,5.01569e-07,1.77868e-07,7.58822e-10,0.59589,0.89447,0.78829
299,4.74975e-07,1.68437e-07,7.18588e-10,0.59589,0.89447,0.78829
300,4.49791e-07,1.59506e-07,6.80488e-10,0.59589,0.89447,0.78829
301,4.25943e-07,1.51049e-07,6.44408e-10,0.59589,0.89447,0.78829
302,4.03359e-07,1.4304e-07,6.1024e-10,0.59589,0.89447,0.78829
303,3.81972e-07,1.35456e-07,5.77885e-10,0.59589,0.89447,0.78829
304,3.61719e-07,1.28274e-07,5.47245e-10,0.59589,0.89447,0.78829
305,3.4254e-07,1.21473e-07,5.18229e-10,0.59589,0.89447,0.78829
306,3.24379e-07,1.15032e-07,4.90752e-10,0.59589,0.89447,0.78829
307,3.0718e-07,1.08933e-07,4.64731e-10,0.59589,0.89447,0.78829
308,2.90892e-07,1.03157e-07,4.40091e-10,0.59589,0.89447,0.78829
309,2.75469e-07,9.76876e-08,4.16756e-10,0.59589,0.89447,0.78829
310,2.60863e-07,9.25081e-08,3.94659e-10,0.59589,0.89447,0.78829
311,2.47032e-07,8.76032e-08,3.73734e-10,0.59589,0.89447,0.78829
312,2.33934e-07,8.29584e-08,3.53918e-10,0.59589,0.89447,0.78829
313,2.21531e-07,7.85598e-08,3.35153e-10,0.59589,0.89447,0.78829
314,2.09785e-07,7.43945e-08,3.17383e-10,0.59589,0.89447,0.78829
315,1.98662e-07,7.045e-08,3.00555e-10,0.59589,0.89447,0.78829
316,1.88128e-07,6.67146e-08,2.84619e-10,0.59589,0.89447,0.78829
317,1.78154e-07,6.31773e-08,2.69528e-10,0.59589,0.89447,0.78829
318,1.68708e-07,5.98276e-08,2.55237e-10,0.59589,0.89447,0.78829
319,1.59762e-07,5.66554e-08,2.41704e-10,0.59589,0.89447,0.78829
320,1.51292e-07,5.36515e-08,2.28889e-10,0.59589,0.89447,0.78829
321,1.4327e-07,5.08068e-08,2.16753e-10,0.59589,0.89447,0.78829
322,1.35674e-07,4.8113e-08,2.0526e-10,0.59589,0.89447,0.78829
323,1.2848e-07,4.5562e-08,1.94377e-10,0.59589,0.89447,0.78829
324,1.21668e-07,4.31462e-08,1.84071e-10,0.59589,0.89447,0.78829
325,1.15217e-07,4.08585e-08,1.74311e-10,0.59589,0.89447,0.78829
326,1.09108e-07,3.86922e-08,1.65069e-10,0.59589,0.89447,0.78829
327,1.03323e-07,3.66407e-08,1.56317e-10,0.59589,0.89447,0.78829
328,9.78446e-08,3.46979e-08,1.48029e-10,0.59589,0.89447,0.78829
329,9.26567e-08,3.28582e-08,1.4018e-10,0.59589,0.89447,0.78829
330,8.77439e-08,3.1116e-08,1.32748e-10,0.59589,0.89447,0.78829
331,8.30916e-08,2.94662e-08,1.25709e-10,0.59589,0.89447,0.78829
332,7.8686e-08,2.79039e-08,1.19044e-10,0.59589,0.89447,0.78829
333,7.4514e-08,2.64244e-08,1.12732e-10,0.59589,0.89447,0.78829
334,7.05632e-08,2.50233e-08,1.06755e-10,0.59589,0.89447,0.78829
335,6.68218e-08,2.36965e-08,1.01095e-10,0.59589,0.89447,0.78829
336,6.32788e-08,2.24401e-08,9.57345e-11,0.59589,0.89447,0.78829
337,5.99237e-08,2.12503e-08,9.06585e-11,0.59589,0.89447,0.78829
338,5.67465e-08,2.01236e-08,8.58516e-11,0.59589,0.89447,0.78829
339,5.37377e-08,1.90566e-08,8.12996e-11,0.59589,0.89447,0.78829
340,5.08885e-08,1.80462e-08,7.69889e-11,0.59589,0.89447,0.78829
341,4.81903e-08,1.70894e-08,7.29068e-11,0.59589,0.89447,0.78829
342,4.56352e-08,1.61833e-08,6.90411e-11,0.59589,0.89447,0.78829
343,4.32155e-08,1.53252e-08,6.53806e-11,0.59589,0.89447,0.78829
344,4.09242e-08,1.45127e-08,6.1914e-11,0.59589,0.89447,0.78829
345,3.87543e-08,1.37432e-08,5.86313e-11,0.59589,0.89447,0.78829
346,3.66995e-08,1.30145e-08,5.55226e-11,0.59589,0.89447,0.78829
347,3.47537e-08,1.23244e-08,5.25787e-11,0.59589,0.89447,0.78829
348,3.2911e-08,1.1671e-08,4.97909e-11,0.59589,0.89447,0.78829
349,3.1166e-08,1.10522e-08,4.7151e-11,0.59589,0.89447,0.78829
350,2.95135e-08,1.04662e-08,4.4651e-11,0.59589,0.89447,0.78829
351,2.79487e-08,9.91125e-09,4.22836e-11,0.59589,0.89447,0.78829
352,2.64668e-08,9.38574e-09,4.00417e-11,0.59589,0.89447,0.78829
353,2.50635e-08,8.8881e-09,3.79185e-11,0.59589,0.89447,0.78829
354,2.37346e-08,8.41684e-09,3.59079e-11,0.59589,0.89447,0.78829
355,2.24762e-08,7.97057e-09,3.4004e-11,0.59589,0.89447,0.78829
356,2.12845e-08,7.54796e-09,3.22011e-11,0.59589,0.89447,0.78829
357,2.01559e-08,7.14775e-09,3.04937e-11,0.59589,0.89447,0.78829
358,1.90872e-08,6.76877e-09,2.88769e-11,0.59589,0.89447,0.78829
359,1.80752e-08,6.40988e-09,2.73459e-11,0.59589,0.89447,0.78829
360,1.71168e-08,6.07002e-09,2.5896e-11,0.59589,0.89447,0.78829
361,1.62093e-08,5.74818e-09,2.4523e-11,0.59589,0.89447,0.78829
362,1.53498e-08,5.44341e-09,2.32228e-11,0.59589,0.89447,0.78829
363,1.4536e-08,5.15479e-09,2.19914e-11,0.59589,0.89447,0.78829
