t,y,error,u
0.000000,0.000000,1.000000,11.428726
0.010000,0.000567,0.999433,10.732717
0.020000,0.002220,0.997780,10.103029
0.030000,0.004877,0.995123,9.494847
0.040000,0.008461,0.991539,8.887539
0.050000,0.012899,0.987101,8.274692
0.060000,0.018117,0.981883,7.657883
0.070000,0.024043,0.975957,7.042805
0.080000,0.030604,0.969396,6.436874
0.090000,0.037730,0.962270,5.847797
0.100000,0.045353,0.954647,5.282730
0.110000,0.053408,0.946592,4.747820
0.120000,0.061833,0.938167,4.247991
0.130000,0.070570,0.929430,3.786884
0.140000,0.079568,0.920432,3.366889
0.150000,0.088777,0.911223,2.989237
0.160000,0.098153,0.901847,2.654125
0.170000,0.107659,0.892341,2.360857
0.180000,0.117260,0.882740,2.107988
0.190000,0.126927,0.873073,1.893470
0.200000,0.136635,0.863365,1.714788
0.210000,0.146362,0.853638,1.569089
0.220000,0.156091,0.843909,1.453294
0.230000,0.165809,0.834191,1.364200
0.240000,0.175503,0.824497,1.298574
0.250000,0.185167,0.814833,1.253220
0.260000,0.194794,0.805206,1.225047
0.270000,0.204379,0.795621,1.211119
0.280000,0.213920,0.786080,1.208688
0.290000,0.223416,0.776584,1.215228
0.300000,0.232867,0.767133,1.228452
0.310000,0.242273,0.757727,1.246321
0.320000,0.251636,0.748364,1.267046
0.330000,0.260957,0.739043,1.289092
0.340000,0.270238,0.729762,1.311162
0.350000,0.279480,0.720520,1.332192
0.360000,0.288685,0.711315,1.351330
0.370000,0.297855,0.702145,1.367927
0.380000,0.306991,0.693009,1.381508
0.390000,0.316094,0.683906,1.391764
0.400000,0.325164,0.674836,1.398521
0.410000,0.334203,0.665797,1.401730
0.420000,0.343209,0.656791,1.401441
0.430000,0.352183,0.647817,1.397789
0.440000,0.361124,0.638876,1.390975
0.450000,0.370030,0.629970,1.381252
0.460000,0.378902,0.621098,1.368908
0.470000,0.387736,0.612264,1.354257
0.480000,0.396531,0.603469,1.337624
0.490000,0.405286,0.594714,1.319340
0.500000,0.413998,0.586002,1.299728
0.510000,0.422664,0.577336,1.279103
0.520000,0.431284,0.568716,1.257760
0.530000,0.439854,0.560146,1.235976
0.540000,0.448372,0.551628,1.214004
0.550000,0.456836,0.543164,1.192070
0.560000,0.465243,0.534757,1.170373
0.570000,0.473592,0.526408,1.149088
0.580000,0.481879,0.518121,1.128361
0.590000,0.490104,0.509896,1.108311
0.600000,0.498263,0.501737,1.089036
0.610000,0.506355,0.493645,1.070609
0.620000,0.514379,0.485621,1.053082
0.630000,0.522333,0.477667,1.036489
0.640000,0.530214,0.469786,1.020847
0.650000,0.538023,0.461977,1.006157
0.660000,0.545757,0.454243,0.992409
0.670000,0.553415,0.446585,0.979582
0.680000,0.560997,0.439003,0.967647
0.690000,0.568500,0.431500,0.956566
0.700000,0.575926,0.424074,0.946299
0.710000,0.583272,0.416728,0.936801
0.720000,0.590539,0.409461,0.928023
0.730000,0.597725,0.402275,0.919919
0.740000,0.604831,0.395169,0.912439
0.750000,0.611855,0.388145,0.905537
0.760000,0.618798,0.381202,0.899166
0.770000,0.625660,0.374340,0.893283
0.780000,0.632440,0.367560,0.887846
0.790000,0.639138,0.360862,0.882817
0.800000,0.645754,0.354246,0.878161
0.810000,0.652288,0.347712,0.873846
0.820000,0.658740,0.341260,0.869842
0.830000,0.665111,0.334889,0.866124
0.840000,0.671400,0.328600,0.862668
0.850000,0.677608,0.322392,0.859454
0.860000,0.683734,0.316266,0.856466
0.870000,0.689779,0.310221,0.853688
0.880000,0.695744,0.304256,0.851106
0.890000,0.701628,0.298372,0.848712
0.900000,0.707432,0.292568,0.846495
0.910000,0.713156,0.286844,0.844448
0.920000,0.718800,0.281200,0.842565
0.930000,0.724365,0.275635,0.840841
0.940000,0.729851,0.270149,0.839273
0.950000,0.735259,0.264741,0.837855
0.960000,0.740589,0.259411,0.836587
0.970000,0.745842,0.254158,0.835464
0.980000,0.751017,0.248983,0.834486
0.990000,0.756115,0.243885,0.833650
1.000000,0.761138,0.238862,0.832954
1.010000,0.766085,0.233915,0.832397
