Time,dx1,dx2,dx3,u1,u2,u3
60,-0.024522,-5.48265e-05,3.44922,0.100999,0.380689,0
61,-0.0225454,-5.11339e-05,3.24583,0.101006,0.380684,0
62,-0.0205639,-4.74244e-05,3.04243,0.101012,0.380679,0
63,-0.0185784,-4.37009e-05,2.83903,0.101017,0.380675,0
64,-0.0165896,-3.99659e-05,2.63563,0.101022,0.38067,0
65,-0.0145981,-3.62215e-05,2.43223,0.101026,0.380665,0
66,-0.0126043,-3.24692e-05,2.22883,0.10103,0.38066,0
67,-0.0106087,-2.87106e-05,2.02543,0.101033,0.380656,0
68,-0.00861161,-2.49467e-05,1.82203,0.101036,0.380651,0
69,-0.00661323,-2.11784e-05,1.61863,0.101039,0.380646,0
70,-0.00461381,-1.74066e-05,1.41523,0.101042,0.380641,0
71,-0.00261355,-1.36318e-05,1.21182,0.101044,0.380637,0
72,-0.000612589,-9.85459e-06,1.00842,0.101047,0.380632,0.00969542
73,-6.53605e-05,-6.07538e-06,0.821097,0.10244,0.38063,0.0213298
74,-1.00394e-05,-5.70144e-06,0.653074,0.104257,0.38063,0.0325597
75,-3.64414e-06,-5.98882e-06,0.50368,0.106045,0.38063,0.0433243
76,-2.37145e-06,-6.1199e-06,0.372143,0.107746,0.38063,0.0535294
77,-1.70041e-06,-6.12415e-06,0.257534,0.109341,0.38063,0.0631017
78,-1.16198e-06,-6.02401e-06,0.158803,0.110822,0.38063,0.0719909
79,-7.03376e-07,-5.83962e-06,0.0748186,0.112185,0.38063,0.0801672
80,-3.14296e-07,-5.58896e-06,0.00439703,0.113427,0.38063,0.0876183
81,1.13555e-08,-5.28799e-06,-0.0536646,0.114548,0.38063,0.094346
82,2.7931e-07,-4.95068e-06,-0.100566,0.115551,0.38063,0.100364
83,4.95225e-07,-4.58916e-06,-0.137485,0.11644,0.38063,0.105696
84,6.64635e-07,-4.21381e-06,-0.165558,0.117219,0.38063,0.110373
85,7.92886e-07,-3.83344e-06,-0.185873,0.117895,0.38063,0.114432
86,8.85075e-07,-3.45536e-06,-0.199455,0.118475,0.38063,0.117912
87,9.46009e-07,-3.08556e-06,-0.207264,0.118966,0.38063,0.120858
88,9.80175e-07,-2.72885e-06,-0.210188,0.119376,0.38063,0.123313
89,9.91723e-07,-2.38895e-06,-0.209038,0.119711,0.38063,0.125323
90,9.8445e-07,-2.06863e-06,-0.204554,0.119979,0.38063,0.126933
91,9.61803e-07,-1.76987e-06,-0.1974,0.120187,0.38063,0.128185
92,9.26879e-07,-1.49392e-06,-0.188169,0.120344,0.38063,0.129122
93,8.82438e-07,-1.24141e-06,-0.177384,0.120454,0.38063,0.129783
94,8.30911e-07,-1.01247e-06,-0.165501,0.120524,0.38063,0.130207
95,7.74421e-07,-8.06833e-07,-0.152917,0.120561,0.38063,0.130427
96,7.14802e-07,-6.23849e-07,-0.139966,0.120569,0.38063,0.130476
97,6.53614e-07,-4.62617e-07,-0.126934,0.120554,0.38063,0.130384
98,5.9217e-07,-3.22026e-07,-0.114055,0.120519,0.38063,0.130177
99,5.31554e-07,-2.0081e-07,-0.10152,0.12047,0.38063,0.129878
100,4.72647e-07,-9.75991e-08,-0.0894803,0.120408,0.38063,0.129509
101,4.16142e-07,-1.09605e-08,-0.0780524,0.120338,0.38063,0.129089
102,3.62573e-07,6.05657e-08,-0.0673215,0.120262,0.38063,0.128633
103,3.12328e-07,1.18438e-07,-0.0573462,0.120183,0.38063,0.128157
104,2.65669e-07,1.64087e-07,-0.0481619,0.120102,0.38063,0.12767
105,2.22753e-07,1.98899e-07,-0.0397842,0.120021,0.38063,0.127184
106,1.83645e-07,2.24199e-07,-0.0322126,0.119941,0.38063,0.126707
107,1.48335e-07,2.41238e-07,-0.0254328,0.119864,0.38063,0.126245
108,1.1675e-07,2.51186e-07,-0.0194198,0.11979,0.38063,0.125803
109,8.87661e-08,2.55127e-07,-0.0141398,0.119721,0.38063,0.125385
110,6.42213e-08,2.54055e-07,-0.00955291,0.119656,0.38063,0.124994
111,4.29236e-08,2.48874e-07,-0.00561424,0.119595,0.38063,0.124632
112,2.466e-08,2.40395e-07,-0.00227602,0.11954,0.38063,0.1243
113,9.20404e-09,2.29346e-07,0.000511279,0.11949,0.38063,0.123998
114,-3.67865e-09,2.16367e-07,0.00279778,0.119444,0.38063,0.123726
115,-1.42244e-08,2.02019e-07,0.0046332,0.119404,0.38063,0.123484
116,-2.26674e-08,1.86785e-07,0.00606614,0.119368,0.38063,0.123269
117,-2.9236e-08,1.71081e-07,0.00714342,0.119337,0.38063,0.123082
118,-3.41501e-08,1.55254e-07,0.00790961,0.11931,0.38063,0.12292
119,-3.76186e-08,1.39595e-07,0.00840666,0.119287,0.38063,0.122781
120,-3.98381e-08,1.24338e-07,0.0086737,0.119267,0.38063,0.122664
121,-4.09916e-08,1.09672e-07,0.00874681,0.119251,0.38063,0.122567
122,-4.12478e-08,9.5739e-08,0.008659,0.119238,0.38063,0.122488
123,-4.07607e-08,8.26463e-08,0.00844017,0.119228,0.38063,0.122425
124,-3.96699e-08,7.04668e-08,0.00811716,0.119219,0.38063,0.122377
125,-3.81005e-08,5.92455e-08,0.00771382,0.119214,0.38063,0.122341
126,-3.61634e-08,4.9003e-08,0.00725118,0.119209,0.38063,0.122316
127,-3.39564e-08,3.97398e-08,0.00674752,0.119207,0.38063,0.122301
128,-3.15645e-08,3.14397e-08,0.00621861,0.119206,0.38063,0.122294
129,-2.90608e-08,2.40732e-08,0.00567786,0.119206,0.38063,0.122294
130,-2.65075e-08,1.76e-08,0.00513651,0.119206,0.38063,0.122299
131,-2.39564e-08,1.1972e-08,0.00460383,0.119208,0.38063,0.122309
132,-2.14504e-08,7.13508e-09,0.0040873,0.11921,0.38063,0.122322
133,-1.90239e-08,3.03152e-09,0.00359281,0.119213,0.38063,0.122338
134,-1.67039e-08,-3.9878e-10,0.00312484,0.119216,0.38063,0.122356
135,-1.45109e-08,-3.21664e-09,0.00268662,0.119219,0.38063,0.122375
136,-1.24596e-08,-5.48252e-09,0.00228031,0.119223,0.38063,0.122395
137,-1.05596e-08,-7.25554e-09,0.00190716,0.119226,0.38063,0.122415
138,-8.81647e-09,-8.59272e-09,0.00156762,0.119229,0.38063,0.122435
139,-7.23191e-09,-9.54839e-09,0.00126151,0.119233,0.38063,0.122455
140,-5.80475e-09,-1.01737e-08,0.000988104,0.119236,0.38063,0.122474
141,-4.53136e-09,-1.05165e-08,0.000746252,0.119239,0.38063,0.122492
142,-3.40614e-09,-1.06208e-08,0.000534475,0.119242,0.38063,0.122509
143,-2.42196e-09,-1.0527e-08,0.000351048,0.119244,0.38063,0.122525
144,-1.57057e-09,-1.02716e-08,0.000194068,0.119247,0.38063,0.12254
145,-8.42936e-10,-9.88745e-09,6.15217e-05,0.119249,0.38063,0.122554
146,-2.29516e-10,-9.40384e-09,-4.86616e-05,0.119251,0.38063,0.122566
147,2.79476e-10,-8.84649e-09,-0.000138566,0.119253,0.38063,0.122577
148,6.93866e-10,-8.23786e-09,-0.000210252,0.119254,0.38063,0.122587
149,1.02335e-09,-7.59729e-09,-0.000265722,0.119256,0.38063,0.122595
150,1.27733e-09,-6.94127e-09,-0.000306901,0.119257,0.38063,0.122603
151,1.46486e-09,-6.28363e-09,-0.000335616,0.119258,0.38063,0.122609
152,1.59448e-09,-5.63578e-09,-0.000353582,0.119259,0.38063,0.122615
153,1.67424e-09,-5.00695e-09,-0.000362392,0.11926,0.38063,0.122619
154,1.71158e-09,-4.40442e-09,-0.000363514,0.119261,0.38063,0.122623
155,1.71337e-09,-3.83376e-09,-0.000358287,0.119261,0.38063,0.122626
156,1.68585e-09,-3.29898e-09,-0.00034792,0.119261,0.38063,0.122629
157,1.63466e-09,-2.80281e-09,-0.000333496,0.119262,0.38063,0.122631
158,1.56485e-09,-2.34681e-09,-0.000315976,0.119262,0.38063,0.122632
159,1.48088e-09,-1.93162e-09,-0.000296202,0.119262,0.38063,0.122633
160,1.38668e-09,-1.55706e-09,-0.000274908,0.119262,0.38063,0.122633
161,1.28565e-09,-1.22228e-09,-0.000252721,0.119262,0.38063,0.122634
162,1.1807e-09,-9.2593e-10,-0.000230176,0.119262,0.38063,0.122634
163,1.07431e-09,-6.66239e-10,-0.000207716,0.119262,0.38063,0.122633
164,9.68519e-10,-4.41128e-10,-0.000185708,0.119262,0.38063,0.122633
165,8.6502e-10,-2.48301e-10,-0.000164443,0.119262,0.38063,0.122632
166,7.65158e-10,-8.53187e-11,-0.00014415,0.119262,0.38063,0.122632
167,6.69982e-10,5.03289e-11,-0.000125,0.119262,0.38063,0.122631
168,5.80273e-10,1.61174e-10,-0.000107117,0.119262,0.38063,0.12263
169,4.96585e-10,2.49719e-10,-9.05791e-05,0.119262,0.38063,0.122629
170,4.19271e-10,3.18404e-10,-7.54284e-05,0.119261,0.38063,0.122628
171,3.48513e-10,3.69574e-10,-6.16764e-05,0.119261,0.38063,0.122627
172,2.84352e-10,4.05455e-10,-4.9309e-05,0.119261,0.38063,0.122627
173,2.26708e-10,4.2814e-10,-3.82908e-05,0.119261,0.38063,0.122626
174,1.75406e-10,4.39574e-10,-2.85703e-05,0.119261,0.38063,0.122625
175,1.30194e-10,4.41551e-10,-2.00826e-05,0.119261,0.38063,0.122624
176,9.07621e-11,4.35707e-10,-1.27537e-05,0.119261,0.38063,0.122624
177,5.67569e-11,4.23521e-10,-6.50315e-06,0.119261,0.38063,0.122623
178,2.77955e-11,4.06321e-10,-1.24617e-06,0.11926,0.38063,0.122623
179,3.47752e-12,3.85282e-10,3.10366e-06,0.11926,0.38063,0.122622
180,-1.66055e-11,3.61439e-10,6.63293e-06,0.11926,0.38063,0.122622
181,-3.28615e-11,3.35689e-10,9.42679e-06,0.11926,0.38063,0.122621
182,-4.5691e-11,3.08806e-10,1.15678e-05,0.11926,0.38063,0.122621
183,-5.54821e-11,2.81444e-10,1.31351e-05,0.11926,0.38063,0.122621
184,-6.26055e-11,2.54151e-10,1.42033e-05,0.11926,0.38063,0.12262
185,-6.74118e-11,2.27375e-10,1.48426e-05,0.11926,0.38063,0.12262
186,-7.02287e-11,2.01481e-10,1.51178e-05,0.11926,0.38063,0.12262
187,-7.13598e-11,1.76749e-10,1.50887e-05,0.11926,0.38063,0.12262
188,-7.10836e-11,1.53393e-10,1.48093e-05,0.11926,0.38063,0.12262
189,-6.96534e-11,1.31565e-10,1.43287e-05,0.11926,0.38063,0.12262
190,-6.72971e-11,1.11365e-10,1.36905e-05,0.11926,0.38063,0.12262
191,-6.4218e-11,9.28479e-11,1.29333e-05,0.11926,0.38063,0.122619
192,-6.05959e-11,7.60291e-11,1.20909e-05,0.11926,0.38063,0.122619
193,-5.6588e-11,6.08931e-11,1.11927e-05,0.11926,0.38063,0.122619
194,-5.23302e-11,4.73993e-11,1.02637e-05,0.11926,0.38063,0.122619
195,-4.79387e-11,3.5486e-11,9.32501e-06,0.11926,0.38063,0.122619
196,-4.35114e-11,2.5076e-11,8.3943e-06,0.11926,0.38063,0.122619
197,-3.91295e-11,1.60793e-11,7.48587e-06,0.11926,0.38063,0.122619
198,-3.48592e-11,8.39923e-12,6.61118e-06,0.11926,0.38063,0.122619
199,-3.07531e-11,1.93317e-12,5.77905e-06,0.11926,0.38063,0.12262
200,-2.68516e-11,-3.42349e-12,4.99606e-06,0.11926,0.38063,0.12262
201,-2.31846e-11,-7.77688e-12,4.26679e-06,0.11926,0.38063,0.12262
202,-1.97727e-11,-1.123e-11,3.59408e-06,0.11926,0.38063,0.12262
203,-1.66287e-11,-1.3883e-11,2.97933e-06,0.11926,0.38063,0.12262
204,-1.37584e-11,-1.5833e-11,2.42271e-06,0.11926,0.38063,0.12262
205,-1.11622e-11,-1.71706e-11,1.92338e-06,0.11926,0.38063,0.12262
206,-8.83545e-12,-1.79814e-11,1.47967e-06,0.11926,0.38063,0.12262
207,-6.77003e-12,-1.83451e-11,1.08927e-06,0.11926,0.38063,0.12262
208,-4.95476e-12,-1.83339e-11,7.49368e-07,0.11926,0.38063,0.12262
209,-3.37617e-12,-1.80142e-11,4.56802e-07,0.11926,0.38063,0.12262
210,-2.01917e-12,-1.74465e-11,2.08164e-07,0.11926,0.38063,0.12262
211,-8.67605e-13,-1.66837e-11,-9.35282e-11,0.11926,0.38063,0.12262
212,9.529e-14,-1.57732e-11,-1.71578e-07,0.11926,0.38063,0.12262
213,8.86573e-13,-1.47566e-11,-3.0988e-07,0.11926,0.38063,0.12262
214,1.52313e-12,-1.367e-11,-4.18518e-07,0.11926,0.38063,0.12262
215,2.02151e-12,-1.25434e-11,-5.00892e-07,0.11926,0.38063,0.12262
216,2.3977e-12,-1.14041e-11,-5.60245e-07,0.11926,0.38063,0.12262
217,2.66688e-12,-1.02727e-11,-5.99638e-07,0.11926,0.38063,0.12262
218,2.84341e-12,-9.16736e-12,-6.21928e-07,0.11926,0.38063,0.12262
219,2.94064e-12,-8.10171e-12,-6.29759e-07,0.11926,0.38063,0.12262
220,2.97095e-12,-7.08728e-12,-6.2555e-07,0.11926,0.38063,0.12262
221,2.94564e-12,-6.13205e-12,-6.11499e-07,0.11926,0.38063,0.12262
222,2.87495e-12,-5.24187e-12,-5.89581e-07,0.11926,0.38063,0.12262
223,2.76809e-12,-4.42023e-12,-5.61557e-07,0.11926,0.38063,0.12262
224,2.63326e-12,-3.66846e-12,-5.28979e-07,0.11926,0.38063,0.12262
225,2.47767e-12,-2.98757e-12,-4.93201e-07,0.11926,0.38063,0.12262
226,2.30765e-12,-2.37673e-12,-4.55395e-07,0.11926,0.38063,0.12262
227,2.12857e-12,-1.83295e-12,-4.16559e-07,0.11926,0.38063,0.12262
228,1.94511e-12,-1.35447e-12,-3.77531e-07,0.11926,0.38063,0.12262
229,1.76112e-12,-9.37479e-13,-3.39005e-07,0.11926,0.38063,0.12262
230,1.57983e-12,-5.78476e-13,-3.01546e-07,0.11926,0.38063,0.12262
231,1.4038e-12,-2.72654e-13,-2.65598e-07,0.11926,0.38063,0.12262
232,1.23511e-12,-1.66775e-14,-2.31503e-07,0.11926,0.38063,0.12262
233,1.07531e-12,1.94605e-13,-1.99511e-07,0.11926,0.38063,0.12262
234,9.25513e-13,3.65338e-13,-1.69792e-07,0.11926,0.38063,0.12262
235,7.86512e-13,4.99805e-13,-1.42447e-07,0.11926,0.38063,0.12262
236,6.58742e-13,6.01879e-13,-1.17519e-07,0.11926,0.38063,0.12262
237,5.42385e-13,6.76107e-13,-9.5005e-08,0.11926,0.38063,0.12262
238,4.37398e-13,7.25533e-13,-7.48584e-08,0.11926,0.38063,0.12262
239,3.43547e-13,7.53948e-13,-5.70023e-08,0.11926,0.38063,0.12262
240,2.60468e-13,7.64233e-13,-4.13345e-08,0.11926,0.38063,0.12262
241,1.87624e-13,7.6055e-13,-2.77337e-08,0.11926,0.38063,0.12262
242,1.24483e-13,7.44004e-13,-1.60651e-08,0.11926,0.38063,0.12262
243,7.03767e-14,7.18206e-13,-6.18501e-09,0.11926,0.38063,0.12262
244,2.46541e-14,6.84286e-13,2.05523e-09,0.11926,0.38063,0.12262
245,-1.34338e-14,6.45352e-13,8.80572e-09,0.11926,0.38063,0.12262
246,-4.45704e-14,6.0208e-13,1.42153e-08,0.11926,0.38063,0.12262
247,-6.94411e-14,5.56113e-13,1.84291e-08,0.11926,0.38063,0.12262
248,-8.87685e-14,5.09442e-13,2.1587e-08,0.11926,0.38063,0.12262
249,-1.03158e-13,4.61737e-13,2.38221e-08,0.11926,0.38063,0.12262
250,-1.13267e-13,4.14793e-13,2.52594e-08,0.11926,0.38063,0.12262
251,-1.19677e-13,3.69157e-13,2.60155e-08,0.11926,0.38063,0.12262
252,-1.22917e-13,3.25307e-13,2.61978e-08,0.11926,0.38063,0.12262
253,-1.23532e-13,2.84191e-13,2.59047e-08,0.11926,0.38063,0.12262
254,-1.21932e-13,2.45069e-13,2.52249e-08,0.11926,0.38063,0.12262
255,-1.18555e-13,2.08842e-13,2.42384e-08,0.11926,0.38063,0.12262
256,-1.13764e-13,1.75264e-13,2.30159e-08,0.11926,0.38063,0.12262
257,-1.07885e-13,1.44626e-13,2.16197e-08,0.11926,0.38063,0.12262
258,-1.01233e-13,1.17185e-13,2.01043e-08,0.11926,0.38063,0.12262
259,-9.40421e-14,9.26406e-14,1.85162e-08,0.11926,0.38063,0.12262
260,-8.65313e-14,7.0714e-14,1.68952e-08,0.11926,0.38063,0.12262
261,-7.88726e-14,5.16772e-14,1.52745e-08,0.11926,0.38063,0.12262
262,-7.12327e-14,3.47184e-14,1.36816e-08,0.11926,0.38063,0.12262
263,-6.37477e-14,2.06816e-14,1.21383e-08,0.11926,0.38063,0.12262
264,-5.64895e-14,8.21889e-15,1.06622e-08,0.11926,0.38063,0.12262
265,-4.95692e-14,-1.78017e-15,9.26629e-09,0.11926,0.38063,0.12262
266,-4.30234e-14,-1.00957e-14,7.96005e-09,0.11926,0.38063,0.12262
267,-3.69119e-14,-1.69046e-14,6.74976e-09,0.11926,0.38063,0.12262
268,-3.12535e-14,-2.18412e-14,5.63895e-09,0.11926,0.38063,0.12262
269,-2.60549e-14,-2.61554e-14,4.62886e-09,0.11926,0.38063,0.12262
270,-2.13477e-14,-2.88677e-14,3.71879e-09,0.11926,0.38063,0.12262
271,-1.71016e-14,-3.06755e-14,2.90648e-09,0.11926,0.38063,0.12262
272,-1.33222e-14,-3.16798e-14,2.18842e-09,0.11926,0.38063,0.12262
273,-9.97766e-15,-3.19716e-14,1.56012e-09,0.11926,0.38063,0.12262
274,-7.06527e-15,-3.16319e-14,1.01635e-09,0.11926,0.38063,0.12262
275,-4.54697e-15,-3.07338e-14,5.51402e-10,0.11926,0.38063,0.12262
276,-2.39512e-15,-2.93422e-14,1.59218e-10,0.11926,0.38063,0.12262
277,-5.77502e-16,-2.80407e-14,-1.66412e-10,0.11926,0.38063,0.12262
278,9.35024e-16,-2.63019e-14,-4.3173e-10,0.11926,0.38063,0.12262
279,2.1642e-15,-2.47026e-14,-6.42895e-10,0.11926,0.38063,0.12262
280,3.13285e-15,-2.27091e-14,-8.05896e-10,0.11926,0.38063,0.12262
281,3.88139e-15,-2.08929e-14,-9.26478e-10,0.11926,0.38063,0.12262
282,4.42423e-15,-1.87152e-14,-1.01009e-09,0.11926,0.38063,0.12262
283,4.80171e-15,-1.6743e-14,-1.06185e-09,0.11926,0.38063,0.12262
284,5.02657e-15,-1.49594e-14,-1.0865e-09,0.11926,0.38063,0.12262
285,5.12769e-15,-1.28229e-14,-1.08841e-09,0.11926,0.38063,0.12262
286,5.12497e-15,-1.14239e-14,-1.07157e-09,0.11926,0.38063,0.12262
287,5.03216e-15,-9.63873e-15,-1.03957e-09,0.11926,0.38063,0.12262
288,4.87071e-15,-8.03422e-15,-9.95625e-10,0.11926,0.38063,0.12262
289,4.67452e-15,-7.1199e-15,-9.42594e-10,0.11926,0.38063,0.12262
290,4.42186e-15,-5.77541e-15,-8.82976e-10,0.11926,0.38063,0.12262
291,4.13203e-15,-4.57112e-15,-8.18944e-10,0.11926,0.38063,0.12262
292,3.82176e-15,-3.49387e-15,-7.5236e-10,0.11926,0.38063,0.12262
293,3.50356e-15,-2.5314e-15,-6.84801e-10,0.11926,0.38063,0.12262
294,3.20709e-15,-2.19849e-15,-6.17583e-10,0.11926,0.38063,0.12262
295,2.88347e-15,-1.37955e-15,-5.51784e-10,0.11926,0.38063,0.12262
296,2.57487e-15,-6.49879e-16,-4.88265e-10,0.11926,0.38063,0.12262
297,2.26253e-15,-1.98927e-19,-4.277e-10,0.11926,0.38063,0.12262
298,1.99274e-15,5.13354e-17,-3.70591e-10,0.11926,0.38063,0.12262
299,1.72285e-15,6.17639e-16,-3.17295e-10,0.11926,0.38063,0.12262
300,1.47256e-15,5.95102e-16,-2.68041e-10,0.11926,0.38063,0.12262
301,1.24087e-15,1.09519e-15,-2.22947e-10,0.11926,0.38063,0.12262
302,1.02874e-15,1.01392e-15,-1.82043e-10,0.11926,0.38063,0.12262
303,8.28916e-16,1.46202e-15,-1.45281e-10,0.11926,0.38063,0.12262
304,6.65253e-16,1.33469e-15,-1.12552e-10,0.11926,0.38063,0.12262
305,5.20565e-16,1.21637e-15,-8.36969e-11,0.11926,0.38063,0.12262
306,3.82335e-16,1.10658e-15,-5.85206e-11,0.11926,0.38063,0.12262
307,2.62562e-16,1.53069e-15,-3.67995e-11,0.11926,0.38063,0.12262
308,1.64265e-16,1.3836e-15,-1.8291e-11,0.11926,0.38063,0.12262
309,8.27697e-17,1.24898e-15,-2.74094e-12,0.11926,0.38063,0.12262
310,5.56151e-18,1.12597e-15,1.01098e-11,0.11926,0.38063,0.12262
311,-5.69582e-17,1.0135e-15,2.05204e-11,0.11926,0.38063,0.12262
312,-1.02729e-16,9.10852e-16,2.87455e-11,0.11926,0.38063,0.12262
313,-1.33856e-16,8.17428e-16,3.5032e-11,0.11926,0.38063,0.12262
314,-1.67012e-16,7.32637e-16,3.96156e-11,0.11926,0.38063,0.12262
315,-1.89708e-16,6.55571e-16,4.27195e-11,0.11926,0.38063,0.12262
316,-1.95713e-16,5.85695e-16,4.45525e-11,0.11926,0.38063,0.12262
317,-2.1003e-16,5.22669e-16,4.53079e-11,0.11926,0.38063,0.12262
318,-2.0767e-16,4.6562e-16,4.51633e-11,0.11926,0.38063,0.12262
319,-2.17798e-16,4.1433e-16,4.42799e-11,0.11926,0.38063,0.12262
320,-2.07093e-16,3.67938e-16,4.28033e-11,0.11926,0.38063,0.12262
321,-1.94317e-16,3.26429e-16,4.0863e-11,0.11926,0.38063,0.12262
322,-1.96128e-16,2.89362e-16,3.85739e-11,0.11926,0.38063,0.12262
323,-1.792e-16,2.5596e-16,3.60362e-11,0.11926,0.38063,0.12262
324,-1.66456e-16,2.26284e-16,3.33369e-11,0.11926,0.38063,0.12262
325,-1.59974e-16,1.99865e-16,3.055e-11,0.11926,0.38063,0.12262
326,-1.41011e-16,1.76237e-16,2.77383e-11,0.11926,0.38063,0.12262
327,-1.34562e-16,1.55402e-16,2.49536e-11,0.11926,0.38063,0.12262
328,-1.2396e-16,1.36798e-16,2.22384e-11,0.11926,0.38063,0.12262
329,-1.09208e-16,1.20296e-16,1.96263e-11,0.11926,0.38063,0.12262
330,-9.03137e-17,1.0578e-16,1.71433e-11,0.11926,0.38063,0.12262
331,-8.18535e-17,9.31457e-17,1.48086e-11,0.11926,0.38063,0.12262
332,-6.50788e-17,8.19674e-17,1.26356e-11,0.11926,0.38063,0.12262
333,-5.87357e-17,7.22889e-17,1.06324e-11,0.11926,0.38063,0.12262
334,-5.44836e-17,6.37227e-17,8.80303e-12,0.11926,0.38063,0.12262
335,-3.98299e-17,5.61099e-17,7.14772e-12,0.11926,0.38063,0.12262
336,-2.936e-17,4.95921e-17,5.66373e-12,0.11926,0.38063,0.12262
337,-3.34766e-17,4.39644e-17,4.34593e-12,0.11926,0.38063,0.12262
338,-2.71803e-17,3.88057e-17,3.18727e-12,0.11926,0.38063,0.12262
339,-1.673e-17,3.43063e-17,2.17925e-12,0.11926,0.38063,0.12262
340,-1.4621e-17,3.04948e-17,1.31236e-12,0.11926,0.38063,0.12262
341,-4.18887e-18,2.71124e-17,5.76316e-13,0.11926,0.38063,0.12262
342,2.06537e-18,2.43058e-17,-3.9513e-14,0.11926,0.38063,0.12262
343,-4.17933e-18,2.19222e-17,-5.45948e-13,0.11926,0.38063,0.12262
344,-2.08969e-18,1.96348e-17,-9.53715e-13,0.11926,0.38063,0.12262
345,-2.08501e-18,1.76238e-17,-1.27334e-12,0.11926,0.38063,0.12262
346,4.1642e-18,1.58139e-17,-1.51499e-12,0.11926,0.38063,0.12262
347,4.15972e-18,1.43273e-17,-1.68833e-12,0.11926,0.38063,0.12262
348,1.03999e-17,1.29893e-17,-1.80249e-12,0.11926,0.38063,0.12262
349,8.30485e-18,1.19272e-17,-1.86601e-12,0.11926,0.38063,0.12262
