Time,y1,y2,y3,u1,u2,u3,du1,du2,du3
22,140.615,128.808,-0.278461,0.441198,0.866014,0.821265,0.00359094,0.123363,0.00299466
23,140.537,125.899,-0.195729,0.443003,1,0.815333,0.00180537,0.133986,-0.00593162
24,140.405,125.622,-0.107334,0.449572,1,0.810832,0.00656876,0,-0.00450063
25,140.212,127.908,-0.108205,0.459895,0.865904,0.812694,0.0103226,-0.134096,0.00186175
26,140.027,129.943,-0.19722,0.469165,0.756294,0.819439,0.00927031,-0.10961,0.00674456
27,139.914,129.21,-0.268906,0.47378,0.835997,0.823752,0.00461563,0.0797025,0.00431311
28,139.86,126.463,-0.215051,0.475574,1,0.819592,0.00179315,0.164003,-0.00415987
29,139.773,125.495,-0.106533,0.480763,1,0.813315,0.00518906,0,-0.00627679
30,139.611,127.719,-0.107327,0.490906,0.880557,0.815377,0.0101436,-0.119443,0.00206214
31,139.456,129.701,-0.185949,0.499867,0.772575,0.821442,0.00896087,-0.107982,0.00606465
32,139.366,129.212,-0.256105,0.504583,0.83485,0.825778,0.00471568,0.0622748,0.00433588
33,139.333,126.727,-0.213731,0.506407,1,0.822427,0.00182366,0.16515,-0.00335079
34,139.276,125.662,-0.104483,0.510979,1,0.815946,0.00457263,0,-0.00648135
35,139.143,127.81,-0.105056,0.520584,0.879182,0.817973,0.00960445,-0.120818,0.00202775
36,139.017,129.727,-0.184107,0.529004,0.7743,0.824064,0.00841993,-0.104882,0.00609016
37,138.955,129.166,-0.251791,0.533125,0.840424,0.82822,0.0041213,0.0661232,0.00415653
38,138.948,126.683,-0.206833,0.534445,1,0.824717,0.00132006,0.159576,-0.0035035
39,138.915,125.691,-0.10139,0.538586,1,0.818524,0.00414068,0,-0.00619239
40,138.809,127.793,-0.101744,0.547516,0.882467,0.820485,0.00893086,-0.117533,0.00196052
41,138.708,129.672,-0.178298,0.555273,0.779764,0.826392,0.00775623,-0.102703,0.00590754
42,138.669,129.147,-0.244296,0.558837,0.842911,0.830455,0.00356436,0.0631472,0.00406301
43,138.684,126.744,-0.201276,0.559641,1,0.827099,0.000803769,0.157089,-0.0033564
44,138.673,125.768,-0.0975204,0.563132,1,0.820989,0.00349152,0,-0.00610965
45,138.59,127.833,-0.0977451,0.571325,0.882633,0.822906,0.00819248,-0.117367,0.00191683
46,138.512,129.683,-0.173982,0.578355,0.781471,0.828781,0.00703019,-0.101162,0.00587499
47,138.495,129.14,-0.238801,0.581202,0.845325,0.832758,0.00284743,0.0638533,0.00397742
48,138.53,126.755,-0.19531,0.581336,1,0.829376,0.000133514,0.154675,-0.00338268
49,138.538,125.808,-0.0931866,0.58416,1,0.823376,0.00282377,0,-0.00600016
50,138.475,127.854,-0.0933338,0.591593,0.883392,0.825257,0.00743353,-0.116608,0.00188172
51,138.416,129.687,-0.168971,0.597877,0.783064,0.83108,0.00628334,-0.100328,0.00582254
52,138.417,129.148,-0.233178,0.600009,0.846378,0.835013,0.00213236,0.0633144,0.00393331
53,138.469,126.786,-0.190047,0.599452,1,0.831654,-0.000557065,0.153622,-0.00335938
54,138.493,125.849,-0.0886318,0.601562,1,0.825688,0.00211048,0,-0.00596547
55,138.446,127.886,-0.0887562,0.608253,0.883198,0.827549,0.00669014,-0.116802,0.00186074
56,138.402,129.713,-0.164506,0.613805,0.783165,0.833369,0.00555205,-0.100033,0.00581968
57,138.418,129.166,-0.228525,0.615208,0.846838,0.837278,0.00140387,0.0636733,0.00390965
58,138.484,126.804,-0.185175,0.61394,1,0.833897,-0.00126815,0.153162,-0.00338143
59,138.521,125.876,-0.0840656,0.615358,1,0.827946,0.00141782,0,-0.00595075
60,138.486,127.913,-0.0842068,0.621348,0.882876,0.829795,0.00598943,-0.117124,0.00184906
61,138.454,129.742,-0.160224,0.626211,0.782672,0.835623,0.00486332,-0.100205,0.00582808
62,138.482,129.192,-0.224421,0.626926,0.846569,0.839533,0.000715017,0.0638978,0.00390947
63,138.558,126.823,-0.180946,0.624976,1,0.836132,-0.00194991,0.153431,-0.00340134
64,138.606,125.895,-0.079649,0.625734,1,0.830161,0.000758469,0,-0.0059709
65,138.581,127.94,-0.0798397,0.631088,0.882186,0.832007,0.00535315,-0.117814,0.00184643
66,138.557,129.778,-0.15642,0.635326,0.781458,0.837865,0.00423807,-0.100729,0.00585783
67,138.593,129.221,-0.221069,0.635404,0.845841,0.84179,7.83801e-05,0.064383,0.00392503
68,138.678,126.837,-0.177302,0.632816,1,0.838354,-0.00258762,0.154159,-0.00343567
69,138.732,125.905,-0.0755039,0.632973,1,0.832344,0.000156999,0,-0.00600976
70,138.713,127.964,-0.0757668,0.637767,0.88136,0.834195,0.00479388,-0.11864,0.00185049
71,138.696,129.815,-0.153037,0.641456,0.779845,0.840092,0.00368899,-0.101515,0.00589728
72,138.737,129.253,-0.218341,0.64097,0.844731,0.844046,-0.000486434,0.0648865,0.0039537
73,138.827,126.848,-0.174271,0.63781,1,0.840573,-0.00316024,0.155269,-0.00347269
74,138.887,125.908,-0.0717133,0.637437,1,0.834508,-0.000372887,0,-0.00606555
75,138.871,127.985,-0.0720631,0.641757,0.880405,0.836368,0.0043205,-0.119595,0.00185984
76,138.857,129.853,-0.150132,0.644981,0.777929,0.842313,0.00322342,-0.102476,0.00594538
77,138.901,129.286,-0.216225,0.644008,0.843385,0.846304,-0.000972927,0.0654562,0.00399101
78,138.995,126.855,-0.171806,0.640349,1,0.84279,-0.00365889,0.156615,-0.00351351
79,139.057,125.905,-0.0683258,0.639524,1,0.836659,-0.00082469,0,-0.00613117
80,139.043,128.003,-0.0687706,0.643458,0.879418,0.838532,0.00393403,-0.120582,0.00187284
81,139.029,129.889,-0.147673,0.646302,0.775881,0.844529,0.00284344,-0.103537,0.00599688
82,139.074,129.317,-0.214628,0.644926,0.841898,0.848563,-0.00137579,0.066017,0.00403392
83,139.17,126.859,-0.169864,0.640849,1,0.845009,-0.00407648,0.158102,-0.00355434
84,139.232,125.898,-0.0653622,0.639654,1,0.838806,-0.00119573,0,-0.0062027
85,139.217,128.017,-0.0659031,0.643286,0.878435,0.840694,0.00363243,-0.121565,0.0018881
86,139.203,129.923,-0.145639,0.645834,0.773803,0.846743,0.0025484,-0.104632,0.00604945
87,139.248,129.346,-0.213479,0.644139,0.840368,0.850823,-0.00169551,0.0665652,0.00407928
88,139.342,126.861,-0.168375,0.639726,1,0.847228,-0.00441343,0.159632,-0.00359422
89,139.404,125.887,-0.0628185,0.638239,1,0.840953,-0.0014866,0,-0.00627571
90,139.387,128.028,-0.0634529,0.64165,0.877504,0.842857,0.00341135,-0.122496,0.00190449
91,139.371,129.952,-0.143981,0.643982,0.771795,0.848957,0.0023315,-0.105709,0.00610018
92,139.414,129.372,-0.212688,0.642047,0.838863,0.853082,-0.00193506,0.0670684,0.00412464
93,139.507,126.861,-0.167268,0.637376,1,0.849451,-0.0046711,0.161137,-0.00363129
94,139.566,125.874,-0.060672,0.635673,1,0.843103,-0.00170302,0,-0.0063473
95,139.547,128.035,-0.0613941,0.638937,0.87665,0.845025,0.00326461,-0.12335,0.00192106
96,139.527,129.978,-0.142652,0.641124,0.769924,0.851172,0.00218707,-0.106726,0.00614738
97,139.567,129.395,-0.212173,0.639022,0.837443,0.85534,-0.00210202,0.0675195,0.00416797
98,139.658,126.858,-0.166467,0.634166,1,0.851675,-0.00485647,0.162557,-0.00366497
99,139.714,125.859,-0.0588871,0.632317,1,0.84526,-0.00184882,0,-0.00641459
100,139.691,128.04,-0.059687,0.635498,0.875896,0.847197,0.00318068,-0.124104,0.00193673
101,139.667,129.999,-0.141592,0.637604,0.768242,0.853387,0.00210601,-0.107654,0.0061897
102,139.703,129.414,-0.211852,0.635399,0.836149,0.857595,-0.0022043,0.0679069,0.00420785
103,139.791,126.855,-0.165897,0.630424,1,0.8539,-0.00497556,0.163851,-0.00369447
104,139.844,125.844,-0.0574173,0.628488,1,0.847424,-0.0019353,0,-0.00647599
105,139.817,128.042,-0.0582851,0.631641,0.875251,0.849375,0.00315255,-0.124749,0.00195122
106,139.788,130.016,-0.140744,0.633719,0.766779,0.855601,0.00207794,-0.108472,0.00622606
107,139.821,129.429,-0.211652,0.631468,0.835009,0.859845,-0.00225061,0.0682304,0.00424314
108,139.905,126.851,-0.165486,0.62643,1,0.856125,-0.0050379,0.164991,-0.00371957
109,139.955,125.83,-0.0562115,0.624462,1,0.849595,-0.0019685,0,-0.00653017
110,139.923,128.041,-0.0571342,0.62763,0.87472,0.851559,0.00316757,-0.12528,0.00196379
111,139.89,130.028,-0.14005,0.629723,0.765551,0.857815,0.00209367,-0.109169,0.00625628
112,139.919,129.44,-0.211507,0.627473,0.834038,0.862088,-0.0022499,0.0684872,0.00427324
113,139.999,126.846,-0.165169,0.622422,1,0.858348,-0.00505114,0.165962,-0.00374025
114,140.045,125.816,-0.0552143,0.620462,1,0.851771,-0.00196016,0,-0.0065766
115,140.009,128.04,-0.0561813,0.62368,0.8743,0.853746,0.00321847,-0.1257,0.00197446
116,139.972,130.037,-0.139458,0.625823,0.764561,0.860026,0.00214261,-0.109739,0.00628012
117,139.997,129.448,-0.211359,0.62361,0.833243,0.864324,-0.00221288,0.0686823,0.00429773
118,140.074,126.841,-0.164888,0.618584,1,0.860567,-0.00502646,0.166757,-0.00375676
119,140.116,125.803,-0.0543732,0.616666,1,0.853952,-0.00191742,0,-0.00661486
120,140.076,128.037,-0.0553719,0.619961,0.873986,0.855935,0.00329453,-0.126014,0.00198281
121,140.035,130.042,-0.138918,0.622178,0.7638,0.862233,0.00221735,-0.110186,0.00629795
122,140.056,129.453,-0.211164,0.62003,0.83262,0.866549,-0.00214809,0.0688204,0.00431669
123,140.129,126.836,-0.164591,0.615058,1,0.86278,-0.00497258,0.16738,-0.00376946
124,140.168,125.792,-0.0536362,0.613207,1,0.856135,-0.00185061,0,-0.00664526
125,140.124,128.033,-0.0546555,0.616594,0.873769,0.858124,0.00338674,-0.126231,0.00198901
126,140.08,130.044,-0.138387,0.618902,0.763253,0.864434,0.00230813,-0.110516,0.00630999
127,140.097,129.456,-0.210881,0.616838,0.832159,0.868764,-0.00206429,0.0689066,0.00433022
128,140.167,126.831,-0.164241,0.611941,1,0.864985,-0.00489664,0.167841,-0.00377852
129,140.203,125.782,-0.052956,0.610174,1,0.858317,-0.00176644,0,-0.00666827
130,140.156,128.028,-0.0539867,0.613663,0.873637,0.86031,0.00348872,-0.126363,0.001993
131,140.108,130.044,-0.137829,0.616072,0.762897,0.866627,0.00240839,-0.11074,0.0063169
132,140.123,129.456,-0.210485,0.614103,0.831847,0.870966,-0.00196815,0.0689501,0.00433874
133,140.19,126.826,-0.163803,0.609296,1,0.867181,-0.00480783,0.168153,-0.00378466
134,140.223,125.774,-0.0522915,0.607623,1,0.860497,-0.00167257,0,-0.00668454
135,140.173,128.024,-0.0533245,0.611218,0.873578,0.862492,0.00359464,-0.126422,0.00199503
136,140.123,130.042,-0.137214,0.61373,0.762709,0.868811,0.00251281,-0.110869,0.00631928
137,140.135,129.454,-0.209956,0.611863,0.831666,0.873154,-0.00186771,0.0689573,0.00434285
138,140.2,126.822,-0.163254,0.607152,1,0.869365,-0.00471044,0.168334,-0.00378835
139,140.23,125.768,-0.0516064,0.605577,1,0.86267,-0.00157523,0,-0.00669497
140,140.178,128.019,-0.0526348,0.609276,0.873579,0.864666,0.00369847,-0.126421,0.00199527
141,140.126,130.039,-0.136518,0.61189,0.762659,0.870984,0.00261426,-0.110919,0.00631785
142,140.136,129.451,-0.209281,0.610122,0.831595,0.875327,-0.00176775,0.0689358,0.00434309
143,140.199,126.819,-0.162578,0.605509,1,0.871537,-0.00461292,0.168405,-0.00379008
144,140.227,125.764,-0.0508709,0.604031,1,0.864836,-0.0014782,0,-0.0067004
145,140.173,128.015,-0.0518883,0.607827,0.873627,0.86683,0.00379562,-0.126373,0.00199383
146,140.119,130.034,-0.135724,0.610537,0.762724,0.873143,0.00270998,-0.110903,0.00631332
147,140.128,129.447,-0.208457,0.608865,0.831617,0.877484,-0.00167125,0.0688938,0.00434023
148,140.189,126.816,-0.161765,0.604348,1,0.873693,-0.00451738,0.168383,-0.00379044
149,140.216,125.761,-0.0500618,0.602961,1,0.866991,-0.00138658,0,-0.00670183
150,140.161,128.011,-0.0510639,0.606846,0.873711,0.868982,0.00388461,-0.126289,0.00199109
151,140.106,130.029,-0.134819,0.609643,0.762876,0.875289,0.00279719,-0.110836,0.00630641
152,140.113,129.443,-0.207481,0.608061,0.83171,0.879623,-0.00158215,0.0688345,0.00433463
153,140.173,126.814,-0.160812,0.603632,1,0.875834,-0.00442934,0.16829,-0.00378966
154,140.199,125.759,-0.0491615,0.602329,1,0.869134,-0.00130272,0,-0.00670022
155,140.143,128.007,-0.0501453,0.606292,0.873819,0.871121,0.00396287,-0.126181,0.00198734
156,140.087,130.023,-0.1338,0.609166,0.763089,0.877419,0.00287414,-0.11073,0.00629771
157,140.093,129.438,-0.206361,0.607663,0.831856,0.881746,-0.00150317,0.0687676,0.00432712
158,140.153,126.812,-0.159718,0.603313,1,0.877957,-0.00434935,0.168144,-0.00378841
159,140.178,125.758,-0.0481579,0.602085,1,0.871261,-0.00122815,0,-0.00669634
160,140.122,128.004,-0.0491207,0.606115,0.873944,0.873244,0.00402987,-0.126056,0.00198257
161,140.065,130.018,-0.13266,0.609054,0.763343,0.879531,0.00293928,-0.1106,0.00628787
162,140.071,129.434,-0.205101,0.607619,0.832036,0.88385,-0.00143564,0.068693,0.00431818
163,140.13,126.811,-0.158491,0.603339,1,0.880063,-0.00427955,0.167964,-0.00378674
164,140.155,125.758,-0.0470444,0.602174,1,0.873372,-0.00116491,0,-0.0066911
165,140.098,128.001,-0.0479847,0.606258,0.874073,0.875349,0.00408363,-0.125927,0.00197721
166,140.041,130.013,-0.131404,0.609251,0.763618,0.881626,0.00299305,-0.110455,0.00627738
167,140.047,129.429,-0.203713,0.607871,0.832239,0.885935,-0.00137955,0.0686207,0.00430834
168,140.106,126.81,-0.157134,0.60365,1,0.882149,-0.00422108,0.167761,-0.00378531
169,140.131,125.759,-0.045816,0.602538,1,0.875464,-0.00111276,0,-0.00668508
170,140.074,127.999,-0.0467346,0.606663,0.874204,0.877436,0.00412577,-0.125796,0.00197148
171,140.017,130.008,-0.130032,0.609698,0.763899,0.883702,0.00303429,-0.110305,0.00626653
172,140.023,129.425,-0.202208,0.608363,0.832448,0.888,-0.00133419,0.0685487,0.00429803
173,140.082,126.809,-0.155659,0.604189,1,0.884216,-0.00417423,0.167552,-0.00378406
174,140.107,125.76,-0.0444744,0.603116,1,0.877537,-0.00107276,0,-0.00667894
175,140.05,127.997,-0.0453709,0.607274,0.874329,0.879503,0.00415725,-0.125671,0.0019654
176,139.994,130.004,-0.128551,0.610339,0.764173,0.885759,0.00306535,-0.110156,0.00625581
177,140,129.421,-0.200595,0.609038,0.832655,0.890046,-0.00130093,0.0684812,0.0042876
178,140.059,126.809,-0.154075,0.604901,1,0.886263,-0.00413758,0.167345,-0.00378317
179,140.085,125.762,-0.043021,0.603858,1,0.87959,-0.00104266,0,-0.00667322
180,140.028,127.996,-0.0438969,0.608036,0.874443,0.881549,0.00417829,-0.125557,0.00195932
181,139.972,130,-0.12697,0.611122,0.764428,0.887794,0.00308555,-0.110015,0.00624543
182,139.979,129.418,-0.198888,0.609844,0.832851,0.892072,-0.00127769,0.068423,0.00427735
183,140.038,126.809,-0.152391,0.605731,1,0.888289,-0.00411254,0.167149,-0.00378305
184,140.064,125.764,-0.0414619,0.604709,1,0.881621,-0.00102216,0,-0.00666797
185,140.008,127.995,-0.0423176,0.608898,0.874546,0.883574,0.00418913,-0.125454,0.00195301
186,139.953,129.997,-0.125294,0.611996,0.764658,0.889809,0.00309724,-0.109888,0.00623566
187,139.96,129.415,-0.197098,0.610732,0.833028,0.894077,-0.00126356,0.0683701,0.00426751
188,140.02,126.81,-0.150621,0.606636,1,0.890294,-0.00409579,0.166972,-0.00378346
189,140.046,125.766,-0.0398022,0.605626,1,0.88363,-0.0010103,0,-0.00666392
190,139.991,127.995,-0.0406399,0.609819,0.874634,0.885577,0.00419313,-0.125366,0.00194699
191,139.936,129.995,-0.123531,0.61292,0.76486,0.891803,0.00310057,-0.109774,0.00622642
192,139.944,129.413,-0.195233,0.611662,0.833187,0.896061,-0.00125778,0.0683274,0.00425816
193,140.004,126.81,-0.14877,0.607575,1,0.892277,-0.00408745,0.166813,-0.00378466
194,140.031,125.768,-0.0380493,0.60657,1,0.885616,-0.00100493,0,-0.00666076
195,139.976,127.995,-0.0388699,0.610761,0.874705,0.887557,0.00419122,-0.125295,0.00194091
196,139.922,129.993,-0.12169,0.613859,0.765026,0.893775,0.00309777,-0.109679,0.00621802
197,139.93,129.411,-0.193305,0.6126,0.833321,0.898024,-0.00125819,0.0682946,0.00424951
198,139.991,126.811,-0.146849,0.608515,1,0.894238,-0.00408542,0.166679,-0.00378662
199,140.018,125.77,-0.0362095,0.607508,1,0.887579,-0.00100702,0,-0.00665897
200,139.964,127.995,-0.0370144,0.611692,0.874764,0.889514,0.00418425,-0.125236,0.00193506
201,139.911,129.992,-0.119775,0.614783,0.765164,0.895724,0.00309044,-0.1096,0.00621027
202,139.919,129.41,-0.191317,0.613519,0.83343,0.899965,-0.0012635,0.0682657,0.00424153
203,139.981,126.811,-0.144867,0.60943,1,0.896176,-0.00408918,0.16657,-0.00378913
204,140.009,125.771,-0.0342892,0.608416,1,0.889518,-0.00101358,0,-0.00665849
205,139.955,127.995,-0.0350811,0.612589,0.874806,0.891447,0.0041725,-0.125194,0.00192952
206,139.902,129.991,-0.117797,0.615668,0.765267,0.897651,0.00307947,-0.109539,0.00620335
207,139.911,129.409,-0.18928,0.614396,0.833515,0.901885,-0.00127244,0.068248,0.00423414
208,139.973,126.812,-0.142827,0.610298,1,0.898092,-0.00409782,0.166485,-0.00379246
209,140.001,125.773,-0.0322964,0.609274,1,0.891433,-0.00102371,0,-0.00665921
210,139.949,127.996,-0.0330761,0.613434,0.874836,0.893357,0.00415921,-0.125164,0.0019241
211,139.896,129.99,-0.115757,0.6165,0.765341,0.899554,0.00306666,-0.109494,0.00619704
212,139.906,129.409,-0.187195,0.615215,0.833577,0.903782,-0.00128543,0.0682355,0.0042274
213,139.968,126.812,-0.140736,0.611106,1,0.899985,-0.00410885,0.166423,-0.00379628
214,139.997,125.774,-0.0302368,0.610071,1,0.893324,-0.00103527,0,-0.006661
215,139.944,127.996,-0.0310051,0.614215,0.874853,0.895243,0.00414443,-0.125147,0.00191873
216,139.892,129.99,-0.113663,0.617267,0.765389,0.901435,0.00305229,-0.109464,0.00619137
217,139.902,129.409,-0.185066,0.615968,0.83362,0.905656,-0.00129974,0.0682305,0.0042212
218,139.965,126.813,-0.138597,0.611846,1,0.901855,-0.00412214,0.16638,-0.00380069
219,139.994,125.775,-0.0281147,0.610796,1,0.895191,-0.00104976,0,-0.00666392
220,139.942,127.997,-0.0288731,0.614925,0.874859,0.897105,0.00412899,-0.125141,0.00191361
221,139.89,129.991,-0.111517,0.617962,0.765412,0.903291,0.0030371,-0.109447,0.00618631
222,139.901,129.409,-0.182896,0.616647,0.833643,0.907507,-0.00131488,0.0682309,0.00421548
223,139.964,126.813,-0.136414,0.612511,1,0.903701,-0.00413609,0.166357,-0.00380564
224,139.993,125.776,-0.0259346,0.611447,1,0.897033,-0.00106388,0,-0.00666779
225,139.942,127.998,-0.0266846,0.615561,0.874858,0.898942,0.00411397,-0.125142,0.00190872
226,139.89,129.991,-0.10932,0.618582,0.765415,0.905123,0.00302142,-0.109442,0.00618142
227,139.901,129.409,-0.180687,0.617253,0.83365,0.909334,-0.00132912,0.0682344,0.00421029
228,139.964,126.814,-0.134188,0.613102,1,0.905523,-0.0041514,0.16635,-0.00381088
229,139.994,125.776,-0.0237007,0.612023,1,0.89885,-0.00107878,0,-0.00667256
230,139.943,127.998,-0.0244423,0.616122,0.874849,0.900754,0.00409937,-0.125151,0.00190377
231,139.892,129.992,-0.107077,0.61913,0.765403,0.906931,0.00300711,-0.109447,0.00617701
232,139.902,129.41,-0.178436,0.617786,0.833644,0.911136,-0.00134313,0.0682413,0.00420541
233,139.966,126.814,-0.131919,0.613621,1,0.90732,-0.00416505,0.166356,-0.00381655
234,139.996,125.777,-0.0214149,0.612529,1,0.900642,-0.00109208,0,-0.00667799
235,139.945,127.999,-0.0221489,0.616615,0.874835,0.902541,0.00408542,-0.125165,0.001899
236,139.894,129.993,-0.104787,0.61961,0.765377,0.908714,0.00299484,-0.109458,0.00617278
237,139.905,129.41,-0.176144,0.618252,0.833628,0.912914,-0.00135726,0.0682511,0.00420064
238,139.969,126.815,-0.129607,0.614074,1,0.909092,-0.00417835,0.166372,-0.00382251
239,139.999,125.777,-0.0190796,0.612969,1,0.902408,-0.00110483,0,-0.00668389
240,139.948,127.999,-0.0198063,0.617043,0.874818,0.904302,0.00407422,-0.125182,0.00189418
241,139.897,129.993,-0.10245,0.620026,0.765343,0.910471,0.00298285,-0.109475,0.00616866
242,139.908,129.411,-0.17381,0.618657,0.833604,0.914667,-0.00136948,0.0682616,0.00419611
243,139.972,126.815,-0.127253,0.614466,1,0.910838,-0.00419092,0.166396,-0.00382859
244,140.002,125.777,-0.0166954,0.613349,1,0.904148,-0.00111651,0,-0.00669038
245,139.951,128,-0.0174149,0.617413,0.874798,0.906037,0.00406414,-0.125202,0.00188935
246,139.9,129.994,-0.100066,0.620386,0.765302,0.912202,0.00297225,-0.109496,0.00616461
247,139.911,129.412,-0.171432,0.619006,0.833576,0.916393,-0.00137931,0.0682732,0.0041917
248,139.975,126.815,-0.124854,0.614804,1,0.912558,-0.00420213,0.166424,-0.00383496
249,140.006,125.777,-0.0142628,0.613678,1,0.905861,-0.00112671,0,-0.00669718
250,139.955,128,-0.0149754,0.617733,0.874778,0.907746,0.0040558,-0.125222,0.00188452
251,139.904,129.995,-0.0976356,0.620698,0.765259,0.913906,0.00296438,-0.109519,0.00616056
252,139.915,129.413,-0.169009,0.619309,0.833544,0.918094,-0.00138849,0.0682843,0.00418717
253,139.979,126.815,-0.122408,0.615098,1,0.914252,-0.00421119,0.166456,-0.0038414
254,140.009,125.777,-0.0117821,0.613963,1,0.907548,-0.00113481,0,-0.00670421
255,139.958,128,-0.012487,0.618012,0.874757,0.909427,0.00404853,-0.125243,0.00187957
256,139.908,129.996,-0.0951569,0.620969,0.765215,0.915584,0.00295687,-0.109542,0.00615644
257,139.919,129.413,-0.166537,0.619573,0.833511,0.919767,-0.00139606,0.0682959,0.00418264
258,139.983,126.815,-0.119915,0.615354,1,0.915919,-0.00421876,0.166489,-0.00384796
259,140.013,125.776,-0.00925255,0.614213,1,0.909207,-0.00114131,0,-0.00671142
260,139.962,128.001,-0.00995026,0.618255,0.874736,0.911082,0.00404286,-0.125264,0.00187457
261,139.911,129.996,-0.0926281,0.621207,0.76517,0.917234,0.0029521,-0.109566,0.00615209
262,139.923,129.414,-0.164016,0.619805,0.833478,0.921412,-0.00140208,0.0683078,0.00417799
263,139.987,126.815,-0.117371,0.61558,1,0.917557,-0.00422561,0.166522,-0.00385463
264,140.017,125.776,-0.00667305,0.614433,1,0.910838,-0.00114679,0,-0.0067187
265,139.966,128.001,-0.00736351,0.618472,0.874718,0.912708,0.00403935,-0.125282,0.0018695
266,139.915,129.997,-0.0900482,0.621421,0.765129,0.918856,0.00294822,-0.109589,0.00614756
267,139.926,129.414,-0.161443,0.620015,0.833445,0.923029,-0.00140589,0.0683164,0.00417328
268,139.99,126.815,-0.114778,0.615784,1,0.919168,-0.00423032,0.166555,-0.00386131
269,140.02,125.776,-0.0040432,0.614633,1,0.912441,-0.0011512,0,-0.00672615
270,139.969,128.001,-0.00472603,0.618669,0.874701,0.914306,0.00403607,-0.125299,0.00186425
271,139.918,129.997,-0.0874165,0.621614,0.765091,0.920448,0.00294489,-0.10961,0.00614285
272,139.929,129.415,-0.158815,0.620205,0.833415,0.924617,-0.00140911,0.0683247,0.00416827
273,139.993,126.815,-0.11213,0.61597,1,0.920749,-0.00423455,0.166585,-0.00386798
274,140.023,125.775,-0.00136147,0.614816,1,0.914015,-0.00115407,0,-0.00673348
275,139.972,128.001,-0.00203667,0.618852,0.874685,0.915874,0.00403529,-0.125315,0.00185889
276,139.921,129.998,-0.0847309,0.621795,0.765057,0.922012,0.00294381,-0.109629,0.00613791
277,139.932,129.415,-0.156133,0.620384,0.833389,0.926175,-0.00141114,0.0683325,0.00416309
278,139.996,126.815,-0.109428,0.616148,1,0.9223,-0.00423616,0.166611,-0.00387478
279,140.026,125.775,0.00137291,0.614993,1,0.91556,-0.00115556,0,-0.00674081
280,139.975,128.001,0.0007061,0.619027,0.874672,0.917413,0.00403398,-0.125328,0.00185329
281,139.923,129.998,-0.0819904,0.621969,0.765027,0.923546,0.00294268,-0.109646,0.00613284
282,139.934,129.415,-0.153394,0.620557,0.833366,0.927703,-0.00141221,0.0683399,0.00415766
283,139.998,126.815,-0.106668,0.616319,1,0.923822,-0.00423807,0.166634,-0.00388163
284,140.028,125.775,0.00416145,0.615162,1,0.917074,-0.0011571,0,-0.00674808
285,139.977,128.001,0.00350342,0.619196,0.874661,0.918921,0.00403363,-0.125339,0.00184762
286,139.926,129.998,-0.0791939,0.622139,0.765,0.925049,0.00294328,-0.109661,0.00612748
287,139.936,129.416,-0.150597,0.620726,0.833346,0.929201,-0.00141263,0.068346,0.00415206
288,140,126.815,-0.103853,0.616487,1,0.925312,-0.00423926,0.166654,-0.00388855
289,140.03,125.775,0.00700493,0.61533,1,0.918557,-0.00115693,0,-0.00675535
