step,y1,y2,u1,u2
5.8,1.74045,1.74045,2.63694,2.63694
5.81,1.75328,1.75328,2.5635,2.5635
5.82,1.76561,1.76561,2.4909,2.4909
5.83,1.77742,1.77742,2.4192,2.4192
5.84,1.78871,1.78871,2.34845,2.34845
5.85,1.79946,1.79946,2.2787,2.2787
5.86,1.80968,1.80968,2.21,2.21
5.87,1.81935,1.81935,2.14241,2.14241
5.88,1.82846,1.82846,2.07597,2.07597
5.89,1.837,1.837,2.01073,2.01073
5.9,1.84498,1.84498,1.94674,1.94674
5.91,1.85237,1.85237,1.88405,1.88405
5.92,1.85918,1.85918,1.82271,1.82271
5.93,1.8654,1.8654,1.76275,1.76275
5.94,1.87102,1.87102,1.70423,1.70423
5.95,1.87604,1.87604,1.6472,1.6472
5.96,1.88046,1.88046,1.59168,1.59168
5.97,1.88426,1.88426,1.53773,1.53773
5.98,1.88745,1.88745,1.48539,1.48539
5.99,1.89002,1.89002,1.43469,1.43469
6,1.89197,1.89197,1.38568,1.38568
6.01,1.8933,1.8933,1.3384,1.3384
6.02,1.894,1.894,1.29287,1.29287
6.03,1.89407,1.89407,1.24915,1.24915
6.04,1.89351,1.89351,1.20725,1.20725
6.05,1.89233,1.89233,1.16722,1.16722
6.06,1.89051,1.89051,1.12908,1.12908
6.07,1.88806,1.88806,1.09287,1.09287
6.08,1.88498,1.88498,1.05862,1.05862
6.09,1.88127,1.88127,1.02635,1.02635
6.1,1.87693,1.87693,0.9961,0.9961
6.11,1.87197,1.87197,0.967883,0.967883
6.12,1.86638,1.86638,0.941728,0.941728
6.13,1.86017,1.86017,0.917657,0.917657
6.14,1.85335,1.85335,0.895692,0.895692
6.15,1.8459,1.8459,0.875853,0.875853
6.16,1.83785,1.83785,0.858157,0.858157
6.17,1.82919,1.82919,0.842623,0.842623
6.18,1.81993,1.81993,0.829265,0.829265
6.19,1.81007,1.81007,0.818098,0.818098
6.2,1.79962,1.79962,0.809134,0.809134
6.21,1.78859,1.78859,0.802383,0.802383
6.22,1.77697,1.77697,0.797857,0.797857
6.23,1.76479,1.76479,0.795561,0.795561
6.24,1.75204,1.75204,0.795503,0.795503
6.25,1.73874,1.73874,0.797688,0.797688
6.26,1.72489,1.72489,0.802118,0.802118
6.27,1.7105,1.7105,0.808796,0.808796
6.28,1.69557,1.69557,0.817721,0.817721
6.29,1.68013,1.68013,0.828892,0.828892
6.3,1.66418,1.66418,0.842305,0.842305
6.31,1.64772,1.64772,0.857957,0.857957
6.32,1.63078,1.63078,0.875841,0.875841
6.33,1.61335,1.61335,0.895949,0.895949
6.34,1.59546,1.59546,0.918271,0.918271
6.35,1.57711,1.57711,0.942798,0.942798
6.36,1.55832,1.55832,0.969515,0.969515
6.37,1.53909,1.53909,0.99841,0.99841
6.38,1.51944,1.51944,1.02947,1.02947
6.39,1.49939,1.49939,1.06267,1.06267
6.4,1.47894,1.47894,1.09799,1.09799
6.41,1.45811,1.45811,1.13542,1.13542
6.42,1.43691,1.43691,1.17494,1.17494
6.43,1.41537,1.41537,1.21651,1.21651
6.44,1.39348,1.39348,1.26012,1.26012
6.45,1.37127,1.37127,1.30574,1.30574
6.46,1.34875,1.34875,1.35334,1.35334
6.47,1.32594,1.32594,1.40289,1.40289
6.48,1.30285,1.30285,1.45436,1.45436
6.49,1.2795,1.2795,1.50772,1.50772
6.5,1.25591,1.25591,1.56294,1.56294
6.51,1.23208,1.23208,1.61998,1.61998
6.52,1.20804,1.20804,1.6788,1.6788
6.53,1.1838,1.1838,1.73937,1.73937
6.54,1.15938,1.15938,1.80165,1.80165
6.55,1.1348,1.1348,1.8656,1.8656
6.56,1.11007,1.11007,1.93117,1.93117
6.57,1.0852,1.0852,1.99833,1.99833
6.58,1.06023,1.06023,2.06703,2.06703
6.59,1.03516,1.03516,2.13722,2.13722
6.6,1.01001,1.01001,2.20887,2.20887
6.61,0.984802,0.984802,2.28191,2.28191
6.62,0.95955,0.95955,2.35631,2.35631
6.63,0.934272,0.934272,2.43202,2.43202
6.64,0.908986,0.908986,2.50898,2.50898
6.65,0.88371,0.88371,2.58714,2.58714
6.66,0.858462,0.858462,2.66645,2.66645
6.67,0.833259,0.833259,2.74687,2.74687
6.68,0.808119,0.808119,2.82832,2.82832
6.69,0.783061,0.783061,2.91076,2.91076
6.7,0.758101,0.758101,2.99414,2.99414
6.71,0.733257,0.733257,3.07839,3.07839
6.72,0.708548,0.708548,3.16346,3.16346
6.73,0.683991,0.683991,3.24929,3.24929
6.74,0.659603,0.659603,3.33583,3.33583
6.75,0.635402,0.635402,3.423,3.423
6.76,0.611405,0.611405,3.51076,3.51076
6.77,0.58763,0.58763,3.59905,3.59905
6.78,0.564094,0.564094,3.68779,3.68779
6.79,0.540813,0.540813,3.77694,3.77694
6.8,0.517805,0.517805,3.86643,3.86643
6.81,0.495086,0.495086,3.95619,3.95619
6.82,0.472673,0.472673,4.04617,4.04617
6.83,0.450583,0.450583,4.13629,4.13629
6.84,0.428831,0.428831,4.22651,4.22651
6.85,0.407433,0.407433,4.31676,4.31676
6.86,0.386406,0.386406,4.40696,4.40696
6.87,0.365765,0.365765,4.49707,4.49707
6.88,0.345524,0.345524,4.58701,4.58701
6.89,0.3257,0.3257,4.67673,4.67673
6.9,0.306307,0.306307,4.76615,4.76615
6.91,0.287359,0.287359,4.85522,4.85522
6.92,0.268871,0.268871,4.94387,4.94387
6.93,0.250856,0.250856,5.03205,5.03205
6.94,0.233329,0.233329,5.11967,5.11967
6.95,0.216302,0.216302,5.2067,5.2067
6.96,0.199789,0.199789,5.29305,5.29305
6.97,0.183803,0.183803,5.37867,5.37867
6.98,0.168355,0.168355,5.46351,5.46351
6.99,0.153458,0.153458,5.54748,5.54748
7,0.139122,0.139122,5.63055,5.63055
7.01,0.125361,0.125361,5.71264,5.71264
7.02,0.112183,0.112183,5.7937,5.7937
7.03,0.099601,0.099601,5.87366,5.87366
7.04,0.0876234,0.0876234,5.95247,5.95247
7.05,0.0762605,0.0762605,6.03008,6.03008
7.06,0.0655214,0.0655214,6.10642,6.10642
7.07,0.055415,0.055415,6.18144,6.18144
7.08,0.0459497,0.0459497,6.25508,6.25508
7.09,0.0371336,0.0371336,6.32728,6.32728
7.1,0.0289742,0.0289742,6.39801,6.39801
7.11,0.0214785,0.0214785,6.46719,6.46719
7.12,0.0146533,0.0146533,6.53479,6.53479
7.13,0.00850479,0.00850479,6.60074,6.60074
7.14,0.00303864,0.00303864,6.665,6.665
7.15,-0.00173985,-0.00173985,6.72753,6.72753
7.16,-0.00582588,-0.00582588,6.78826,6.78826
7.17,-0.00921512,-0.00921512,6.84717,6.84717
7.18,-0.0119037,-0.0119037,6.9042,6.9042
7.19,-0.0138884,-0.0138884,6.9593,6.9593
7.2,-0.0151661,-0.0151661,7.01244,7.01244
7.21,-0.0157346,-0.0157346,7.06357,7.06357
7.22,-0.015592,-0.015592,7.11266,7.11266
7.23,-0.0147368,-0.0147368,7.15966,7.15966
7.24,-0.0131683,-0.0131683,7.20455,7.20455
7.25,-0.0108858,-0.0108858,7.24727,7.24727
7.26,-0.0078897,-0.0078897,7.2878,7.2878
7.27,-0.00418045,-0.00418045,7.3261,7.3261
7.28,0.000240829,0.000240829,7.36215,7.36215
7.29,0.00537251,0.00537251,7.39591,7.39591
7.3,0.0112125,0.0112125,7.42736,7.42736
7.31,0.0177582,0.0177582,7.45646,7.45646
7.32,0.0250064,0.0250064,7.48319,7.48319
7.33,0.0329536,0.0329536,7.50753,7.50753
7.34,0.0415957,0.0415957,7.52946,7.52946
7.35,0.050928,0.050928,7.54896,7.54896
7.36,0.0609455,0.0609455,7.566,7.566
7.37,0.0716425,0.0716425,7.58058,7.58058
7.38,0.0830131,0.0830131,7.59266,7.59266
7.39,0.0950505,0.0950505,7.60225,7.60225
7.4,0.107748,0.107748,7.60933,7.60933
7.41,0.121097,0.121097,7.61389,7.61389
7.42,0.135091,0.135091,7.61591,7.61591
7.43,0.149721,0.149721,7.61541,7.61541
7.44,0.164978,0.164978,7.61236,7.61236
7.45,0.180852,0.180852,7.60676,7.60676
7.46,0.197334,0.197334,7.59862,7.59862
7.47,0.214414,0.214414,7.58794,7.58794
7.48,0.23208,0.23208,7.57471,7.57471
7.49,0.250321,0.250321,7.55894,7.55894
7.5,0.269127,0.269127,7.54064,7.54064
7.51,0.288484,0.288484,7.51982,7.51982
7.52,0.308381,0.308381,7.49648,7.49648
7.53,0.328805,0.328805,7.47063,7.47063
7.54,0.349742,0.349742,7.44229,7.44229
7.55,0.371178,0.371178,7.41147,7.41147
7.56,0.393101,0.393101,7.37819,7.37819
7.57,0.415495,0.415495,7.34247,7.34247
7.58,0.438346,0.438346,7.30433,7.30433
7.59,0.461638,0.461638,7.26378,7.26378
7.6,0.485356,0.485356,7.22086,7.22086
7.61,0.509485,0.509485,7.17558,7.17558
7.62,0.534009,0.534009,7.12798,7.12798
7.63,0.55891,0.55891,7.07808,7.07808
7.64,0.584172,0.584172,7.02592,7.02592
7.65,0.609779,0.609779,6.97151,6.97151
7.66,0.635713,0.635713,6.91491,6.91491
7.67,0.661957,0.661957,6.85614,6.85614
7.68,0.688492,0.688492,6.79524,6.79524
7.69,0.715302,0.715302,6.73225,6.73225
7.7,0.742366,0.742366,6.66721,6.66721
7.71,0.769668,0.769668,6.60016,6.60016
7.72,0.797189,0.797189,6.53114,6.53114
7.73,0.824908,0.824908,6.4602,6.4602
7.74,0.852809,0.852809,6.38738,6.38738
7.75,0.880871,0.880871,6.31273,6.31273
7.76,0.909074,0.909074,6.2363,6.2363
7.77,0.937401,0.937401,6.15814,6.15814
7.78,0.96583,0.96583,6.0783,6.0783
7.79,0.994342,0.994342,5.99683,5.99683
7.8,1.02292,1.02292,5.91379,5.91379
7.81,1.05154,1.05154,5.82922,5.82922
7.82,1.08018,1.08018,5.7432,5.7432
7.83,1.10882,1.10882,5.65577,5.65577
7.84,1.13745,1.13745,5.56699,5.56699
7.85,1.16604,1.16604,5.47693,5.47693
7.86,1.19458,1.19458,5.38564,5.38564
7.87,1.22304,1.22304,5.29318,5.29318
7.88,1.2514,1.2514,5.19962,5.19962
7.89,1.27964,1.27964,5.10502,5.10502
7.9,1.30775,1.30775,5.00945,5.00945
7.91,1.33569,1.33569,4.91296,4.91296
7.92,1.36346,1.36346,4.81563,4.81563
7.93,1.39104,1.39104,4.71753,4.71753
7.94,1.41839,1.41839,4.61871,4.61871
7.95,1.44551,1.44551,4.51925,4.51925
7.96,1.47238,1.47238,4.41922,4.41922
7.97,1.49896,1.49896,4.31868,4.31868
7.98,1.52526,1.52526,4.21771,4.21771
7.99,1.55123,1.55123,4.11637,4.11637
8,1.57688,1.57688,4.01473,4.01473
8.01,1.60217,1.60217,3.91287,3.91287
8.02,1.6271,1.6271,3.81086,3.81086
8.03,1.65163,1.65163,3.70876,3.70876
8.04,1.67576,1.67576,3.60666,3.60666
8.05,1.69947,1.69947,3.50461,3.50461
8.06,1.72273,1.72273,3.4027,3.4027
8.07,1.74554,1.74554,3.30099,3.30099
8.08,1.76787,1.76787,3.19956,3.19956
8.09,1.7897,1.7897,3.09848,3.09848
8.1,1.81103,1.81103,2.99782,2.99782
8.11,1.83183,1.83183,2.89765,2.89765
8.12,1.85209,1.85209,2.79804,2.79804
8.13,1.8718,1.8718,2.69906,2.69906
8.14,1.89094,1.89094,2.60079,2.60079
8.15,1.90949,1.90949,2.5033,2.5033
8.16,1.92744,1.92744,2.40665,2.40665
8.17,1.94477,1.94477,2.31091,2.31091
8.18,1.96148,1.96148,2.21616,2.21616
8.19,1.97755,1.97755,2.12246,2.12246
8.2,1.99296,1.99296,2.02989,2.02989
8.21,2.00772,2.00772,1.9385,1.9385
8.22,2.02179,2.02179,1.84836,1.84836
8.23,2.03518,2.03518,1.75955,1.75955
8.24,2.04786,2.04786,1.67212,1.67212
8.25,2.05984,2.05984,1.58614,1.58614
8.26,2.0711,2.0711,1.50167,1.50167
8.27,2.08163,2.08163,1.41878,1.41878
8.28,2.09143,2.09143,1.33753,1.33753
8.29,2.10047,2.10047,1.25797,1.25797
8.3,2.10877,2.10877,1.18018,1.18018
8.31,2.1163,2.1163,1.10419,1.10419
8.32,2.12306,2.12306,1.03008,1.03008
8.33,2.12905,2.12905,0.9579,0.9579
8.34,2.13426,2.13426,0.887701,0.887701
8.35,2.13869,2.13869,0.819539,0.819539
8.36,2.14232,2.14232,0.753466,0.753466
8.37,2.14516,2.14516,0.689532,0.689532
8.38,2.1472,2.1472,0.627787,0.627787
8.39,2.14844,2.14844,0.568279,0.568279
8.4,2.14888,2.14888,0.511054,0.511054
8.41,2.14851,2.14851,0.456157,0.456157
8.42,2.14734,2.14734,0.403632,0.403632
8.43,2.14535,2.14535,0.35352,0.35352
8.44,2.14256,2.14256,0.305862,0.305862
8.45,2.13896,2.13896,0.260696,0.260696
8.46,2.13455,2.13455,0.21806,0.21806
8.47,2.12934,2.12934,0.177988,0.177988
8.48,2.12332,2.12332,0.140514,0.140514
8.49,2.1165,2.1165,0.105669,0.105669
8.5,2.10888,2.10888,0.0734848,0.0734848
8.51,2.10047,2.10047,0.0439881,0.0439881
8.52,2.09127,2.09127,0.0172056,0.0172056
8.53,2.08128,2.08128,-0.00683828,-0.00683828
8.54,2.07052,2.07052,-0.0281208,-0.0281208
8.55,2.05898,2.05898,-0.0466213,-0.0466213
8.56,2.04667,2.04667,-0.0623209,-0.0623209
8.57,2.0336,2.0336,-0.0752028,-0.0752028
8.58,2.01977,2.01977,-0.085252,-0.085252
8.59,2.00521,2.00521,-0.0924555,-0.0924555
8.6,1.9899,1.9899,-0.0968023,-0.0968023
8.61,1.97387,1.97387,-0.0982834,-0.0982834
8.62,1.95712,1.95712,-0.0968916,-0.0968916
8.63,1.93967,1.93967,-0.092622,-0.092622
8.64,1.92152,1.92152,-0.0854715,-0.0854715
8.65,1.90268,1.90268,-0.0754392,-0.0754392
8.66,1.88317,1.88317,-0.0625259,-0.0625259
8.67,1.863,1.863,-0.0467348,-0.0467348
8.68,1.84218,1.84218,-0.0280708,-0.0280708
8.69,1.82073,1.82073,-0.00654111,-0.00654111
8.7,1.79865,1.79865,0.0178452,0.0178452
8.71,1.77597,1.77597,0.0450771,0.0450771
8.72,1.7527,1.7527,0.0751412,0.0751412
8.73,1.72884,1.72884,0.108023,0.108023
8.74,1.70443,1.70443,0.143704,0.143704
8.75,1.67947,1.67947,0.182166,0.182166
8.76,1.65398,1.65398,0.223388,0.223388
8.77,1.62798,1.62798,0.267347,0.267347
8.78,1.60149,1.60149,0.314016,0.314016
8.79,1.57451,1.57451,0.36337,0.36337
8.8,1.54708,1.54708,0.41538,0.41538
8.81,1.5192,1.5192,0.470014,0.470014
8.82,1.4909,1.4909,0.527239,0.527239
8.83,1.4622,1.4622,0.587021,0.587021
8.84,1.43311,1.43311,0.649323,0.649323
8.85,1.40366,1.40366,0.714107,0.714107
8.86,1.37387,1.37387,0.781333,0.781333
8.87,1.34374,1.34374,0.850958,0.850958
8.88,1.31332,1.31332,0.922938,0.922938
8.89,1.28261,1.28261,0.997228,0.997228
8.9,1.25163,1.25163,1.07378,1.07378
8.91,1.22042,1.22042,1.15255,1.15255
8.92,1.18898,1.18898,1.23348,1.23348
8.93,1.15735,1.15735,1.31652,1.31652
8.94,1.12554,1.12554,1.40162,1.40162
8.95,1.09357,1.09357,1.48871,1.48871
8.96,1.06147,1.06147,1.57776,1.57776
8.97,1.02926,1.02926,1.66869,1.66869
8.98,0.996968,0.996968,1.76144,1.76144
8.99,0.964605,0.964605,1.85596,1.85596
9,0.9322,0.9322,1.95219,1.95219
9.01,0.899774,0.899774,2.05005,2.05005
9.02,0.86735,0.86735,2.14948,2.14948
9.03,0.834952,0.834952,2.25042,2.25042
9.04,0.802601,0.802601,2.3528,2.3528
9.05,0.770322,0.770322,2.45655,2.45655
9.06,0.738135,0.738135,2.5616,2.5616
9.07,0.706065,0.706065,2.66788,2.66788
9.08,0.674134,0.674134,2.77532,2.77532
9.09,0.642365,0.642365,2.88384,2.88384
9.1,0.61078,0.61078,2.99337,2.99337
9.11,0.579402,0.579402,3.10383,3.10383
9.12,0.548254,0.548254,3.21516,3.21516
9.13,0.517357,0.517357,3.32727,3.32727
9.14,0.486734,0.486734,3.44008,3.44008
9.15,0.456408,0.456408,3.55352,3.55352
9.16,0.426399,0.426399,3.66752,3.66752
9.17,0.39673,0.39673,3.78199,3.78199
9.18,0.367422,0.367422,3.89684,3.89684
9.19,0.338497,0.338497,4.01201,4.01201
9.2,0.309975,0.309975,4.12742,4.12742
9.21,0.281878,0.281878,4.24297,4.24297
9.22,0.254226,0.254226,4.3586,4.3586
9.23,0.22704,0.22704,4.47421,4.47421
9.24,0.200339,0.200339,4.58974,4.58974
9.25,0.174143,0.174143,4.70509,4.70509
9.26,0.148472,0.148472,4.82019,4.82019
9.27,0.123345,0.123345,4.93495,4.93495
9.28,0.0987811,0.0987811,5.0493,5.0493
9.29,0.0747977,0.0747977,5.16315,5.16315
9.3,0.0514135,0.0514135,5.27642,5.27642
9.31,0.028646,0.028646,5.38903,5.38903
9.32,0.00651263,0.00651263,5.5009,5.5009
9.33,-0.0149699,-0.0149699,5.61195,5.61195
9.34,-0.035785,-0.035785,5.7221,5.7221
9.35,-0.0559167,-0.0559167,5.83128,5.83128
9.36,-0.0753496,-0.0753496,5.93939,5.93939
9.37,-0.0940684,-0.0940684,6.04637,6.04637
9.38,-0.112058,-0.112058,6.15214,6.15214
9.39,-0.129306,-0.129306,6.25662,6.25662
9.4,-0.145797,-0.145797,6.35974,6.35974
9.41,-0.161518,-0.161518,6.46141,6.46141
9.42,-0.176457,-0.176457,6.56157,6.56157
9.43,-0.190601,-0.190601,6.66013,6.66013
9.44,-0.20394,-0.20394,6.75704,6.75704
9.45,-0.216461,-0.216461,6.85222,6.85222
9.46,-0.228155,-0.228155,6.94559,6.94559
9.47,-0.239011,-0.239011,7.03709,7.03709
9.48,-0.249021,-0.249021,7.12665,7.12665
9.49,-0.258174,-0.258174,7.2142,7.2142
9.5,-0.266464,-0.266464,7.29967,7.29967
9.51,-0.273882,-0.273882,7.38301,7.38301
9.52,-0.280422,-0.280422,7.46415,7.46415
9.53,-0.286077,-0.286077,7.54303,7.54303
9.54,-0.290841,-0.290841,7.61959,7.61959
9.55,-0.294709,-0.294709,7.69376,7.69376
9.56,-0.297676,-0.297676,7.7655,7.7655
9.57,-0.299739,-0.299739,7.83474,7.83474
9.58,-0.300894,-0.300894,7.90144,7.90144
9.59,-0.301138,-0.301138,7.96554,7.96554
9.6,-0.30047,-0.30047,8.02699,8.02699
9.61,-0.298887,-0.298887,8.08574,8.08574
9.62,-0.296389,-0.296389,8.14174,8.14174
9.63,-0.292977,-0.292977,8.19496,8.19496
9.64,-0.288649,-0.288649,8.24534,8.24534
9.65,-0.283408,-0.283408,8.29284,8.29284
9.66,-0.277256,-0.277256,8.33744,8.33744
9.67,-0.270194,-0.270194,8.37908,8.37908
9.68,-0.262226,-0.262226,8.41773,8.41773
9.69,-0.253355,-0.253355,8.45336,8.45336
9.7,-0.243585,-0.243585,8.48595,8.48595
9.71,-0.232923,-0.232923,8.51545,8.51545
9.72,-0.221373,-0.221373,8.54184,8.54184
9.73,-0.208941,-0.208941,8.5651,8.5651
9.74,-0.195635,-0.195635,8.5852,8.5852
9.75,-0.181462,-0.181462,8.60213,8.60213
9.76,-0.16643,-0.16643,8.61586,8.61586
9.77,-0.150548,-0.150548,8.62639,8.62639
9.78,-0.133825,-0.133825,8.63368,8.63368
9.79,-0.116271,-0.116271,8.63774,8.63774
9.8,-0.097897,-0.097897,8.63855,8.63855
9.81,-0.0787139,-0.0787139,8.6361,8.6361
9.82,-0.0587335,-0.0587335,8.6304,8.6304
9.83,-0.0379683,-0.0379683,8.62144,8.62144
9.84,-0.016431,-0.016431,8.60921,8.60921
9.85,0.00586476,0.00586476,8.59372,8.59372
9.86,0.028905,0.028905,8.57497,8.57497
9.87,0.052675,0.052675,8.55297,8.55297
9.88,0.0771596,0.0771596,8.52773,8.52773
9.89,0.102343,0.102343,8.49926,8.49926
9.9,0.12821,0.12821,8.46757,8.46757
9.91,0.154742,0.154742,8.43268,8.43268
9.92,0.181923,0.181923,8.3946,8.3946
9.93,0.209736,0.209736,8.35336,8.35336
9.94,0.238161,0.238161,8.30898,8.30898
9.95,0.26718,0.26718,8.26148,8.26148
9.96,0.296775,0.296775,8.21089,8.21089
9.97,0.326925,0.326925,8.15723,8.15723
9.98,0.35761,0.35761,8.10055,8.10055
9.99,0.388811,0.388811,8.04087,8.04087
10,0.420506,0.420506,7.97822,7.97822
10.01,0.452674,0.452674,7.91266,7.91266
10.02,0.485293,0.485293,7.84421,7.84421
10.03,0.518342,0.518342,7.77291,7.77291
10.04,0.551799,0.551799,7.69882,7.69882
10.05,0.585639,0.585639,7.62198,7.62198
10.06,0.619842,0.619842,7.54243,7.54243
10.07,0.654383,0.654383,7.46024,7.46024
10.08,0.689239,0.689239,7.37544,7.37544
10.09,0.724385,0.724385,7.28809,7.28809
10.1,0.759799,0.759799,7.19825,7.19825
10.11,0.795456,0.795456,7.10598,7.10598
10.12,0.83133,0.83133,7.01133,7.01133
10.13,0.867399,0.867399,6.91438,6.91438
10.14,0.903635,0.903635,6.81517,6.81517
10.15,0.940016,0.940016,6.71378,6.71378
10.16,0.976514,0.976514,6.61028,6.61028
10.17,1.01311,1.01311,6.50472,6.50472
10.18,1.04976,1.04976,6.39718,6.39718
10.19,1.08646,1.08646,6.28774,6.28774
10.2,1.12318,1.12318,6.17646,6.17646
10.21,1.15989,1.15989,6.06342,6.06342
10.22,1.19656,1.19656,5.9487,5.9487
10.23,1.23317,1.23317,5.83236,5.83236
10.24,1.26969,1.26969,5.7145,5.7145
10.25,1.3061,1.3061,5.59519,5.59519
10.26,1.34237,1.34237,5.47451,5.47451
10.27,1.37848,1.37848,5.35253,5.35253
10.28,1.4144,1.4144,5.22936,5.22936
10.29,1.4501,1.4501,5.10506,5.10506
10.3,1.48556,1.48556,4.97973,4.97973
10.31,1.52075,1.52075,4.85345,4.85345
10.32,1.55566,1.55566,4.7263,4.7263
10.33,1.59024,1.59024,4.59838,4.59838
10.34,1.62448,1.62448,4.46977,4.46977
10.35,1.65836,1.65836,4.34056,4.34056
10.36,1.69184,1.69184,4.21084,4.21084
10.37,1.72491,1.72491,4.0807,4.0807
10.38,1.75754,1.75754,3.95023,3.95023
10.39,1.78971,1.78971,3.81952,3.81952
10.4,1.82139,1.82139,3.68867,3.68867
10.41,1.85256,1.85256,3.55776,3.55776
10.42,1.88319,1.88319,3.42688,3.42688
10.43,1.91327,1.91327,3.29614,3.29614
10.44,1.94278,1.94278,3.16561,3.16561
10.45,1.97168,1.97168,3.0354,3.0354
10.46,1.99996,1.99996,2.90559,2.90559
10.47,2.02759,2.02759,2.77628,2.77628
10.48,2.05457,2.05457,2.64755,2.64755
10.49,2.08086,2.08086,2.51951,2.51951
10.5,2.10645,2.10645,2.39223,2.39223
10.51,2.13131,2.13131,2.26582,2.26582
10.52,2.15543,2.15543,2.14036,2.14036
10.53,2.17879,2.17879,2.01594,2.01594
10.54,2.20137,2.20137,1.89266,1.89266
10.55,2.22316,2.22316,1.77059,1.77059
10.56,2.24413,2.24413,1.64984,1.64984
10.57,2.26428,2.26428,1.53048,1.53048
10.58,2.28358,2.28358,1.41261,1.41261
10.59,2.30201,2.30201,1.2963,1.2963
10.6,2.31958,2.31958,1.18165,1.18165
10.61,2.33625,2.33625,1.06873,1.06873
10.62,2.35202,2.35202,0.957642,0.957642
10.63,2.36687,2.36687,0.848453,0.848453
10.64,2.3808,2.3808,0.741246,0.741246
10.65,2.39379,2.39379,0.636103,0.636103
10.66,2.40582,2.40582,0.5331,0.5331
10.67,2.41689,2.41689,0.432315,0.432315
10.68,2.427,2.427,0.333823,0.333823
10.69,2.43612,2.43612,0.237699,0.237699
10.7,2.44425,2.44425,0.144013,0.144013
10.71,2.45138,2.45138,0.0528385,0.0528385
10.72,2.45751,2.45751,-0.0357568,-0.0357568
10.73,2.46264,2.46264,-0.121705,-0.121705
10.74,2.46674,2.46674,-0.20494,-0.20494
10.75,2.46983,2.46983,-0.285398,-0.285398
10.76,2.47188,2.47188,-0.363017,-0.363017
10.77,2.47291,2.47291,-0.437735,-0.437735
10.78,2.47291,2.47291,-0.509495,-0.509495
10.79,2.47188,2.47188,-0.578241,-0.578241
10.8,2.46981,2.46981,-0.643916,-0.643916
10.81,2.4667,2.4667,-0.70647,-0.70647
10.82,2.46256,2.46256,-0.765851,-0.765851
10.83,2.45738,2.45738,-0.822011,-0.822011
10.84,2.45117,2.45117,-0.874905,-0.874905
10.85,2.44392,2.44392,-0.924487,-0.924487
10.86,2.43565,2.43565,-0.970717,-0.970717
10.87,2.42635,2.42635,-1.01355,-1.01355
10.88,2.41603,2.41603,-1.05296,-1.05296
10.89,2.4047,2.4047,-1.08891,-1.08891
10.9,2.39236,2.39236,-1.12135,-1.12135
10.91,2.37901,2.37901,-1.15027,-1.15027
10.92,2.36467,2.36467,-1.17564,-1.17564
10.93,2.34934,2.34934,-1.19743,-1.19743
10.94,2.33303,2.33303,-1.21561,-1.21561
10.95,2.31575,2.31575,-1.23017,-1.23017
10.96,2.29751,2.29751,-1.24109,-1.24109
10.97,2.27832,2.27832,-1.24836,-1.24836
10.98,2.25819,2.25819,-1.25195,-1.25195
10.99,2.23714,2.23714,-1.25187,-1.25187
11,2.21518,2.21518,-1.2481,-1.2481
11.01,2.19232,2.19232,-1.24064,-1.24064
11.02,2.16857,2.16857,-1.22949,-1.22949
11.03,2.14395,2.14395,-1.21464,-1.21464
11.04,2.11848,2.11848,-1.1961,-1.1961
11.05,2.09217,2.09217,-1.17387,-1.17387
11.06,2.06504,2.06504,-1.14797,-1.14797
11.07,2.0371,2.0371,-1.11839,-1.11839
11.08,2.00838,2.00838,-1.08517,-1.08517
11.09,1.97889,1.97889,-1.0483,-1.0483
11.1,1.94865,1.94865,-1.00782,-1.00782
11.11,1.91768,1.91768,-0.96373,-0.96373
11.12,1.886,1.886,-0.916068,-0.916068
11.13,1.85363,1.85363,-0.864855,-0.864855
11.14,1.8206,1.8206,-0.810121,-0.810121
11.15,1.78692,1.78692,-0.751896,-0.751896
11.16,1.75262,1.75262,-0.690213,-0.690213
11.17,1.71772,1.71772,-0.625109,-0.625109
11.18,1.68224,1.68224,-0.556623,-0.556623
11.19,1.64621,1.64621,-0.484794,-0.484794
11.2,1.60965,1.60965,-0.409668,-0.409668
11.21,1.57258,1.57258,-0.331289,-0.331289
11.22,1.53504,1.53504,-0.249706,-0.249706
11.23,1.49704,1.49704,-0.164969,-0.164969
11.24,1.45861,1.45861,-0.0771307,-0.0771307
11.25,1.41978,1.41978,0.0137528,0.0137528
11.26,1.38058,1.38058,0.107625,0.107625
11.27,1.34102,1.34102,0.204425,0.204425
11.28,1.30115,1.30115,0.304092,0.304092
11.29,1.26097,1.26097,0.406562,0.406562
11.3,1.22054,1.22054,0.511769,0.511769
11.31,1.17986,1.17986,0.619644,0.619644
11.32,1.13897,1.13897,0.730119,0.730119
11.33,1.09789,1.09789,0.843119,0.843119
11.34,1.05667,1.05667,0.958572,0.958572
11.35,1.01531,1.01531,1.0764,1.0764
11.36,0.97386,0.97386,1.19653,1.19653
11.37,0.93234,0.93234,1.31888,1.31888
11.38,0.890781,0.890781,1.44336,1.44336
11.39,0.849211,0.849211,1.5699,1.5699
11.4,0.80766,0.80766,1.69841,1.69841
11.41,0.766157,0.766157,1.82881,1.82881
11.42,0.724731,0.724731,1.961,1.961
11.43,0.683412,0.683412,2.0949,2.0949
11.44,0.642229,0.642229,2.23042,2.23042
11.45,0.60121,0.60121,2.36747,2.36747
