step,y1,y2,u1,u2
11.46,0.560385,0.560385,2.50594,2.50594
11.47,0.519784,0.519784,2.64576,2.64576
11.48,0.479434,0.479434,2.78682,2.78682
11.49,0.439366,0.439366,2.92902,2.92902
11.5,0.399607,0.399607,3.07228,3.07228
11.51,0.360186,0.360186,3.21648,3.21648
11.52,0.321132,0.321132,3.36154,3.36154
11.53,0.282472,0.282472,3.50735,3.50735
11.54,0.244235,0.244235,3.65381,3.65381
11.55,0.206449,0.206449,3.80082,3.80082
11.56,0.16914,0.16914,3.94828,3.94828
11.57,0.132337,0.132337,4.09608,4.09608
11.58,0.0960653,0.0960653,4.24413,4.24413
11.59,0.0603524,0.0603524,4.39231,4.39231
11.6,0.0252242,0.0252242,4.54053,4.54053
11.61,-0.00929333,-0.00929333,4.68868,4.68868
11.62,-0.0431747,-0.0431747,4.83665,4.83665
11.63,-0.0763948,-0.0763948,4.98435,4.98435
11.64,-0.108929,-0.108929,5.13167,5.13167
11.65,-0.140753,-0.140753,5.2785,5.2785
11.66,-0.171842,-0.171842,5.42474,5.42474
11.67,-0.202175,-0.202175,5.57029,5.57029
11.68,-0.231727,-0.231727,5.71503,5.71503
11.69,-0.260476,-0.260476,5.85888,5.85888
11.7,-0.288401,-0.288401,6.00173,6.00173
11.71,-0.31548,-0.31548,6.14347,6.14347
11.72,-0.341692,-0.341692,6.284,6.284
11.73,-0.367017,-0.367017,6.42322,6.42322
11.74,-0.391436,-0.391436,6.56103,6.56103
11.75,-0.41493,-0.41493,6.69733,6.69733
11.76,-0.437479,-0.437479,6.83203,6.83203
11.77,-0.459066,-0.459066,6.96502,6.96502
11.78,-0.479675,-0.479675,7.0962,7.0962
11.79,-0.499288,-0.499288,7.22549,7.22549
11.8,-0.51789,-0.51789,7.35279,7.35279
11.81,-0.535465,-0.535465,7.47799,7.47799
11.82,-0.552,-0.552,7.60102,7.60102
11.83,-0.567479,-0.567479,7.72178,7.72178
11.84,-0.581891,-0.581891,7.84018,7.84018
11.85,-0.595223,-0.595223,7.95613,7.95613
11.86,-0.607463,-0.607463,8.06955,8.06955
11.87,-0.6186,-0.6186,8.18034,8.18034
11.88,-0.628624,-0.628624,8.28844,8.28844
11.89,-0.637526,-0.637526,8.39375,8.39375
11.9,-0.645298,-0.645298,8.4962,8.4962
11.91,-0.65193,-0.65193,8.59571,8.59571
11.92,-0.657418,-0.657418,8.69219,8.69219
11.93,-0.661753,-0.661753,8.78559,8.78559
11.94,-0.664931,-0.664931,8.87582,8.87582
11.95,-0.666947,-0.666947,8.96282,8.96282
11.96,-0.667797,-0.667797,9.04652,9.04652
11.97,-0.667478,-0.667478,9.12685,9.12685
11.98,-0.665988,-0.665988,9.20376,9.20376
11.99,-0.663326,-0.663326,9.27717,9.27717
12,-0.65949,-0.65949,9.34702,9.34702
12.01,-0.654482,-0.654482,9.41328,9.41328
12.02,-0.648302,-0.648302,9.47587,9.47587
12.03,-0.640952,-0.640952,9.53475,9.53475
12.04,-0.632435,-0.632435,9.58986,9.58986
12.05,-0.622754,-0.622754,9.64117,9.64117
12.06,-0.611914,-0.611914,9.68863,9.68863
12.07,-0.599919,-0.599919,9.73219,9.73219
12.08,-0.586777,-0.586777,9.77182,9.77182
12.09,-0.572493,-0.572493,9.80748,9.80748
12.1,-0.557076,-0.557076,9.83914,9.83914
12.11,-0.540533,-0.540533,9.86677,9.86677
12.12,-0.522874,-0.522874,9.89033,9.89033
12.13,-0.50411,-0.50411,9.90982,9.90982
12.14,-0.48425,-0.48425,9.92519,9.92519
12.15,-0.463307,-0.463307,9.93644,9.93644
12.16,-0.441293,-0.441293,9.94354,9.94354
12.17,-0.418222,-0.418222,9.94649,9.94649
12.18,-0.394106,-0.394106,9.94527,9.94527
12.19,-0.368962,-0.368962,9.93987,9.93987
12.2,-0.342804,-0.342804,9.93029,9.93029
12.21,-0.315648,-0.315648,9.91653,9.91653
12.22,-0.287513,-0.287513,9.89859,9.89859
12.23,-0.258414,-0.258414,9.87647,9.87647
12.24,-0.228372,-0.228372,9.85018,9.85018
12.25,-0.197404,-0.197404,9.81973,9.81973
12.26,-0.165531,-0.165531,9.78513,9.78513
12.27,-0.132773,-0.132773,9.7464,9.7464
12.28,-0.0991515,-0.0991515,9.70355,9.70355
12.29,-0.064688,-0.064688,9.6566,9.6566
12.3,-0.0294051,-0.0294051,9.60559,9.60559
12.31,0.00667429,0.00667429,9.55054,9.55054
12.32,0.0435264,0.0435264,9.49148,9.49148
12.33,0.0811271,0.0811271,9.42844,9.42844
12.34,0.119451,0.119451,9.36145,9.36145
12.35,0.158474,0.158474,9.29056,9.29056
12.36,0.198169,0.198169,9.21581,9.21581
12.37,0.23851,0.23851,9.13725,9.13725
12.38,0.27947,0.27947,9.05491,9.05491
12.39,0.321022,0.321022,8.96885,8.96885
12.4,0.363137,0.363137,8.87912,8.87912
12.41,0.405787,0.405787,8.78578,8.78578
12.42,0.448943,0.448943,8.68889,8.68889
12.43,0.492577,0.492577,8.5885,8.5885
12.44,0.536659,0.536659,8.48468,8.48468
12.45,0.581157,0.581157,8.3775,8.3775
12.46,0.626043,0.626043,8.26702,8.26702
12.47,0.671286,0.671286,8.15331,8.15331
12.48,0.716854,0.716854,8.03645,8.03645
12.49,0.762716,0.762716,7.91651,7.91651
12.5,0.80884,0.80884,7.79357,7.79357
12.51,0.855196,0.855196,7.66771,7.66771
12.52,0.90175,0.90175,7.53901,7.53901
12.53,0.94847,0.94847,7.40756,7.40756
12.54,0.995325,0.995325,7.27344,7.27344
12.55,1.04228,1.04228,7.13674,7.13674
12.56,1.08931,1.08931,6.99756,6.99756
12.57,1.13637,1.13637,6.85598,6.85598
12.58,1.18343,1.18343,6.7121,6.7121
12.59,1.23046,1.23046,6.56601,6.56601
12.6,1.27743,1.27743,6.41782,6.41782
12.61,1.3243,1.3243,6.26762,6.26762
12.62,1.37105,1.37105,6.11551,6.11551
12.63,1.41763,1.41763,5.9616,5.9616
12.64,1.46401,1.46401,5.80599,5.80599
12.65,1.51017,1.51017,5.64878,5.64878
12.66,1.55607,1.55607,5.49009,5.49009
12.67,1.60167,1.60167,5.33003,5.33003
12.68,1.64694,1.64694,5.16869,5.16869
12.69,1.69186,1.69186,5.0062,5.0062
12.7,1.73638,1.73638,4.84265,4.84265
12.71,1.78048,1.78048,4.67818,4.67818
12.72,1.82412,1.82412,4.51288,4.51288
12.73,1.86728,1.86728,4.34688,4.34688
12.74,1.90992,1.90992,4.18029,4.18029
12.75,1.95201,1.95201,4.01322,4.01322
12.76,1.99352,1.99352,3.84579,3.84579
12.77,2.03442,2.03442,3.67812,3.67812
12.78,2.07468,2.07468,3.51033,3.51033
12.79,2.11426,2.11426,3.34253,3.34253
12.8,2.15315,2.15315,3.17483,3.17483
12.81,2.19131,2.19131,3.00737,3.00737
12.82,2.22872,2.22872,2.84025,2.84025
12.83,2.26534,2.26534,2.6736,2.6736
12.84,2.30115,2.30115,2.50753,2.50753
12.85,2.33612,2.33612,2.34215,2.34215
12.86,2.37022,2.37022,2.1776,2.1776
12.87,2.40344,2.40344,2.01398,2.01398
12.88,2.43574,2.43574,1.85141,1.85141
12.89,2.4671,2.4671,1.69001,1.69001
12.9,2.4975,2.4975,1.52989,1.52989
12.91,2.5269,2.5269,1.37117,1.37117
12.92,2.5553,2.5553,1.21397,1.21397
12.93,2.58267,2.58267,1.05839,1.05839
12.94,2.60898,2.60898,0.90455,0.90455
12.95,2.63422,2.63422,0.75256,0.75256
12.96,2.65836,2.65836,0.602532,0.602532
12.97,2.68139,2.68139,0.454574,0.454574
12.98,2.70329,2.70329,0.308795,0.308795
12.99,2.72404,2.72404,0.165302,0.165302
13,2.74362,2.74362,0.0241996,0.0241996
13.01,2.76202,2.76202,-0.114407,-0.114407
13.02,2.77922,2.77922,-0.250416,-0.250416
13.03,2.79521,2.79521,-0.383727,-0.383727
13.04,2.80997,2.80997,-0.514239,-0.514239
13.05,2.82349,2.82349,-0.641856,-0.641856
13.06,2.83576,2.83576,-0.766482,-0.766482
13.07,2.84677,2.84677,-0.888023,-0.888023
13.08,2.8565,2.8565,-1.00639,-1.00639
13.09,2.86495,2.86495,-1.12149,-1.12149
13.1,2.87211,2.87211,-1.23323,-1.23323
13.11,2.87797,2.87797,-1.34154,-1.34154
13.12,2.88253,2.88253,-1.44632,-1.44632
13.13,2.88577,2.88577,-1.5475,-1.5475
13.14,2.88769,2.88769,-1.645,-1.645
13.15,2.8883,2.8883,-1.73873,-1.73873
13.16,2.88758,2.88758,-1.82864,-1.82864
13.17,2.88553,2.88553,-1.91465,-1.91465
13.18,2.88216,2.88216,-1.99668,-1.99668
13.19,2.87746,2.87746,-2.07467,-2.07467
13.2,2.87143,2.87143,-2.14857,-2.14857
13.21,2.86407,2.86407,-2.2183,-2.2183
13.22,2.85539,2.85539,-2.28381,-2.28381
13.23,2.84539,2.84539,-2.34506,-2.34506
13.24,2.83408,2.83408,-2.40197,-2.40197
13.25,2.82145,2.82145,-2.45451,-2.45451
13.26,2.80752,2.80752,-2.50263,-2.50263
13.27,2.79229,2.79229,-2.54629,-2.54629
13.28,2.77577,2.77577,-2.58544,-2.58544
13.29,2.75797,2.75797,-2.62006,-2.62006
13.3,2.7389,2.7389,-2.65009,-2.65009
13.31,2.71856,2.71856,-2.67553,-2.67553
13.32,2.69698,2.69698,-2.69633,-2.69633
13.33,2.67416,2.67416,-2.71247,-2.71247
13.34,2.65012,2.65012,-2.72394,-2.72394
13.35,2.62487,2.62487,-2.73071,-2.73071
13.36,2.59843,2.59843,-2.73277,-2.73277
13.37,2.57081,2.57081,-2.73011,-2.73011
13.38,2.54203,2.54203,-2.72272,-2.72272
13.39,2.5121,2.5121,-2.71059,-2.71059
13.4,2.48106,2.48106,-2.69373,-2.69373
13.41,2.4489,2.4489,-2.67214,-2.67214
13.42,2.41567,2.41567,-2.64582,-2.64582
13.43,2.38137,2.38137,-2.61477,-2.61477
13.44,2.34603,2.34603,-2.57902,-2.57902
13.45,2.30967,2.30967,-2.53858,-2.53858
13.46,2.27231,2.27231,-2.49346,-2.49346
13.47,2.23399,2.23399,-2.44369,-2.44369
13.48,2.19471,2.19471,-2.38929,-2.38929
13.49,2.15452,2.15452,-2.3303,-2.3303
13.5,2.11343,2.11343,-2.26673,-2.26673
13.51,2.07147,2.07147,-2.19864,-2.19864
13.52,2.02868,2.02868,-2.12605,-2.12605
13.53,1.98507,1.98507,-2.04901,-2.04901
13.54,1.94068,1.94068,-1.96756,-1.96756
13.55,1.89554,1.89554,-1.88176,-1.88176
13.56,1.84967,1.84967,-1.79164,-1.79164
13.57,1.80311,1.80311,-1.69727,-1.69727
13.58,1.75589,1.75589,-1.59871,-1.59871
13.59,1.70804,1.70804,-1.496,-1.496
13.6,1.65959,1.65959,-1.38923,-1.38923
13.61,1.61058,1.61058,-1.27845,-1.27845
13.62,1.56104,1.56104,-1.16373,-1.16373
13.63,1.511,1.511,-1.04515,-1.04515
13.64,1.4605,1.4605,-0.922775,-0.922775
13.65,1.40956,1.40956,-0.796691,-0.796691
13.66,1.35824,1.35824,-0.666976,-0.666976
13.67,1.30655,1.30655,-0.533714,-0.533714
13.68,1.25454,1.25454,-0.39699,-0.39699
13.69,1.20225,1.20225,-0.256894,-0.256894
13.7,1.1497,1.1497,-0.113516,-0.113516
13.71,1.09694,1.09694,0.0330489,0.0330489
13.72,1.04399,1.04399,0.182705,0.182705
13.73,0.990911,0.990911,0.335355,0.335355
13.74,0.937723,0.937723,0.490896,0.490896
13.75,0.884467,0.884467,0.649226,0.649226
13.76,0.831181,0.831181,0.810239,0.810239
13.77,0.777902,0.777902,0.973829,0.973829
13.78,0.724667,0.724667,1.13988,1.13988
13.79,0.671514,0.671514,1.3083,1.3083
13.8,0.61848,0.61848,1.47895,1.47895
13.81,0.565603,0.565603,1.65173,1.65173
13.82,0.51292,0.51292,1.82652,1.82652
13.83,0.460469,0.460469,2.0032,2.0032
13.84,0.408286,0.408286,2.18166,2.18166
13.85,0.35641,0.35641,2.36176,2.36176
13.86,0.304877,0.304877,2.54339,2.54339
13.87,0.253724,0.253724,2.72642,2.72642
13.88,0.202988,0.202988,2.91073,2.91073
13.89,0.152704,0.152704,3.09619,3.09619
13.9,0.102911,0.102911,3.28268,3.28268
13.91,0.0536425,0.0536425,3.47005,3.47005
13.92,0.0049353,0.0049353,3.6582,3.6582
13.93,-0.0431754,-0.0431754,3.84697,3.84697
13.94,-0.0906546,-0.0906546,4.03625,4.03625
13.95,-0.137468,-0.137468,4.2259,4.2259
13.96,-0.18358,-0.18358,4.41579,4.41579
13.97,-0.228959,-0.228959,4.60578,4.60578
13.98,-0.273569,-0.273569,4.79574,4.79574
13.99,-0.31738,-0.31738,4.98555,4.98555
14,-0.360357,-0.360357,5.17506,5.17506
14.01,-0.402469,-0.402469,5.36414,5.36414
14.02,-0.443686,-0.443686,5.55266,5.55266
14.03,-0.483975,-0.483975,5.74049,5.74049
14.04,-0.523306,-0.523306,5.92749,5.92749
14.05,-0.561651,-0.561651,6.11352,6.11352
14.06,-0.59898,-0.59898,6.29846,6.29846
14.07,-0.635265,-0.635265,6.48218,6.48218
14.08,-0.670478,-0.670478,6.66454,6.66454
14.09,-0.704592,-0.704592,6.84541,6.84541
14.1,-0.737581,-0.737581,7.02466,7.02466
14.11,-0.76942,-0.76942,7.20216,7.20216
14.12,-0.800083,-0.800083,7.37779,7.37779
14.13,-0.829547,-0.829547,7.55141,7.55141
14.14,-0.857788,-0.857788,7.72291,7.72291
14.15,-0.884785,-0.884785,7.89215,7.89215
14.16,-0.910515,-0.910515,8.05901,8.05901
14.17,-0.934958,-0.934958,8.22337,8.22337
14.18,-0.958093,-0.958093,8.38512,8.38512
14.19,-0.979903,-0.979903,8.54412,8.54412
14.2,-1.00037,-1.00037,8.70027,8.70027
14.21,-1.01947,-1.01947,8.85344,8.85344
14.22,-1.0372,-1.0372,9.00353,9.00353
14.23,-1.05353,-1.05353,9.15042,9.15042
14.24,-1.06846,-1.06846,9.294,9.294
14.25,-1.08197,-1.08197,9.43417,9.43417
14.26,-1.09404,-1.09404,9.57082,9.57082
14.27,-1.10467,-1.10467,9.70384,9.70384
14.28,-1.11384,-1.11384,9.83314,9.83314
14.29,-1.12155,-1.12155,9.95861,9.95861
14.3,-1.12779,-1.12779,10.0802,10.0802
14.31,-1.13254,-1.13254,10.1977,10.1977
14.32,-1.13581,-1.13581,10.3111,10.3111
14.33,-1.13759,-1.13759,10.4204,10.4204
14.34,-1.13787,-1.13787,10.5254,10.5254
14.35,-1.13665,-1.13665,10.626,10.626
14.36,-1.13392,-1.13392,10.7221,10.7221
14.37,-1.1297,-1.1297,10.8138,10.8138
14.38,-1.12397,-1.12397,10.9008,10.9008
14.39,-1.11674,-1.11674,10.9832,10.9832
14.4,-1.108,-1.108,11.0609,11.0609
14.41,-1.09777,-1.09777,11.1338,11.1338
14.42,-1.08604,-1.08604,11.2018,11.2018
14.43,-1.07283,-1.07283,11.2649,11.2649
14.44,-1.05813,-1.05813,11.323,11.323
14.45,-1.04196,-1.04196,11.3761,11.3761
14.46,-1.02432,-1.02432,11.4242,11.4242
14.47,-1.00522,-1.00522,11.4671,11.4671
14.48,-0.984677,-0.984677,11.5049,11.5049
14.49,-0.962696,-0.962696,11.5375,11.5375
14.5,-0.939291,-0.939291,11.5649,11.5649
14.51,-0.914476,-0.914476,11.587,11.587
14.52,-0.888265,-0.888265,11.6039,11.6039
14.53,-0.860674,-0.860674,11.6154,11.6154
14.54,-0.831719,-0.831719,11.6217,11.6217
14.55,-0.801418,-0.801418,11.6225,11.6225
14.56,-0.769788,-0.769788,11.6181,11.6181
14.57,-0.736851,-0.736851,11.6083,11.6083
14.58,-0.702625,-0.702625,11.5931,11.5931
14.59,-0.667132,-0.667132,11.5725,11.5725
14.6,-0.630395,-0.630395,11.5467,11.5467
14.61,-0.592437,-0.592437,11.5154,11.5154
14.62,-0.553281,-0.553281,11.4788,11.4788
14.63,-0.512953,-0.512953,11.4369,11.4369
14.64,-0.471479,-0.471479,11.3897,11.3897
14.65,-0.428885,-0.428885,11.3372,11.3372
14.66,-0.385199,-0.385199,11.2794,11.2794
14.67,-0.340449,-0.340449,11.2164,11.2164
14.68,-0.294664,-0.294664,11.1482,11.1482
14.69,-0.247875,-0.247875,11.0748,11.0748
14.7,-0.200112,-0.200112,10.9964,10.9964
14.71,-0.151407,-0.151407,10.9128,10.9128
14.72,-0.101791,-0.101791,10.8242,10.8242
14.73,-0.0512982,-0.0512982,10.7307,10.7307
14.74,3.83284e-05,3.83284e-05,10.6322,10.6322
14.75,0.0521842,0.0521842,10.5289,10.5289
14.76,0.105105,0.105105,10.4207,10.4207
14.77,0.158764,0.158764,10.3078,10.3078
14.78,0.213126,0.213126,10.1903,10.1903
14.79,0.268154,0.268154,10.0682,10.0682
14.8,0.323811,0.323811,9.94155,9.94155
14.81,0.38006,0.38006,9.81047,9.81047
14.82,0.436861,0.436861,9.67504,9.67504
14.83,0.494176,0.494176,9.53535,9.53535
14.84,0.551967,0.551967,9.39147,9.39147
14.85,0.610193,0.610193,9.24351,9.24351
14.86,0.668815,0.668815,9.09156,9.09156
14.87,0.727791,0.727791,8.93572,8.93572
14.88,0.787083,0.787083,8.77609,8.77609
14.89,0.846647,0.846647,8.61277,8.61277
14.9,0.906445,0.906445,8.44587,8.44587
14.91,0.966433,0.966433,8.2755,8.2755
14.92,1.02657,1.02657,8.10178,8.10178
14.93,1.08681,1.08681,7.92481,7.92481
14.94,1.14712,1.14712,7.74471,7.74471
14.95,1.20746,1.20746,7.56161,7.56161
14.96,1.26777,1.26777,7.37563,7.37563
14.97,1.32802,1.32802,7.18688,7.18688
14.98,1.38817,1.38817,6.99551,6.99551
14.99,1.44817,1.44817,6.80163,6.80163
15,1.50798,1.50798,6.60538,6.60538
15.01,1.56756,1.56756,6.40689,6.40689
15.02,1.62687,1.62687,6.20629,6.20629
15.03,1.68586,1.68586,6.00373,6.00373
15.04,1.7445,1.7445,5.79934,5.79934
15.05,1.80273,1.80273,5.59325,5.59325
15.06,1.86052,1.86052,5.38561,5.38561
15.07,1.91783,1.91783,5.17657,5.17657
15.08,1.97462,1.97462,4.96627,4.96627
15.09,2.03083,2.03083,4.75484,4.75484
15.1,2.08645,2.08645,4.54244,4.54244
15.11,2.14142,2.14142,4.32922,4.32922
15.12,2.1957,2.1957,4.11532,4.11532
15.13,2.24925,2.24925,3.90089,3.90089
15.14,2.30204,2.30204,3.68608,3.68608
15.15,2.35403,2.35403,3.47104,3.47104
15.16,2.40518,2.40518,3.25593,3.25593
15.17,2.45545,2.45545,3.04088,3.04088
15.18,2.5048,2.5048,2.82606,2.82606
15.19,2.55319,2.55319,2.61161,2.61161
15.2,2.6006,2.6006,2.39769,2.39769
15.21,2.64699,2.64699,2.18444,2.18444
15.22,2.69231,2.69231,1.97203,1.97203
15.23,2.73654,2.73654,1.76059,1.76059
15.24,2.77965,2.77965,1.55028,1.55028
15.25,2.8216,2.8216,1.34125,1.34125
15.26,2.86235,2.86235,1.13365,1.13365
15.27,2.90189,2.90189,0.927621,0.927621
15.28,2.94017,2.94017,0.723322,0.723322
15.29,2.97717,2.97717,0.520895,0.520895
15.3,3.01286,3.01286,0.320486,0.320486
15.31,3.04721,3.04721,0.12224,0.12224
15.32,3.0802,3.0802,-0.0736991,-0.0736991
15.33,3.1118,3.1118,-0.267189,-0.267189
15.34,3.14198,3.14198,-0.458089,-0.458089
15.35,3.17072,3.17072,-0.646259,-0.646259
15.36,3.19799,3.19799,-0.831562,-0.831562
15.37,3.22378,3.22378,-1.01386,-1.01386
15.38,3.24807,3.24807,-1.19302,-1.19302
15.39,3.27082,3.27082,-1.36891,-1.36891
15.4,3.29203,3.29203,-1.54141,-1.54141
15.41,3.31168,3.31168,-1.71037,-1.71037
15.42,3.32974,3.32974,-1.87568,-1.87568
15.43,3.34621,3.34621,-2.03721,-2.03721
15.44,3.36106,3.36106,-2.19484,-2.19484
15.45,3.37429,3.37429,-2.34845,-2.34845
15.46,3.38588,3.38588,-2.49793,-2.49793
15.47,3.39582,3.39582,-2.64316,-2.64316
15.48,3.4041,3.4041,-2.78403,-2.78403
15.49,3.41071,3.41071,-2.92043,-2.92043
15.5,3.41563,3.41563,-3.05227,-3.05227
15.51,3.41888,3.41888,-3.17943,-3.17943
15.52,3.42043,3.42043,-3.30181,-3.30181
15.53,3.42029,3.42029,-3.41933,-3.41933
15.54,3.41845,3.41845,-3.53188,-3.53188
15.55,3.4149,3.4149,-3.63938,-3.63938
15.56,3.40966,3.40966,-3.74175,-3.74175
15.57,3.40271,3.40271,-3.83889,-3.83889
15.58,3.39406,3.39406,-3.93074,-3.93074
15.59,3.38371,3.38371,-4.01721,-4.01721
15.6,3.37167,3.37167,-4.09824,-4.09824
15.61,3.35794,3.35794,-4.17375,-4.17375
15.62,3.34252,3.34252,-4.24368,-4.24368
15.63,3.32543,3.32543,-4.30798,-4.30798
15.64,3.30667,3.30667,-4.36657,-4.36657
15.65,3.28625,3.28625,-4.41942,-4.41942
15.66,3.26418,3.26418,-4.46646,-4.46646
15.67,3.24048,3.24048,-4.50767,-4.50767
15.68,3.21515,3.21515,-4.54298,-4.54298
15.69,3.18822,3.18822,-4.57238,-4.57238
15.7,3.1597,3.1597,-4.59581,-4.59581
15.71,3.1296,3.1296,-4.61327,-4.61327
15.72,3.09794,3.09794,-4.62471,-4.62471
15.73,3.06474,3.06474,-4.63013,-4.63013
15.74,3.03002,3.03002,-4.62949,-4.62949
15.75,2.99381,2.99381,-4.6228,-4.6228
15.76,2.95612,2.95612,-4.61005,-4.61005
15.77,2.91698,2.91698,-4.59122,-4.59122
15.78,2.87641,2.87641,-4.56632,-4.56632
15.79,2.83444,2.83444,-4.53536,-4.53536
15.8,2.7911,2.7911,-4.49834,-4.49834
15.81,2.7464,2.7464,-4.45528,-4.45528
15.82,2.70039,2.70039,-4.4062,-4.4062
15.83,2.65309,2.65309,-4.35111,-4.35111
15.84,2.60452,2.60452,-4.29004,-4.29004
15.85,2.55473,2.55473,-4.22303,-4.22303
15.86,2.50375,2.50375,-4.1501,-4.1501
15.87,2.4516,2.4516,-4.0713,-4.0713
15.88,2.39832,2.39832,-3.98667,-3.98667
15.89,2.34395,2.34395,-3.89626,-3.89626
15.9,2.28853,2.28853,-3.80012,-3.80012
15.91,2.23208,2.23208,-3.6983,-3.6983
15.92,2.17465,2.17465,-3.59086,-3.59086
15.93,2.11627,2.11627,-3.47787,-3.47787
15.94,2.05699,2.05699,-3.35939,-3.35939
15.95,1.99684,1.99684,-3.2355,-3.2355
15.96,1.93587,1.93587,-3.10627,-3.10627
15.97,1.87412,1.87412,-2.97179,-2.97179
15.98,1.81162,1.81162,-2.83212,-2.83212
15.99,1.74842,1.74842,-2.68737,-2.68737
16,1.68456,1.68456,-2.53763,-2.53763
16.01,1.62008,1.62008,-2.38298,-2.38298
16.02,1.55504,1.55504,-2.22352,-2.22352
16.03,1.48947,1.48947,-2.05937,-2.05937
16.04,1.42342,1.42342,-1.89062,-1.89062
16.05,1.35694,1.35694,-1.71737,-1.71737
16.06,1.29007,1.29007,-1.53976,-1.53976
16.07,1.22285,1.22285,-1.35788,-1.35788
16.08,1.15533,1.15533,-1.17186,-1.17186
16.09,1.08757,1.08757,-0.981824,-0.981824
16.1,1.0196,1.0196,-0.78789,-0.78789
16.11,0.951473,0.951473,-0.59019,-0.59019
16.12,0.883239,0.883239,-0.388854,-0.388854
16.13,0.814945,0.814945,-0.184016,-0.184016
16.14,0.746637,0.746637,0.0241875,0.0241875
16.15,0.678364,0.678364,0.235618,0.235618
16.16,0.610174,0.610174,0.450133,0.450133
16.17,0.542115,0.542115,0.66759,0.66759
16.18,0.474235,0.474235,0.887841,0.887841
16.19,0.406582,0.406582,1.11074,1.11074
16.2,0.339203,0.339203,1.33613,1.33613
16.21,0.272148,0.272148,1.56386,1.56386
16.22,0.205463,0.205463,1.79378,1.79378
16.23,0.139196,0.139196,2.02573,2.02573
16.24,0.0733941,0.0733941,2.25955,2.25955
16.25,0.00810522,0.00810522,2.49508,2.49508
16.26,-0.0566242,-0.0566242,2.73217,2.73217
16.27,-0.120747,-0.120747,2.97063,2.97063
16.28,-0.184218,-0.184218,3.21032,3.21032
16.29,-0.246991,-0.246991,3.45107,3.45107
16.3,-0.309019,-0.309019,3.6927,3.6927
16.31,-0.370259,-0.370259,3.93506,3.93506
16.32,-0.430665,-0.430665,4.17797,4.17797
16.33,-0.490193,-0.490193,4.42126,4.42126
16.34,-0.5488,-0.5488,4.66477,4.66477
16.35,-0.606443,-0.606443,4.90832,4.90832
16.36,-0.663079,-0.663079,5.15175,5.15175
16.37,-0.718665,-0.718665,5.39487,5.39487
16.38,-0.773162,-0.773162,5.63752,5.63752
16.39,-0.826529,-0.826529,5.87954,5.87954
16.4,-0.878725,-0.878725,6.12074,6.12074
16.41,-0.929711,-0.929711,6.36095,6.36095
16.42,-0.97945,-0.97945,6.60002,6.60002
16.43,-1.0279,-1.0279,6.83775,6.83775
16.44,-1.07503,-1.07503,7.074,7.074
16.45,-1.12081,-1.12081,7.30858,7.30858
16.46,-1.16519,-1.16519,7.54133,7.54133
16.47,-1.20814,-1.20814,7.77208,7.77208
16.48,-1.24964,-1.24964,8.00066,8.00066
16.49,-1.28964,-1.28964,8.22692,8.22692
16.5,-1.32812,-1.32812,8.45068,8.45068
16.51,-1.36504,-1.36504,8.67179,8.67179
16.52,-1.40038,-1.40038,8.89008,8.89008
16.53,-1.43412,-1.43412,9.1054,9.1054
16.54,-1.46621,-1.46621,9.31758,9.31758
16.55,-1.49664,-1.49664,9.52648,9.52648
16.56,-1.52538,-1.52538,9.73193,9.73193
16.57,-1.55241,-1.55241,9.93379,9.93379
16.58,-1.5777,-1.5777,10.1319,10.1319
16.59,-1.60124,-1.60124,10.3261,10.3261
16.6,-1.623,-1.623,10.5163,10.5163
16.61,-1.64296,-1.64296,10.7024,10.7024
16.62,-1.66111,-1.66111,10.8841,10.8841
16.63,-1.67743,-1.67743,11.0613,11.0613
16.64,-1.69191,-1.69191,11.234,11.234
16.65,-1.70453,-1.70453,11.4019,11.4019
16.66,-1.71527,-1.71527,11.565,11.565
16.67,-1.72413,-1.72413,11.7232,11.7232
16.68,-1.7311,-1.7311,11.8762,11.8762
16.69,-1.73617,-1.73617,12.0241,12.0241
16.7,-1.73932,-1.73932,12.1666,12.1666
16.71,-1.74056,-1.74056,12.3037,12.3037
16.72,-1.73988,-1.73988,12.4352,12.4352
16.73,-1.73727,-1.73727,12.5611,12.5611
16.74,-1.73274,-1.73274,12.6813,12.6813
16.75,-1.72628,-1.72628,12.7956,12.7956
16.76,-1.71789,-1.71789,12.9039,12.9039
16.77,-1.70758,-1.70758,13.0063,13.0063
16.78,-1.69534,-1.69534,13.1025,13.1025
16.79,-1.68119,-1.68119,13.1926,13.1926
16.8,-1.66513,-1.66513,13.2764,13.2764
16.81,-1.64716,-1.64716,13.3538,13.3538
16.82,-1.62729,-1.62729,13.4249,13.4249
16.83,-1.60554,-1.60554,13.4895,13.4895
16.84,-1.58192,-1.58192,13.5475,13.5475
16.85,-1.55643,-1.55643,13.599,13.599
16.86,-1.5291,-1.5291,13.6439,13.6439
16.87,-1.49993,-1.49993,13.682,13.682
16.88,-1.46895,-1.46895,13.7135,13.7135
16.89,-1.43617,-1.43617,13.7382,13.7382
16.9,-1.40161,-1.40161,13.7561,13.7561
16.91,-1.36529,-1.36529,13.7672,13.7672
16.92,-1.32724,-1.32724,13.7715,13.7715
16.93,-1.28747,-1.28747,13.769,13.769
16.94,-1.24602,-1.24602,13.7595,13.7595
16.95,-1.2029,-1.2029,13.7432,13.7432
16.96,-1.15814,-1.15814,13.72,13.72
