Time,y1,y2,y3,u1,u2,u3,du1,du2,du3,dx1_est,dx2_est,dx3_est,u1_ideal,u2_ideal,u3_ideal
16,99.5519,51.3193,-0.195498,0.144131,0.612281,0.341797,0.00623228,0.000617743,4.51505e-05,2.20099,0.784513,-0.00167038,0.144321,0.631575,0.391938
17,99.4299,51.2567,-0.194211,0.149983,0.612664,0.341786,0.00585148,0.000382483,-1.04308e-05,2.09916,0.737204,-0.00244855,0.151152,0.629766,0.385279
18,99.3136,51.2014,-0.193104,0.156569,0.613795,0.34159,0.00658691,0.001131,-0.000195771,1.98488,0.675862,0.000271302,0.157602,0.628154,0.379485
19,99.2028,51.1498,-0.191428,0.162896,0.614535,0.341421,0.00632679,0.000740111,-0.000168949,1.87485,0.631052,0.00182336,0.163694,0.626741,0.374442
20,99.0977,51.1116,-0.189982,0.167115,0.614135,0.341539,0.00421835,-0.000400126,0.000117391,1.80104,0.612158,-0.00168202,0.169448,0.625516,0.370051
21,98.9984,51.0807,-0.189585,0.172056,0.61466,0.341426,0.00494112,0.000524998,-0.000113219,1.71509,0.577106,-0.000789798,0.174884,0.624463,0.366226
22,98.9032,51.042,-0.188541,0.177014,0.61468,0.341452,0.00495873,2.0206e-05,2.68221e-05,1.6286,0.54674,-0.00256867,0.180021,0.623564,0.362894
23,98.8125,51.0084,-0.187712,0.182361,0.615505,0.34124,0.00534694,0.000824869,-0.000212461,1.53567,0.509003,-6.07695e-05,0.184877,0.622801,0.359991
24,98.7265,50.9732,-0.186378,0.189467,0.616926,0.340844,0.00710605,0.00142121,-0.000395566,1.4123,0.459016,0.00521826,0.189467,0.622157,0.35746
25,98.6452,50.9471,-0.1843,0.192122,0.615986,0.341052,0.0026543,-0.000940204,0.000207663,1.36547,0.461694,-5.22244e-05,0.193807,0.621616,0.355254
26,98.5702,50.9371,-0.184443,0.197605,0.61731,0.340668,0.00548337,0.00132477,-0.000383854,1.27036,0.423117,0.0053788,0.19791,0.621165,0.353331
27,98.4979,50.9118,-0.182778,0.201309,0.617161,0.340653,0.00370355,-0.000149548,-1.51694e-05,1.20557,0.41338,0.00398791,0.201791,0.62079,0.351653
28,98.4304,50.9017,-0.182245,0.204854,0.61715,0.34065,0.00354502,-1.12057e-05,-3.06964e-06,1.14368,0.396041,0.00287369,0.205461,0.620481,0.35019
29,98.3664,50.8867,-0.181668,0.209122,0.61778,0.340458,0.00426812,0.000630081,-0.000191867,1.06946,0.370429,0.0050265,0.208933,0.620229,0.348913
30,98.3058,50.8695,-0.180589,0.211877,0.617412,0.340553,0.00275527,-0.00036782,9.50992e-05,1.02119,0.36066,0.00228572,0.212217,0.620026,0.347798
31,98.2489,50.8584,-0.180347,0.214276,0.616949,0.340712,0.00239928,-0.000462651,0.000158757,0.979137,0.348376,-0.00121646,0.215324,0.619863,0.346824
32,98.1948,50.8405,-0.180222,0.217581,0.617491,0.340613,0.00330417,0.000541806,-9.88841e-05,0.921788,0.318938,9.04347e-05,0.218264,0.619736,0.345974
33,98.1431,50.8153,-0.179379,0.221313,0.618124,0.340453,0.00373232,0.000633419,-0.0001598,0.85696,0.291421,0.00210073,0.221046,0.619639,0.345231
34,98.0943,50.7966,-0.178372,0.224293,0.618447,0.340356,0.00297973,0.000322223,-9.76026e-05,0.80509,0.27413,0.00294532,0.223678,0.619567,0.344582
35,98.0488,50.7849,-0.177691,0.226418,0.618015,0.340484,0.00212555,-0.000431895,0.000128776,0.767804,0.265984,-9.43826e-05,0.226169,0.619517,0.344014
36,98.006,50.7759,-0.177568,0.227207,0.617178,0.340772,0.000788435,-0.00083667,0.000287533,0.753731,0.262043,-0.00531368,0.228527,0.619484,0.343517
37,97.9653,50.7598,-0.177958,0.229705,0.61784,0.340668,0.00249863,0.000661969,-0.000104278,0.710535,0.2317,-0.00339714,0.230758,0.619467,0.343082
38,97.9256,50.7323,-0.177199,0.233441,0.619396,0.340229,0.00373551,0.00155574,-0.000438601,0.646047,0.198651,0.00371116,0.232871,0.619461,0.342701
39,97.8881,50.7137,-0.175701,0.234299,0.618248,0.340524,0.000858679,-0.00114822,0.000295252,0.630497,0.208374,-0.00239015,0.23487,0.619467,0.342367
40,97.8536,50.7144,-0.176196,0.236718,0.618875,0.340367,0.00241822,0.000626922,-0.000157058,0.588603,0.187572,-9.67505e-06,0.236762,0.61948,0.342074
41,97.8203,50.6985,-0.175448,0.237997,0.618556,0.340459,0.00127888,-0.000319004,9.18508e-05,0.566139,0.183512,-0.00213065,0.238554,0.619501,0.341818
42,97.789,50.6903,-0.175426,0.239063,0.618788,0.340408,0.00106624,0.000232697,-5.14984e-05,0.547654,0.173968,-0.00136795,0.240249,0.619526,0.341592
43,97.7591,50.677,-0.17519,0.239617,0.618368,0.340533,0.000553891,-0.00042063,0.00012511,0.537804,0.173904,-0.00384757,0.241855,0.619557,0.341394
44,97.7301,50.6662,-0.175386,0.241241,0.618783,0.340445,0.00162485,0.000415206,-8.7738e-05,0.509673,0.157719,-0.00244081,0.243375,0.61959,0.34122
45,97.7018,50.6495,-0.174911,0.243363,0.619434,0.340264,0.00212184,0.000651121,-0.000181168,0.47294,0.140664,0.000334494,0.244814,0.619627,0.341066
46,97.6749,50.638,-0.174196,0.244,0.619193,0.340303,0.000636175,-0.000241339,3.87728e-05,0.461687,0.143629,-0.000859281,0.246176,0.619665,0.340931
47,97.6498,50.6344,-0.17427,0.245587,0.619441,0.340224,0.0015872,0.000248253,-7.84397e-05,0.434086,0.134424,4.70563e-05,0.247466,0.619704,0.340812
48,97.6253,50.6266,-0.173869,0.247042,0.619464,0.340207,0.00145519,2.28882e-05,-1.75834e-05,0.408683,0.128272,-0.000178318,0.248687,0.619744,0.340707
49,97.6023,50.6214,-0.173602,0.247856,0.619416,0.340213,0.000813842,-4.72665e-05,6.58631e-06,0.394448,0.125435,-0.000619229,0.249844,0.619784,0.340614
50,97.5807,50.6156,-0.173522,0.248677,0.619071,0.340327,0.00082086,-0.00034529,0.000114053,0.379986,0.121895,-0.00288334,0.250938,0.619825,0.340531
51,97.5599,50.6085,-0.173575,0.2513,0.620546,0.339894,0.00262317,0.00147498,-0.000433147,0.334852,0.097744,0.0043178,0.251975,0.619865,0.340458
52,97.5399,50.5965,-0.172314,0.251175,0.619364,0.340193,-0.00012514,-0.00118226,0.000299335,0.33645,0.113622,-0.0015996,0.252957,0.619905,0.340394
53,97.5219,50.6032,-0.172992,0.252026,0.619505,0.340176,0.000851572,0.000140905,-1.69873e-05,0.321682,0.10478,-0.00134454,0.253886,0.619944,0.340336
54,97.5042,50.5933,-0.172793,0.252993,0.61982,0.34009,0.000966519,0.000315428,-8.60989e-05,0.304961,0.0966012,2.66597e-06,0.254766,0.619982,0.340285
55,97.4873,50.5851,-0.172481,0.253573,0.619394,0.340225,0.000580579,-0.000426054,0.000135005,0.294653,0.095276,-0.0025976,0.2556,0.620019,0.34024
56,97.4712,50.5807,-0.17261,0.254269,0.619567,0.340196,0.000695318,0.000173211,-2.93255e-05,0.282623,0.0874084,-0.00208882,0.256389,0.620055,0.340199
57,97.4557,50.5705,-0.172424,0.255119,0.619939,0.340094,0.000849932,0.000371575,-0.000102401,0.267961,0.079402,-0.000401268,0.257136,0.62009,0.340163
58,97.4409,50.5625,-0.172104,0.25723,0.620523,0.339923,0.00211158,0.000584364,-0.000170201,0.231366,0.0640976,0.00209985,0.257844,0.620124,0.340131
59,97.4267,50.5592,-0.171363,0.257377,0.61979,0.340118,0.000146955,-0.000733793,0.000194877,0.228449,0.0715127,-0.00173435,0.258514,0.620157,0.340102
60,97.4144,50.5627,-0.171732,0.258151,0.620169,0.340014,0.000774354,0.000379086,-0.000104278,0.21511,0.0637979,1.44965e-05,0.259149,0.620189,0.340076
61,97.4024,50.5559,-0.171415,0.259209,0.620691,0.339839,0.00105804,0.000521958,-0.00017494,0.196844,0.0576237,0.00273793,0.25975,0.620219,0.340052
62,97.391,50.5539,-0.170958,0.259212,0.62003,0.339991,2.77162e-06,-0.000661016,0.000151724,0.196448,0.0683286,-0.000437301,0.260319,0.620248,0.340031
63,97.3804,50.558,-0.17132,0.260907,0.620736,0.339789,0.00169486,0.000706434,-0.000201672,0.167185,0.0536815,0.00281574,0.260858,0.620276,0.340012
64,97.3701,50.5527,-0.170611,0.261432,0.620783,0.339731,0.000525326,4.72069e-05,-5.78165e-05,0.157977,0.0568148,0.00334569,0.261368,0.620303,0.339995
65,97.3611,50.5563,-0.170503,0.261523,0.619994,0.339951,9.06587e-05,-0.000788748,0.000219375,0.156031,0.0637394,-0.000853256,0.261851,0.620329,0.339979
66,97.3526,50.5595,-0.170894,0.261504,0.619991,0.339977,-1.95205e-05,-3.8743e-06,2.60174e-05,0.156403,0.0603703,-0.00111647,0.262309,0.620353,0.339965
67,97.3445,50.5521,-0.170938,0.261985,0.620256,0.339927,0.000481486,0.000265598,-4.97103e-05,0.148155,0.0519902,-0.000105014,0.262742,0.620376,0.339952
68,97.3363,50.5448,-0.17073,0.263418,0.621083,0.339673,0.00143343,0.000826716,-0.000253856,0.123485,0.0402039,0.00405351,0.263153,0.620399,0.33994
69,97.3285,50.5411,-0.170019,0.263847,0.620876,0.339684,0.000428349,-0.000206828,1.03116e-05,0.11585,0.0465734,0.003296,0.263541,0.62042,0.33993
70,97.3218,50.5478,-0.170045,0.263112,0.619777,0.340008,-0.000734657,-0.00109923,0.000324845,0.128191,0.0579808,-0.00247557,0.26391,0.62044,0.33992
71,97.3155,50.5508,-0.170779,0.262712,0.619105,0.340291,-0.000400573,-0.000672102,0.000283033,0.135003,0.0528314,-0.0068618,0.264258,0.62046,0.339911
72,97.3089,50.5392,-0.171221,0.264061,0.620357,0.340007,0.00134948,0.00125211,-0.000284702,0.112113,0.0251834,-0.00130045,0.264588,0.620478,0.339903
73,97.3021,50.52,-0.170318,0.265119,0.620801,0.339864,0.0010584,0.000444233,-0.000142306,0.0938199,0.0181918,0.000902156,0.264901,0.620496,0.339895
74,97.2962,50.5181,-0.16987,0.264837,0.619877,0.340133,-0.000282139,-0.000923812,0.000268996,0.0983345,0.0266128,-0.00401381,0.265197,0.620512,0.339888
75,97.2912,50.5216,-0.170398,0.265492,0.620571,0.339957,0.000654787,0.000693738,-0.00017643,0.0872483,0.0144011,-0.000716802,0.265477,0.620528,0.339882
76,97.2861,50.5129,-0.169928,0.266713,0.621302,0.339717,0.00122055,0.000731349,-0.000239938,0.0662332,0.00637901,0.00312991,0.265743,0.620543,0.339876
77,97.2815,50.5134,-0.1693,0.267146,0.621165,0.339695,0.000433147,-0.00013721,-2.15173e-05,0.058529,0.0138254,0.00286344,0.265994,0.620558,0.339871
78,97.2778,50.5229,-0.169277,0.26832,0.621834,0.339442,0.00117445,0.000668526,-0.000253767,0.0382468,0.0110323,0.00670512,0.266232,0.620571,0.339866
79,97.2745,50.5294,-0.168689,0.26713,0.620186,0.339872,-0.00119069,-0.00164807,0.000429839,0.0582295,0.036651,-0.00134917,0.266458,0.620584,0.339861
80,97.2721,50.5435,-0.169781,0.266967,0.620264,0.339884,-0.000162572,7.86185e-05,1.22786e-05,0.0611496,0.0319478,-0.00122289,0.266671,0.620596,0.339857
81,97.2691,50.5354,-0.169798,0.268234,0.621331,0.339583,0.00126678,0.00106639,-0.000300437,0.0395267,0.0159479,0.00405484,0.266874,0.620608,0.339853
82,97.266,50.5288,-0.168994,0.268622,0.621056,0.339633,0.000387698,-0.000274241,4.94421e-05,0.0325967,0.0202904,0.0027504,0.267065,0.620619,0.339849
83,97.2637,50.5362,-0.169041,0.269318,0.621042,0.339626,0.000696748,-1.42455e-05,-6.79493e-06,0.020415,0.0183404,0.00256279,0.267247,0.62063,0.339845
84,97.2618,50.5392,-0.168885,0.269551,0.62072,0.339716,0.000233114,-0.000322223,8.95858e-05,0.0161976,0.0201656,0.00078627,0.267418,0.62064,0.339842
85,97.2606,50.5416,-0.168987,0.269185,0.620322,0.339861,-0.000366718,-0.000397861,0.000145525,0.0224616,0.0208846,-0.00154991,0.267581,0.620649,0.339839
86,97.2596,50.5397,-0.169271,0.268834,0.620362,0.339875,-0.000350684,4.01139e-05,1.37985e-05,0.028635,0.0188061,-0.00147633,0.267735,0.620658,0.339836
87,97.2585,50.5329,-0.169345,0.268544,0.6201,0.339995,-0.000289798,-0.000261962,0.000119865,0.0336359,0.0161434,-0.00323925,0.267881,0.620666,0.339833
88,97.257,50.5272,-0.169547,0.268661,0.620351,0.33997,0.000116706,0.000250995,-2.51234e-05,0.0317757,0.00690342,-0.00239468,0.268019,0.620674,0.339831
89,97.2553,50.5187,-0.169404,0.269078,0.620695,0.33989,0.000417352,0.00034374,-7.99894e-05,0.0246709,-0.000671624,-0.000864253,0.26815,0.620682,0.339829
90,97.2536,50.5141,-0.169144,0.269134,0.62058,0.339917,5.55217e-05,-0.00011462,2.70903e-05,0.0236424,0.000788013,-0.00144025,0.268274,0.620689,0.339826
91,97.2523,50.5142,-0.169189,0.268656,0.620281,0.340019,-0.000477761,-0.000299692,0.00010255,0.031869,0.00336491,-0.0030659,0.268391,0.620696,0.339824
92,97.251,50.5127,-0.169455,0.266914,0.618907,0.340481,-0.00174236,-0.00137335,0.00046128,0.0617533,0.0140837,-0.01057,0.268502,0.620703,0.339822
93,97.2494,50.5076,-0.170541,0.266872,0.619605,0.340376,-4.12762e-05,0.00069803,-0.000105053,0.062917,-0.00478498,-0.00775499,0.268608,0.620709,0.339821
94,97.2465,50.4856,-0.170224,0.266895,0.62005,0.340295,2.21729e-05,0.000444353,-8.04961e-05,0.0627937,-0.0151232,-0.00584232,0.268707,0.620715,0.339819
95,97.2435,50.4744,-0.170016,0.266535,0.619928,0.340349,-0.000359714,-0.000121534,5.34654e-05,0.0690423,-0.0148958,-0.0065679,0.268802,0.62072,0.339817
96,97.2403,50.4698,-0.170171,0.26632,0.619768,0.340432,-0.000215203,-0.000160396,8.39233e-05,0.0727782,-0.0178095,-0.00774018,0.268891,0.620726,0.339816
97,97.2368,50.4639,-0.170308,0.266264,0.61979,0.340459,-5.52237e-05,2.18749e-05,2.67029e-05,0.0737967,-0.0223408,-0.00793427,0.268976,0.620731,0.339814
98,97.2332,50.4564,-0.170319,0.266945,0.620429,0.340294,0.000680655,0.000639141,-0.000165612,0.0622282,-0.0335625,-0.00489073,0.269056,0.620735,0.339813
99,97.2296,50.4496,-0.169855,0.267088,0.620757,0.340152,0.000143141,0.0003286,-0.000141352,0.0598136,-0.0303512,-0.00269962,0.269132,0.62074,0.339812
100,97.2264,50.4514,-0.169675,0.267893,0.6211,0.340001,0.000804394,0.000342607,-0.000151247,0.0458558,-0.0298477,-0.000583481,0.269204,0.620744,0.339811
101,97.2232,50.457,-0.169324,0.267608,0.620847,0.340016,-0.000284612,-0.000252604,1.50204e-05,0.0506321,-0.0182374,-0.00127841,0.269272,0.620748,0.339809
102,97.2207,50.4661,-0.169525,0.267847,0.621252,0.339846,0.000239223,0.000404894,-0.000169903,0.0465654,-0.0152071,0.00135891,0.269337,0.620752,0.339808
103,97.2181,50.471,-0.169287,0.267887,0.621172,0.339791,3.94881e-05,-7.9751e-05,-5.52535e-05,0.0457342,-0.00377133,0.00169737,0.269398,0.620755,0.339807
104,97.2155,50.4803,-0.169329,0.268314,0.621227,0.339718,0.000427514,5.4419e-05,-7.27177e-05,0.0382197,0.00161258,0.00242499,0.269455,0.620759,0.339806
105,97.213,50.4876,-0.169209,0.268454,0.621243,0.339665,0.000139713,1.60336e-05,-5.34058e-05,0.0357221,0.0076292,0.00295425,0.26951,0.620762,0.339806
106,97.2109,50.4946,-0.169179,0.268301,0.620903,0.339729,-0.000152707,-0.000340164,6.42836e-05,0.038189,0.0158729,0.0015061,0.269562,0.620765,0.339805
107,97.2089,50.5011,-0.169389,0.268915,0.620822,0.339749,0.000614136,-8.04663e-05,1.95205e-05,0.0274295,0.0138562,0.000915872,0.269611,0.620768,0.339804
108,97.2069,50.5025,-0.169283,0.270367,0.621921,0.339398,0.00145122,0.00109899,-0.000350595,0.00254638,0.00238146,0.00671797,0.269658,0.620771,0.339803
109,97.2055,50.5026,-0.16841,0.27045,0.621655,0.339395,8.33869e-05,-0.000266731,-3.03984e-06,0.000863118,0.0153149,0.00605172,0.269702,0.620773,0.339802
110,97.2051,50.5165,-0.168525,0.270566,0.621589,0.339362,0.000116229,-6.52075e-05,-3.31104e-05,-0.00126535,0.0225339,0.0061816,0.269744,0.620776,0.339802
111,97.2049,50.5255,-0.168536,0.270847,0.62194,0.33921,0.000281334,0.000350595,-0.000151604,-0.00608729,0.0254066,0.00848645,0.269783,0.620778,0.339801
112,97.2048,50.5329,-0.16831,0.270954,0.621665,0.339227,0.000106931,-0.000275195,1.7345e-05,-0.00816088,0.0357611,0.00758821,0.269821,0.62078,0.339801
113,97.2048,50.5439,-0.168422,0.270576,0.620978,0.339403,-0.000378162,-0.000687122,0.000175714,-0.00189891,0.0463217,0.00422794,0.269856,0.620782,0.3398
114,97.205,50.5504,-0.168847,0.270718,0.62119,0.33936,0.000141382,0.000211895,-4.36306e-05,-0.00424784,0.0414501,0.00515104,0.26989,0.620784,0.339799
115,97.2051,50.5475,-0.168716,0.27071,0.620959,0.33944,-7.86781e-06,-0.00023073,8.01682e-05,-0.00419545,0.0414039,0.00377392,0.269921,0.620786,0.339799
116,97.2053,50.5477,-0.168832,0.270608,0.620817,0.339504,-0.000101328,-0.000141382,6.3926e-05,-0.00245838,0.0397937,0.00281302,0.269952,0.620788,0.339798
117,97.2055,50.5449,-0.168927,0.27138,0.621478,0.339329,0.000771314,0.000660896,-0.000174254,-0.0156031,0.0282708,0.005969,0.26998,0.62079,0.339798
118,97.2056,50.5406,-0.168426,0.272231,0.622222,0.339063,0.000851303,0.00074333,-0.000266582,-0.0301996,0.0253205,0.0102281,0.270007,0.620791,0.339798
119,97.2062,50.5451,-0.167869,0.271313,0.620649,0.339487,-0.000918239,-0.00157273,0.000424623,-0.0149158,0.0466073,0.00232934,0.270033,0.620793,0.339797
120,97.2075,50.5585,-0.168842,0.271854,0.621514,0.339265,0.000541121,0.000865519,-0.000222445,-0.0239365,0.0331304,0.00655296,0.270057,0.620794,0.339797
121,97.2083,50.5509,-0.168301,0.272393,0.621407,0.339292,0.000539362,-0.000107825,2.70605e-05,-0.0334038,0.0317629,0.00584211,0.27008,0.620796,0.339796
122,97.2094,50.555,-0.168218,0.271735,0.62044,0.339599,-0.000658035,-0.000966609,0.000306517,-0.0223137,0.0389253,0.000562641,0.270102,0.620797,0.339796
123,97.211,50.5574,-0.168835,0.27115,0.620251,0.339722,-0.000585407,-0.000189006,0.000123471,-0.012087,0.0337446,-0.000959751,0.270122,0.620798,0.339796
124,97.2122,50.5474,-0.169066,0.271367,0.620947,0.339568,0.000217229,0.000696301,-0.000154078,-0.0155035,0.0205257,0.00225856,0.270142,0.620799,0.339795
125,97.213,50.5362,-0.168681,0.272653,0.622033,0.339238,0.00128618,0.00108606,-0.000330001,-0.0374885,0.00763238,0.00787454,0.27016,0.6208,0.339795
126,97.2137,50.5349,-0.16785,0.272497,0.621625,0.339296,-0.00015676,-0.000408292,5.77271e-05,-0.0350167,0.020124,0.00632204,0.270177,0.620801,0.339795
127,97.2153,50.5474,-0.168084,0.272145,0.620872,0.339512,-0.000351042,-0.000753522,0.000215977,-0.0292289,0.0281006,0.00238468,0.270194,0.620802,0.339795
128,97.2169,50.5536,-0.168525,0.272187,0.620896,0.33953,4.19617e-05,2.42591e-05,1.85966e-05,-0.0299157,0.0240897,0.00224688,0.27021,0.620803,0.339794
129,97.2184,50.5498,-0.1685,0.272625,0.621247,0.33945,0.000437379,0.000351608,-8.03471e-05,-0.0373635,0.0160825,0.00379405,0.270225,0.620804,0.339794
130,97.2199,50.5468,-0.168222,0.272545,0.62085,0.339579,-7.95424e-05,-0.000397027,0.000128657,-0.0361338,0.0176497,0.00153798,0.270239,0.620805,0.339794
131,97.2217,50.5486,-0.168425,0.272878,0.621176,0.339509,0.000333011,0.000325918,-6.91116e-05,-0.0417667,0.00984552,0.00294156,0.270252,0.620806,0.339794
132,97.2235,50.5453,-0.168183,0.273136,0.621695,0.339337,0.00025773,0.000518501,-0.000172228,-0.0460635,0.00759341,0.00588159,0.270265,0.620807,0.339794
133,97.2256,50.5466,-0.167871,0.273803,0.621832,0.339267,0.000666648,0.000136793,-7.01547e-05,-0.0576798,0.00738749,0.00671512,0.270276,0.620807,0.339793
134,97.2277,50.5544,-0.167638,0.273658,0.62142,0.339347,-0.000145167,-0.000411153,7.99e-05,-0.0553823,0.0168372,0.0049305,0.270288,0.620808,0.339793
135,97.2304,50.5632,-0.167865,0.273822,0.621712,0.339249,0.000164539,0.000291467,-9.81987e-05,-0.0581428,0.0156655,0.00659074,0.270298,0.620809,0.339793
136,97.233,50.5662,-0.167683,0.273717,0.621306,0.339353,-0.000105143,-0.000406265,0.000104249,-0.0565073,0.0212484,0.00456325,0.270309,0.620809,0.339793
137,97.2358,50.5727,-0.167897,0.27386,0.621604,0.339251,0.000142723,0.00029856,-0.000102043,-0.0588861,0.0203871,0.00628662,0.270318,0.62081,0.339793
138,97.2385,50.5735,-0.167716,0.273424,0.62134,0.339311,-0.000435919,-0.000264406,5.95152e-05,-0.0514188,0.0270912,0.00516572,0.270327,0.62081,0.339793
139,97.2413,50.5782,-0.167946,0.272601,0.620593,0.339555,-0.000822634,-0.000746906,0.000244826,-0.0373552,0.0331198,0.00110539,0.270336,0.620811,0.339792
140,97.2438,50.5793,-0.168499,0.272197,0.620179,0.339751,-0.000403672,-0.000413597,0.000195593,-0.0303911,0.0277528,-0.00175797,0.270344,0.620811,0.339792
141,97.2457,50.571,-0.168788,0.271511,0.61981,0.339954,-0.000686854,-0.000369251,0.000203401,-0.0184369,0.020595,-0.00449888,0.270352,0.620812,0.339792
142,97.2473,50.5585,-0.169125,0.271829,0.620678,0.339781,0.00031814,0.000867784,-0.000172973,-0.0234961,0.00119103,-0.000692991,0.270359,0.620812,0.339792
143,97.2484,50.5426,-0.168629,0.272162,0.621221,0.339632,0.000333041,0.000542939,-0.000149727,-0.0290565,-0.00579951,0.00206013,0.270366,0.620813,0.339792
144,97.2496,50.5393,-0.168287,0.271835,0.620981,0.339678,-0.000326335,-0.000239611,4.66704e-05,-0.0234986,0.000944701,0.0010953,0.270373,0.620813,0.339792
145,97.2509,50.5433,-0.16848,0.27191,0.620954,0.33969,7.46548e-05,-2.70605e-05,1.15335e-05,-0.0248086,0.000248175,0.000888788,0.270379,0.620813,0.339792
146,97.2519,50.5439,-0.168472,0.271866,0.621119,0.339647,-4.40478e-05,0.000164747,-4.3273e-05,-0.0239601,-0.00142612,0.00174833,0.270385,0.620814,0.339792
147,97.2531,50.5442,-0.168405,0.271113,0.620631,0.339787,-0.000753492,-0.000487626,0.000140756,-0.0110269,0.00631406,-0.000644096,0.27039,0.620814,0.339792
148,97.2541,50.5466,-0.168822,0.270703,0.620181,0.339954,-0.000409216,-0.000449777,0.000166684,-0.00403582,0.00679345,-0.00330811,0.270396,0.620814,0.339791
149,97.2546,50.5426,-0.169133,0.270446,0.620227,0.339991,-0.000257224,4.52399e-05,3.69549e-05,0.000541995,0.000728809,-0.00348208,0.270401,0.620815,0.339791
150,97.2549,50.5335,-0.169173,0.2701,0.620191,0.340045,-0.000346035,-3.58224e-05,5.37634e-05,0.00662412,-0.00331106,-0.0039995,0.270405,0.620815,0.339791
151,97.2549,50.5258,-0.169274,0.2692,0.619322,0.340375,-0.000899673,-0.000869274,0.000330687,0.0220466,-0.00302359,-0.00919978,0.27041,0.620815,0.339791
152,97.2545,50.5185,-0.169905,0.268591,0.619361,0.340461,-0.000608951,3.89218e-05,8.60691e-05,0.0328246,-0.0138734,-0.00976873,0.270414,0.620815,0.339791
153,97.2536,50.5009,-0.170034,0.268356,0.619613,0.340471,-0.000235021,0.000252366,9.38773e-06,0.0371509,-0.0262223,-0.00915422,0.270418,0.620816,0.339791
154,97.2522,50.4855,-0.16997,0.269252,0.620494,0.340262,0.00089553,0.000880837,-0.000208497,0.0219767,-0.0442406,-0.00514296,0.270422,0.620816,0.339791
155,97.2504,50.4748,-0.16933,0.269487,0.621122,0.340031,0.000235468,0.000628531,-0.000231594,0.0180797,-0.0433596,-0.00132724,0.270425,0.620816,0.339791
156,97.2492,50.4761,-0.168978,0.270512,0.62174,0.339776,0.00102457,0.000617445,-0.00025481,0.000369461,-0.0427543,0.00244338,0.270429,0.620816,0.339791
157,97.2481,50.4851,-0.168437,0.269635,0.620848,0.339949,-0.000877023,-0.000891745,0.000172764,0.0151632,-0.0192777,-0.00124445,0.270432,0.620817,0.339791
158,97.2477,50.5009,-0.169083,0.269615,0.620872,0.339914,-1.98483e-05,2.39611e-05,-3.43919e-05,0.0154825,-0.0154959,-0.000834826,0.270435,0.620817,0.339791
159,97.2468,50.5039,-0.169081,0.269036,0.620178,0.340115,-0.000578791,-0.000693977,0.000200301,0.0252743,-0.00702621,-0.00439461,0.270438,0.620817,0.339791
