t,y,error,u
0.000000,0.000000,1.000000,0.150000
0.010000,0.000007,0.999993,0.149993
0.020000,0.000030,0.999970,0.157485
0.030000,0.000067,0.999933,0.171352
0.040000,0.000119,0.999881,0.190635
0.050000,0.000189,0.999811,0.214522
0.060000,0.000278,0.999722,0.242320
0.070000,0.000388,0.999612,0.273441
0.080000,0.000521,0.999479,0.307385
0.090000,0.000682,0.999318,0.343726
0.100000,0.000872,0.999128,0.382102
0.110000,0.001095,0.998905,0.422205
0.120000,0.001354,0.998646,0.463773
0.130000,0.001654,0.998346,0.506583
0.140000,0.001996,0.998004,0.550445
0.150000,0.002385,0.997615,0.595196
0.160000,0.002825,0.997175,0.640699
0.170000,0.003320,0.996680,0.686836
0.180000,0.003872,0.996128,0.733505
0.190000,0.004485,0.995515,0.780621
0.200000,0.005164,0.994836,0.828110
0.210000,0.005912,0.994088,0.875908
0.220000,0.006732,0.993268,0.923961
0.230000,0.007628,0.992372,0.972222
0.240000,0.008604,0.991396,1.020651
0.250000,0.009662,0.990338,1.069212
0.260000,0.010807,0.989193,1.117875
0.270000,0.012043,0.987957,1.166614
0.280000,0.013371,0.986629,1.215404
0.290000,0.014796,0.985204,1.264226
0.300000,0.016320,0.983680,1.313061
0.310000,0.017948,0.982052,1.361894
0.320000,0.019681,0.980319,1.410709
0.330000,0.021524,0.978476,1.459494
0.340000,0.023479,0.976521,1.508238
0.350000,0.025549,0.974451,1.556928
0.360000,0.027737,0.972263,1.605556
0.370000,0.030045,0.969955,1.654112
0.380000,0.032478,0.967522,1.702588
0.390000,0.035036,0.964964,1.750976
0.400000,0.037723,0.962277,1.799268
0.410000,0.040542,0.959458,1.847459
0.420000,0.043495,0.956505,1.895540
0.430000,0.046584,0.953416,1.943507
0.440000,0.049811,0.950189,1.991353
0.450000,0.053180,0.946820,2.039072
0.460000,0.056693,0.943307,2.086659
0.470000,0.060351,0.939649,2.134110
0.480000,0.064156,0.935844,2.181418
0.490000,0.068112,0.931888,2.228581
0.500000,0.072219,0.927781,2.275592
0.510000,0.076480,0.923520,2.322449
0.520000,0.080896,0.919104,2.369146
0.530000,0.085470,0.914530,2.415681
0.540000,0.090204,0.909796,2.462050
0.550000,0.095098,0.904902,2.508250
0.560000,0.100155,0.899845,2.554277
0.570000,0.105376,0.894624,2.600128
0.580000,0.110763,0.889237,2.645802
0.590000,0.116317,0.883683,2.691296
0.600000,0.122040,0.877960,2.736607
0.610000,0.127933,0.872067,2.781734
0.620000,0.133997,0.866003,2.826674
0.630000,0.140233,0.859767,2.871428
0.640000,0.146644,0.853356,2.915992
0.650000,0.153229,0.846771,2.960367
0.660000,0.159990,0.840010,3.004552
0.670000,0.166928,0.833072,3.048546
0.680000,0.174045,0.825955,3.092348
0.690000,0.181340,0.818660,3.135959
0.700000,0.188815,0.811185,3.179379
0.710000,0.196470,0.803530,3.222608
0.720000,0.204307,0.795693,3.265646
0.730000,0.212326,0.787674,3.308495
0.740000,0.220527,0.779473,3.351154
0.750000,0.228912,0.771088,3.393625
0.760000,0.237481,0.762519,3.435909
0.770000,0.246235,0.753765,3.478007
0.780000,0.255173,0.744827,3.519920
0.790000,0.264296,0.735704,3.561649
0.800000,0.273606,0.726394,3.603195
0.810000,0.283101,0.716899,3.644561
0.820000,0.292783,0.707217,3.685746
0.830000,0.302652,0.697348,3.726752
0.840000,0.312707,0.687293,3.767580
0.850000,0.322949,0.677051,3.808231
0.860000,0.333379,0.666621,3.848705
0.870000,0.343996,0.656004,3.889003
0.880000,0.354800,0.645200,3.929125
0.890000,0.365791,0.634209,3.969071
0.900000,0.376970,0.623030,4.008840
0.910000,0.388336,0.611664,4.048430
0.920000,0.399889,0.600111,4.087841
0.930000,0.411629,0.588371,4.127071
0.940000,0.423556,0.576444,4.166117
0.950000,0.435669,0.564331,4.204974
0.960000,0.447969,0.552031,4.243641
0.970000,0.460455,0.539545,4.282110
0.980000,0.473127,0.526873,4.320378
0.990000,0.485984,0.514016,4.358437
1.000000,0.499026,0.500974,4.396279
1.010000,0.512253,0.487747,4.433895
1.020000,0.525664,0.474336,4.471277
1.030000,0.539258,0.460742,4.508412
1.040000,0.553036,0.446964,4.545287
1.050000,0.566996,0.433004,4.581890
1.060000,0.581139,0.418861,4.618204
1.070000,0.595462,0.404538,4.654213
1.080000,0.609966,0.390034,4.689897
1.090000,0.624651,0.375349,4.725236
1.100000,0.639514,0.360486,4.760208
1.110000,0.654556,0.345444,4.794787
1.120000,0.669775,0.330225,4.828948
1.130000,0.685170,0.314830,4.862662
1.140000,0.700741,0.299259,4.895897
1.150000,0.716487,0.283513,4.928621
1.160000,0.732407,0.267593,4.960796
1.170000,0.748499,0.251501,4.992385
1.180000,0.764762,0.235238,5.023346
1.190000,0.781195,0.218805,5.053635
1.200000,0.797797,0.202203,5.083205
1.210000,0.814566,0.185434,5.112005
1.220000,0.831501,0.168499,5.139982
1.230000,0.848601,0.151399,5.167079
1.240000,0.865864,0.134136,5.193236
1.250000,0.883287,0.116713,5.218389
1.260000,0.900870,0.099130,5.242471
1.270000,0.918611,0.081389,5.265411
1.280000,0.936507,0.063493,5.287133
1.290000,0.954557,0.045443,5.307559
1.300000,0.972758,0.027242,5.326606
1.310000,0.991108,0.008892,5.344186
1.320000,1.009605,-0.009605,5.360208
1.330000,1.028246,-0.028246,5.374575
1.340000,1.047028,-0.047028,5.387189
1.350000,1.065949,-0.065949,5.397943
1.360000,1.085005,-0.085005,5.406728
1.370000,1.104194,-0.104194,5.413431
1.380000,1.123512,-0.123512,5.417931
1.390000,1.142956,-0.142956,5.420107
1.400000,1.162522,-0.162522,5.419828
1.410000,1.182206,-0.182206,5.416962
1.420000,1.202004,-0.202004,5.411371
1.430000,1.221912,-0.221912,5.402911
1.440000,1.241925,-0.241925,5.391435
1.450000,1.262039,-0.262039,5.376789
1.460000,1.282248,-0.282248,5.358818
1.470000,1.302548,-0.302548,5.337357
1.480000,1.322932,-0.322932,5.312241
1.490000,1.343396,-0.343396,5.283299
1.500000,1.363932,-0.363932,5.250355
1.510000,1.384535,-0.384535,5.213229
1.520000,1.405198,-0.405198,5.171738
1.530000,1.425913,-0.425913,5.125695
1.540000,1.446674,-0.446674,5.074909
1.550000,1.467473,-0.467473,5.019186
1.560000,1.488301,-0.488301,4.958329
1.570000,1.509150,-0.509150,4.892139
1.580000,1.530012,-0.530012,4.820415
1.590000,1.550876,-0.550876,4.742955
1.600000,1.571734,-0.571734,4.659554
1.610000,1.592574,-0.592574,4.570009
1.620000,1.613387,-0.613387,4.474114
1.630000,1.634162,-0.634162,4.371668
1.640000,1.654886,-0.654886,4.262467
1.650000,1.675548,-0.675548,4.146313
1.660000,1.696136,-0.696136,4.023007
1.670000,1.716637,-0.716637,3.892359
1.680000,1.737036,-0.737036,3.754179
1.690000,1.757320,-0.757320,3.608285
1.700000,1.777475,-0.777475,3.454503
1.710000,1.797484,-0.797484,3.292665
1.720000,1.817334,-0.817334,3.122613
1.730000,1.837007,-0.837007,2.944199
1.740000,1.856486,-0.856486,2.757287
1.750000,1.875755,-0.875755,2.561753
1.760000,1.894796,-0.894796,2.357489
1.770000,1.913589,-0.913589,2.144402
1.780000,1.932116,-0.932116,1.922416
1.790000,1.950358,-0.950358,1.691473
1.800000,1.968294,-0.968294,1.451536
1.810000,1.985904,-0.985904,1.202591
1.820000,2.003165,-1.003165,0.944645
1.830000,2.020057,-1.020057,0.677732
1.840000,2.036558,-1.036558,0.401911
1.850000,2.052644,-1.052644,0.117270
1.860000,2.068291,-1.068291,-0.176074
1.870000,2.083477,-1.083477,-0.477971
1.880000,2.098177,-1.098177,-0.788240
1.890000,2.112367,-1.112367,-1.106667
1.900000,2.126020,-1.126020,-1.433000
1.910000,2.139113,-1.139113,-1.766952
1.920000,2.151618,-1.151618,-2.108197
1.930000,2.163511,-1.163511,-2.456372
1.940000,2.174764,-1.174764,-2.811072
1.950000,2.185352,-1.185352,-3.171854
1.960000,2.195247,-1.195247,-3.538232
1.970000,2.204423,-1.204423,-3.909680
1.980000,2.212854,-1.212854,-4.285630
1.990000,2.220511,-1.220511,-4.665473
2.000000,2.227369,-1.227369,-5.048559
2.010000,2.233401,-1.233401,-5.434197
2.020000,2.238580,-1.238580,-5.821658
2.030000,2.242881,-1.242881,-6.210173
2.040000,2.246278,-1.246278,-6.598938
2.050000,2.248744,-1.248744,-6.987113
2.060000,2.250256,-1.250256,-7.373824
2.070000,2.250788,-1.250788,-7.758169
2.080000,2.250318,-1.250318,-8.139216
2.090000,2.248823,-1.248823,-8.516011
2.100000,2.246279,-1.246279,-8.887576
2.110000,2.242667,-1.242667,-9.252918
2.120000,2.237966,-1.237966,-9.611029
2.130000,2.232156,-1.232156,-9.960893
2.140000,2.225221,-1.225221,-10.301489
2.150000,2.217142,-1.217142,-10.631797
2.160000,2.207906,-1.207906,-10.950800
2.170000,2.197497,-1.197497,-11.257496
2.180000,2.185904,-1.185904,-11.550893
2.190000,2.173116,-1.173116,-11.830027
2.200000,2.159123,-1.159123,-12.093955
2.210000,2.143918,-1.143918,-12.341770
2.220000,2.127495,-1.127495,-12.572602
2.230000,2.109851,-1.109851,-12.785624
2.240000,2.090983,-1.090983,-12.980058
2.250000,2.070892,-1.070892,-13.155180
2.260000,2.049580,-1.049580,-13.310324
2.270000,2.027050,-1.027050,-13.444887
2.280000,2.003310,-1.003310,-13.558334
2.290000,1.978366,-0.978366,-13.650201
2.300000,1.952230,-0.952230,-13.720097
2.310000,1.924915,-0.924915,-13.767711
2.320000,1.896434,-0.896434,-13.792809
2.330000,1.866804,-0.866804,-13.795241
2.340000,1.836045,-0.836045,-13.774938
2.350000,1.804178,-0.804178,-13.731915
2.360000,1.771225,-0.771225,-13.666270
2.370000,1.737211,-0.737211,-13.578184
2.380000,1.702164,-0.702164,-13.467920
2.390000,1.666112,-0.666112,-13.335818
2.400000,1.629086,-0.629086,-13.182297
2.410000,1.591119,-0.591119,-13.007849
2.420000,1.552245,-0.552245,-12.813037
2.430000,1.512500,-0.512500,-12.598489
2.440000,1.471922,-0.471922,-12.364894
2.450000,1.430548,-0.430548,-12.112997
2.460000,1.388421,-0.388421,-11.843594
2.470000,1.345580,-0.345580,-11.557525
2.480000,1.302069,-0.302069,-11.255670
2.490000,1.257932,-0.257932,-10.938938
2.500000,1.213213,-0.213213,-10.608267
2.510000,1.167958,-0.167958,-10.264612
2.520000,1.122213,-0.122213,-9.908941
2.530000,1.076024,-0.076024,-9.542229
2.540000,1.029439,-0.029439,-9.165449
2.550000,0.982506,0.017494,-8.779568
2.560000,0.935273,0.064727,-8.385542
2.570000,0.887787,0.112213,-7.984307
2.580000,0.840098,0.159902,-7.576776
2.590000,0.792252,0.207748,-7.163836
2.600000,0.744299,0.255701,-6.746337
2.610000,0.696286,0.303714,-6.325097
2.620000,0.648261,0.351739,-5.900890
2.630000,0.600271,0.399729,-5.474449
2.640000,0.552363,0.447637,-5.046460
2.650000,0.504582,0.495418,-4.617563
2.660000,0.456975,0.543025,-4.188348
2.670000,0.409587,0.590413,-3.759356
2.680000,0.362462,0.637538,-3.331076
2.690000,0.315643,0.684357,-2.903948
2.700000,0.269174,0.730826,-2.478365
2.710000,0.223097,0.776903,-2.054669
2.720000,0.177452,0.822548,-1.633157
2.730000,0.132281,0.867719,-1.214080
2.740000,0.087622,0.912378,-0.797649
2.750000,0.043514,0.956486,-0.384035
2.760000,-0.000005,1.000005,0.026628
2.770000,-0.042898,1.042898,0.434240
2.780000,-0.085130,1.085130,0.838727
2.790000,-0.126665,1.126665,1.240044
2.800000,-0.167469,1.167469,1.638167
2.810000,-0.207510,1.207510,2.033089
2.820000,-0.246755,1.246755,2.424818
2.830000,-0.285173,1.285173,2.813371
2.840000,-0.322732,1.322732,3.198771
2.850000,-0.359404,1.359404,3.581042
2.860000,-0.395160,1.395160,3.960207
2.870000,-0.429971,1.429971,4.336283
2.880000,-0.463811,1.463811,4.709274
2.890000,-0.496652,1.496652,5.079173
2.900000,-0.528471,1.528471,5.445958
2.910000,-0.559241,1.559241,5.809582
2.920000,-0.588939,1.588939,6.169979
2.930000,-0.617542,1.617542,6.527057
2.940000,-0.645027,1.645027,6.880695
2.950000,-0.671373,1.671373,7.230744
2.960000,-0.696558,1.696558,7.577020
2.970000,-0.720564,1.720564,7.919310
2.980000,-0.743370,1.743370,8.257365
2.990000,-0.764959,1.764959,8.590902
3.000000,-0.785312,1.785312,8.919602
3.010000,-0.804414,1.804414,9.243112
3.020000,-0.822248,1.822248,9.561045
3.030000,-0.838799,1.838799,9.872979
3.040000,-0.854054,1.854054,10.178461
3.050000,-0.867999,1.867999,10.477006
3.060000,-0.880623,1.880623,10.768100
3.070000,-0.891915,1.891915,11.051204
3.080000,-0.901863,1.901863,11.325753
3.090000,-0.910461,1.910461,11.591161
3.100000,-0.917700,1.917700,11.846824
3.110000,-0.923574,1.923574,12.092123
3.120000,-0.928077,1.928077,12.326429
3.130000,-0.931206,1.931206,12.549106
3.140000,-0.932958,1.932958,12.759514
3.150000,-0.933331,1.933331,12.957016
3.160000,-0.932327,1.932327,13.140980
3.170000,-0.929946,1.929946,13.310784
3.180000,-0.926192,1.926192,13.465823
3.190000,-0.921070,1.921070,13.605509
3.200000,-0.914585,1.914585,13.729280
3.210000,-0.906746,1.906746,13.836602
3.220000,-0.897562,1.897562,13.926975
3.230000,-0.887044,1.887044,13.999934
3.240000,-0.875205,1.875205,14.055057
3.250000,-0.862060,1.862060,14.091968
3.260000,-0.847624,1.847624,14.110337
3.270000,-0.831916,1.831916,14.109887
3.280000,-0.814955,1.814955,14.090395
3.290000,-0.796762,1.796762,14.051697
3.300000,-0.777362,1.777362,13.993686
3.310000,-0.756778,1.756778,13.916316
3.320000,-0.735037,1.735037,13.819603
3.330000,-0.712167,1.712167,13.703626
3.340000,-0.688198,1.688198,13.568527
3.350000,-0.663160,1.663160,13.414509
3.360000,-0.637088,1.637088,13.241838
3.370000,-0.610015,1.610015,13.050842
3.380000,-0.581976,1.581976,12.841905
3.390000,-0.553010,1.553010,12.615470
3.400000,-0.523154,1.523154,12.372033
3.410000,-0.492448,1.492448,12.112145
3.420000,-0.460933,1.460933,11.836400
3.430000,-0.428651,1.428651,11.545440
3.440000,-0.395644,1.395644,11.239948
3.450000,-0.361956,1.361956,10.920643
3.460000,-0.327633,1.327633,10.588275
3.470000,-0.292719,1.292719,10.243625
3.480000,-0.257260,1.257260,9.887494
3.490000,-0.221303,1.221303,9.520705
3.500000,-0.184895,1.184895,9.144093
3.510000,-0.148083,1.148083,8.758502
3.520000,-0.110916,1.110916,8.364784
3.530000,-0.073440,1.073440,7.963789
3.540000,-0.035703,1.035703,7.556364
3.550000,0.002245,0.997755,7.143349
3.560000,0.040358,0.959642,6.725571
3.570000,0.078589,0.921411,6.303844
3.580000,0.116888,0.883112,5.878962
3.590000,0.155210,0.844790,5.451698
3.600000,0.193509,0.806491,5.022804
3.610000,0.231736,0.768264,4.593001
3.620000,0.269848,0.730152,4.162987
3.630000,0.307799,0.692201,3.733428
3.640000,0.345546,0.654454,3.304959
3.650000,0.383043,0.616957,2.878185
3.660000,0.420250,0.579750,2.453678
3.670000,0.457124,0.542876,2.031979
3.680000,0.493623,0.506377,1.613595
3.690000,0.529709,0.470291,1.199003
3.700000,0.565342,0.434658,0.788649
3.710000,0.600484,0.399516,0.382951
3.720000,0.635099,0.364901,-0.017706
3.730000,0.669150,0.330850,-0.412960
3.740000,0.702602,0.297398,-0.802475
3.750000,0.735423,0.264577,-1.185942
3.760000,0.767580,0.232420,-1.563070
3.770000,0.799041,0.200959,-1.933590
3.780000,0.829776,0.170224,-2.297251
3.790000,0.859757,0.140243,-2.653817
3.800000,0.888956,0.111044,-3.003067
3.810000,0.917346,0.082654,-3.344790
3.820000,0.944901,0.055099,-3.678788
3.830000,0.971599,0.028401,-4.004869
3.840000,0.997416,0.002584,-4.322846
3.850000,1.022330,-0.022330,-4.632540
3.860000,1.046322,-0.046322,-4.933772
3.870000,1.069371,-0.069371,-5.226365
3.880000,1.091460,-0.091460,-5.510145
3.890000,1.112573,-0.112573,-5.784934
3.900000,1.132693,-0.132693,-6.050553
3.910000,1.151807,-0.151807,-6.306823
3.920000,1.169902,-0.169902,-6.553559
3.930000,1.186965,-0.186965,-6.790575
3.940000,1.202987,-0.202987,-7.017681
3.950000,1.217957,-0.217957,-7.234684
3.960000,1.231869,-0.231869,-7.441387
3.970000,1.244715,-0.244715,-7.637592
3.980000,1.256489,-0.256489,-7.823099
3.990000,1.267188,-0.267188,-7.997706
4.000000,1.276808,-0.276808,-8.161212
4.010000,1.285348,-0.285348,-8.313415
4.020000,1.292807,-0.292807,-8.454117
4.030000,1.299185,-0.299185,-8.583123
4.040000,1.304484,-0.304484,-8.700243
4.050000,1.308709,-0.308709,-8.805294
4.060000,1.311863,-0.311863,-8.898099
4.070000,1.313951,-0.313951,-8.978494
4.080000,1.314982,-0.314982,-9.046323
4.090000,1.314963,-0.314963,-9.101445
4.100000,1.313903,-0.313903,-9.143733
4.110000,1.311814,-0.311814,-9.173077
4.120000,1.308707,-0.308707,-9.189383
