Time,y1,y2,y3,u1,u2,u3,du1,du2,du3
0,145,131,-0.0856377,0.64589,0.94447,0.751568,0.05,0.05,-0.0367215
1,145,131,-0.0380638,0.64589,0.94447,0.767204,0,0,0.015635
2,145.009,132.201,-0.0384087,0.64589,0.94447,0.765549,0,0,-0.00165474
3,145.016,133.283,-0.038509,0.64589,0.94447,0.76554,0,0,-8.58307e-06
4,145.024,134.258,-0.0386314,0.64589,0.94447,0.765519,0,0,-2.11596e-05
5,145.031,135.136,-0.0387531,0.64589,0.94447,0.765499,0,0,-2.02656e-05
6,145.038,135.927,-0.0388737,0.64589,0.94447,0.765479,0,0,-2.00272e-05
7,145.045,136.64,-0.0389938,0.64589,0.94447,0.765459,0,0,-2.00272e-05
8,145.052,137.282,-0.0391132,0.64589,0.94447,0.765439,0,0,-1.98483e-05
9,145.059,137.861,-0.0392311,0.64589,0.94447,0.765419,0,0,-1.96099e-05
10,145.066,138.383,-0.0393486,0.64589,0.94447,0.7654,0,0,-1.95503e-05
11,145.073,138.853,-0.0394653,0.64589,0.94447,0.76538,0,0,-1.94311e-05
12,145.08,139.277,-0.0395809,0.64589,0.94447,0.765361,0,0,-1.92523e-05
13,145.087,139.66,-0.0396961,0.64589,0.94447,0.765342,0,0,-1.91927e-05
14,145.094,140.005,-0.0398098,0.64589,0.94447,0.765323,0,0,-1.88947e-05
15,145.101,140.316,-0.0399231,0.64589,0.94447,0.765304,0,0,-1.88351e-05
16,145.108,140.597,-0.0400356,0.64589,0.94447,0.765285,0,0,-1.87755e-05
17,145.115,140.851,-0.0401466,0.64589,0.94447,0.765267,0,0,-1.84178e-05
18,145.122,141.08,-0.0402573,0.64589,0.94447,0.765248,0,0,-1.84178e-05
19,145.129,141.286,-0.0403667,0.64589,0.94447,0.76523,0,0,-1.8239e-05
20,145.136,141.473,-0.0404755,0.64589,0.94447,0.765212,0,0,-1.80602e-05
21,145.143,141.642,-0.0405834,0.64589,0.94447,0.765194,0,0,-1.80006e-05
22,145.15,141.795,-0.0406902,0.64589,0.94447,0.765176,0,0,-1.77622e-05
23,145.156,141.934,-0.0407963,0.64589,0.94447,0.765159,0,0,-1.7643e-05
24,145.163,142.059,-0.0409012,0.64589,0.94447,0.765141,0,0,-1.74642e-05
25,145.17,142.172,-0.0410053,0.64589,0.94447,0.765124,0,0,-1.72853e-05
26,145.177,142.275,-0.0411083,0.64589,0.94447,0.765107,0,0,-1.71661e-05
27,145.183,142.369,-0.0412109,0.64589,0.94447,0.76509,0,0,-1.71065e-05
28,145.19,142.453,-0.0413124,0.64589,0.94447,0.765073,0,0,-1.68681e-05
29,145.197,142.53,-0.0414127,0.64589,0.94447,0.765056,0,0,-1.66297e-05
30,145.203,142.6,-0.0415119,0.64589,0.94447,0.76504,0,0,-1.65105e-05
31,145.21,142.664,-0.0416107,0.64589,0.94447,0.765023,0,0,-1.64509e-05
32,145.217,142.722,-0.041708,0.64589,0.94447,0.765007,0,0,-1.61529e-05
33,145.223,142.775,-0.0418045,0.64589,0.94447,0.764991,0,0,-1.60933e-05
34,145.23,142.824,-0.0419003,0.64589,0.94447,0.764975,0,0,-1.59144e-05
35,145.236,142.868,-0.0419949,0.64589,0.94447,0.764959,0,0,-1.57356e-05
36,145.243,142.909,-0.0420887,0.64589,0.94447,0.764944,0,0,-1.56164e-05
37,145.249,142.946,-0.042181,0.64589,0.94447,0.764928,0,0,-1.53184e-05
38,145.256,142.981,-0.0422726,0.64589,0.94447,0.764913,0,0,-1.52588e-05
39,145.262,143.012,-0.0423637,0.64589,0.94447,0.764898,0,0,-1.51992e-05
40,145.269,143.041,-0.042453,0.64589,0.94447,0.764883,0,0,-1.4782e-05
41,145.275,143.068,-0.0425419,0.64589,0.94447,0.764868,0,0,-1.4782e-05
42,145.281,143.093,-0.0426296,0.64589,0.94447,0.764854,0,0,-1.46031e-05
43,145.288,143.116,-0.0427166,0.64589,0.94447,0.764839,0,0,-1.44839e-05
44,145.294,143.138,-0.042802,0.64589,0.94447,0.764825,0,0,-1.41859e-05
45,145.3,143.158,-0.0428867,0.64589,0.94447,0.764811,0,0,-1.40667e-05
46,145.307,143.177,-0.0429707,0.64589,0.94447,0.764797,0,0,-1.40071e-05
47,145.313,143.194,-0.0430534,0.64589,0.94447,0.764783,0,0,-1.37091e-05
48,145.319,143.211,-0.0431351,0.64589,0.94447,0.76477,0,0,-1.35899e-05
49,145.326,143.227,-0.0432156,0.64589,0.94447,0.764756,0,0,-1.33514e-05
50,145.332,143.241,-0.0432953,0.64589,0.94447,0.764743,0,0,-1.32918e-05
51,145.338,143.255,-0.0433735,0.64589,0.94447,0.76473,0,0,-1.29938e-05
52,145.344,143.269,-0.0434505,0.64589,0.94447,0.764717,0,0,-1.2815e-05
53,145.35,143.281,-0.0435276,0.64589,0.94447,0.764705,0,0,-1.2815e-05
54,145.356,143.293,-0.0436028,0.64589,0.94447,0.764692,0,0,-1.24574e-05
55,145.363,143.305,-0.0436771,0.64589,0.94447,0.76468,0,0,-1.23978e-05
56,145.369,143.316,-0.04375,0.64589,0.94447,0.764668,0,0,-1.20997e-05
57,145.375,143.326,-0.0438225,0.64589,0.94447,0.764656,0,0,-1.20401e-05
58,145.381,143.337,-0.0438934,0.64589,0.94447,0.764644,0,0,-1.18017e-05
59,145.387,143.346,-0.0439632,0.64589,0.94447,0.764632,0,0,-1.15633e-05
60,145.393,143.356,-0.0440323,0.64589,0.94447,0.764621,0,0,-1.15037e-05
61,145.399,143.365,-0.0440998,0.64589,0.94447,0.764609,0,0,-1.12057e-05
62,145.405,143.374,-0.0441669,0.64589,0.94447,0.764598,0,0,-1.11461e-05
63,145.411,143.383,-0.0442326,0.64589,0.94447,0.764587,0,0,-1.09076e-05
64,145.417,143.392,-0.044297,0.64589,0.94447,0.764577,0,0,-1.07288e-05
65,145.423,143.4,-0.04436,0.64589,0.94447,0.764566,0,0,-1.04308e-05
66,145.429,143.408,-0.0444225,0.64589,0.94447,0.764556,0,0,-1.03712e-05
67,145.435,143.416,-0.0444836,0.64589,0.94447,0.764546,0,0,-1.01328e-05
68,145.44,143.424,-0.0445438,0.64589,0.94447,0.764536,0,0,-1.00136e-05
69,145.446,143.432,-0.044603,0.64589,0.94447,0.764526,0,0,-9.83477e-06
70,145.452,143.439,-0.0446606,0.64589,0.94447,0.764516,0,0,-9.53674e-06
71,145.458,143.447,-0.0447174,0.64589,0.94447,0.764507,0,0,-9.47714e-06
72,145.464,143.454,-0.0447727,0.64589,0.94447,0.764498,0,0,-9.17912e-06
73,145.469,143.462,-0.0448273,0.64589,0.94447,0.764489,0,0,-9.05991e-06
74,145.475,143.469,-0.0448803,0.64589,0.94447,0.76448,0,0,-8.76188e-06
75,145.481,143.476,-0.0449326,0.64589,0.94447,0.764471,0,0,-8.70228e-06
76,145.487,143.483,-0.0449833,0.64589,0.94447,0.764463,0,0,-8.40425e-06
77,145.492,143.49,-0.0450333,0.64589,0.94447,0.764454,0,0,-8.28505e-06
78,145.498,143.497,-0.0450817,0.64589,0.94447,0.764446,0,0,-8.04663e-06
79,145.504,143.504,-0.045129,0.64589,0.94447,0.764439,0,0,-7.80821e-06
80,145.509,143.511,-0.0451752,0.64589,0.94447,0.764431,0,0,-7.689e-06
81,145.515,143.517,-0.0452206,0.64589,0.94447,0.764423,0,0,-7.51019e-06
82,145.521,143.524,-0.0452644,0.64589,0.94447,0.764416,0,0,-7.27177e-06
83,145.526,143.531,-0.0453072,0.64589,0.94447,0.764409,0,0,-7.09295e-06
84,145.532,143.537,-0.0453487,0.64589,0.94447,0.764402,0,0,-6.91414e-06
85,145.537,143.544,-0.0453888,0.64589,0.94447,0.764396,0,0,-6.61612e-06
86,145.543,143.55,-0.0454281,0.64589,0.94447,0.764389,0,0,-6.49691e-06
87,145.548,143.557,-0.0454655,0.64589,0.94447,0.764383,0,0,-6.19888e-06
88,145.554,143.563,-0.0455025,0.64589,0.94447,0.764377,0,0,-6.13928e-06
89,145.559,143.57,-0.0455379,0.64589,0.94447,0.764371,0,0,-5.84126e-06
90,145.565,143.576,-0.0455723,0.64589,0.94447,0.764365,0,0,-5.72205e-06
91,145.57,143.582,-0.0456051,0.64589,0.94447,0.76436,0,0,-5.36442e-06
92,145.576,143.589,-0.0456371,0.64589,0.94447,0.764354,0,0,-5.36442e-06
93,145.581,143.595,-0.0456676,0.64589,0.94447,0.764349,0,0,-5.00679e-06
94,145.586,143.601,-0.0456963,0.64589,0.94447,0.764345,0,0,-4.70877e-06
95,145.592,143.608,-0.0457249,0.64589,0.94447,0.76434,0,0,-4.76837e-06
96,145.597,143.614,-0.0457516,0.64589,0.94447,0.764336,0,0,-4.41074e-06
97,145.602,143.62,-0.0457768,0.64589,0.94447,0.764331,0,0,-4.11272e-06
98,145.608,143.626,-0.0458012,0.64589,0.94447,0.764327,0,0,-4.05312e-06
99,145.613,143.632,-0.0458244,0.64589,0.94447,0.764324,0,0,-3.8147e-06
100,145.618,143.638,-0.0458462,0.64589,0.94447,0.76432,0,0,-3.57628e-06
101,145.624,143.644,-0.0458668,0.64589,0.94447,0.764317,0,0,-3.39746e-06
102,145.629,143.65,-0.0458858,0.64589,0.94447,0.764313,0,0,-3.15905e-06
103,145.634,143.656,-0.0459038,0.64589,0.94447,0.76431,0,0,-2.92063e-06
104,145.639,143.662,-0.0459202,0.64589,0.94447,0.764308,0,0,-2.68221e-06
105,145.644,143.668,-0.0459358,0.64589,0.94447,0.764305,0,0,-2.6226e-06
106,145.65,143.674,-0.0459499,0.64589,0.94447,0.764303,0,0,-2.26498e-06
107,145.655,143.68,-0.0459625,0.64589,0.94447,0.764301,0,0,-2.08616e-06
108,145.66,143.686,-0.0459744,0.64589,0.94447,0.764299,0,0,-1.90735e-06
109,145.665,143.692,-0.0459843,0.64589,0.94447,0.764297,0,0,-1.60933e-06
110,145.67,143.698,-0.0459927,0.64589,0.94447,0.764296,0,0,-1.3113e-06
111,145.675,143.704,-0.0460007,0.64589,0.94447,0.764295,0,0,-1.37091e-06
