Time,y1,y2,y3,u1,u2,u3,du1,du2,du3
118,74.7201,15.3248,-0.0978439,0.192067,0.38307,0.193816,-0.00109506,-0.000133008,0.000366837
119,74.7765,15.3264,-0.0973389,0.190912,0.382939,0.194183,-0.00115573,-0.0001311,0.000366554
120,74.8319,15.3279,-0.0968483,0.189701,0.38281,0.194549,-0.00121109,-0.000129104,0.0003663
121,74.8861,15.3293,-0.0963711,0.188439,0.382683,0.194915,-0.00126113,-0.000126868,0.000365973
122,74.9392,15.3306,-0.0959057,0.187132,0.382558,0.195281,-0.00130725,-0.000124425,0.000365615
123,74.991,15.3318,-0.0954506,0.185784,0.382436,0.195646,-0.00134805,-0.000121951,0.000365183
124,75.0415,15.3329,-0.0950058,0.184399,0.382317,0.196011,-0.00138512,-0.000119478,0.00036481
125,75.0908,15.3339,-0.0945694,0.182982,0.3822,0.196375,-0.00141712,-0.000116825,0.000364318
126,75.1387,15.3348,-0.0941402,0.181536,0.382086,0.196739,-0.00144561,-0.000114083,0.000363812
127,75.1852,15.3357,-0.093718,0.180067,0.381975,0.197102,-0.00146981,-0.000111282,0.000363275
128,75.2303,15.3364,-0.0933014,0.178576,0.381866,0.197465,-0.00149018,-0.000108331,0.000362724
129,75.2741,15.3371,-0.092889,0.17707,0.381761,0.197827,-0.00150661,-0.000105321,0.000362083
130,75.3164,15.3377,-0.0924805,0.175551,0.381659,0.198188,-0.00151902,-0.000102311,0.000361443
131,75.3572,15.3381,-0.0920742,0.174022,0.381559,0.198549,-0.00152844,-9.93311e-05,0.000360712
132,75.3966,15.3386,-0.0916699,0.172488,0.381463,0.198909,-0.00153461,-9.62317e-05,0.000359982
133,75.4346,15.3389,-0.0912666,0.17095,0.38137,0.199268,-0.00153749,-9.30727e-05,0.000359237
134,75.4711,15.3392,-0.0908634,0.169413,0.38128,0.199627,-0.00153707,-8.98838e-05,0.000358388
135,75.5061,15.3394,-0.0904598,0.167879,0.381194,0.199984,-0.00153382,-8.67248e-05,0.000357568
136,75.5396,15.3395,-0.0900543,0.166352,0.38111,0.200341,-0.0015277,-8.36253e-05,0.000356629
137,75.5717,15.3395,-0.0896465,0.164832,0.381029,0.200696,-0.00151916,-8.04961e-05,0.000355691
138,75.6024,15.3395,-0.0892361,0.163324,0.380952,0.201051,-0.00150812,-7.72476e-05,0.000354722
139,75.6316,15.3394,-0.0888222,0.16183,0.380878,0.201405,-0.00149459,-7.40588e-05,0.000353709
140,75.6594,15.3393,-0.0884041,0.160351,0.380807,0.201758,-0.00147857,-7.09891e-05,0.000352651
141,75.6857,15.3391,-0.0879814,0.15889,0.380739,0.202109,-0.0014611,-6.78301e-05,0.000351563
142,75.7107,15.3389,-0.0875534,0.157449,0.380675,0.20246,-0.00144103,-6.46412e-05,0.000350431
143,75.7342,15.3386,-0.0871189,0.15603,0.380613,0.202809,-0.00141904,-6.16312e-05,0.000349224
144,75.7564,15.3383,-0.0866783,0.154634,0.380554,0.203157,-0.00139557,-5.8651e-05,0.000348032
145,75.7773,15.3379,-0.0862309,0.153264,0.380499,0.203504,-0.00137061,-5.56111e-05,0.00034678
146,75.7968,15.3374,-0.0857758,0.15192,0.380446,0.203849,-0.00134414,-5.26011e-05,0.000345469
147,75.8151,15.337,-0.085313,0.150603,0.380396,0.204193,-0.00131623,-4.96507e-05,0.000344172
148,75.8321,15.3365,-0.0848427,0.149317,0.38035,0.204536,-0.00128692,-4.68194e-05,0.000342846
149,75.8478,15.3359,-0.0843632,0.14806,0.380306,0.204877,-0.00125626,-4.39882e-05,0.000341401
150,75.8623,15.3354,-0.0838749,0.146835,0.380264,0.205217,-0.0012248,-4.12464e-05,0.000339985
151,75.8756,15.3347,-0.0833775,0.145643,0.380226,0.205556,-0.00119251,-3.84748e-05,0.000338525
152,75.8877,15.3341,-0.0828701,0.144484,0.38019,0.205893,-0.00115941,-3.57628e-05,0.000337005
153,75.8987,15.3334,-0.0823532,0.143358,0.380157,0.206228,-0.00112562,-3.32296e-05,0.0003355
154,75.9087,15.3328,-0.081826,0.142267,0.380126,0.206562,-0.00109112,-3.06964e-05,0.00033392
155,75.9175,15.3321,-0.0812893,0.141211,0.380098,0.206895,-0.00105603,-2.82228e-05,0.000332385
156,75.9253,15.3313,-0.0807415,0.14019,0.380072,0.207226,-0.00102039,-2.57194e-05,0.000330701
157,75.9321,15.3306,-0.080183,0.139206,0.380049,0.207555,-0.000984251,-2.33948e-05,0.000329047
158,75.938,15.3298,-0.0796143,0.138258,0.380028,0.207882,-0.00094822,-2.11e-05,0.000327423
159,75.9429,15.329,-0.0790348,0.137346,0.380009,0.208208,-0.000911728,-1.89245e-05,0.00032571
160,75.9469,15.3282,-0.0784435,0.136471,0.379992,0.208532,-0.000875443,-1.67489e-05,0.000323921
161,75.95,15.3274,-0.0778416,0.135632,0.379977,0.208854,-0.000838324,-1.46627e-05,0.000322193
162,75.9523,15.3266,-0.0772289,0.13483,0.379965,0.209174,-0.000802159,-1.26362e-05,0.000320435
163,75.9538,15.3258,-0.0766041,0.134064,0.379954,0.209493,-0.000765741,-1.07288e-05,0.000318557
164,75.9545,15.325,-0.0759689,0.133335,0.379945,0.20981,-0.000729263,-8.82149e-06,0.000316799
165,75.9544,15.3242,-0.0753227,0.132642,0.379938,0.210125,-0.000692829,-7.00355e-06,0.000314936
166,75.9537,15.3233,-0.0746643,0.131985,0.379933,0.210438,-0.000657022,-5.30481e-06,0.000312999
167,75.9523,15.3225,-0.0739952,0.131364,0.379929,0.210749,-0.000621811,-3.69549e-06,0.000311151
168,75.9503,15.3217,-0.073315,0.130777,0.379927,0.211058,-0.000586733,-2.02656e-06,0.000309229
169,75.9477,15.3209,-0.0726238,0.130225,0.379927,0.211365,-0.000551969,-5.36442e-07,0.000307292
170,75.9445,15.32,-0.0719215,0.129707,0.379928,0.211671,-0.000517577,8.9407e-07,0.00030534
171,75.9408,15.3192,-0.0712082,0.129224,0.37993,0.211974,-0.000483632,2.26498e-06,0.000303343
172,75.9365,15.3184,-0.0704834,0.128773,0.379934,0.212275,-0.000450701,3.66569e-06,0.000301331
173,75.9318,15.3176,-0.0697483,0.128355,0.379938,0.212575,-0.000417739,4.88758e-06,0.000299364
174,75.9266,15.3168,-0.0690029,0.127969,0.379944,0.212872,-0.000385985,6.02007e-06,0.000297353
175,75.921,15.316,-0.0682465,0.127614,0.379952,0.213167,-0.000354871,7.15256e-06,0.000295281
176,75.9151,15.3153,-0.0674797,0.12729,0.37996,0.21346,-0.000323981,8.22544e-06,0.00029324
177,75.9088,15.3145,-0.0667027,0.126996,0.379969,0.213752,-0.00029397,9.20892e-06,0.000291184
178,75.9021,15.3137,-0.0659153,0.126732,0.379979,0.214041,-0.000264883,1.01328e-05,0.000289083
179,75.8951,15.313,-0.065118,0.126495,0.37999,0.214328,-0.000236705,1.09971e-05,0.000286996
180,75.8879,15.3123,-0.0643116,0.126286,0.380002,0.214613,-0.000208482,1.17719e-05,0.00028494
181,75.8804,15.3115,-0.0634953,0.126104,0.380014,0.214895,-0.000182033,1.2517e-05,0.000282809
182,75.8727,15.3108,-0.0626694,0.125948,0.380028,0.215176,-0.00015606,1.31726e-05,0.000280678
183,75.8648,15.3101,-0.061834,0.125818,0.380041,0.215455,-0.000130281,1.37985e-05,0.000278533
184,75.8568,15.3095,-0.0609894,0.125712,0.380056,0.215731,-0.000106439,1.44541e-05,0.000276402
185,75.8485,15.3088,-0.0601364,0.125629,0.380071,0.216005,-8.27461e-05,1.49608e-05,0.000274286
186,75.8402,15.3082,-0.0592739,0.125569,0.380086,0.216277,-5.99772e-05,1.53482e-05,0.00027205
187,75.8317,15.3075,-0.0584038,0.125531,0.380102,0.216547,-3.76552e-05,1.5825e-05,0.000269979
188,75.8232,15.3069,-0.0575253,0.125514,0.380118,0.216815,-1.69128e-05,1.61529e-05,0.000267789
189,75.8145,15.3063,-0.0566387,0.125518,0.380135,0.217081,3.41237e-06,1.65403e-05,0.000265613
190,75.8059,15.3058,-0.0557438,0.12554,0.380152,0.217344,2.25902e-05,1.68085e-05,0.000263408
191,75.7972,15.3052,-0.0548416,0.125581,0.380169,0.217605,4.11868e-05,1.70171e-05,0.000261247
192,75.7885,15.3047,-0.0539318,0.12564,0.380186,0.217864,5.85467e-05,1.71661e-05,0.000259057
193,75.7798,15.3042,-0.0530144,0.125716,0.380203,0.218121,7.57426e-05,1.73748e-05,0.000256822
194,75.7711,15.3037,-0.0520905,0.125807,0.380221,0.218376,9.15676e-05,1.74344e-05,0.000254691
195,75.7624,15.3032,-0.0511593,0.125914,0.380238,0.218628,0.000106618,1.75238e-05,0.000252441
196,75.7539,15.3027,-0.0502216,0.126035,0.380256,0.218879,0.000120819,1.76132e-05,0.00025025
197,75.7453,15.3023,-0.0492775,0.126169,0.380273,0.219127,0.000134647,1.75834e-05,0.000248045
198,75.7369,15.3018,-0.0483269,0.126316,0.380291,0.219373,0.00014694,1.75536e-05,0.000245824
199,75.7285,15.3014,-0.0473705,0.126475,0.380308,0.219616,0.000158861,1.74642e-05,0.000243634
200,75.7203,15.301,-0.0464085,0.126645,0.380326,0.219858,0.000170261,1.73151e-05,0.000241429
201,75.7121,15.3006,-0.0454407,0.126826,0.380343,0.220097,0.000180542,1.71959e-05,0.000239208
202,75.7041,15.3003,-0.0444675,0.127016,0.38036,0.220334,0.000190288,1.70767e-05,0.000237003
203,75.6962,15.2999,-0.0434898,0.127215,0.380377,0.220569,0.000198916,1.69575e-05,0.000234827
204,75.6885,15.2996,-0.042506,0.127423,0.380394,0.220801,0.000207484,1.66893e-05,0.000232533
205,75.6809,15.2993,-0.041518,0.127637,0.38041,0.221032,0.00021477,1.64509e-05,0.000230372
206,75.6735,15.299,-0.0405254,0.127859,0.380426,0.22126,0.000221446,1.62125e-05,0.000228152
207,75.6662,15.2987,-0.0395279,0.128087,0.380442,0.221486,0.000227958,1.60038e-05,0.000225917
208,75.6591,15.2985,-0.0385265,0.12832,0.380458,0.221709,0.000233114,1.5676e-05,0.000223726
209,75.6522,15.2982,-0.037521,0.128558,0.380473,0.221931,0.00023815,1.5378e-05,0.000221506
210,75.6454,15.298,-0.0365116,0.1288,0.380488,0.22215,0.000242308,1.49906e-05,0.000219315
211,75.6389,15.2978,-0.0354984,0.129047,0.380503,0.222367,0.000246257,1.46925e-05,0.00021708
212,75.6325,15.2976,-0.0344814,0.129296,0.380517,0.222582,0.000249311,1.43945e-05,0.000214875
213,75.6264,15.2974,-0.033461,0.129548,0.380531,0.222795,0.000252098,1.40369e-05,0.000212654
214,75.6204,15.2972,-0.0324383,0.129802,0.380545,0.223005,0.00025399,1.36495e-05,0.000210524
215,75.6146,15.2971,-0.0314117,0.130058,0.380558,0.223214,0.0002556,1.3262e-05,0.000208244
216,75.609,15.297,-0.0303825,0.130314,0.380571,0.22342,0.000256315,1.28746e-05,0.000206083
217,75.6037,15.2968,-0.0293503,0.130571,0.380584,0.223623,0.000257239,1.25468e-05,0.000203848
218,75.5985,15.2967,-0.0283154,0.130828,0.380596,0.223825,0.000257164,1.21593e-05,0.000201657
219,75.5935,15.2966,-0.0272781,0.131085,0.380608,0.224025,0.000256762,1.16825e-05,0.000199482
220,75.5888,15.2965,-0.026239,0.131341,0.380619,0.224222,0.000255972,1.12653e-05,0.000197306
221,75.5842,15.2964,-0.0251968,0.131596,0.38063,0.224417,0.000254765,1.0848e-05,0.000195056
222,75.5799,15.2964,-0.0241531,0.13185,0.38064,0.22461,0.000253662,1.04308e-05,0.00019291
223,75.5757,15.2963,-0.0231071,0.132101,0.38065,0.224801,0.000251547,1.00136e-05,0.000190705
224,75.5718,15.2963,-0.0220589,0.13235,0.38066,0.224989,0.000249103,9.59635e-06,0.000188485
225,75.5681,15.2962,-0.0210098,0.132597,0.380669,0.225175,0.000246793,9.23872e-06,0.000186369
226,75.5645,15.2962,-0.0199585,0.132841,0.380678,0.22536,0.000243962,8.79169e-06,0.000184149
227,75.5612,15.2962,-0.0189056,0.133082,0.380686,0.225542,0.000240743,8.34465e-06,0.000181958
228,75.558,15.2962,-0.0178516,0.133319,0.380694,0.225721,0.000237629,7.89762e-06,0.000179812
229,75.5551,15.2962,-0.0167965,0.133553,0.380702,0.225899,0.000234038,7.56979e-06,0.000177637
230,75.5523,15.2962,-0.0157394,0.133783,0.380709,0.226074,0.000230029,7.15256e-06,0.000175416
231,75.5497,15.2962,-0.0146812,0.13401,0.380715,0.226248,0.000226185,6.76513e-06,0.000173256
232,75.5473,15.2962,-0.0136223,0.134231,0.380722,0.226419,0.000221863,6.31809e-06,0.00017111
233,75.5451,15.2962,-0.0125622,0.134449,0.380728,0.226588,0.000217155,5.87106e-06,0.00016892
234,75.5431,15.2963,-0.0115013,0.134661,0.380733,0.226755,0.00021258,5.57303e-06,0.000166774
235,75.5412,15.2963,-0.0104397,0.134869,0.380738,0.226919,0.00020811,5.1856e-06,0.000164613
236,75.5395,15.2964,-0.00937691,0.135072,0.380743,0.227082,0.000203148,4.82798e-06,0.000162423
237,75.5379,15.2964,-0.00831337,0.13527,0.380748,0.227242,0.000197843,4.44055e-06,0.000160262
238,75.5365,15.2965,-0.00724945,0.135463,0.380752,0.2274,0.000192717,4.08292e-06,0.000158116
239,75.5353,15.2965,-0.00618477,0.135651,0.380755,0.227556,0.00018771,3.66569e-06,0.000155956
240,75.5342,15.2966,-0.00511971,0.135833,0.380759,0.22771,0.000182241,3.36766e-06,0.000153795
241,75.5333,15.2967,-0.00405388,0.13601,0.380762,0.227861,0.000176996,3.03984e-06,0.000151634
242,75.5325,15.2967,-0.00298767,0.136182,0.380765,0.228011,0.000171855,2.71201e-06,0.000149488
243,75.5319,15.2968,-0.00192146,0.136348,0.380767,0.228158,0.000166327,2.44379e-06,0.000147358
244,75.5313,15.2969,-0.000854492,0.136509,0.380769,0.228303,0.000160515,2.11596e-06,0.000145182
245,75.5309,15.297,0.000212479,0.136664,0.380771,0.228446,0.000155449,1.75834e-06,0.000143051
246,75.5307,15.2971,0.00128021,0.136814,0.380772,0.228587,0.000149935,1.43051e-06,0.000140861
247,75.5305,15.2972,0.00234833,0.136958,0.380774,0.228726,0.000144154,1.2517e-06,0.000138715
248,75.5305,15.2973,0.00341644,0.137097,0.380774,0.228863,0.000138626,9.83477e-07,0.000136599
249,75.5305,15.2973,0.00448494,0.13723,0.380775,0.228997,0.000133306,6.85453e-07,0.000134423
250,75.5307,15.2974,0.00555306,0.137358,0.380776,0.229129,0.000127628,4.17233e-07,0.000132322
251,75.531,15.2975,0.00662193,0.13748,0.380776,0.229259,0.000122264,1.78814e-07,0.000130117
252,75.5314,15.2976,0.00769043,0.137597,0.380776,0.229387,0.000117093,2.98023e-08,0.000128031
253,75.5318,15.2977,0.00875931,0.137709,0.380776,0.229513,0.000111625,-2.38419e-07,0.00012587
254,75.5324,15.2978,0.00982819,0.137815,0.380775,0.229637,0.000106484,-5.36442e-07,0.000123724
255,75.533,15.2979,0.0108978,0.137916,0.380774,0.229759,0.00010106,-7.15256e-07,0.000121534
256,75.5337,15.298,0.0119667,0.138012,0.380774,0.229878,9.59635e-05,-8.04663e-07,0.000119463
257,75.5345,15.2981,0.0130356,0.138103,0.380772,0.229995,9.11355e-05,-1.04308e-06,0.000117317
258,75.5353,15.2982,0.0141056,0.138189,0.380771,0.23011,8.60542e-05,-1.2219e-06,0.000115097
259,75.5362,15.2983,0.0151749,0.138271,0.38077,0.230223,8.13454e-05,-1.43051e-06,0.000113025
260,75.5372,15.2984,0.0162445,0.138347,0.380768,0.230334,7.63834e-05,-1.54972e-06,0.00011085
261,75.5382,15.2985,0.0173141,0.138419,0.380767,0.230443,7.18087e-05,-1.69873e-06,0.000108719
262,75.5392,15.2986,0.0183838,0.138486,0.380765,0.23055,6.70254e-05,-1.81794e-06,0.000106573
263,75.5404,15.2987,0.0194534,0.138549,0.380763,0.230654,6.26445e-05,-1.96695e-06,0.000104442
264,75.5415,15.2988,0.0205231,0.138607,0.380761,0.230756,5.80549e-05,-2.02656e-06,0.000102296
265,75.5427,15.2989,0.0215931,0.138661,0.380759,0.230856,5.38826e-05,-2.17557e-06,0.000100136
266,75.544,15.2989,0.0226627,0.13871,0.380756,0.230955,4.95166e-05,-2.32458e-06,9.80198e-05
267,75.5452,15.299,0.0237324,0.138756,0.380754,0.23105,4.55976e-05,-2.44379e-06,9.5889e-05
268,75.5465,15.2991,0.0248024,0.138797,0.380751,0.231144,4.14997e-05,-2.5034e-06,9.37134e-05
