Time,y1,y2,y3,u1,u2,u3,du1,du2,du3
0,102.2,53.5,-0.144799,0.32049,0.67082,0.291423,0.05,0.05,-0.0483674
1,102.2,53.5,-0.107216,0.32049,0.67082,0.307001,0,0,0.0155779
2,102.225,54.1583,-0.108197,0.32049,0.67082,0.305551,0,0,-0.00144908
3,102.247,54.7523,-0.108823,0.32049,0.67082,0.305459,0,0,-9.2417e-05
4,102.269,55.2885,-0.109479,0.32049,0.67082,0.305349,0,0,-0.000110358
5,102.292,55.7725,-0.110136,0.32049,0.67082,0.305239,0,0,-0.000109524
6,102.314,56.2096,-0.110794,0.32049,0.67082,0.305129,0,0,-0.000109851
7,102.337,56.6045,-0.111455,0.32049,0.67082,0.305019,0,0,-0.00011012
8,102.359,56.9613,-0.112117,0.32049,0.67082,0.304909,0,0,-0.000110358
9,102.381,57.2839,-0.11278,0.32049,0.67082,0.304798,0,0,-0.000110596
10,102.403,57.5758,-0.113445,0.32049,0.67082,0.304687,0,0,-0.000110865
11,102.425,57.8399,-0.114111,0.32049,0.67082,0.304576,0,0,-0.000111133
12,102.448,58.0791,-0.114779,0.32049,0.67082,0.304465,0,0,-0.000111371
13,102.47,58.2959,-0.115449,0.32049,0.67082,0.304353,0,0,-0.000111699
14,102.492,58.4924,-0.11612,0.32049,0.67082,0.304241,0,0,-0.000111818
15,102.514,58.6707,-0.116792,0.32049,0.67082,0.304129,0,0,-0.000112146
16,102.536,58.8327,-0.117467,0.32049,0.67082,0.304017,0,0,-0.000112474
17,102.558,58.9799,-0.118142,0.32049,0.67082,0.303904,0,0,-0.000112623
18,102.58,59.1138,-0.118819,0.32049,0.67082,0.303791,0,0,-0.000112921
19,102.602,59.2358,-0.119498,0.32049,0.67082,0.303678,0,0,-0.000113159
20,102.623,59.3471,-0.120178,0.32049,0.67082,0.303565,0,0,-0.000113398
21,102.645,59.4487,-0.12086,0.32049,0.67082,0.303451,0,0,-0.000113666
22,102.667,59.5415,-0.121543,0.32049,0.67082,0.303337,0,0,-0.000113845
23,102.689,59.6265,-0.122228,0.32049,0.67082,0.303223,0,0,-0.000114262
24,102.711,59.7045,-0.122914,0.32049,0.67082,0.303108,0,0,-0.000114411
25,102.732,59.7761,-0.123602,0.32049,0.67082,0.302994,0,0,-0.00011459
26,102.754,59.842,-0.124291,0.32049,0.67082,0.302879,0,0,-0.000114977
27,102.775,59.9027,-0.124982,0.32049,0.67082,0.302764,0,0,-0.000115246
28,102.797,59.9588,-0.125674,0.32049,0.67082,0.302648,0,0,-0.000115365
29,102.819,60.0107,-0.126368,0.32049,0.67082,0.302532,0,0,-0.000115782
30,102.84,60.0588,-0.127063,0.32049,0.67082,0.302417,0,0,-0.000115871
31,102.862,60.1035,-0.12776,0.32049,0.67082,0.3023,0,0,-0.000116229
32,102.883,60.1452,-0.128458,0.32049,0.67082,0.302184,0,0,-0.000116378
33,102.904,60.1841,-0.129158,0.32049,0.67082,0.302067,0,0,-0.000116736
34,102.926,60.2206,-0.12986,0.32049,0.67082,0.30195,0,0,-0.000116974
35,102.947,60.2548,-0.130563,0.32049,0.67082,0.301833,0,0,-0.000117213
36,102.968,60.287,-0.131267,0.32049,0.67082,0.301716,0,0,-0.000117421
37,102.99,60.3175,-0.131973,0.32049,0.67082,0.301598,0,0,-0.00011766
38,103.011,60.3462,-0.132681,0.32049,0.67082,0.30148,0,0,-0.000118017
39,103.032,60.3735,-0.133389,0.32049,0.67082,0.301362,0,0,-0.000118136
40,103.053,60.3995,-0.1341,0.32049,0.67082,0.301243,0,0,-0.000118464
41,103.074,60.4243,-0.134811,0.32049,0.67082,0.301125,0,0,-0.000118673
42,103.095,60.448,-0.135525,0.32049,0.67082,0.301006,0,0,-0.000118941
43,103.116,60.4707,-0.13624,0.32049,0.67082,0.300887,0,0,-0.000119209
44,103.137,60.4925,-0.136956,0.32049,0.67082,0.300767,0,0,-0.000119507
45,103.158,60.5136,-0.137674,0.32049,0.67082,0.300647,0,0,-0.000119686
46,103.179,60.5339,-0.138393,0.32049,0.67082,0.300527,0,0,-0.000119895
47,103.2,60.5536,-0.139114,0.32049,0.67082,0.300407,0,0,-0.000120163
48,103.221,60.5727,-0.139837,0.32049,0.67082,0.300287,0,0,-0.000120461
49,103.242,60.5913,-0.14056,0.32049,0.67082,0.300166,0,0,-0.00012067
50,103.263,60.6094,-0.141285,0.32049,0.67082,0.300045,0,0,-0.000120908
51,103.284,60.6271,-0.142012,0.32049,0.67082,0.299924,0,0,-0.000121146
52,103.304,60.6444,-0.14274,0.32049,0.67082,0.299803,0,0,-0.000121444
53,103.325,60.6613,-0.14347,0.32049,0.67082,0.299681,0,0,-0.000121742
54,103.346,60.6779,-0.144201,0.32049,0.67082,0.299559,0,0,-0.000121832
55,103.367,60.6942,-0.144934,0.32049,0.67082,0.299437,0,0,-0.000122219
