t,y,error,u
0.000000,0.000000,1.000000,3.563409
0.010000,0.000177,1.000000,0.828459
0.020000,0.000567,0.999823,0.822041
0.030000,0.001033,0.999433,0.812782
0.040000,0.001573,0.998967,0.813690
0.050000,0.002185,0.998427,0.814680
0.060000,0.002868,0.997815,0.815727
0.070000,0.003621,0.997132,0.816792
0.080000,0.004443,0.996379,0.817877
0.090000,0.005333,0.995557,0.818981
0.100000,0.006291,0.994667,0.820106
0.110000,0.007314,0.993709,0.821253
0.120000,0.008403,0.992686,0.822421
0.130000,0.009555,0.991597,0.823611
0.140000,0.010771,0.990445,0.824825
0.150000,0.012049,0.989229,0.826062
0.160000,0.013389,0.987951,0.827323
0.170000,0.014788,0.986611,0.828609
0.180000,0.016248,0.985212,0.829920
0.190000,0.017765,0.983752,0.831257
0.200000,0.019341,0.982235,0.832620
0.210000,0.020973,0.980659,0.834010
0.220000,0.022661,0.979027,0.835426
0.230000,0.024404,0.977339,0.836870
0.240000,0.026201,0.975596,0.838341
0.250000,0.028051,0.973799,0.839841
0.260000,0.029954,0.971949,0.841368
0.270000,0.031909,0.970046,0.842924
0.280000,0.033914,0.968091,0.844509
0.290000,0.035969,0.966086,0.846123
0.300000,0.038073,0.964031,0.847765
0.310000,0.040226,0.961927,0.849437
0.320000,0.042426,0.959774,0.851138
0.330000,0.044673,0.957574,0.852867
0.340000,0.046966,0.955327,0.854626
0.350000,0.049304,0.953034,0.856414
0.360000,0.051687,0.950696,0.858231
0.370000,0.054113,0.948313,0.860077
0.380000,0.056582,0.945887,0.861952
0.390000,0.059094,0.943418,0.863854
0.400000,0.061648,0.940906,0.865785
0.410000,0.064242,0.938352,0.867744
0.420000,0.066876,0.935758,0.869731
0.430000,0.069550,0.933124,0.871744
0.440000,0.072263,0.930450,0.873784
0.450000,0.075014,0.927737,0.875850
0.460000,0.077802,0.924986,0.877942
0.470000,0.080627,0.922198,0.880059
0.480000,0.083489,0.919373,0.882200
0.490000,0.086386,0.916511,0.884366
0.500000,0.089318,0.913614,0.886554
0.510000,0.092284,0.910682,0.888764
0.520000,0.095283,0.907716,0.890996
0.530000,0.098316,0.904717,0.893248
0.540000,0.101382,0.901684,0.895521
0.550000,0.104479,0.898618,0.897812
0.560000,0.107607,0.895521,0.900120
0.570000,0.110766,0.892393,0.902445
0.580000,0.113955,0.889234,0.904786
0.590000,0.117174,0.886045,0.907142
0.600000,0.120422,0.882826,0.909510
0.610000,0.123698,0.879578,0.911890
0.620000,0.127002,0.876302,0.914281
0.630000,0.130334,0.872998,0.916681
0.640000,0.133692,0.869666,0.919089
0.650000,0.137077,0.866308,0.921504
0.660000,0.140487,0.862923,0.923923
0.670000,0.143923,0.859513,0.926346
0.680000,0.147384,0.856077,0.928770
0.690000,0.150868,0.852616,0.931194
0.700000,0.154377,0.849132,0.933617
0.710000,0.157908,0.845623,0.936036
0.720000,0.161463,0.842092,0.938450
0.730000,0.165039,0.838537,0.940857
0.740000,0.168638,0.834961,0.943255
0.750000,0.172257,0.831362,0.945642
0.760000,0.175898,0.827743,0.948016
0.770000,0.179559,0.824102,0.950375
0.780000,0.183240,0.820441,0.952718
0.790000,0.186940,0.816760,0.955041
0.800000,0.190659,0.813060,0.957344
0.810000,0.194396,0.809341,0.959623
0.820000,0.198152,0.805604,0.961876
0.830000,0.201925,0.801848,0.964102
0.840000,0.205716,0.798075,0.966298
0.850000,0.209523,0.794284,0.968462
0.860000,0.213346,0.790477,0.970591
0.870000,0.217185,0.786654,0.972683
0.880000,0.221039,0.782815,0.974737
0.890000,0.224908,0.778961,0.976749
0.900000,0.228792,0.775092,0.978717
0.910000,0.232689,0.771208,0.980639
0.920000,0.236600,0.767311,0.982513
0.930000,0.240525,0.763400,0.984335
0.940000,0.244461,0.759475,0.986105
0.950000,0.248410,0.755539,0.987819
0.960000,0.252371,0.751590,0.989476
0.970000,0.256343,0.747629,0.991072
0.980000,0.260327,0.743657,0.992606
0.990000,0.264320,0.739673,0.994075
1.000000,0.268323,0.735680,0.995478
1.010000,0.272337,0.731677,0.996811
1.020000,0.276359,0.727663,0.998073
1.030000,0.280389,0.723641,0.999262
1.040000,0.284428,0.719611,1.000375
1.050000,0.288475,0.715572,1.001411
1.060000,0.292529,0.711525,1.002368
1.070000,0.296590,0.707471,1.003243
1.080000,0.300657,0.703410,1.004035
1.090000,0.304730,0.699343,1.004742
1.100000,0.308809,0.695270,1.005362
1.110000,0.312893,0.691191,1.005894
1.120000,0.316981,0.687107,1.006337
1.130000,0.321073,0.683019,1.006687
1.140000,0.325169,0.678927,1.006945
1.150000,0.329268,0.674831,1.007109
1.160000,0.333369,0.670732,1.007177
1.170000,0.337473,0.666631,1.007149
1.180000,0.341579,0.662527,1.007023
1.190000,0.345685,0.658421,1.006799
1.200000,0.349793,0.654315,1.006475
1.210000,0.353900,0.650207,1.006051
1.220000,0.358007,0.646100,1.005526
1.230000,0.362114,0.641993,1.004900
1.240000,0.366219,0.637886,1.004172
1.250000,0.370323,0.633781,1.003341
1.260000,0.374424,0.629677,1.002409
1.270000,0.378522,0.625576,1.001373
1.280000,0.382618,0.621478,1.000235
1.290000,0.386709,0.617382,0.998995
1.300000,0.390796,0.613291,0.997652
1.310000,0.394878,0.609204,0.996207
1.320000,0.398955,0.605122,0.994661
1.330000,0.403026,0.601045,0.993013
1.340000,0.407091,0.596974,0.991265
1.350000,0.411149,0.592909,0.989417
1.360000,0.415200,0.588851,0.987470
1.370000,0.419242,0.584800,0.985425
1.380000,0.423276,0.580758,0.983284
1.390000,0.427301,0.576724,0.981046
1.400000,0.431317,0.572699,0.978714
1.410000,0.435322,0.568683,0.976288
1.420000,0.439317,0.564678,0.973771
1.430000,0.443301,0.560683,0.971163
1.440000,0.447274,0.556699,0.968467
1.450000,0.451234,0.552726,0.965684
1.460000,0.455181,0.548766,0.962815
1.470000,0.459116,0.544819,0.959863
1.480000,0.463036,0.540884,0.956829
1.490000,0.466943,0.536964,0.953716
1.500000,0.470834,0.533057,0.950525
1.510000,0.474710,0.529166,0.947259
1.520000,0.478571,0.525290,0.943920
1.530000,0.482415,0.521429,0.940511
1.540000,0.486242,0.517585,0.937032
1.550000,0.490052,0.513758,0.933488
1.560000,0.493844,0.509948,0.929879
1.570000,0.497618,0.506156,0.926210
1.580000,0.501373,0.502382,0.922482
1.590000,0.505108,0.498627,0.918697
1.600000,0.508824,0.494892,0.914859
1.610000,0.512519,0.491176,0.910970
1.620000,0.516194,0.487481,0.907032
1.630000,0.519847,0.483806,0.903049
1.640000,0.523478,0.480153,0.899023
1.650000,0.527087,0.476522,0.894956
1.660000,0.530673,0.472913,0.890852
1.670000,0.534236,0.469327,0.886713
1.680000,0.537776,0.465764,0.882541
1.690000,0.541291,0.462224,0.878340
1.700000,0.544782,0.458709,0.874113
1.710000,0.548248,0.455218,0.869861
1.720000,0.551688,0.451752,0.865588
1.730000,0.555102,0.448312,0.861297
1.740000,0.558491,0.444898,0.856989
1.750000,0.561852,0.441509,0.852668
1.760000,0.565187,0.438148,0.848337
1.770000,0.568494,0.434813,0.843997
1.780000,0.571773,0.431506,0.839652
1.790000,0.575024,0.428227,0.835304
1.800000,0.578246,0.424976,0.830956
1.810000,0.581439,0.421754,0.826610
1.820000,0.584603,0.418561,0.822269
1.830000,0.587738,0.415397,0.817934
1.840000,0.590842,0.412262,0.813609
1.850000,0.593916,0.409158,0.809296
1.860000,0.596960,0.406084,0.804997
1.870000,0.599972,0.403040,0.800714
1.880000,0.602953,0.400028,0.796449
1.890000,0.605903,0.397047,0.792205
1.900000,0.608821,0.394097,0.787984
1.910000,0.611707,0.391179,0.783787
1.920000,0.614560,0.388293,0.779617
1.930000,0.617381,0.385440,0.775476
1.940000,0.620169,0.382619,0.771365
1.950000,0.622924,0.379831,0.767287
1.960000,0.625646,0.377076,0.763242
1.970000,0.628334,0.374354,0.759234
1.980000,0.630989,0.371666,0.755262
1.990000,0.633610,0.369011,0.751330
2.000000,0.636196,0.366390,0.747438
2.010000,0.638749,0.363804,0.743589
2.020000,0.641267,0.361251,0.739782
2.030000,0.643751,0.358733,0.736021
2.040000,0.646200,0.356249,0.732306
2.050000,0.648614,0.353800,0.728637
2.060000,0.650993,0.351386,0.725018
2.070000,0.653337,0.349007,0.721448
2.080000,0.655646,0.346663,0.717928
2.090000,0.657920,0.344354,0.714461
2.100000,0.660159,0.342080,0.711046
2.110000,0.662363,0.339841,0.707684
2.120000,0.664531,0.337637,0.704377
2.130000,0.666663,0.335469,0.701125
2.140000,0.668760,0.333337,0.697929
2.150000,0.670822,0.331240,0.694790
2.160000,0.672848,0.329178,0.691708
2.170000,0.674839,0.327152,0.688684
2.180000,0.676794,0.325161,0.685718
2.190000,0.678714,0.323206,0.682812
2.200000,0.680598,0.321286,0.679964
2.210000,0.682447,0.319402,0.677177
2.220000,0.684260,0.317553,0.674450
2.230000,0.686038,0.315740,0.671783
2.240000,0.687781,0.313962,0.669177
2.250000,0.689489,0.312219,0.666633
2.260000,0.691161,0.310511,0.664149
2.270000,0.692799,0.308839,0.661727
2.280000,0.694401,0.307201,0.659367
2.290000,0.695969,0.305599,0.657069
2.300000,0.697502,0.304031,0.654832
2.310000,0.699000,0.302498,0.652657
2.320000,0.700464,0.301000,0.650545
2.330000,0.701893,0.299536,0.648494
2.340000,0.703288,0.298107,0.646504
2.350000,0.704650,0.296712,0.644577
2.360000,0.705977,0.295350,0.642711
2.370000,0.707271,0.294023,0.640907
2.380000,0.708531,0.292729,0.639164
2.390000,0.709758,0.291469,0.637482
2.400000,0.710951,0.290242,0.635861
