t,y,error,u
0.000000,0.000000,1.000000,2.001000
0.010000,0.000099,0.999901,2.002000
0.020000,0.000395,0.999605,2.002801
0.030000,0.000884,0.999116,2.003210
0.040000,0.001563,0.998437,2.003231
0.050000,0.002430,0.997570,2.002871
0.060000,0.003481,0.996519,2.002135
0.070000,0.004715,0.995285,2.001029
0.080000,0.006127,0.993873,1.999557
0.090000,0.007715,0.992285,1.997726
0.100000,0.009477,0.990523,1.995542
0.110000,0.011408,0.988592,1.993010
0.120000,0.013507,0.986493,1.990135
0.130000,0.015769,0.984231,1.986925
0.140000,0.018193,0.981807,1.983383
0.150000,0.020776,0.979224,1.979517
0.160000,0.023513,0.976487,1.975332
0.170000,0.026402,0.973598,1.970834
0.180000,0.029441,0.970559,1.966029
0.190000,0.032626,0.967374,1.960922
0.200000,0.035955,0.964045,1.955519
0.210000,0.039423,0.960577,1.949826
0.220000,0.043029,0.956971,1.943850
0.230000,0.046769,0.953231,1.937596
0.240000,0.050640,0.949360,1.931069
0.250000,0.054639,0.945361,1.924276
0.260000,0.058764,0.941236,1.917223
0.270000,0.063011,0.936989,1.909914
0.280000,0.067377,0.932623,1.902358
0.290000,0.071859,0.928141,1.894558
0.300000,0.076455,0.923545,1.886521
0.310000,0.081161,0.918839,1.878253
0.320000,0.085975,0.914025,1.869760
0.330000,0.090893,0.909107,1.861047
0.340000,0.095912,0.904088,1.852120
0.350000,0.101030,0.898970,1.842986
0.360000,0.106244,0.893756,1.833648
0.370000,0.111550,0.888450,1.824115
0.380000,0.116947,0.883053,1.814390
0.390000,0.122430,0.877570,1.804480
0.400000,0.127998,0.872002,1.794391
0.410000,0.133647,0.866353,1.784128
0.420000,0.139374,0.860626,1.773696
0.430000,0.145177,0.854823,1.763102
0.440000,0.151053,0.848947,1.752350
0.450000,0.157000,0.843000,1.741447
0.460000,0.163013,0.836987,1.730398
0.470000,0.169091,0.830909,1.719208
0.480000,0.175231,0.824769,1.707883
0.490000,0.181430,0.818570,1.696428
0.500000,0.187686,0.812314,1.684848
0.510000,0.193995,0.806005,1.673149
0.520000,0.200356,0.799644,1.661336
0.530000,0.206765,0.793235,1.649414
0.540000,0.213221,0.786779,1.637389
0.550000,0.219719,0.780281,1.625265
0.560000,0.226259,0.773741,1.613048
0.570000,0.232837,0.767163,1.600743
0.580000,0.239451,0.760549,1.588354
0.590000,0.246098,0.753902,1.575887
0.600000,0.252776,0.747224,1.563347
0.610000,0.259482,0.740518,1.550738
0.620000,0.266215,0.733785,1.538065
0.630000,0.272971,0.727029,1.525334
0.640000,0.279749,0.720251,1.512548
0.650000,0.286546,0.713454,1.499713
0.660000,0.293359,0.706641,1.486833
0.670000,0.300187,0.699813,1.473913
0.680000,0.307027,0.692973,1.460956
0.690000,0.313878,0.686122,1.447969
0.700000,0.320736,0.679264,1.434954
0.710000,0.327600,0.672400,1.421918
0.720000,0.334467,0.665533,1.408862
0.730000,0.341336,0.658664,1.395793
0.740000,0.348204,0.651796,1.382714
0.750000,0.355070,0.644930,1.369629
0.760000,0.361931,0.638069,1.356543
0.770000,0.368785,0.631215,1.343459
0.780000,0.375631,0.624369,1.330381
0.790000,0.382466,0.617534,1.317314
0.800000,0.389289,0.610711,1.304261
0.810000,0.396098,0.603902,1.291226
0.820000,0.402891,0.597109,1.278212
0.830000,0.409666,0.590334,1.265224
0.840000,0.416421,0.583579,1.252265
0.850000,0.423155,0.576845,1.239338
0.860000,0.429865,0.570135,1.226447
0.870000,0.436551,0.563449,1.213595
0.880000,0.443211,0.556789,1.200787
0.890000,0.449843,0.550157,1.188024
0.900000,0.456445,0.543555,1.175311
0.910000,0.463016,0.536984,1.162650
0.920000,0.469555,0.530445,1.150045
0.930000,0.476059,0.523941,1.137498
0.940000,0.482528,0.517472,1.125013
0.950000,0.488960,0.511040,1.112593
0.960000,0.495353,0.504647,1.100241
0.970000,0.501707,0.498293,1.087958
0.980000,0.508020,0.491980,1.075749
0.990000,0.514290,0.485710,1.063616
1.000000,0.520517,0.479483,1.051561
1.010000,0.526698,0.473302,1.039587
1.020000,0.532834,0.467166,1.027697
1.030000,0.538923,0.461077,1.015892
1.040000,0.544963,0.455037,1.004176
1.050000,0.550954,0.449046,0.992551
1.060000,0.556894,0.443106,0.981019
1.070000,0.562782,0.437218,0.969581
1.080000,0.568618,0.431382,0.958242
1.090000,0.574400,0.425600,0.947001
1.100000,0.580128,0.419872,0.935862
1.110000,0.585800,0.414200,0.924827
1.120000,0.591416,0.408584,0.913896
1.130000,0.596975,0.403025,0.903073
1.140000,0.602475,0.397525,0.892359
1.150000,0.607917,0.392083,0.881756
1.160000,0.613298,0.386702,0.871265
1.170000,0.618620,0.381380,0.860888
1.180000,0.623880,0.376120,0.850627
1.190000,0.629078,0.370922,0.840483
1.200000,0.634214,0.365786,0.830457
1.210000,0.639286,0.360714,0.820551
1.220000,0.644295,0.355705,0.810767
1.230000,0.649240,0.350760,0.801105
1.240000,0.654119,0.345881,0.791567
1.250000,0.658933,0.341067,0.782154
1.260000,0.663682,0.336318,0.772867
1.270000,0.668363,0.331637,0.763707
1.280000,0.672978,0.327022,0.754675
1.290000,0.677526,0.322474,0.745772
1.300000,0.682006,0.317994,0.736999
1.310000,0.686418,0.313582,0.728357
1.320000,0.690761,0.309239,0.719847
1.330000,0.695036,0.304964,0.711469
1.340000,0.699242,0.300758,0.703224
1.350000,0.703379,0.296621,0.695113
1.360000,0.707446,0.292554,0.687136
1.370000,0.711444,0.288556,0.679294
1.380000,0.715371,0.284629,0.671588
1.390000,0.719229,0.280771,0.664017
1.400000,0.723017,0.276983,0.656582
1.410000,0.726734,0.273266,0.649284
1.420000,0.730380,0.269620,0.642123
1.430000,0.733957,0.266043,0.635100
1.440000,0.737462,0.262538,0.628213
1.450000,0.740898,0.259102,0.621464
1.460000,0.744262,0.255738,0.614853
1.470000,0.747556,0.252444,0.608380
1.480000,0.750780,0.249220,0.602044
1.490000,0.753933,0.246067,0.595846
1.500000,0.757015,0.242985,0.589786
1.510000,0.760028,0.239972,0.583864
1.520000,0.762970,0.237030,0.578079
1.530000,0.765842,0.234158,0.572432
1.540000,0.768644,0.231356,0.566922
1.550000,0.771377,0.228623,0.561548
1.560000,0.774040,0.225960,0.556312
1.570000,0.776634,0.223366,0.533641
1.580000,0.779157,0.220843,0.510298
1.590000,0.781610,0.218390,0.487584
1.600000,0.783989,0.216011,0.465513
1.610000,0.786294,0.213706,0.444099
1.620000,0.788523,0.211477,0.423354
1.630000,0.790676,0.209324,0.403291
1.640000,0.792750,0.207250,0.383918
1.650000,0.794746,0.205254,0.365248
1.660000,0.796661,0.203339,0.347289
1.670000,0.798496,0.201504,0.330049
1.680000,0.800249,0.199751,0.313536
1.690000,0.801920,0.198080,0.297756
1.700000,0.803509,0.196491,0.282716
1.710000,0.805014,0.194986,0.268421
1.720000,0.806436,0.193564,0.254874
1.730000,0.807773,0.192227,0.242080
1.740000,0.809027,0.190973,0.230041
1.750000,0.810196,0.189804,0.218758
1.760000,0.811281,0.188719,0.208234
1.770000,0.812282,0.187718,0.198468
1.780000,0.813199,0.186801,0.189459
1.790000,0.814032,0.185968,0.181207
1.800000,0.814782,0.185218,0.173710
1.810000,0.815448,0.184552,0.166965
1.820000,0.816032,0.183968,0.160968
1.830000,0.816533,0.183467,0.155716
1.840000,0.816953,0.183047,0.151204
1.850000,0.817292,0.182708,0.147426
1.860000,0.817550,0.182450,0.144376
1.870000,0.817730,0.182270,0.142048
1.880000,0.817830,0.182170,0.140434
1.890000,0.817854,0.182146,0.139526
1.900000,0.817801,0.182199,0.139316
1.910000,0.817672,0.182328,0.139794
1.920000,0.817469,0.182531,0.140951
1.930000,0.817194,0.182806,0.142776
1.940000,0.816846,0.183154,0.145258
1.950000,0.816428,0.183572,0.148387
1.960000,0.815940,0.184060,0.152150
1.970000,0.815385,0.184615,0.156536
1.980000,0.814764,0.185236,0.161531
1.990000,0.814078,0.185922,0.167122
2.000000,0.813329,0.186671,0.173295
2.010000,0.812518,0.187482,0.180038
2.020000,0.811648,0.188352,0.187334
2.030000,0.810719,0.189281,0.195170
2.040000,0.809733,0.190267,0.203531
2.050000,0.808693,0.191307,0.212400
2.060000,0.807600,0.192400,0.221763
2.070000,0.806455,0.193545,0.231604
2.080000,0.805261,0.194739,0.241905
2.090000,0.804019,0.195981,0.252651
2.100000,0.802732,0.197268,0.263825
2.110000,0.801401,0.198599,0.275410
2.120000,0.800028,0.199972,0.287389
2.130000,0.798616,0.201384,0.299745
2.140000,0.797165,0.202835,0.312460
2.150000,0.795678,0.204322,0.325517
2.160000,0.794157,0.205843,0.338898
2.170000,0.792604,0.207396,0.352585
2.180000,0.791021,0.208979,0.366561
2.190000,0.789410,0.210590,0.380808
2.200000,0.787773,0.212227,0.395307
2.210000,0.786112,0.213888,0.410042
2.220000,0.784428,0.215572,0.424994
2.230000,0.782725,0.217275,0.440145
2.240000,0.781003,0.218997,0.455478
2.250000,0.779265,0.220735,0.470975
2.260000,0.777512,0.222488,0.486618
2.270000,0.775748,0.224252,0.502389
2.280000,0.773972,0.226028,0.518271
2.290000,0.772189,0.227811,0.534248
2.300000,0.770399,0.229601,0.550300
2.310000,0.768604,0.231396,0.566412
2.320000,0.766806,0.233194,0.576996
2.330000,0.765007,0.234993,0.580825
2.340000,0.763207,0.236793,0.584658
2.350000,0.761408,0.238592,0.588494
2.360000,0.759609,0.240391,0.592331
2.370000,0.757812,0.242188,0.596169
2.380000,0.756017,0.243983,0.600005
2.390000,0.754224,0.245776,0.603840
2.400000,0.752434,0.247566,0.607672
2.410000,0.750647,0.249353,0.611499
2.420000,0.748865,0.251135,0.615322
2.430000,0.747087,0.252913,0.619138
2.440000,0.745314,0.254686,0.622946
2.450000,0.743547,0.256453,0.626747
2.460000,0.741786,0.258214,0.630538
2.470000,0.740031,0.259969,0.634318
2.480000,0.738283,0.261717,0.638088
2.490000,0.736543,0.263457,0.641845
2.500000,0.734810,0.265190,0.645589
2.510000,0.733086,0.266914,0.649319
2.520000,0.731371,0.268629,0.653034
2.530000,0.729665,0.270335,0.656733
2.540000,0.727968,0.272032,0.660416
2.550000,0.726282,0.273718,0.664081
2.560000,0.724606,0.275394,0.667727
2.570000,0.722941,0.277059,0.671355
2.580000,0.721287,0.278713,0.674962
2.590000,0.719645,0.280355,0.678549
2.600000,0.718014,0.281986,0.682114
2.610000,0.716396,0.283604,0.685657
2.620000,0.714791,0.285209,0.689176
2.630000,0.713198,0.286802,0.692673
2.640000,0.711619,0.288381,0.696144
2.650000,0.710053,0.289947,0.699591
2.660000,0.708502,0.291498,0.703012
2.670000,0.706964,0.293036,0.706407
2.680000,0.705441,0.294559,0.709775
2.690000,0.703934,0.296066,0.713115
2.700000,0.702441,0.297559,0.716427
2.710000,0.700963,0.299037,0.719710
2.720000,0.699501,0.300499,0.722964
2.730000,0.698055,0.301945,0.726188
2.740000,0.696626,0.303374,0.729382
2.750000,0.695212,0.304788,0.732545
2.760000,0.693815,0.306185,0.735677
2.770000,0.692435,0.307565,0.738777
2.780000,0.691072,0.308928,0.741844
2.790000,0.689727,0.310273,0.744879
2.800000,0.688398,0.311602,0.747881
2.810000,0.687088,0.312912,0.750849
2.820000,0.685795,0.314205,0.753783
2.830000,0.684520,0.315480,0.756683
2.840000,0.683263,0.316737,0.759549
2.850000,0.682024,0.317976,0.762379
2.860000,0.680804,0.319196,0.765174
2.870000,0.679603,0.320397,0.767934
2.880000,0.678420,0.321580,0.770657
2.890000,0.677256,0.322744,0.773344
2.900000,0.676111,0.323889,0.775995
2.910000,0.674985,0.325015,0.778609
2.920000,0.673878,0.326122,0.781186
2.930000,0.672790,0.327210,0.783726
2.940000,0.671722,0.328278,0.786229
2.950000,0.670673,0.329327,0.788694
2.960000,0.669644,0.330356,0.791121
2.970000,0.668634,0.331366,0.793510
2.980000,0.667644,0.332356,0.795861
2.990000,0.666673,0.333327,0.798174
3.000000,0.665722,0.334278,0.800448
3.010000,0.664791,0.335209,0.802684
3.020000,0.663880,0.336120,0.804881
3.030000,0.662988,0.337012,0.807040
3.040000,0.662117,0.337883,0.809160
3.050000,0.661265,0.338735,0.811241
3.060000,0.660433,0.339567,0.813283
3.070000,0.659621,0.340379,0.815287
3.080000,0.658829,0.341171,0.817251
3.090000,0.658057,0.341943,0.819177
3.100000,0.657304,0.342696,0.821063
3.110000,0.656571,0.343429,0.822911
3.120000,0.655858,0.344142,0.824720
3.130000,0.655165,0.344835,0.826490
3.140000,0.654492,0.345508,0.828221
3.150000,0.653838,0.346162,0.829914
3.160000,0.653204,0.346796,0.831567
3.170000,0.652589,0.347411,0.833183
3.180000,0.651994,0.348006,0.834759
3.190000,0.651418,0.348582,0.836298
3.200000,0.650862,0.349138,0.837798
3.210000,0.650325,0.349675,0.839260
3.220000,0.649807,0.350193,0.840683
3.230000,0.649308,0.350692,0.842069
3.240000,0.648828,0.351172,0.843418
