t,y,error,u
0.000000,0.000000,1.000000,0.019801
0.010000,0.000001,0.999999,0.039226
0.020000,0.000005,0.999995,0.058311
0.030000,0.000014,0.999986,0.077100
0.040000,0.000029,0.999971,0.095643
0.050000,0.000052,0.999948,0.113991
0.060000,0.000086,0.999914,0.132197
0.070000,0.000131,0.999869,0.150308
0.080000,0.000189,0.999811,0.168370
0.090000,0.000263,0.999737,0.186421
0.100000,0.000352,0.999648,0.204495
0.110000,0.000460,0.999540,0.222619
0.120000,0.000587,0.999413,0.240811
0.130000,0.000735,0.999265,0.259085
0.140000,0.000906,0.999094,0.277449
0.150000,0.001100,0.998900,0.295904
0.160000,0.001320,0.998680,0.314448
0.170000,0.001566,0.998434,0.333075
0.180000,0.001841,0.998159,0.351776
0.190000,0.002145,0.997855,0.370540
0.200000,0.002480,0.997520,0.389354
0.210000,0.002847,0.997153,0.408207
0.220000,0.003248,0.996752,0.427084
0.230000,0.003684,0.996316,0.445975
0.240000,0.004156,0.995844,0.464868
0.250000,0.004666,0.995334,0.483753
0.260000,0.005215,0.994785,0.502622
0.270000,0.005803,0.994197,0.521467
0.280000,0.006433,0.993567,0.540283
0.290000,0.007105,0.992895,0.559066
0.300000,0.007821,0.992179,0.577813
0.310000,0.008582,0.991418,0.596524
0.320000,0.009388,0.990612,0.615196
0.330000,0.010241,0.989759,0.633831
0.340000,0.011142,0.988858,0.652430
0.350000,0.012092,0.987908,0.670994
0.360000,0.013093,0.986907,0.689525
0.370000,0.014144,0.985856,0.708025
0.380000,0.015247,0.984753,0.726495
0.390000,0.016402,0.983598,0.744937
0.400000,0.017612,0.982388,0.763353
0.410000,0.018876,0.981124,0.781743
0.420000,0.020196,0.979804,0.800108
0.430000,0.021572,0.978428,0.818449
0.440000,0.023005,0.976995,0.836765
0.450000,0.024497,0.975503,0.855056
0.460000,0.026047,0.973953,0.873322
0.470000,0.027657,0.972343,0.891561
0.480000,0.029327,0.970673,0.909772
0.490000,0.031058,0.968942,0.927954
0.500000,0.032851,0.967149,0.946105
0.510000,0.034706,0.965294,0.964222
0.520000,0.036624,0.963376,0.982306
0.530000,0.038606,0.961394,1.000352
0.540000,0.040653,0.959347,1.018360
0.550000,0.042764,0.957236,1.036328
0.560000,0.044941,0.955059,1.054254
0.570000,0.047184,0.952816,1.072136
0.580000,0.049494,0.950506,1.089972
0.590000,0.051871,0.948129,1.107761
0.600000,0.054315,0.945685,1.125501
0.610000,0.056828,0.943172,1.143191
0.620000,0.059409,0.940591,1.160830
0.630000,0.062060,0.937940,1.178415
0.640000,0.064780,0.935220,1.195946
0.650000,0.067570,0.932430,1.213421
0.660000,0.070430,0.929570,1.230840
0.670000,0.073361,0.926639,1.248201
0.680000,0.076363,0.923637,1.265502
0.690000,0.079436,0.920564,1.282742
0.700000,0.082581,0.917419,1.299922
0.710000,0.085797,0.914203,1.317038
0.720000,0.089086,0.910914,1.334090
0.730000,0.092448,0.907552,1.351076
0.740000,0.095882,0.904118,1.367996
0.750000,0.099389,0.900611,1.384848
0.760000,0.102970,0.897030,1.401630
0.770000,0.106624,0.893376,1.418341
0.780000,0.110351,0.889649,1.434981
0.790000,0.114152,0.885848,1.451547
0.800000,0.118026,0.881974,1.468038
0.810000,0.121975,0.878025,1.484453
0.820000,0.125998,0.874002,1.500790
0.830000,0.130094,0.869906,1.517048
0.840000,0.134265,0.865735,1.533225
0.850000,0.138510,0.861490,1.549320
0.860000,0.142829,0.857171,1.565331
0.870000,0.147223,0.852777,1.581258
0.880000,0.151691,0.848309,1.597098
0.890000,0.156233,0.843767,1.612851
0.900000,0.160849,0.839151,1.628514
0.910000,0.165539,0.834461,1.644086
0.920000,0.170303,0.829697,1.659567
0.930000,0.175142,0.824858,1.674954
0.940000,0.180054,0.819946,1.690246
0.950000,0.185040,0.814960,1.705442
0.960000,0.190099,0.809901,1.720540
0.970000,0.195232,0.804768,1.735539
0.980000,0.200438,0.799562,1.750438
0.990000,0.205718,0.794282,1.765235
1.000000,0.211070,0.788930,1.779928
1.010000,0.216495,0.783505,1.794518
1.020000,0.221993,0.778007,1.809001
1.030000,0.227563,0.772437,1.823377
1.040000,0.233205,0.766795,1.837645
1.050000,0.238918,0.761082,1.851802
1.060000,0.244703,0.755297,1.865849
1.070000,0.250559,0.749441,1.879783
1.080000,0.256486,0.743514,1.893603
1.090000,0.262484,0.737516,1.907307
