time,u,y
8.5500,1.1237,165315063.3715
8.5600,0.9365,169103417.1770
8.5700,0.8649,172978584.6925
8.5800,0.9551,176942555.5105
8.5900,0.8812,180997364.5393
8.6000,0.8811,185145093.3335
8.6100,0.9615,189387871.4703
8.6200,1.0685,193727876.8140
8.6300,1.0440,198167337.5323
8.6400,1.1719,202708532.7828
8.6500,1.0692,207353793.9495
8.6600,0.8855,212105505.7998
8.6700,0.7358,216966107.6011
8.6800,0.9805,221938094.8589
8.6900,1.2823,227024019.9282
8.7000,1.0776,232226493.9359
8.7100,0.8607,237548187.5669
8.7200,1.0078,242991833.0249
8.7300,1.0309,248560224.7241
8.7400,1.4399,254256221.4142
8.7500,1.1064,260082747.5350
8.7600,0.6600,266042794.0986
8.7700,1.1057,272139420.7329
8.7800,0.8689,278375757.5026
8.7900,1.0298,284755005.9440
8.8000,1.2477,291280441.0430
8.8100,1.0229,297955412.6749
8.8200,1.1705,304783347.9421
8.8300,0.8631,311767751.6862
8.8400,0.8384,318912209.8591
8.8500,0.8569,326220390.0332
8.8600,0.8973,333696044.2608
8.8700,1.0055,341343010.3603
8.8800,0.9848,349165213.9777
8.8900,1.1751,357166670.9272
8.9000,0.9302,365351489.0298
8.9100,0.9290,373723870.1115
8.9200,1.1160,382288112.2554
8.9300,1.2399,391048612.3852
8.9400,1.1455,400009867.7163
8.9500,0.8652,409176478.7921
8.9600,1.1814,418553151.7906
8.9700,0.9569,428144700.1153
8.9800,0.9630,437956047.9516
8.9900,0.6814,447992232.2911
9.0000,-0.6125,458258405.5802
9.0100,-0.0444,468759837.9772
9.0200,-0.3075,479501921.0195
9.0300,-0.0273,490490169.0823
9.0400,-0.5620,501730223.3375
9.0500,-0.8589,513227854.3984
9.0600,-0.6017,524988964.7388
9.0700,-0.5230,537019592.1112
9.0800,-0.3301,549325913.0401
9.0900,-0.6151,561914245.0254
9.1000,-0.5872,574791050.7820
9.1100,-0.4861,587962940.9743
9.1200,-0.3484,601436677.6617
9.1300,-0.5174,615219177.9793
9.1400,-0.3842,629317517.5917
9.1500,-0.4303,643738934.3287
9.1600,-0.7396,658490831.5995
9.1700,-0.2942,673580782.7884
9.1800,-0.5754,689016534.7787
9.1900,-0.3848,704806011.8245
9.2000,-0.6341,720957319.9855
9.2100,-0.4465,737478750.9440
9.2200,-0.5410,754378786.2869
9.2300,-0.3284,771666102.1627
9.2400,-0.1436,789349573.7015
9.2500,-0.7130,807438278.9028
9.2600,-0.4889,825941504.1897
9.2700,0.0094,844868748.7239
9.2800,-0.2337,864229729.3649
9.2900,-0.3476,884034385.3725
9.3000,-0.4366,904292884.1470
9.3100,-0.1198,925015626.0055
9.3200,-0.3403,946213249.3789
9.3300,-0.5392,967896636.7784
9.3400,-0.2328,990076919.7707
9.3500,-0.5282,1012765485.3129
9.3600,-0.5592,1035973981.2336
9.3700,-0.2833,1059714322.0951
9.3800,-0.4475,1083998695.7751
9.3900,-0.2898,1108839569.2011
9.4000,-0.0618,1134249695.2389
9.4100,-0.7757,1160242118.7523
9.4200,-0.5545,1186830183.6556
9.4300,-0.5150,1214027539.4912
9.4400,-0.7534,1241848149.1646
9.4500,-0.4911,1270306294.8109
9.4600,-0.4545,1299416586.2856
9.4700,-0.9232,1329193967.9609
9.4800,-0.6731,1359653727.1188
9.4900,-0.4583,1390811500.9986
9.5000,-0.4456,1422683285.0937
9.5100,-0.2684,1455285441.9610
9.5200,-0.7229,1488634708.5645
9.5300,-0.4805,1522748205.7220
9.5400,-0.5297,1557643446.4311
9.5500,-0.3527,1593338345.2774
9.5600,-0.5081,1629851227.0986
9.5700,-0.7357,1667200836.6974
9.5800,-0.7808,1705406348.4259
9.5900,-0.7906,1744487376.4304
9.6000,-0.4971,1784463983.8066
9.6100,-0.4688,1825356693.4966
9.6200,-0.5037,1867186499.0141
9.6300,-0.4206,1909974874.8812
9.6400,-0.3687,1953743787.5411
9.6500,-0.5982,1998515706.8382
9.6600,-0.6720,2044313617.9627
9.6700,-0.3886,2091161032.0764
9.6800,-0.3730,2139081999.8088
9.6900,-0.6017,2188101122.7794
9.7000,-0.4351,2238243566.0857
9.7100,-0.5716,2289535071.6549
9.7200,-0.6804,2342001971.5945
9.7300,-0.2879,2395671200.8733
9.7400,-0.1562,2450570312.3209
9.7500,-0.5574,2506727489.7030
9.7600,-0.3952,2564171562.8827
9.7700,-0.4457,2622932022.2085
9.7800,-0.8377,2683039034.1065
9.7900,-0.2716,2744523456.0363
9.8000,-0.4346,2807416852.6590
9.8100,-0.1742,2871751511.9622
9.8200,-0.6047,2937560461.9089
9.8300,-0.5075,3004877487.3586
9.8400,-0.5104,3073737147.1862
9.8500,-0.1717,3144174792.3106
9.8600,0.0347,3216226584.1643
9.8700,-0.3086,3289929511.8121
9.8800,-0.5444,3365321413.2374
9.8900,-0.3651,3442440992.5514
9.9000,-0.9399,3521327841.3263
9.9100,-0.8425,3602022458.1171
9.9200,-0.5213,3684566269.5757
9.9300,-0.2219,3769001652.0732
9.9400,-0.7205,3855371952.6941
9.9500,-0.6700,3943721511.7289
9.9600,-0.0521,4034095686.1243
9.9700,-0.4080,4126540871.5824
9.9800,-0.2571,4221104527.5228
9.9900,-0.6736,4317835200.5431
10.0000,1.2419,4416782550.1088
