Time,x1,x2,x3,x1_est,x2_est,x3_est,err1,err2,err3
292,97.2171,50.4866,469.518,97.211,50.5225,479.666,0.00608948,-0.0358861,-10.1486
293,97.2038,50.4947,469.528,97.2126,50.5594,479.66,-0.00871328,-0.0646603,-10.1329
294,97.2041,50.5278,469.505,97.2237,50.5464,479.658,-0.0196249,-0.0185605,-10.1528
295,97.2214,50.5101,469.502,97.2187,50.5229,479.661,0.00265338,-0.0128275,-10.1589
296,97.2208,50.4864,469.507,97.2162,50.516,479.662,0.00465289,-0.0296179,-10.1549
297,97.219,50.4906,469.513,97.2207,50.5261,479.659,-0.00171303,-0.0354787,-10.1452
298,97.2298,50.4931,469.516,97.2248,50.5414,479.656,0.00498699,-0.0482415,-10.1399
299,97.236,50.5116,469.512,97.2136,50.5361,479.658,0.0224581,-0.0245073,-10.1458
300,97.2181,50.5015,469.486,97.2062,50.4772,479.669,0.0119427,0.024274,-10.1831
301,97.2211,50.4535,469.49,97.2202,50.4498,479.673,0.0008441,0.00371882,-10.1834
302,97.2027,50.4096,469.492,97.2174,50.4314,479.679,-0.0147744,-0.0218532,-10.187
303,97.2133,50.396,469.493,97.2147,50.4166,479.684,-0.00143857,-0.0205413,-10.1912
304,97.2136,50.383,469.498,97.2198,50.4204,479.685,-0.00618016,-0.0373681,-10.1873
305,97.2011,50.396,469.488,97.2168,50.3972,479.692,-0.015635,-0.00118103,-10.2038
306,97.2119,50.3834,469.498,97.2151,50.4012,479.694,-0.00317291,-0.0178272,-10.1958
307,97.2226,50.4104,469.499,97.2204,50.4049,479.695,0.0022514,0.00553166,-10.1965
308,97.2301,50.4215,469.493,97.2366,50.4005,479.695,-0.00640579,0.0210018,-10.2016
309,97.2259,50.4039,469.511,97.226,50.4244,479.698,-6.87782e-05,-0.0205188,-10.1878
310,97.2318,50.4438,469.511,97.2252,50.4433,479.698,0.00657048,0.00045265,-10.1878
311,97.2242,50.4672,469.523,97.2395,50.4909,479.689,-0.0153424,-0.0236128,-10.1661
312,97.2208,50.5029,469.512,97.2356,50.4971,479.689,-0.014765,0.00581233,-10.1772
313,97.214,50.4948,469.533,97.2411,50.5526,479.681,-0.0270739,-0.0578109,-10.1479
314,97.1985,50.5428,469.528,97.2385,50.5816,479.675,-0.0399972,-0.0388446,-10.1465
315,97.1939,50.5721,469.525,97.2319,50.5928,479.673,-0.0379494,-0.0206785,-10.1473
316,97.1727,50.5991,469.516,97.225,50.5801,479.674,-0.0522914,0.0189753,-10.1575
317,97.1649,50.5876,469.504,97.2306,50.5508,479.677,-0.0657074,0.0368464,-10.1722
318,97.1683,50.5505,469.506,97.2268,50.5265,479.68,-0.0585347,0.0239862,-10.1743
319,97.1708,50.5259,469.494,97.2326,50.4876,479.683,-0.0617877,0.0382898,-10.1893
320,97.1586,50.4564,469.487,97.2347,50.4476,479.689,-0.0760808,0.00885707,-10.2027
321,97.149,50.4167,469.5,97.2355,50.4447,479.692,-0.0865631,-0.028038,-10.1922
322,97.1469,50.424,469.498,97.2336,50.4366,479.697,-0.0866685,-0.0126643,-10.1989
323,97.1376,50.4154,469.504,97.2399,50.4465,479.696,-0.102308,-0.0310986,-10.1916
324,97.1374,50.4266,469.499,97.2358,50.4382,479.702,-0.0984726,-0.0116561,-10.2031
325,97.1418,50.4164,469.507,97.2447,50.4547,479.7,-0.102926,-0.0383422,-10.1928
326,97.1475,50.4296,469.497,97.2301,50.4359,479.708,-0.0826151,-0.00629514,-10.2108
327,97.1522,50.4124,469.495,97.2412,50.4297,479.711,-0.0889528,-0.0172192,-10.2154
328,97.1547,50.391,469.499,97.2413,50.4315,479.716,-0.0865203,-0.0405072,-10.2167
329,97.1781,50.3812,469.499,97.2513,50.4391,479.717,-0.0732456,-0.0579481,-10.2172
330,97.186,50.3925,469.505,97.2346,50.4456,479.721,-0.0486036,-0.0530942,-10.2166
331,97.1764,50.3991,469.494,97.2237,50.4298,479.73,-0.0472617,-0.0306416,-10.2353
332,97.1695,50.3967,469.49,97.2463,50.4208,479.73,-0.0768402,-0.0240675,-10.2406
333,97.1861,50.3787,469.507,97.2504,50.4452,479.727,-0.0643928,-0.0665044,-10.2205
334,97.1721,50.4034,469.508,97.2479,50.4632,479.729,-0.0757442,-0.0597807,-10.2203
335,97.1945,50.4297,469.525,97.2474,50.5117,479.722,-0.0529061,-0.0819488,-10.1966
336,97.2006,50.4827,469.528,97.2453,50.5529,479.715,-0.0446311,-0.0702188,-10.1871
337,97.1971,50.5347,469.514,97.2288,50.5455,479.719,-0.0317777,-0.0107702,-10.2047
338,97.1925,50.5462,469.516,97.2187,50.5444,479.721,-0.0262772,0.00177138,-10.2045
339,97.1914,50.5578,469.517,97.2198,50.5469,479.718,-0.028424,0.0109108,-10.201
340,97.2047,50.5616,469.538,97.2025,50.5839,479.713,0.00215436,-0.0223106,-10.1758
341,97.2058,50.609,469.518,97.1984,50.5747,479.713,0.00741169,0.0342565,-10.1947
342,97.2023,50.5903,469.526,97.1917,50.5853,479.712,0.0106316,0.00496797,-10.1852
343,97.2037,50.6113,469.501,97.1894,50.5399,479.718,0.0142933,0.071402,-10.2164
344,97.1999,50.5675,469.495,97.1885,50.4907,479.724,0.0114422,0.0767811,-10.2296
345,97.2082,50.5193,469.505,97.1955,50.4795,479.725,0.0126567,0.0397813,-10.2202
346,97.2171,50.4996,469.5,97.1927,50.4596,479.729,0.0243841,0.0399594,-10.2287
347,97.2147,50.463,469.503,97.1934,50.4549,479.731,0.0212749,0.00809118,-10.2274
348,97.2043,50.4688,469.502,97.1877,50.4445,479.735,0.0166614,0.0242154,-10.2328
349,97.2205,50.4533,469.513,97.1877,50.4646,479.731,0.0328499,-0.0112499,-10.2179
350,97.2159,50.4817,469.525,97.1921,50.5043,479.725,0.0237687,-0.022586,-10.2003
351,97.239,50.5087,469.53,97.1957,50.5475,479.717,0.0432821,-0.0387581,-10.1871
352,97.2413,50.5537,469.539,97.1966,50.5972,479.708,0.0447185,-0.0435066,-10.1698
353,97.2295,50.6154,469.528,97.1895,50.6049,479.707,0.0400224,0.0105393,-10.1789
354,97.232,50.632,469.527,97.1869,50.6096,479.702,0.0451081,0.0224568,-10.1751
355,97.2225,50.6384,469.508,97.1862,50.5735,479.703,0.0362913,0.0649088,-10.1956
356,97.2083,50.5978,469.497,97.175,50.5168,479.713,0.0333122,0.0809974,-10.216
357,97.2275,50.5541,469.512,97.1652,50.5067,479.717,0.0623545,0.0473801,-10.2051
358,97.2274,50.552,469.531,97.1655,50.542,479.711,0.0618986,0.0100271,-10.1799
359,97.2191,50.61,469.527,97.174,50.5595,479.705,0.0450957,0.050541,-10.1781
360,97.2133,50.6211,469.523,97.1784,50.5648,479.702,0.0349348,0.0562646,-10.1794
361,97.2191,50.6106,469.529,97.1669,50.5757,479.701,0.0522289,0.034829,-10.1724
362,97.2202,50.6187,469.533,97.1751,50.6011,479.694,0.0450878,0.0175946,-10.1616
363,97.2116,50.6385,469.538,97.173,50.6266,479.687,0.0385876,0.0119768,-10.1486
364,97.2214,50.6635,469.538,97.1562,50.6401,479.685,0.0652643,0.023359,-10.1462
365,97.2225,50.6997,469.53,97.1527,50.6347,479.682,0.0698206,0.0649115,-10.152
366,97.2081,50.7033,469.527,97.16,50.6277,479.677,0.0480395,0.075593,-10.1493
367,97.2238,50.6785,469.527,97.1605,50.6227,479.673,0.0632839,0.0558538,-10.1463
368,97.2143,50.6451,469.523,97.1607,50.6139,479.67,0.0535934,0.0311908,-10.1469
369,97.2051,50.6528,469.531,97.1633,50.6219,479.666,0.0417888,0.0309029,-10.1351
370,97.2013,50.6517,469.536,97.1626,50.6409,479.661,0.0387689,0.0107575,-10.1244
371,97.1952,50.6823,469.543,97.1503,50.6625,479.656,0.0449551,0.0198442,-10.1126
372,97.1971,50.7078,469.522,97.1453,50.6342,479.66,0.0517888,0.0736289,-10.1384
373,97.2201,50.6775,469.519,97.1496,50.6125,479.657,0.0704532,0.0650653,-10.1373
374,97.2125,50.6622,469.504,97.1336,50.5528,479.664,0.0789186,0.109438,-10.16
375,97.2294,50.6042,469.488,97.1508,50.4906,479.668,0.078614,0.113542,-10.18
376,97.246,50.5428,469.491,97.1524,50.4448,479.672,0.0935749,0.0980006,-10.1812
377,97.2358,50.4846,469.493,97.1422,50.4091,479.68,0.0936254,0.0754719,-10.1876
378,97.2354,50.4406,469.512,97.1459,50.4296,479.679,0.0895045,0.0110093,-10.1676
379,97.2438,50.4564,469.481,97.1433,50.3787,479.689,0.10052,0.0777076,-10.2081
380,97.2549,50.4076,469.496,97.1559,50.3793,479.691,0.0989658,0.0283004,-10.1944
381,97.2464,50.399,469.499,97.1767,50.3921,479.686,0.0696369,0.00693716,-10.187
382,97.2417,50.3981,469.492,97.1863,50.3845,479.689,0.0554422,0.0135801,-10.197
383,97.2342,50.3946,469.49,97.1965,50.374,479.691,0.0376768,0.0206078,-10.2011
384,97.229,50.3669,469.49,97.1974,50.3656,479.697,0.0316175,0.00132679,-10.2067
385,97.2103,50.3617,469.492,97.2088,50.3658,479.698,0.00150973,-0.00414301,-10.2059
386,97.233,50.3629,469.494,97.2027,50.3663,479.701,0.0303415,-0.00341884,-10.2067
387,97.2309,50.3708,469.494,97.2053,50.3681,479.704,0.025612,0.00274862,-10.2101
388,97.2256,50.3675,469.507,97.1988,50.3924,479.706,0.0268476,-0.0249682,-10.1986
389,97.2168,50.4148,469.488,97.1959,50.368,479.712,0.0209268,0.0467349,-10.2241
390,97.2215,50.403,469.46,97.2046,50.2937,479.725,0.0168946,0.109298,-10.2654
391,97.2233,50.3136,469.493,97.2012,50.3056,479.73,0.0221266,0.00806317,-10.2366
392,97.2222,50.3487,469.516,97.1821,50.3507,479.732,0.0400773,-0.00200242,-10.216
393,97.2308,50.4146,469.522,97.1749,50.4004,479.729,0.0558673,0.0142197,-10.2068
394,97.2227,50.4553,469.517,97.1752,50.4312,479.726,0.0475955,0.0241258,-10.2082
395,97.2205,50.481,469.511,97.1748,50.4423,479.724,0.0457632,0.0387663,-10.2136
396,97.2065,50.4878,469.517,97.1755,50.4642,479.722,0.0309862,0.0236235,-10.2043
397,97.2007,50.509,469.51,97.1817,50.467,479.72,0.0190674,0.0420048,-10.2098
398,97.1882,50.5011,469.513,97.189,50.4798,479.717,-0.000809572,0.0212309,-10.2038
399,97.1899,50.4979,469.513,97.1949,50.49,479.715,-0.0050086,0.00789954,-10.202
400,97.1941,50.5072,469.499,97.1969,50.4673,479.72,-0.00283228,0.0398891,-10.2207
