t,y,error,u
0.000000,0.000000,1.000000,-5.000000
0.010000,-0.000248,1.000000,-5.000000
0.020000,-0.000986,1.000248,-5.000000
0.030000,-0.002207,1.000986,-5.000000
0.040000,-0.003904,1.002207,-5.000000
0.050000,-0.006068,1.003904,-5.000000
0.060000,-0.008694,1.006068,-5.000000
0.070000,-0.011774,1.008694,-5.000000
0.080000,-0.015300,1.011774,-5.000000
0.090000,-0.019267,1.015300,-5.000000
0.100000,-0.023666,1.019267,-5.000000
0.110000,-0.028492,1.023666,-5.000000
0.120000,-0.033737,1.028492,-5.000000
0.130000,-0.039395,1.033737,-5.000000
0.140000,-0.045458,1.039395,-5.000000
0.150000,-0.051920,1.045458,-5.000000
0.160000,-0.058775,1.051920,-5.000000
0.170000,-0.066016,1.058775,-5.000000
0.180000,-0.073637,1.066016,-5.000000
0.190000,-0.081630,1.073637,-5.000000
0.200000,-0.089990,1.081630,-5.000000
0.210000,-0.098711,1.089990,-5.000000
0.220000,-0.107785,1.098711,-5.000000
0.230000,-0.117207,1.107785,-5.000000
0.240000,-0.126971,1.117207,-5.000000
0.250000,-0.137070,1.126971,-5.000000
0.260000,-0.147498,1.137070,-5.000000
0.270000,-0.158250,1.147498,-5.000000
0.280000,-0.169320,1.158250,-5.000000
0.290000,-0.180701,1.169320,-5.000000
0.300000,-0.192387,1.180701,-5.000000
0.310000,-0.204374,1.192387,-5.000000
0.320000,-0.216654,1.204374,-5.000000
0.330000,-0.229223,1.216654,-5.000000
0.340000,-0.242075,1.229223,-5.000000
0.350000,-0.255204,1.242075,-5.000000
0.360000,-0.268605,1.255204,-5.000000
0.370000,-0.282271,1.268605,-5.000000
0.380000,-0.296199,1.282271,-5.000000
0.390000,-0.310382,1.296199,-5.000000
0.400000,-0.324814,1.310382,-5.000000
0.410000,-0.339492,1.324814,-5.000000
0.420000,-0.354409,1.339492,-5.000000
0.430000,-0.369560,1.354409,-5.000000
0.440000,-0.384940,1.369560,-5.000000
0.450000,-0.400544,1.384940,-5.000000
0.460000,-0.416368,1.400544,-5.000000
0.470000,-0.432406,1.416368,-5.000000
0.480000,-0.448652,1.432406,-5.000000
0.490000,-0.465103,1.448652,-5.000000
0.500000,-0.481754,1.465103,-5.000000
0.510000,-0.498599,1.481754,-5.000000
0.520000,-0.515634,1.498599,-5.000000
0.530000,-0.532854,1.515634,-5.000000
0.540000,-0.550255,1.532854,-5.000000
