Time,dx1,dx2,dx3,u1,u2,u3
167,-7.01076e-10,2.96523e-11,4.33658e-05,0.270489,0.62082,0.339787
168,-6.09246e-10,-6.49916e-12,3.76506e-05,0.270489,0.62082,0.339787
169,-5.22292e-10,-3.73003e-11,3.22424e-05,0.270489,0.62082,0.339787
170,-4.40714e-10,-6.31021e-11,2.71721e-05,0.27049,0.62082,0.339787
171,-3.64866e-10,-8.42707e-11,2.24609e-05,0.27049,0.62082,0.339787
172,-2.94972e-10,-1.01187e-10,1.81224e-05,0.27049,0.62082,0.339788
173,-2.31137e-10,-1.14233e-10,1.41626e-05,0.27049,0.62082,0.339788
174,-1.73371e-10,-1.2379e-10,1.05816e-05,0.27049,0.62082,0.339788
175,-1.21593e-10,-1.30234e-10,7.37428e-06,0.27049,0.62082,0.339788
176,-7.56551e-11,-1.33926e-10,4.53082e-06,0.27049,0.62082,0.339788
177,-3.53461e-11,-1.35216e-10,2.03791e-06,0.27049,0.62082,0.339789
178,-4.08849e-13,-1.34437e-10,-1.20715e-07,0.27049,0.62082,0.339789
179,2.94516e-11,-1.31898e-10,-1.96364e-06,0.27049,0.62082,0.339789
180,5.4558e-11,-1.27892e-10,-3.51112e-06,0.27049,0.62082,0.339789
181,7.52524e-11,-1.22687e-10,-4.78459e-06,0.27049,0.62082,0.339789
182,9.18883e-11,-1.16531e-10,-5.80617e-06,0.27049,0.62082,0.33979
183,1.04825e-10,-1.09649e-10,-6.59829e-06,0.27049,0.62082,0.33979
184,1.14419e-10,-1.02239e-10,-7.18329e-06,0.27049,0.62082,0.33979
185,1.21025e-10,-9.44847e-11,-7.58316e-06,0.27049,0.62082,0.33979
186,1.24984e-10,-8.65432e-11,-7.81926e-06,0.27049,0.62082,0.33979
187,1.26627e-10,-7.85516e-11,-7.91213e-06,0.27049,0.62082,0.33979
188,1.26267e-10,-7.0628e-11,-7.88131e-06,0.27049,0.62082,0.33979
189,1.24202e-10,-6.28743e-11,-7.74522e-06,0.27049,0.62082,0.33979
190,1.20707e-10,-5.53718e-11,-7.52108e-06,0.27049,0.62082,0.33979
191,1.1604e-10,-4.81914e-11,-7.22481e-06,0.27049,0.62082,0.33979
192,1.10436e-10,-4.13834e-11,-6.87103e-06,0.27049,0.62082,0.33979
193,1.0411e-10,-3.49891e-11,-6.47304e-06,0.27049,0.62082,0.33979
194,9.72538e-11,-2.90387e-11,-6.04281e-06,0.27049,0.62082,0.33979
195,9.00409e-11,-2.35494e-11,-5.59101e-06,0.27049,0.62082,0.33979
196,8.26234e-11,-1.85309e-11,-5.12709e-06,0.27049,0.62082,0.33979
197,7.51344e-11,-1.39844e-11,-4.65925e-06,0.27049,0.62082,0.33979
198,6.76886e-11,-9.90444e-12,-4.1946e-06,0.27049,0.62082,0.33979
199,6.03834e-11,-6.27964e-12,-3.73913e-06,0.27049,0.62082,0.33979
200,5.33e-11,-3.09531e-12,-3.29784e-06,0.27049,0.62082,0.33979
201,4.65049e-11,-3.30744e-13,-2.87484e-06,0.27049,0.62082,0.33979
202,4.00507e-11,2.03659e-12,-2.47333e-06,0.27049,0.62082,0.33979
203,3.39777e-11,4.03006e-12,-2.09579e-06,0.27049,0.62082,0.33979
204,2.83151e-11,5.6786e-12,-1.74399e-06,0.27049,0.62082,0.33979
205,2.30818e-11,7.0072e-12,-1.41908e-06,0.27049,0.62082,0.33979
206,1.82885e-11,8.04644e-12,-1.12168e-06,0.27049,0.62082,0.33979
207,1.39378e-11,8.82163e-12,-8.51921e-07,0.27049,0.62082,0.33979
208,1.00259e-11,9.36133e-12,-6.09542e-07,0.27049,0.62082,0.33979
209,6.54356e-12,9.69101e-12,-3.93935e-07,0.27049,0.62082,0.33979
210,3.47666e-12,9.83862e-12,-2.04208e-07,0.27049,0.62082,0.33979
211,8.07454e-13,9.8285e-12,-3.92369e-08,0.27049,0.62082,0.33979
212,-1.48467e-12,9.68154e-12,1.02281e-07,0.27049,0.62082,0.33979
213,-3.42266e-12,9.42227e-12,2.21787e-07,0.27049,0.62082,0.33979
214,-5.03109e-12,9.06869e-12,3.2082e-07,0.27049,0.62082,0.33979
215,-6.33545e-12,8.64109e-12,4.00979e-07,0.27049,0.62082,0.33979
216,-7.36182e-12,8.1549e-12,4.63893e-07,0.27049,0.62082,0.33979
217,-8.1364e-12,7.62662e-12,5.11194e-07,0.27049,0.62082,0.33979
218,-8.68502e-12,7.0682e-12,5.44496e-07,0.27049,0.62082,0.33979
219,-9.03285e-12,6.49308e-12,5.65371e-07,0.27049,0.62082,0.33979
220,-9.20429e-12,5.91048e-12,5.75337e-07,0.27049,0.62082,0.33979
221,-9.2226e-12,5.33005e-12,5.75841e-07,0.27049,0.62082,0.33979
222,-9.10988e-12,4.76052e-12,5.68252e-07,0.27049,0.62082,0.33979
223,-8.88669e-12,4.20848e-12,5.53855e-07,0.27049,0.62082,0.33979
224,-8.57219e-12,3.67722e-12,5.3384e-07,0.27049,0.62082,0.33979
225,-8.18403e-12,3.1714e-12,5.09302e-07,0.27049,0.62082,0.33979
226,-7.73842e-12,2.69558e-12,4.81242e-07,0.27049,0.62082,0.33979
227,-7.2499e-12,2.25151e-12,4.50562e-07,0.27049,0.62082,0.33979
228,-6.73145e-12,1.84132e-12,4.18071e-07,0.27049,0.62082,0.33979
229,-6.1947e-12,1.46336e-12,3.84486e-07,0.27049,0.62082,0.33979
230,-5.64976e-12,1.12106e-12,3.50431e-07,0.27049,0.62082,0.33979
231,-5.10546e-12,8.14141e-13,3.16451e-07,0.27049,0.62082,0.33979
232,-4.5692e-12,5.39014e-13,2.83008e-07,0.27049,0.62082,0.33979
233,-4.04731e-12,2.96221e-13,2.50489e-07,0.27049,0.62082,0.33979
234,-3.54505e-12,8.58763e-14,2.19212e-07,0.27049,0.62082,0.33979
235,-3.06641e-12,-9.64118e-14,1.89433e-07,0.27049,0.62082,0.33979
236,-2.61477e-12,-2.49246e-13,1.61348e-07,0.27049,0.62082,0.33979
237,-2.19239e-12,-3.77151e-13,1.35102e-07,0.27049,0.62082,0.33979
238,-1.8009e-12,-4.81536e-13,1.10792e-07,0.27049,0.62082,0.33979
