t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.512216e+02,2.825927e+02,6.279052e+03,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.000000e+10,8,8
5.000000e-01,5.340127e-05,4.604856e-04,-4.657515e-08,2.135259e-04,1.839586e-03,-1.852689e-07,5.018086e+02,5.642819e+02,1.253332e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,2.670063e-05,2.302428e-04,2.328758e-08,1.600000e+11,8,16
1.000000e+00,2.119355e-04,1.831797e-03,-1.843145e-07,4.205337e-04,3.643351e-03,-3.646893e-07,7.511279e+02,8.441672e+02,1.873813e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,1.326684e-04,1.146142e-03,1.154448e-07,2.400000e+11,8,24
1.500000e+00,4.721809e-04,4.095701e-03,-4.103639e-07,6.203713e-04,5.409999e-03,-5.385398e-07,9.985499e+02,1.121354e+03,2.486899e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,3.687589e-04,3.193992e-03,3.206268e-07,3.200000e+11,8,32
2.000000e+00,8.309938e-04,7.234868e-03,-7.219341e-07,8.148008e-04,7.144452e-03,-7.068038e-07,1.243449e+03,1.394955e+03,3.090170e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,7.842557e-04,6.811426e-03,6.815938e-07,4.000000e+11,8,40
2.500000e+00,1.286377e-03,1.123511e-02,-1.116196e-06,1.006646e-03,8.854318e-03,-8.693386e-07,1.485208e+03,1.664097e+03,3.681246e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,1.427444e-03,1.242898e-02,1.239692e-06,4.800000e+11,8,48
3.000000e+00,1.837628e-03,1.608571e-02,-1.590264e-06,1.198260e-03,1.054593e-02,-1.026059e-06,1.723215e+03,1.927919e+03,4.257793e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,2.346258e-03,2.047184e-02,2.034824e-06,5.600000e+11,8,56
3.500000e+00,2.484872e-03,2.177822e-02,-2.141251e-06,1.390601e-03,1.222197e-02,-1.177048e-06,1.956868e+03,2.185578e+03,4.817537e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,3.588694e-03,3.136095e-02,3.105449e-06,6.400000e+11,8,64
4.000000e+00,3.228365e-03,2.830462e-02,-2.766353e-06,1.583239e-03,1.388152e-02,-1.322548e-06,2.185579e+03,2.436249e+03,5.358268e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,5.202877e-03,4.551326e-02,4.488626e-06,7.200000e+11,8,72
4.500000e+00,4.067993e-03,3.565604e-02,-3.462903e-06,1.775110e-03,1.552207e-02,-1.462870e-06,2.408768e+03,2.679131e+03,5.877853e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,7.236873e-03,6.334128e-02,6.220078e-06,8.000000e+11,8,80
5.000000e+00,5.003177e-03,4.382252e-02,-4.228379e-06,1.965429e-03,1.714180e-02,-1.598280e-06,2.625873e+03,2.913448e+03,6.374240e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,9.738462e-03,8.525254e-02,8.334267e-06,8.800000e+11,8,88
5.500000e+00,6.033147e-03,5.279373e-02,-5.060368e-06,2.154213e-03,1.874101e-02,-1.728944e-06,2.836344e+03,3.138451e+03,6.845471e+04,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,1.275504e-02,1.116494e-01,1.086445e-05,9.600000e+11,8,96
