t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.000000e+10,8,8
5.000000e-01,5.340127e-05,4.604856e-04,-4.657515e-08,2.135259e-04,1.839586e-03,-1.852689e-07,1.023721e+03,7.989970e+03,-1.012888e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,2.670063e-05,2.302428e-04,2.328758e-08,1.600000e+11,8,16
1.000000e+00,2.119355e-04,1.831797e-03,-1.843145e-07,4.205337e-04,3.643351e-03,-3.646893e-07,2.915409e+03,2.137204e+04,-2.423943e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,1.326684e-04,1.146142e-03,1.154448e-07,2.400000e+11,8,24
1.500000e+00,4.721809e-04,4.095701e-03,-4.103639e-07,6.203713e-04,5.409999e-03,-5.385398e-07,4.753823e+03,3.455860e+04,-3.790971e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,3.687589e-04,3.193992e-03,3.206268e-07,3.200000e+11,8,32
2.000000e+00,8.309938e-04,7.234868e-03,-7.219341e-07,8.148008e-04,7.144452e-03,-7.068038e-07,6.544409e+03,4.756576e+04,-5.114530e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,7.842557e-04,6.811426e-03,6.815938e-07,4.000000e+11,8,40
2.500000e+00,1.286377e-03,1.123511e-02,-1.116196e-06,1.006646e-03,8.854318e-03,-8.693386e-07,8.307843e+03,6.044000e+04,-6.393799e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,1.427444e-03,1.242898e-02,1.239692e-06,4.800000e+11,8,48
3.000000e+00,1.837628e-03,1.608571e-02,-1.590264e-06,1.198260e-03,1.054593e-02,-1.026059e-06,1.006709e+04,7.323054e+04,-7.627985e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,2.346258e-03,2.047184e-02,2.034824e-06,5.600000e+11,8,56
3.500000e+00,2.484872e-03,2.177822e-02,-2.141251e-06,1.390601e-03,1.222197e-02,-1.177048e-06,1.183655e+04,8.596719e+04,-8.817338e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,3.588694e-03,3.136095e-02,3.105449e-06,6.400000e+11,8,64
4.000000e+00,3.228365e-03,2.830462e-02,-2.766353e-06,1.583239e-03,1.388152e-02,-1.322548e-06,1.361818e+04,9.865347e+04,-9.963378e+06,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,5.202877e-03,4.551326e-02,4.488626e-06,7.200000e+11,8,72
4.500000e+00,4.067993e-03,3.565604e-02,-3.462903e-06,1.775110e-03,1.552207e-02,-1.462870e-06,1.540513e+04,1.112750e+05,-1.106836e+07,2.000000e+05,2.000000e+05,2.000000e+05,2.000000e+05,0.000000e+00,0.000000e+00,0.000000e+00,7.236873e-03,6.334128e-02,6.220078e-06,8.000000e+11,8,80
