t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0
5.000000e-01,4.990411e-05,4.514822e-04,-4.699186e-08,1.995424e-04,1.803618e-03,-1.869265e-07,-3.127251e-07,-2.829222e-06,2.944754e-10,9.730867e-07,6.603654e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.495205e-05,2.257411e-04,2.349593e-08,6.914901e-13,2,2
1.000000e+00,1.990201e-04,1.798641e-03,-1.858380e-07,3.968477e-04,3.582740e-03,-3.674526e-07,-1.862570e-06,-1.683880e-05,1.744051e-09,5.792217e-06,3.929670e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.244621e-04,1.125062e-03,1.164149e-07,2.518753e-11,2,4
1.500000e+00,4.461846e-04,4.029183e-03,-4.133978e-07,5.917354e-04,5.337181e-03,-5.418157e-07,-6.156411e-06,-5.562702e-05,5.735515e-09,1.913631e-05,1.297997e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.475544e-04,3.139653e-03,3.231138e-07,2.925265e-10,2,6
2.000000e+00,7.903137e-04,7.131158e-03,-7.266276e-07,7.847026e-04,7.068502e-03,-7.101658e-07,-1.525152e-05,-1.377364e-04,1.413972e-08,4.738673e-05,3.213540e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.427112e-04,6.705233e-03,6.864277e-07,1.931620e-09,2,8
2.500000e+00,1.230647e-03,1.109358e-02,-1.122548e-06,9.765438e-04,8.779013e-03,-8.726118e-07,-3.172251e-05,-2.863304e-04,2.926760e-08,9.851753e-05,6.679538e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.358035e-03,1.225202e-02,1.247702e-06,9.015283e-09,2,10
3.000000e+00,1.766787e-03,1.590654e-02,-1.598238e-06,1.167922e-03,1.047066e-02,-1.029274e-06,-5.862805e-05,-5.288547e-04,5.382483e-08,1.819809e-04,1.233535e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.241428e-03,2.020530e-02,2.046821e-06,3.318185e-08,2,12
3.500000e+00,2.398573e-03,2.156084e-02,-2.150846e-06,1.359108e-03,1.214437e-02,-1.180316e-06,-9.947671e-05,-8.966843e-04,9.086554e-08,3.085882e-04,2.091127e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.440715e-03,3.098572e-02,3.122244e-06,1.026593e-07,2,14
4.000000e+00,3.125880e-03,2.804747e-02,-2.777612e-06,1.549984e-03,1.380006e-02,-1.325939e-06,-1.581913e-04,-1.424757e-03,1.437457e-07,4.903866e-04,3.321972e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.003655e-03,4.500945e-02,4.511050e-06,2.780763e-07,2,16
4.500000e+00,3.948480e-03,3.535730e-02,-3.475883e-06,1.740253e-03,1.543718e-02,-1.466362e-06,-2.390708e-04,-2.151195e-03,2.160769e-07,7.405305e-04,5.014625e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.977895e-03,6.268810e-02,6.248992e-06,6.780013e-07,2,18
5.000000e+00,4.866017e-03,4.348096e-02,-4.243109e-06,1.929699e-03,1.705538e-02,-1.601785e-06,-3.467511e-04,-3.116918e-03,3.116803e-07,1.073150e-03,7.264031e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.410903e-03,8.442858e-02,8.370546e-06,1.517658e-06,2,20
