t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0
5.000000e-01,7.001026e-05,3.510370e-06,1.624717e-10,2.799373e-04,1.402352e-05,6.462886e-10,-1.981265e+00,-2.894555e-02,-3.110341e-07,9.989884e-01,0.000000e+00,0.000000e+00,9.822766e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.500513e-05,1.755185e-06,8.123583e-11,9.814226e-01,2,2
1.000000e+00,2.794501e-04,1.292989e-05,5.947776e-10,5.577191e-04,2.364223e-05,1.080519e-09,-3.951700e+00,-4.902099e-02,-5.302312e-07,1.990001e+00,0.000000e+00,0.000000e+00,1.961699e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.747302e-04,8.220128e-06,3.786246e-10,4.885606e+00,2,4
1.500000e+00,6.271958e-04,2.594651e-05,1.186608e-09,8.331615e-04,2.841816e-05,1.285660e-09,-5.909971e+00,-5.925269e-02,-6.460425e-07,2.972090e+00,0.000000e+00,0.000000e+00,2.937881e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.883281e-04,2.119338e-05,9.719284e-10,1.361784e+01,2,6
2.000000e+00,1.112201e-03,4.046619e-05,1.839403e-09,1.106758e-03,2.965895e-05,1.325303e-09,-7.859534e+00,-6.226310e-02,-6.854492e-07,3.947741e+00,0.000000e+00,0.000000e+00,3.911793e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.044429e-03,4.142648e-05,1.891630e-09,2.906123e+01,2,8
2.500000e+00,1.733741e-03,5.523773e-05,2.494911e-09,1.379301e-03,2.942750e-05,1.296886e-09,-9.805960e+00,-6.225430e-02,-6.927281e-07,4.920951e+00,0.000000e+00,0.000000e+00,4.885009e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.911299e-03,6.904534e-05,3.139085e-09,5.310077e+01,2,10
3.000000e+00,2.491454e-03,6.995249e-05,3.139126e-09,1.651449e-03,2.943153e-05,1.280069e-09,-1.175391e+01,-6.272791e-02,-7.051403e-07,5.895061e+00,0.000000e+00,0.000000e+00,5.858845e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.157026e-03,1.040216e-04,4.708648e-09,8.763967e+01,2,12
3.500000e+00,3.385209e-03,8.489983e-05,3.785748e-09,1.923471e-03,3.035664e-05,1.306272e-09,-1.370526e+01,-6.510275e-02,-7.379905e-07,6.871424e+00,0.000000e+00,0.000000e+00,6.833837e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.849630e-03,1.464715e-04,6.601522e-09,1.345986e+02,2,14
4.000000e+00,4.414913e-03,1.004605e-04,4.452438e-09,2.195247e-03,3.188403e-05,1.360193e-09,-1.565918e+01,-6.873538e-02,-7.845943e-07,7.849431e+00,0.000000e+00,0.000000e+00,7.809746e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.057087e-03,1.967017e-04,8.827741e-09,1.959014e+02,2,16
4.500000e+00,5.580370e-03,1.167415e-04,5.143975e-09,2.466478e-03,3.323814e-05,1.405702e-09,-1.761353e+01,-7.203449e-02,-8.280027e-07,8.827562e+00,0.000000e+00,0.000000e+00,8.785973e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.847272e-03,2.550725e-04,1.139973e-08,2.734610e+02,2,18
