t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.365990e-03,3.314564e-03,4.118532e-09,0.000000e+00,2.261628e-04,2.139827e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.315006e-06,2,2
5.000000e-01,1.363518e-06,6.370382e-04,1.624718e-10,5.452050e-06,2.544893e-03,6.462908e-10,-1.579057e-03,-1.951563e-01,-1.801306e-09,5.712629e-02,5.554723e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.817588e-07,3.185191e-04,8.123592e-11,3.176769e-03,2,4
1.000000e+00,5.035873e-06,2.537438e-03,5.928228e-10,9.235971e-06,5.053491e-03,1.072743e-09,-1.730526e-04,-3.893311e-01,5.150325e-10,1.124767e-01,1.123037e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.199695e-06,1.587238e-03,3.776473e-10,1.580833e-02,2,6
1.500000e+00,1.013691e-05,5.683059e-03,1.177534e-09,1.116748e-05,7.525827e-03,1.265035e-09,5.082677e-03,-5.810841e-01,9.381948e-09,1.652032e-01,1.702859e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.268151e-06,4.428767e-03,9.664142e-10,4.395301e-02,2,8
2.000000e+00,1.586372e-05,1.005621e-02,1.816227e-09,1.173957e-05,9.963671e-03,1.289607e-09,1.241778e-03,-7.884940e-01,2.736910e-09,2.269977e-01,2.282395e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.620001e-05,9.456874e-03,1.874528e-09,9.576364e-02,2,10
2.500000e+00,2.173436e-05,1.564029e-02,2.450048e-09,1.174303e-05,1.236954e-02,1.245925e-09,1.021371e-04,-9.949854e-01,1.780418e-09,2.871765e-01,2.872786e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.706719e-05,1.727702e-02,3.099552e-09,1.782633e-01,2,12
3.000000e+00,2.762939e-05,2.241982e-02,3.065102e-09,1.183713e-05,1.474557e-02,1.214468e-09,1.320881e-03,-1.201430e+00,3.856684e-09,3.461626e-01,3.474835e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.088189e-05,2.848693e-02,4.632103e-09,2.985500e-01,2,14
3.500000e+00,3.366098e-05,3.038019e-02,3.675362e-09,1.228915e-05,1.709288e-02,1.226511e-09,-2.518207e-03,-1.418019e+00,-2.672394e-09,4.106061e-01,4.080879e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.771238e-05,4.367702e-02,6.469784e-09,4.661165e-01,2,16
4.000000e+00,3.997781e-05,3.950705e-02,4.298600e-09,1.297807e-05,1.941158e-02,1.266226e-09,7.631136e-04,-1.627740e+00,2.676182e-09,4.695066e-01,4.702697e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.770128e-05,6.343055e-02,8.619084e-09,6.869115e-01,2,18
4.500000e+00,4.662341e-05,4.978600e-02,4.939488e-09,1.360428e-05,2.170129e-02,1.297160e-09,-1.821268e-03,-1.848505e+00,-1.468399e-09,5.345281e-01,5.327068e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.010130e-04,8.832355e-02,1.108883e-08,9.716600e-01,2,20
5.000000e+00,5.351116e-05,6.120251e-02,5.587127e-09,1.394683e-05,2.396186e-02,1.293421e-09,-3.512961e-03,-2.070890e+00,-3.716834e-09,5.995709e-01,5.960579e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.277686e-04,1.189248e-01,1.388239e-08,1.329045e+00,2,22
5.500000e+00,6.050010e-05,7.374211e-02,6.224579e-09,1.400922e-05,2.619370e-02,1.256599e-09,1.816596e-03,-2.286545e+00,4.693471e-09,6.591605e-01,6.609771e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.580186e-04,1.557959e-01,1.699468e-08,1.764737e+00,2,24
6.000000e+00,6.749811e-05,8.739067e-02,6.841301e-09,1.398318e-05,2.839770e-02,1.210550e-09,-1.357998e-03,-2.516813e+00,-7.231337e-10,7.272202e-01,7.258622e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.917677e-04,1.994912e-01,2.041533e-08,2.292599e+00,2,26
6.500000e+00,7.451398e-05,1.021345e-01,7.439075e-09,1.408071e-05,3.057480e-02,1.180716e-09,-4.699250e-03,-2.750038e+00,-5.687133e-09,7.962171e-01,7.915178e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.290247e-04,2.505584e-01,2.413487e-08,2.922830e+00,2,28
7.000000e+00,8.162537e-05,1.179603e-01,8.027761e-09,1.436521e-05,3.272555e-02,1.174070e-09,2.482589e-03,-2.971649e+00,6.008843e-09,8.565998e-01,8.590824e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.698373e-04,3.095386e-01,2.814875e-08,3.658723e+00,2,30
7.500000e+00,8.889345e-05,1.348548e-01,8.614907e-09,1.470757e-05,3.484997e-02,1.174521e-09,5.437336e-03,-3.201907e+00,1.056405e-08,9.215923e-01,9.270297e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.142841e-04,3.769660e-01,3.245620e-08,4.513082e+00,2,32
