t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0
5.000000e-01,4.990411e-05,4.514822e-04,-4.699186e-08,1.995424e-04,1.803618e-03,-1.869265e-07,-7.255632e+02,-4.694656e+03,7.509184e+02,1.713255e+03,9.972062e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.495205e-05,2.257411e-04,2.349593e-08,1.964831e+06,2,2
1.000000e+00,1.986886e-04,1.795284e-03,-1.859128e-07,3.955222e-04,3.569329e-03,-3.677502e-07,-1.568326e+03,-1.015227e+04,1.597647e+03,3.704750e+03,2.156667e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.242963e-04,1.123383e-03,1.164523e-07,1.115302e+07,2,4
1.500000e+00,4.444747e-04,4.011899e-03,-4.137816e-07,5.875485e-04,5.294919e-03,-5.427504e-07,-2.552085e+03,-1.653032e+04,2.594987e+03,6.031495e+03,3.512290e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.465337e-04,3.129333e-03,3.233431e-07,3.551058e+07,2,6
2.000000e+00,7.853474e-04,7.081041e-03,-7.277370e-07,7.758653e-04,6.979492e-03,-7.121277e-07,-3.699378e+03,-2.397575e+04,3.772559e+03,8.746990e+03,5.095413e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.392074e-04,6.669853e-03,6.872116e-07,8.674711e+07,2,8
2.500000e+00,1.219578e-03,1.098207e-02,-1.125010e-06,9.609740e-04,8.622508e-03,-8.760499e-07,-4.985658e+03,-3.232294e+04,5.106750e+03,1.179131e+04,6.870353e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.348996e-03,1.216089e-02,1.249716e-06,1.798654e+08,2,10
3.000000e+00,1.745667e-03,1.569410e-02,-1.602914e-06,1.143290e-03,1.022357e-02,-1.034685e-06,-6.352773e+03,-4.118059e+04,6.536154e+03,1.502279e+04,8.752835e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.221830e-03,2.000794e-02,2.051174e-06,3.310136e+08,2,12
3.500000e+00,2.362253e-03,2.119609e-02,-2.158854e-06,1.322945e-03,1.178240e-02,-1.188219e-06,-7.746517e+03,-5.018130e+04,8.001699e+03,1.830866e+04,1.066353e+04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.402957e-03,3.060598e-02,3.130601e-06,5.554725e+08,2,14
4.000000e+00,3.067966e-03,2.746687e-02,-2.790329e-06,1.499778e-03,1.329877e-02,-1.336854e-06,-9.135913e+03,-5.911372e+04,9.468650e+03,2.157263e+04,1.255669e+04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.936940e-03,4.433941e-02,4.525765e-06,8.669970e+08,2,16
4.500000e+00,3.861326e-03,3.448518e-02,-3.494942e-06,1.673510e-03,1.477260e-02,-1.480796e-06,-1.050996e+04,-6.790407e+04,1.092450e+04,2.478799e+04,1.441645e+04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.867603e-03,6.158201e-02,6.273237e-06,1.278136e+09,2,18
