t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0
5.000000e-01,7.001026e-05,3.510370e-06,1.624717e-10,2.799373e-04,1.402352e-05,6.462886e-10,-5.920862e+02,-3.627413e+01,6.785440e-09,3.065146e+02,0.000000e+00,0.000000e+00,2.855717e+02,0.000000e+00,0.000000e+00,0.000000e+00,3.500513e-05,1.755185e-06,8.123583e-11,8.775118e+04,2,2
1.000000e+00,2.791769e-04,1.290397e-05,5.925912e-10,5.566268e-04,2.353869e-05,1.071821e-09,-1.669893e+03,-8.649524e+01,8.052032e-09,8.599156e+02,0.000000e+00,0.000000e+00,8.099776e+02,0.000000e+00,0.000000e+00,0.000000e+00,1.745936e-04,8.207169e-06,3.775314e-10,7.855104e+05,2,4
1.500000e+00,6.256057e-04,2.580727e-05,1.174919e-09,8.289875e-04,2.806873e-05,1.256464e-09,-3.128834e+03,-1.326654e+02,-3.940935e-08,1.602714e+03,0.000000e+00,0.000000e+00,1.526120e+03,0.000000e+00,0.000000e+00,0.000000e+00,4.873965e-04,2.111080e-05,9.649910e-10,3.234378e+06,2,6
2.000000e+00,1.107080e-03,4.005829e-05,1.805323e-09,1.096811e-03,2.893425e-05,1.265106e-09,-4.868703e+03,-1.649564e+02,-1.798151e-07,2.481970e+03,0.000000e+00,0.000000e+00,2.386733e+03,0.000000e+00,0.000000e+00,0.000000e+00,1.040937e-03,4.113995e-05,1.867653e-09,9.162713e+06,2,8
2.500000e+00,1.721401e-03,5.435141e-05,2.421209e-09,1.360374e-03,2.823909e-05,1.198807e-09,-8.819519e+03,-3.023656e+02,-4.256962e-07,4.497045e+03,0.000000e+00,0.000000e+00,4.322474e+03,0.000000e+00,0.000000e+00,0.000000e+00,1.901637e-03,6.831566e-05,3.078257e-09,2.861631e+07,2,10
3.000000e+00,2.465580e-03,6.825881e-05,2.998838e-09,1.616248e-03,2.739160e-05,1.112192e-09,-1.465459e+04,-4.770713e+02,-8.072792e-07,7.465013e+03,0.000000e+00,0.000000e+00,7.189576e+03,0.000000e+00,0.000000e+00,0.000000e+00,3.134427e-03,1.024451e-04,4.577676e-09,8.232452e+07,2,12
3.500000e+00,3.334972e-03,8.185027e-05,3.533926e-09,1.861229e-03,2.697475e-05,1.028624e-09,-2.205733e+04,-6.365867e+02,-1.406758e-06,1.121243e+04,0.000000e+00,0.000000e+00,1.084490e+04,0.000000e+00,0.000000e+00,0.000000e+00,4.801913e-03,1.433702e-04,6.344639e-09,2.039897e+08,2,14
4.000000e+00,4.323379e-03,9.527341e-05,4.025344e-09,2.092312e-03,2.671811e-05,9.375589e-10,-3.072616e+04,-7.527702e+02,-2.306978e-06,1.558039e+04,0.000000e+00,0.000000e+00,1.514577e+04,0.000000e+00,0.000000e+00,0.000000e+00,6.963602e-03,1.910069e-04,8.357311e-09,4.400612e+08,2,16
4.500000e+00,5.423196e-03,1.084463e-04,4.463123e-09,2.306880e-03,2.597441e-05,8.142421e-10,-4.037682e+04,-8.211124e+02,-3.551925e-06,2.042545e+04,0.000000e+00,0.000000e+00,1.995138e+04,0.000000e+00,0.000000e+00,0.000000e+00,9.675201e-03,2.452301e-04,1.058887e-08,8.476893e+08,2,18
5.000000e+00,6.625665e-03,1.210185e-04,4.827650e-09,2.502923e-03,2.431665e-05,6.448111e-10,-5.076760e+04,-8.549278e+02,-5.123300e-06,2.563060e+04,0.000000e+00,0.000000e+00,2.513701e+04,0.000000e+00,0.000000e+00,0.000000e+00,1.298803e-02,3.057393e-04,1.300270e-08,1.492088e+09,2,20
