t,x,y,psi,u,v,r,tau_x,tau_y,tau_psi,T1,T2,T3,T4,ref_x,ref_y,ref_psi,IAE_x,IAE_y,IAE_psi,E_fuel,sat_step,sat_total
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0
5.000000e-01,4.990411e-05,4.514822e-04,-4.699186e-08,1.995424e-04,1.803618e-03,-1.869265e-07,-8.175952e+01,-7.396783e+02,1.954078e+00,2.543941e+02,1.726593e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.495205e-05,2.257411e-04,2.349593e-08,4.726381e+04,2,2
1.000000e+00,1.989822e-04,1.798112e-03,-1.858465e-07,3.966964e-04,3.580627e-03,-3.674865e-07,-2.707992e+02,-2.446518e+03,6.434536e+00,8.416078e+02,5.708901e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.244432e-04,1.124797e-03,1.164192e-07,5.643734e+05,2,4
1.500000e+00,4.459459e-04,4.025854e-03,-4.134515e-07,5.910835e-04,5.328103e-03,-5.419617e-07,-5.015172e+02,-4.525429e+03,1.187094e+01,1.557062e+03,1.055695e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.474161e-04,3.137725e-03,3.231449e-07,2.333841e+06,2,6
2.000000e+00,7.895176e-04,7.120080e-03,-7.268061e-07,7.831249e-04,7.046599e-03,-7.105177e-07,-7.630763e+02,-6.876352e+03,1.800317e+01,2.366456e+03,1.603608e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.421749e-04,6.697765e-03,6.865480e-07,6.419678e+06,2,8
2.500000e+00,1.228710e-03,1.106670e-02,-1.122981e-06,9.735595e-04,8.737712e-03,-8.732750e-07,-1.054222e+03,-9.483372e+03,2.478794e+01,3.264567e+03,2.210660e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.356530e-03,1.223111e-02,1.248038e-06,1.419189e+07,2,10
3.000000e+00,1.762873e-03,1.585234e-02,-1.599110e-06,1.162997e-03,1.040273e-02,-1.030365e-06,-1.375442e+03,-1.234498e+04,3.221764e+01,4.251205e+03,2.876171e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.237967e-03,2.015729e-02,2.047593e-06,2.736444e+07,2,12
3.500000e+00,2.391564e-03,2.146403e-02,-2.152402e-06,1.351655e-03,1.204194e-02,-1.181960e-06,-1.727387e+03,-1.546165e+04,4.029102e+01,5.326831e+03,3.599955e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.433749e-03,3.088930e-02,3.123794e-06,4.803184e+07,2,14
4.000000e+00,3.114351e-03,2.788868e-02,-2.780164e-06,1.539360e-03,1.365460e-02,-1.328274e-06,-2.110464e+03,-1.883341e+04,4.900865e+01,6.491657e+03,4.381815e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.990924e-03,4.483364e-02,4.513876e-06,7.870280e+07,2,16
4.500000e+00,3.930671e-03,3.511272e-02,-3.479814e-06,1.725760e-03,1.523954e-02,-1.469536e-06,-2.524805e+03,-2.245953e+04,5.837212e+01,7.745540e+03,5.221474e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.956260e-03,6.239001e-02,6.253783e-06,1.223314e+08,2,18
5.000000e+00,4.839805e-03,4.312205e-02,-4.248877e-06,1.910584e-03,1.679579e-02,-1.605957e-06,-2.970423e+03,-2.633888e+04,6.838337e+01,9.088159e+03,6.118602e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.376162e-03,8.395103e-02,8.378222e-06,1.823473e+08,2,20
5.500000e+00,5.840954e-03,5.190223e-02,-5.084979e-06,2.093781e-03,1.832298e-02,-1.737716e-06,-3.447391e+03,-3.047041e+04,7.904413e+01,1.051924e+04,7.072855e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.229664e-02,1.099021e-01,1.092071e-05,2.626872e+08,2,22
6.000000e+00,6.933342e-03,6.143876e-02,-5.985827e-06,2.275492e-03,1.982122e-02,-1.864964e-06,-3.955936e+03,-3.485335e+04,9.035566e+01,1.203869e+04,8.083901e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.576331e-02,1.406215e-01,1.391363e-05,3.678270e+08,2,24
6.500000e+00,8.116268e-03,7.171719e-02,-6.949200e-06,2.455877e-03,2.129067e-02,-1.987843e-06,-4.496400e+03,-3.948716e+04,1.023188e+02,1.364651e+04,9.151409e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.982144e-02,1.764801e-01,1.738823e-05,5.028148e+08,2,26
