t,x_ref,x_p,v_p,P1_bar,P2_bar,u1,u2,F_ext,Q_s_lpm,energy_J,iae_cumulative
0.000000,0.050000,0.050000,0.000000,25.000000,20.000000,0.000000,-0.000000,-800.000000,0.000000,0.000000,0.000000
0.001000,0.050000,0.050009,0.017797,24.959461,20.025812,0.000000,-0.178652,-800.000000,0.000000,0.000000,0.000000
0.002000,0.050000,0.050036,0.035268,24.844141,20.097447,0.000000,-0.402916,-800.000000,0.000000,0.000000,0.000000
0.003000,0.050000,0.050079,0.052549,24.654783,20.213985,0.000000,-0.677614,-800.000000,0.000000,0.000000,0.000000
0.004000,0.050000,0.050141,0.069541,24.392466,20.373809,0.000000,-1.004760,-800.000000,0.000000,0.000000,0.000000
0.005000,0.050000,0.050218,0.086145,24.058694,20.574484,0.000000,-1.385415,-800.000000,0.000000,0.000000,0.000000
0.006000,0.050000,0.050313,0.102268,23.655373,20.812702,0.000000,-1.819549,-800.000000,0.000000,0.000000,0.000001
0.007000,0.050000,0.050423,0.117821,23.184802,21.084221,0.000000,-2.305910,-800.000000,0.000000,0.000000,0.000001
0.008000,0.050000,0.050548,0.132720,22.649644,21.383825,0.000000,-2.841892,-800.000000,0.000000,0.000000,0.000002
0.009000,0.050000,0.050688,0.146887,22.052906,21.705291,0.000000,-3.423413,-800.000000,0.000000,0.000000,0.000002
0.010000,0.050000,0.050842,0.160253,21.397907,22.041377,0.000000,-4.044814,-800.000000,0.000000,0.000000,0.000003
0.011000,0.050000,0.051008,0.172754,20.688242,22.383835,0.000000,-4.698770,-800.000000,0.000000,0.000000,0.000004
0.012000,0.050000,0.051187,0.184337,19.927751,22.723450,0.000000,-5.376247,-800.000000,0.000000,0.000000,0.000005
0.013000,0.050000,0.051377,0.194958,19.120475,23.050128,0.000000,-6.066488,-800.000000,0.000000,0.000000,0.000007
0.014000,0.050000,0.051576,0.204584,18.270613,23.353014,0.000000,-6.757054,-800.000000,0.000000,0.000000,0.000008
0.015000,0.050000,0.051785,0.213191,17.382478,23.620667,0.000000,-7.433928,-800.000000,0.000000,0.000000,0.000010
0.016000,0.050000,0.052002,0.220768,16.460448,23.841282,0.000000,-8.081680,-800.000000,0.000000,0.000000,0.000012
0.017000,0.050000,0.052227,0.227313,15.508920,24.002967,0.000000,-8.683708,-800.000000,0.000000,0.000000,0.000014
0.018000,0.050000,0.052457,0.232839,14.532262,24.094069,0.000000,-9.222557,-800.000000,0.000000,0.000000,0.000017
0.019000,0.050000,0.052692,0.237365,13.534764,24.103541,0.000000,-9.680307,-800.000000,0.000000,0.000000,0.000020
0.020000,0.050000,0.052931,0.240924,12.520594,24.021352,0.000000,-10.000000,-800.000000,0.000000,0.000000,0.000023
0.021000,0.050000,0.053173,0.243557,11.493757,23.838929,0.000000,-9.879227,-800.000000,0.000000,0.000000,0.000026
0.022000,0.050000,0.053418,0.245313,10.458058,23.549789,0.000000,-9.989066,-800.000000,0.000000,0.000000,0.000029
0.023000,0.050000,0.053664,0.246250,9.417068,23.150321,-0.000000,0.052512,-800.000000,0.000000,0.000000,0.000033
0.024000,0.050000,0.053910,0.246426,8.374110,22.643902,-0.000000,0.056819,-800.000000,0.000000,0.000000,0.000037
0.025000,0.050000,0.054156,0.245898,7.332254,22.052365,-0.000000,0.061243,-800.000000,0.000000,0.000000,0.000041
0.026000,0.050000,0.054402,0.244710,6.294366,21.399737,-0.000000,0.065778,-800.000000,0.000000,0.000000,0.000045
0.027000,0.050000,0.054646,0.242897,5.263151,20.707248,-0.000000,0.070416,-800.000000,0.000000,0.000000,0.000050
0.028000,0.050000,0.054887,0.240485,4.241193,19.993254,-0.000000,0.075152,-800.000000,0.000000,0.000000,0.000055
0.029000,0.050000,0.055126,0.237491,3.230989,19.273289,-0.000000,0.079977,-800.000000,0.000000,0.000000,0.000060
0.030000,0.050000,0.055362,0.233928,2.234976,18.560191,-0.000000,0.084884,-800.000000,0.000000,0.000000,0.000065
0.031000,0.050000,0.055594,0.229803,1.255552,17.864284,-0.000000,0.089866,-800.000000,0.000000,0.000000,0.000071
0.032000,0.050000,0.055822,0.225122,0.295088,17.193608,-0.000000,0.094916,-800.000000,0.000000,0.000000,0.000077
0.033000,0.050000,0.056044,0.220032,0.000000,16.554301,-0.000000,0.100026,-800.000000,0.000000,0.000000,0.000083
0.034000,0.050000,0.056262,0.215218,0.000000,15.952172,-0.000000,0.105197,-800.000000,0.000000,0.000000,0.000089
