t,x_ref,x_p,v_p,P1_bar,P2_bar,u1,u2,F_ext,Q_s_lpm,energy_J,iae_cumulative
0.000000,0.050000,0.050000,0.000000,25.000000,20.000000,0.000000,-0.000000,500.000000,0.000000,0.000000,0.000000
0.001000,0.050000,0.049997,-0.005661,25.010575,19.994432,0.000055,-0.000000,500.000000,0.000000,0.000000,0.000000
0.002000,0.050000,0.049989,-0.010587,25.043052,19.975421,0.000162,-0.000000,500.000000,0.000001,0.000000,0.000000
0.003000,0.050000,0.049976,-0.015462,25.096410,19.943603,0.000321,-0.000000,500.000000,0.000005,0.000000,0.000000
0.004000,0.050000,0.049958,-0.020256,25.170354,19.899163,0.000535,-0.000000,500.000000,0.000015,0.000001,0.000000
0.005000,0.050000,0.049935,-0.024943,25.264474,19.842363,0.000804,-0.000000,500.000000,0.000035,0.000004,0.000000
0.006000,0.050000,0.049908,-0.029496,25.378241,19.773533,0.001131,-0.000000,500.000000,0.000072,0.000010,0.000000
0.007000,0.050000,0.049876,-0.033888,25.511018,19.693074,0.001516,-0.000000,500.000000,0.000131,0.000020,0.000000
0.008000,0.050000,0.049840,-0.038095,25.662057,19.601454,0.001959,-0.000000,500.000000,0.000219,0.000039,0.000001
0.009000,0.050000,0.049800,-0.042092,25.830509,19.499203,0.002460,-0.000000,500.000000,0.000343,0.000068,0.000001
0.010000,0.050000,0.049756,-0.045857,26.015423,19.386913,0.003019,-0.000000,500.000000,0.000511,0.000112,0.000001
0.011000,0.050000,0.049709,-0.049367,26.215758,19.265235,0.003636,-0.000000,500.000000,0.000730,0.000177,0.000001
0.012000,0.050000,0.049658,-0.052603,26.430385,19.134872,0.004309,-0.000000,500.000000,0.001009,0.000267,0.000002
0.013000,0.050000,0.049604,-0.055546,26.658093,18.996578,0.005037,-0.000000,500.000000,0.001356,0.000389,0.000002
0.014000,0.050000,0.049547,-0.058179,26.897600,18.851151,0.005819,-0.000000,500.000000,0.001779,0.000550,0.000002
0.015000,0.050000,0.049487,-0.060487,27.147555,18.699431,0.006652,-0.000000,500.000000,0.002284,0.000759,0.000003
0.016000,0.050000,0.049426,-0.062457,27.406549,18.542295,0.007536,-0.000000,500.000000,0.002880,0.001024,0.000004
0.017000,0.050000,0.049363,-0.064078,27.673125,18.380648,0.008466,-0.000000,500.000000,0.003573,0.001354,0.000004
0.018000,0.050000,0.049298,-0.065340,27.945782,18.215424,0.009441,-0.000000,500.000000,0.004369,0.001761,0.000005
0.019000,0.050000,0.049232,-0.066236,28.222983,18.047576,0.010458,-0.000000,500.000000,0.005275,0.002253,0.000006
0.020000,0.050000,0.049165,-0.066761,28.503172,17.878073,0.011513,-0.000000,500.000000,0.006295,0.002844,0.000006
0.021000,0.050000,0.049099,-0.066911,28.784770,17.707892,0.012602,-0.000000,500.000000,0.007435,0.003543,0.000007
0.022000,0.050000,0.049032,-0.066687,29.066197,17.538016,0.013723,-0.000000,500.000000,0.008697,0.004365,0.000008
0.023000,0.050000,0.048965,-0.066088,29.345871,17.369425,0.014871,-0.000000,500.000000,0.010085,0.005320,0.000009
0.024000,0.050000,0.048900,-0.065118,29.622221,17.203093,0.016043,-0.000000,500.000000,0.011602,0.006423,0.000010
0.025000,0.050000,0.048835,-0.063783,29.893699,17.039981,0.017234,-0.000000,500.000000,0.013249,0.007685,0.000012
0.026000,0.050000,0.048772,-0.062089,30.158780,16.881032,0.018440,-0.000000,500.000000,0.015028,0.009120,0.000013
0.027000,0.050000,0.048711,-0.060047,30.415982,16.727166,0.019657,-0.000000,500.000000,0.016938,0.010741,0.000014
