t_s,G_Wm2,T_amb_C,phi_amb,v_w_ms,m_dot_w_kgs,kr,Tw1_C,Tw2_C,T_ai_C,ma_dot_kgs,Q_cond_kW,W_comp_kW,EER,Me_calc,Me_target,Tc_C,eta_PV,W_PV_W,vi_ms,Q_op_ls,W_pump_W,eta_pump,EER_grid,W_net_kW,ref_Tw1_C,error_Tw1_C
0.000000,800.000000,38.000000,0.900000,2.000000,0.020000,0.850000,58.346277,7.000000,-207116.061869,0.000001,4.298710,0.498710,7.619654,-0.007733,0.028291,-126265.944290,87.398784,139838.054905,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-138.807401,40.000000,-18.346277
10.000000,800.000000,38.000000,0.900000,2.000000,0.058236,0.850000,25.553302,7.000000,55.244536,0.033378,4.522852,0.722852,5.256957,-1.221762,0.592295,89.315424,0.112571,180.113448,0.875640,0.521552,531.943278,0.244171,3.535932,1.074681,40.000000,14.446698
20.000000,800.000000,38.000000,0.900000,2.000000,0.022332,0.850000,53.688653,7.000000,-236999.907653,0.000001,4.364469,0.564469,6.731990,-0.010112,0.027293,-144492.737508,99.989853,159983.764913,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-158.887353,40.000000,-13.688653
30.000000,800.000000,38.000000,0.900000,2.000000,0.039593,0.850000,34.510829,7.000000,-297.810754,0.002752,4.559569,0.759569,5.002834,-0.321927,0.298114,-123.093599,0.259303,414.884893,0.000000,0.521552,531.943278,0.244171,4.334793,0.876628,40.000000,5.489171
40.000000,800.000000,38.000000,0.900000,2.000000,0.028401,0.850000,44.733398,7.000000,-275672.240366,0.000001,4.486061,0.686061,5.538864,-0.021055,0.025239,-168079.815849,116.283807,186054.090862,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-184.836086,40.000000,-4.733398
50.000000,800.000000,38.000000,0.900000,2.000000,0.034581,0.850000,38.395640,7.000000,-76254.969149,0.000001,4.544688,0.744688,5.102810,-0.082675,0.023673,-46450.980227,32.262607,51620.171425,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-50.343540,40.000000,1.604360
60.000000,800.000000,38.000000,0.900000,2.000000,0.030970,0.850000,41.844845,7.000000,-258965.663024,0.000001,4.517232,0.717232,5.298149,-0.031679,0.024538,-157890.118954,109.244764,174791.622677,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-173.542448,40.000000,-1.844845
70.000000,800.000000,38.000000,0.900000,2.000000,0.033095,0.850000,39.738369,7.000000,-198877.697676,0.000001,4.535445,0.735445,5.166937,-0.050563,0.024014,-121241.190727,83.927685,134284.295286,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-133.016907,40.000000,0.261631
80.000000,800.000000,38.000000,0.900000,2.000000,0.031939,0.850000,40.854794,7.000000,-240052.854168,0.000001,4.526324,0.726324,5.231822,-0.038378,0.024293,-146354.794529,101.276162,162041.859297,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-160.783592,40.000000,-0.854794
90.000000,800.000000,38.000000,0.900000,2.000000,0.032670,0.850000,40.141617,7.000000,-217247.746344,0.000001,4.532296,0.732296,5.189162,-0.045341,0.024115,-132445.474168,91.667604,146668.165688,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-145.403927,40.000000,-0.141617
100.000000,800.000000,38.000000,0.900000,2.000000,0.032316,0.850000,40.483405,7.000000,-229447.617011,0.000001,4.529497,0.729497,5.209072,-0.041707,0.024201,-139886.434797,96.807819,154892.510652,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-153.631071,40.000000,-0.483405
110.000000,800.000000,38.000000,0.900000,2.000000,0.032576,0.850000,40.231334,7.000000,-220712.170728,0.000001,4.531572,0.731572,5.194293,-0.044326,0.024138,-134558.500293,93.127282,149003.651204,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-147.740136,40.000000,-0.231334
120.000000,800.000000,38.000000,0.900000,2.000000,0.032481,0.850000,40.323146,7.000000,-224056.754269,0.000001,4.530824,0.730824,5.199614,-0.043334,0.024161,-136598.432939,94.536467,151258.347959,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-149.995581,40.000000,-0.323146
130.000000,800.000000,38.000000,0.900000,2.000000,0.032583,0.850000,40.225060,7.000000,-220476.363754,0.000001,4.531623,0.731623,5.193932,-0.044396,0.024136,-134414.676603,93.027929,148844.685756,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-147.581119,40.000000,-0.225060
140.000000,800.000000,38.000000,0.900000,2.000000,0.032568,0.850000,40.239326,7.000000,-221011.178613,0.000001,4.531507,0.731507,5.194753,-0.044238,0.024140,-134740.871562,93.253264,149205.222520,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-147.941772,40.000000,-0.239326
150.000000,800.000000,38.000000,0.900000,2.000000,0.032615,0.850000,40.194222,7.000000,-219303.388552,0.000001,4.531872,0.731872,5.192162,-0.044740,0.024129,-133699.254077,92.533715,148053.943546,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-146.790128,40.000000,-0.194222
160.000000,800.000000,38.000000,0.900000,2.000000,0.032623,0.850000,40.186451,7.000000,-219004.103110,0.000001,4.531935,0.731935,5.191717,-0.044828,0.024127,-133516.713519,92.407616,147852.185119,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-146.588307,40.000000,-0.186451
170.000000,800.000000,38.000000,0.900000,2.000000,0.032650,0.850000,40.160990,7.000000,-218012.923667,0.000001,4.532140,0.732140,5.190264,-0.045118,0.024120,-132912.172094,91.989998,147183.997572,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-145.919914,40.000000,-0.160990
180.000000,800.000000,38.000000,0.900000,2.000000,0.032662,0.850000,40.148546,7.000000,-217522.520538,0.000001,4.532240,0.732240,5.189555,-0.045261,0.024117,-132613.064793,91.783375,146853.400255,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-145.589217,40.000000,-0.148546
190.000000,800.000000,38.000000,0.900000,2.000000,0.032680,0.850000,40.131495,7.000000,-216844.119266,0.000001,4.532377,0.732377,5.188587,-0.045459,0.024113,-132199.293427,91.497542,146396.067039,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-145.131747,40.000000,-0.131495
