t_s,G_Wm2,T_amb_C,phi_amb,v_w_ms,m_dot_w_kgs,kr,Tw1_C,Tw2_C,T_ai_C,ma_dot_kgs,Q_cond_kW,W_comp_kW,EER,Me_calc,Me_target,Tc_C,eta_PV,W_PV_W,vi_ms,Q_op_ls,W_pump_W,eta_pump,EER_grid,W_net_kW,ref_Tw1_C,error_Tw1_C
0.000000,250.000000,30.000000,0.500000,5.000000,0.023211,0.850000,52.146823,7.000000,-267082.360737,0.000001,4.386563,0.586563,6.478414,-0.007767,0.026952,-137307.090338,95.026008,47513.004003,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-46.394497,40.000000,-12.146823
10.000000,252.777778,30.000000,0.500000,5.000000,0.121965,0.850000,15.618977,7.000000,7.299309,0.105655,4.400365,0.600365,6.329478,5.228993,0.677503,25.806971,0.156443,79.090397,2.826875,0.521552,531.943278,0.244171,3.607989,1.053218,40.000000,24.381023
20.000000,255.555556,30.000000,0.500000,5.000000,0.031759,0.850000,41.035399,7.000000,-294704.798166,0.000001,4.524734,0.724734,5.243305,-0.012271,0.024338,-151545.870939,104.862158,53596.213907,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-52.339537,40.000000,-1.035399
30.000000,258.333333,30.000000,0.500000,5.000000,0.033979,0.850000,38.927830,7.000000,-282974.941687,0.000001,4.541260,0.741260,5.126409,-0.013588,0.023809,-145529.980550,100.706381,52031.629958,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-50.758427,40.000000,1.072170
40.000000,261.111111,30.000000,0.500000,5.000000,0.041068,0.850000,33.527571,7.000000,26.236404,0.005331,4.560350,0.760350,4.997696,-0.413814,0.365305,39.940309,0.146679,76.599156,0.062040,0.521552,531.943278,0.244171,3.125785,1.215695,40.000000,6.472429
50.000000,263.888889,30.000000,0.500000,5.000000,0.037988,0.850000,35.657769,7.000000,-239602.614339,0.000001,4.557105,0.757105,5.019121,-0.016247,0.022960,-123248.912293,85.314619,45027.159823,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-43.738112,40.000000,4.342231
60.000000,266.666667,30.000000,0.500000,5.000000,0.020000,0.850000,58.346276,7.000000,-228399.415715,0.000001,4.298710,0.498710,7.619655,-0.006149,0.028291,-117498.566210,81.342280,43382.549087,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-42.351896,40.000000,-18.346276
70.000000,269.444444,30.000000,0.500000,5.000000,0.195694,0.850000,12.313987,7.000000,10.397432,0.126692,4.353079,0.553079,6.870632,1.634915,0.616245,28.133832,0.154835,83.438942,2.983143,0.521552,531.943278,0.244171,3.793994,1.001583,40.000000,27.686013
80.000000,272.222222,30.000000,0.500000,5.000000,0.031146,0.850000,41.660595,7.000000,-296498.683492,0.000001,4.518992,0.718992,5.285180,-0.011922,0.024493,-152575.422560,105.573372,57478.835815,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-56.227901,40.000000,-1.660595
90.000000,275.000000,30.000000,0.500000,5.000000,0.028038,0.850000,45.177479,7.000000,-296400.904503,0.000001,4.480747,0.680747,5.582105,-0.010232,0.025346,-152542.926796,105.550924,58053.008107,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-56.840318,40.000000,-5.177479
100.000000,277.777778,30.000000,0.500000,5.000000,0.123323,0.850000,15.521342,7.000000,7.207613,0.106650,4.398977,0.598977,6.344145,8.038218,0.677127,26.659290,0.155854,86.585423,2.850138,0.521552,531.943278,0.244171,3.638678,1.044335,40.000000,24.478658
110.000000,280.555556,30.000000,0.500000,5.000000,0.022048,0.850000,54.209421,7.000000,-254841.995510,0.000001,4.357008,0.557008,6.822164,-0.007183,0.027407,-131181.433479,90.794404,50945.749050,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-49.856798,40.000000,-14.209421
120.000000,283.333333,30.000000,0.500000,5.000000,0.210867,0.850000,11.925314,7.000000,9.801161,0.122692,4.347525,0.547525,6.940321,1.599055,0.595203,28.557487,0.154542,87.574076,2.735630,0.521552,531.943278,0.244171,3.831053,0.991894,40.000000,28.074686
130.000000,286.111111,30.000000,0.500000,5.000000,0.033334,0.850000,39.515818,7.000000,-287242.603951,0.000001,4.537112,0.737112,5.155257,-0.013196,0.023958,-147897.900918,102.342140,58562.446752,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-57.293392,40.000000,0.484182
140.000000,288.888889,30.000000,0.500000,5.000000,0.050847,0.850000,28.350645,7.000000,94.567321,0.021753,4.544369,0.744369,5.104998,-1.216617,0.538524,77.272837,0.120890,69.847512,0.540445,0.521552,531.943278,0.244171,3.149700,1.206464,40.000000,11.649355
150.000000,291.666667,30.000000,0.500000,5.000000,0.023619,0.850000,51.465622,7.000000,-270898.313913,0.000001,4.396288,0.596288,6.372760,-0.007972,0.026800,-139513.451821,96.550163,56320.928135,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-55.192697,40.000000,-11.465622
160.000000,294.444444,30.000000,0.500000,5.000000,0.148633,0.850000,14.036190,7.000000,9.259175,0.121015,4.377757,0.577757,6.577157,2.717596,0.663967,28.197162,0.154791,91.154936,3.143597,0.521552,531.943278,0.244171,3.730810,1.018546,40.000000,25.963810
170.000000,297.222222,30.000000,0.500000,5.000000,0.034389,0.850000,38.563771,7.000000,-279887.222298,0.000001,4.543639,0.743639,5.110007,-0.013841,0.023716,-144177.410258,99.772025,59308.925976,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-58.033344,40.000000,1.436229
180.000000,300.000000,30.000000,0.500000,5.000000,0.040369,0.850000,33.985414,7.000000,10.664323,0.004112,4.560141,0.760141,4.999075,-0.341310,0.337603,33.735663,0.150965,90.579243,0.026345,0.521552,531.943278,0.244171,3.162701,1.201505,40.000000,6.014586
190.000000,302.777778,30.000000,0.500000,5.000000,0.020348,0.850000,57.590638,7.000000,-233340.986517,0.000001,4.309164,0.509164,7.463221,-0.006326,0.028132,-120223.593571,83.224728,50397.196666,0.000000,0.521552,531.943278,0.244171,1000000000.000000,-49.356090,40.000000,-17.590638
200.000000,305.555556,30.000000,0.500000,5.000000,0.211632,0.850000,11.907227,7.000000,9.757054,0.122415,4.347267,0.547267,6.943595,1.600980,0.594066,29.386242,0.153970,94.092768,2.720631,0.521552,531.943278,0.244171,3.857408,0.985117,40.000000,28.092773
