time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,25.0000,2.0000,0.2000
0.100,2.0000,0.4701,2.4636,21.5817,1.5299,0.3530
0.200,2.0000,2.1072,4.5440,-25.0000,-0.1072,0.3637
0.300,2.0000,0.6444,1.9441,19.9376,1.3556,0.4993
0.400,2.0000,2.1635,3.8473,-21.5960,-0.1635,0.5156
0.500,2.0000,0.6872,1.5837,20.4830,1.3128,0.6469
0.600,2.0000,2.1518,3.5397,-23.1354,-0.1518,0.6621
0.700,2.0000,0.5009,1.1306,25.0000,1.4991,0.8120
0.800,2.0000,1.9267,3.5599,-18.1003,0.0733,0.8193
0.900,2.0000,0.4082,1.6708,25.0000,1.5918,0.9785
1.000,2.0000,1.9338,4.1051,-19.5162,0.0662,0.9851
1.100,2.0000,0.5157,2.0691,21.1884,1.4843,1.1336
1.200,2.0000,2.0467,4.1102,-21.4730,-0.0467,1.1382
1.300,2.0000,0.5952,1.8689,20.3848,1.4048,1.2787
1.400,2.0000,2.0807,3.8234,-22.3892,-0.0807,1.2868
1.500,2.0000,0.5150,1.4920,25.0000,1.4850,1.4353
1.600,2.0000,2.0562,3.9147,-21.2522,-0.0562,1.4409
1.700,2.0000,0.5613,1.6965,22.4715,1.4387,1.5848
1.800,2.0000,2.0727,3.8624,-21.4829,-0.0727,1.5920
1.900,2.0000,0.5594,1.6203,22.2833,1.4406,1.7361
2.000,2.0000,2.0379,3.7690,-20.0782,-0.0379,1.7399
2.100,2.0000,0.5471,1.6700,24.0938,1.4529,1.8852
2.200,2.0000,2.1191,3.9972,-21.3793,-0.1191,1.8971
2.300,2.0000,0.6761,1.7581,20.4645,1.3239,2.0295
2.400,2.0000,2.1848,3.7113,-23.7969,-0.1848,2.0480
2.500,2.0000,0.5696,1.2313,24.1376,1.4304,2.1910
2.600,2.0000,2.0277,3.5657,-19.2227,-0.0277,2.1938
2.700,2.0000,0.5119,1.5544,24.0768,1.4881,2.3426
2.800,2.0000,2.0256,3.8861,-21.2326,-0.0256,2.3451
2.900,2.0000,0.5066,1.6738,24.1493,1.4934,2.4945
3.000,2.0000,2.0557,4.0118,-21.6286,-0.0557,2.5000
3.100,2.0000,0.5714,1.7554,22.7335,1.4286,2.6429
3.200,2.0000,2.1197,3.9449,-23.0520,-0.1197,2.6549
3.300,2.0000,0.5784,1.5424,23.0742,1.4216,2.7970
3.400,2.0000,2.0840,3.7672,-22.2155,-0.0840,2.8054
3.500,2.0000,0.5117,1.4532,25.0000,1.4883,2.9543
3.600,2.0000,2.0393,3.8768,-22.8718,-0.0393,2.9582
3.700,2.0000,0.4440,1.5024,25.0000,1.5560,3.1138
3.800,2.0000,1.9429,3.9342,-17.9278,0.0571,3.1195
3.900,2.0000,0.5567,2.0551,20.1192,1.4433,3.2638
4.000,2.0000,2.0595,3.9861,-23.3692,-0.0595,3.2698
4.100,2.0000,0.4835,1.5591,25.0000,1.5165,3.4214
4.200,2.0000,2.0241,3.9850,-21.6850,-0.0241,3.4239
4.300,2.0000,0.5119,1.7272,24.4214,1.4881,3.5727
4.400,2.0000,2.0932,4.0904,-23.7982,-0.0932,3.5820
4.500,2.0000,0.5454,1.6159,24.3422,1.4546,3.7275
4.600,2.0000,2.1120,3.9684,-22.1892,-0.1120,3.7387
4.700,2.0000,0.6164,1.6511,22.3778,1.3836,3.8770
4.800,2.0000,2.1464,3.8012,-22.5622,-0.1464,3.8917
4.900,2.0000,0.5995,1.4455,23.2488,1.4005,4.0317
5.000,2.0000,2.0985,3.6859,-21.2051,-0.0985,4.0415
5.100,2.0267,0.5590,1.4704,23.5257,1.4676,4.1883
5.200,2.0533,2.0521,3.7430,-19.5652,0.0012,4.1884
5.300,2.0800,0.5865,1.6929,24.1023,1.4935,4.3378
5.400,2.1067,2.1922,4.0154,-22.3145,-0.0856,4.3463
5.500,2.1333,0.7457,1.6759,22.0187,1.3876,4.4851
5.600,2.1600,2.2501,3.7786,-19.3383,-0.0901,4.4941
5.700,2.1867,0.8710,1.7274,20.6872,1.3156,4.6257
5.800,2.2133,0.3104,3.7854,21.7969,1.9029,4.8160
5.900,2.2400,2.2432,5.8908,-25.0000,-0.0032,4.8163
6.000,2.2667,0.1818,3.2580,25.0000,2.0848,5.0248
6.100,2.2933,2.0264,5.7016,-22.9668,0.2669,5.0515
6.200,2.3200,0.7460,3.2952,16.8620,1.5740,5.2089
6.300,2.3467,0.4285,4.9694,15.7016,1.9182,5.4007
6.400,2.3733,1.8890,6.4454,-24.0219,0.4844,5.4491
