time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,3.1718,2.0000,0.2000
0.100,2.0000,-0.1445,0.3071,9.5299,2.1445,0.4145
0.200,2.0000,0.4825,1.2017,6.9750,1.5175,0.5662
0.300,2.0000,1.1009,1.8642,3.5583,0.8991,0.6561
0.400,2.0000,0.8931,2.1235,2.6549,1.1069,0.7668
0.500,2.0000,1.7609,2.2995,-2.2755,0.2391,0.7907
0.600,2.0000,0.5460,1.9984,2.4318,1.4540,0.9361
0.700,2.0000,1.2137,2.1968,2.0353,0.7863,1.0147
0.800,2.0000,-0.4841,2.3689,11.5828,2.4841,1.2631
0.900,2.0000,0.6251,3.4814,8.2697,1.3749,1.4006
1.000,2.0000,2.0321,4.2225,-1.3185,-0.0321,1.4038
1.100,2.0000,0.5275,3.9580,2.4941,1.4725,1.5511
1.200,2.0000,1.7402,4.1392,-4.2083,0.2598,1.5771
1.300,2.0000,0.6891,3.6262,0.1117,1.3109,1.7082
1.400,2.0000,1.7948,3.5570,-3.7340,0.2052,1.7287
1.500,2.0000,0.8920,3.0917,1.1832,1.1080,1.8395
1.600,2.0000,1.0074,3.1582,0.7807,0.9926,1.9387
1.700,2.0000,0.9856,3.1396,2.2103,1.0144,2.0402
1.800,2.0000,1.0137,3.2639,0.7126,0.9863,2.1388
1.900,2.0000,1.0155,3.2366,1.9205,0.9845,2.2373
2.000,2.0000,1.0455,3.3287,0.0514,0.9545,2.3327
2.100,2.0000,1.0119,3.2337,0.8429,0.9881,2.4315
2.200,2.0000,1.0115,3.2197,-0.4408,0.9885,2.5304
2.300,2.0000,0.9558,3.0800,2.5723,1.0442,2.6348
2.400,2.0000,1.0121,3.2423,2.1794,0.9879,2.7336
2.500,2.0000,1.0504,3.3603,0.8167,0.9496,2.8286
2.600,2.0000,0.9229,3.3461,3.6978,1.0771,2.9363
2.700,2.0000,1.0704,3.6200,1.8031,0.9296,3.0292
2.800,2.0000,0.3147,3.7764,5.4220,1.6853,3.1977
2.900,2.0000,1.4837,4.2750,0.4304,0.5163,3.2494
3.000,2.0000,0.8488,4.2462,1.9232,1.1512,3.3645
3.100,2.0000,1.1246,4.3436,-1.7835,0.8754,3.4520
3.200,2.0000,0.0893,4.1453,2.5635,1.9107,3.6431
3.300,2.0000,1.1505,4.3848,-1.2569,0.8495,3.7281
3.400,2.0000,0.1795,4.2338,2.1682,1.8205,3.9101
3.500,2.0000,1.2550,4.4250,-1.3075,0.7450,3.9846
3.600,2.0000,0.3921,4.2538,2.8367,1.6079,4.1454
3.700,2.0000,1.6231,4.4824,-3.1373,0.3769,4.1831
3.800,2.0000,0.8611,4.0839,-0.6962,1.1389,4.2970
3.900,2.0000,-0.0233,4.0135,5.0773,2.0233,4.4993
4.000,2.0000,1.0474,4.4416,0.4034,0.9526,4.5946
4.100,2.0000,0.1088,4.4658,8.8313,1.8912,4.7837
4.200,2.0000,1.5249,5.3156,4.8682,0.4751,4.8312
4.300,2.0000,0.4055,5.7024,3.2281,1.5945,4.9906
4.400,2.0000,2.0854,5.9486,-3.7151,-0.0854,4.9992
4.500,2.0000,0.9625,5.4214,-2.1670,1.0375,5.1029
4.600,2.0000,0.2036,5.1886,0.5465,1.7964,5.2826
4.700,2.0000,1.4826,5.2053,-3.9252,0.5174,5.3343
4.800,2.0000,0.9071,4.7370,-0.8432,1.0929,5.4436
4.900,2.0000,1.1487,4.5529,-3.2316,0.8513,5.5287
5.000,2.0000,0.1270,4.2065,0.8749,1.8730,5.7160
5.100,2.0267,1.1180,4.2773,-2.9577,0.9086,5.8069
5.200,2.0533,0.0202,3.9651,2.7160,2.0332,6.0102
5.300,2.0800,1.4872,4.1918,-2.0897,0.5928,6.0695
5.400,2.1067,0.6954,3.9169,3.4035,1.4112,6.2106
5.500,2.1333,2.0364,4.1662,-2.3107,0.0970,6.2203
5.600,2.1600,0.4711,3.8046,4.3287,1.6889,6.3892
5.700,2.1867,1.6900,4.1751,-1.4433,0.4967,6.4388
5.800,2.2133,0.1529,3.9387,3.7839,2.0604,6.6449
5.900,2.2400,1.2073,4.2955,-2.0297,1.0327,6.7482
6.000,2.2667,0.2191,4.0622,2.7659,2.0476,6.9529
6.100,2.2933,1.2949,4.3091,-0.4953,0.9984,7.0527
6.200,2.3200,0.4718,4.2136,2.9862,1.8482,7.2376
6.300,2.3467,1.7467,4.4470,-0.6031,0.6000,7.2976
6.400,2.3733,0.2135,4.2826,6.0457,2.1599,7.5135
6.500,2.4000,1.4939,4.8492,-0.0477,0.9061,7.6042
6.600,2.4267,0.5119,4.7643,4.0380,1.9148,7.7956
6.700,2.4533,2.0237,5.0882,-2.2453,0.4297,7.8386
6.800,2.4800,0.7154,4.7228,1.8820,1.7646,8.0151
6.900,2.5067,1.7583,4.8333,-2.8125,0.7483,8.0899
7.000,2.5333,0.2391,4.4458,5.0395,2.2942,8.3193
7.100,2.5600,1.5343,4.9082,-0.2527,1.0257,8.4219
7.200,2.5867,0.0887,4.7974,4.4960,2.4980,8.6717
7.300,2.6133,1.4146,5.2183,1.0916,1.1987,8.7916
7.400,2.6400,0.2032,5.2498,5.9760,2.4368,9.0352
7.500,2.6667,1.7468,5.7985,-3.1697,0.9198,9.1272
7.600,2.6933,0.4911,5.3647,4.5000,2.2022,9.3474
