time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,25.0000,2.0000,0.2000
0.100,2.0000,0.4701,2.4636,19.5042,1.5299,0.3530
0.200,2.0000,2.0081,4.3403,-19.5278,-0.0081,0.3538
0.300,2.0000,0.7029,2.2911,12.4619,1.2971,0.4835
0.400,2.0000,2.0055,3.4490,-14.4972,-0.0055,0.4841
0.500,2.0000,0.6773,1.9052,16.5360,1.3227,0.6163
0.600,2.0000,2.0432,3.4710,-13.6128,-0.0432,0.6206
0.700,2.0000,0.7868,2.0091,15.3267,1.2132,0.7420
0.800,2.0000,2.0904,3.4461,-13.2961,-0.0904,0.7510
0.900,2.0000,0.8617,2.0101,15.0484,1.1383,0.8648
1.000,2.0000,0.7007,3.4830,15.2587,1.2993,0.9948
1.100,2.0000,1.6781,4.9398,-8.9400,0.3219,1.0270
1.200,2.0000,0.8930,3.9598,9.7483,1.1070,1.1377
1.300,2.0000,-0.2329,4.9020,25.0000,2.2329,1.3609
1.400,2.0000,2.2202,7.2647,-25.0000,-0.2202,1.3830
1.500,2.0000,0.5428,4.6172,14.9435,1.4572,1.5287
1.600,2.0000,1.8458,6.0104,-11.7148,0.1542,1.5441
1.700,2.0000,0.2870,4.7244,23.3029,1.7130,1.7154
1.800,2.0000,1.5100,6.9683,-5.8272,0.4900,1.7644
1.900,2.0000,0.3552,6.2865,18.8592,1.6448,1.9289
2.000,2.0000,1.8422,8.0657,-14.1265,0.1578,1.9447
2.100,2.0000,0.7569,6.5173,12.4652,1.2431,2.0690
2.200,2.0000,0.8703,7.7317,9.1745,1.1297,2.1819
2.300,2.0000,0.2765,8.5902,18.8805,1.7235,2.3543
2.400,2.0000,0.2938,10.4527,13.9639,1.7062,2.5249
2.500,2.0000,0.2669,11.8235,11.2029,1.7331,2.6982
2.600,2.0000,0.5389,12.9075,4.2184,1.4611,2.8443
2.700,2.0000,1.0549,13.2526,-4.8787,0.9451,2.9388
2.800,2.0000,1.5133,12.6363,-9.3963,0.4867,2.9875
2.900,2.0000,1.7475,11.5319,-7.6745,0.2525,3.0128
3.000,2.0000,1.8207,10.5844,-3.5058,0.1793,3.0307
3.100,2.0000,1.8415,10.0497,-0.2531,0.1585,3.0465
3.200,2.0000,1.8662,9.8386,1.2401,0.1338,3.0599
3.300,2.0000,1.9036,9.7740,1.5813,0.0964,3.0695
3.400,2.0000,1.9447,9.7397,1.5344,0.0553,3.0751
3.500,2.0000,1.9814,9.6968,1.5002,0.0186,3.0769
3.600,2.0000,2.0112,9.6472,1.5587,-0.0112,3.0780
3.700,2.0000,2.0351,9.6007,1.6612,-0.0351,3.0816
3.800,2.0000,2.0548,9.5622,1.7577,-0.0548,3.0870
3.900,2.0000,2.0715,9.5317,1.8306,-0.0715,3.0942
4.000,2.0000,2.0857,9.5068,1.8835,-0.0857,3.1027
4.100,2.0000,2.0976,9.4860,1.9246,-0.0976,3.1125
4.200,2.0000,2.1075,9.4682,1.9593,-0.1075,3.1233
4.300,2.0000,2.1157,9.4529,1.9895,-0.1157,3.1348
4.400,2.0000,2.1222,9.4400,2.0157,-0.1222,3.1471
4.500,2.0000,2.1274,9.4290,2.0379,-0.1274,3.1598
4.600,2.0000,2.1315,9.4199,2.0567,-0.1315,3.1729
4.700,2.0000,2.1344,9.4122,2.0724,-0.1344,3.1864
4.800,2.0000,2.1365,9.4059,2.0855,-0.1365,3.2000
4.900,2.0000,2.1379,9.4007,2.0964,-0.1379,3.2138
5.000,2.0000,2.1385,9.3965,2.1054,-0.1385,3.2277
5.100,2.0267,2.1386,9.3932,2.6375,-0.1119,3.2389
5.200,2.0533,2.1592,9.4422,2.5860,-0.1059,3.2495
5.300,2.0800,2.1919,9.4833,2.2806,-0.1119,3.2607
5.400,2.1067,2.2257,9.4906,2.0662,-0.1190,3.2726
5.500,2.1333,2.2559,9.4731,2.0146,-0.1225,3.2848
5.600,2.1600,2.2826,9.4476,2.0565,-0.1226,3.2971
5.700,2.1867,2.3073,9.4237,2.1195,-0.1207,3.3091
5.800,2.2133,2.3309,9.4037,2.1720,-0.1176,3.3209
5.900,2.2400,2.3538,9.3867,2.2117,-0.1138,3.3323
6.000,2.2667,2.3759,9.3714,2.2447,-0.1093,3.3432
6.100,2.2933,2.3975,9.3571,2.2754,-0.1041,3.3536
6.200,2.3200,2.4184,9.3439,2.3052,-0.0984,3.3635
6.300,2.3467,2.4389,9.3315,2.3340,-0.0922,3.3727
6.400,2.3733,2.4590,9.3200,2.3615,-0.0856,3.3812
6.500,2.4000,2.4788,9.3093,2.3876,-0.0788,3.3891
6.600,2.4267,2.4983,9.2992,2.4127,-0.0717,3.3963
6.700,2.4533,2.5177,9.2896,2.4368,-0.0644,3.4027
6.800,2.4800,2.5370,9.2806,2.4603,-0.0570,3.4084
6.900,2.5067,2.5562,9.2719,2.4832,-0.0496,3.4134
7.000,2.5333,2.5754,9.2637,2.5056,-0.0420,3.4176
7.100,2.5600,2.5945,9.2557,2.5276,-0.0345,3.4210
7.200,2.5867,2.6137,9.2481,2.5493,-0.0270,3.4237
7.300,2.6133,2.6328,9.2407,2.5708,-0.0195,3.4257
7.400,2.6400,2.6521,9.2335,2.5922,-0.0121,3.4269
7.500,2.6667,2.6714,9.2266,2.6134,-0.0047,3.4274
7.600,2.6933,2.6908,9.2198,2.6345,0.0025,3.4276
7.700,2.7200,2.7103,9.2132,2.6556,0.0097,3.4286
7.800,2.7467,2.7300,9.2067,2.6767,0.0167,3.4303
7.900,2.7733,2.7497,9.2004,2.6978,0.0236,3.4326
8.000,2.8000,2.7696,9.1942,2.7189,0.0304,3.4357
8.100,2.8267,2.7896,9.1881,2.7401,0.0371,3.4394
8.200,2.8533,2.8098,9.1822,2.7614,0.0436,3.4437
8.300,2.8800,2.8301,9.1763,2.7827,0.0499,3.4487
8.400,2.9067,2.8505,9.1705,2.8042,0.0562,3.4543
8.500,2.9333,2.8711,9.1649,2.8258,0.0622,3.4606
8.600,2.9600,2.8918,9.1593,2.8474,0.0682,3.4674
8.700,2.9867,2.9127,9.1538,2.8692,0.0739,3.4748
8.800,3.0133,2.9338,9.1484,2.8912,0.0796,3.4827
8.900,3.0400,2.9549,9.1431,2.9132,0.0851,3.4912
9.000,3.0667,2.9763,9.1378,2.9354,0.0904,3.5003
9.100,3.0933,2.9978,9.1327,2.9578,0.0956,3.5098
9.200,3.1200,3.0194,9.1276,2.9802,0.1006,3.5199
9.300,3.1467,3.0411,9.1226,3.0028,0.1055,3.5304
9.400,3.1733,3.0631,9.1177,3.0256,0.1103,3.5415
9.500,3.2000,3.0851,9.1128,3.0484,0.1149,3.5530
9.600,3.2267,3.1073,9.1080,3.0714,0.1194,3.5649
9.700,3.2533,3.1296,9.1033,3.0946,0.1237,3.5773
9.800,3.2800,3.1520,9.0987,3.1178,0.1280,3.5901
9.900,3.3067,3.1746,9.0941,3.1412,0.1320,3.6033
10.000,3.3333,3.1973,9.0897,3.1647,0.1360,3.6169
10.100,3.3600,3.2202,9.0852,3.1883,0.1398,3.6309
10.200,3.3867,3.2431,9.0809,3.2120,0.1436,3.6452
10.300,3.4133,3.2662,9.0766,3.2359,0.1472,3.6599
10.400,3.4400,3.2893,9.0725,3.2598,0.1507,3.6750
