time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,20.0000,0.0000,0.0000,5.0000,20.0000,2.0000
5.100,20.0000,-0.2862,0.4973,10.0000,20.2862,4.0286
5.200,20.0000,0.3535,1.4535,15.0000,19.6465,5.9933
5.300,20.0000,1.3299,2.9167,20.0000,18.6701,7.8603
5.400,20.0000,0.1060,4.8430,15.0000,19.8940,9.8497
5.500,20.0000,1.9132,6.2933,20.0000,18.0868,11.6584
5.600,20.0000,1.8455,8.1088,15.0000,18.1545,13.4738
5.700,20.0000,2.0133,9.4186,10.0000,17.9867,15.2725
5.800,20.0000,2.3215,10.2036,15.0000,17.6785,17.0403
5.900,20.0000,3.0377,11.4384,10.0000,16.9623,18.7366
6.000,20.0000,3.8644,12.0946,15.0000,16.1356,20.3501
6.100,20.0000,5.0210,13.1523,10.0000,14.9790,21.8480
6.200,20.0000,6.1954,13.5921,5.0000,13.8046,23.2285
6.300,20.0000,7.2399,13.4197,0.0000,12.7601,24.5045
6.400,20.0000,8.0187,12.6552,5.0000,11.9813,25.7026
6.500,20.0000,8.7837,12.3142,0.0000,11.2163,26.8242
6.600,20.0000,9.2546,11.4105,5.0000,10.7454,27.8988
6.700,20.0000,9.6916,10.9622,6.5073,10.3084,28.9296
6.800,20.0000,10.0675,10.6243,1.5073,9.9325,29.9229
6.900,20.0000,10.1644,9.7617,6.5073,9.8356,30.9064
7.000,20.0000,10.2509,9.3910,9.8742,9.7491,31.8813
7.100,20.0000,10.3770,9.3469,10.2266,9.6230,32.8436
7.200,20.0000,10.5017,9.3255,9.8798,9.4983,33.7935
7.300,20.0000,10.6038,9.2581,7.8879,9.3962,34.7331
7.400,20.0000,10.6117,8.9856,2.8879,9.3883,35.6719
7.500,20.0000,10.3694,8.2239,7.8879,9.6306,36.6350
7.600,20.0000,10.1521,7.9862,12.8879,9.8479,37.6198
7.700,20.0000,10.0776,8.2641,17.8879,9.9224,38.6120
7.800,20.0000,10.2571,9.0376,12.8879,9.7429,39.5863
7.900,20.0000,10.4166,9.2931,8.6785,9.5834,40.5447
8.000,20.0000,10.4693,9.1163,5.4300,9.5307,41.4977
8.100,20.0000,10.3576,8.6171,10.4300,9.6424,42.4620
8.200,20.0000,10.3255,8.6259,15.2617,9.6745,43.4294
