time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,1.0755,0.0000,0.0000
0.100,0.0000,0.3217,0.0737,-1.8241,-0.3217,0.0322
0.200,0.0000,0.1896,-0.0921,-2.3543,-0.1896,0.0511
0.300,0.0000,-0.0636,-0.2910,0.2816,0.0636,0.0575
0.400,0.0000,-0.0412,-0.2981,1.3601,0.0412,0.0616
0.500,0.0000,-0.0962,-0.1911,2.1513,0.0962,0.0712
0.600,0.0000,0.0889,-0.0182,0.6497,-0.0889,0.0801
0.700,0.0000,-0.0257,0.0865,0.3859,0.0257,0.0827
0.800,0.0000,-0.1803,0.1048,1.5561,0.1803,0.1007
0.900,0.0000,0.0462,0.2241,-0.4958,-0.0462,0.1053
1.000,0.0000,0.0821,0.2053,0.3535,-0.0821,0.1135
1.100,0.0000,0.0212,0.2780,2.0610,-0.0212,0.1157
1.200,0.0000,0.4445,0.4901,-2.7855,-0.4445,0.1601
1.300,0.0000,0.4328,0.2091,-4.0392,-0.4328,0.2034
1.400,0.0000,0.2891,-0.1899,-3.1331,-0.2891,0.2323
1.500,0.0000,0.0195,-0.4766,1.0829,-0.0195,0.2343
1.600,0.0000,0.2195,-0.3521,-1.0234,-0.2195,0.2562
1.700,0.0000,-0.0322,-0.4209,0.6029,0.0322,0.2594
1.800,0.0000,-0.2358,-0.3803,3.6174,0.2358,0.2830
1.900,0.0000,-0.0705,-0.0457,2.0607,0.0705,0.2900
2.000,0.0000,0.1111,0.1174,-2.8351,-0.1111,0.3012
2.100,0.0000,-0.1277,-0.1224,0.4974,0.1277,0.3139
2.200,0.0000,0.0114,-0.1104,1.0521,-0.0114,0.3151
2.300,0.0000,0.4498,-0.0039,-1.5595,-0.4498,0.3601
2.400,0.0000,0.3632,-0.1590,-1.7806,-0.3632,0.3964
2.500,0.0000,0.1901,-0.3229,-0.6167,-0.1901,0.4154
2.600,0.0000,-0.0490,-0.3484,2.5790,0.0490,0.4203
2.700,0.0000,-0.0109,-0.1250,0.7895,0.0109,0.4214
2.800,0.0000,-0.4430,-0.0470,3.7472,0.4430,0.4657
2.900,0.0000,-0.2737,0.3225,1.3179,0.2737,0.4930
3.000,0.0000,-0.0401,0.4275,-0.0650,0.0401,0.4971
3.100,0.0000,0.0259,0.3860,-1.5623,-0.0259,0.4997
3.200,0.0000,0.2530,0.2464,-3.4752,-0.2530,0.5250
3.300,0.0000,0.0664,-0.0749,-1.9875,-0.0664,0.5316
3.400,0.0000,-0.1322,-0.2298,0.7609,0.1322,0.5448
3.500,0.0000,-0.0103,-0.1901,0.2106,0.0103,0.5459
3.600,0.0000,-0.4979,-0.1671,2.0356,0.4979,0.5956
3.700,0.0000,-0.4565,0.0429,2.6883,0.4565,0.6413
3.800,0.0000,-0.3144,0.3091,1.0318,0.3144,0.6727
3.900,0.0000,-0.1135,0.3914,-1.0807,0.1135,0.6841
4.000,0.0000,0.0914,0.2408,-2.1822,-0.0914,0.6932
4.100,0.0000,-0.0785,0.0643,0.0177,0.0785,0.7011
4.200,0.0000,0.0620,0.0248,-0.1489,-0.0620,0.7073
4.300,0.0000,-0.0182,0.0481,-0.1677,0.0182,0.7091
4.400,0.0000,-0.3153,0.0206,2.3777,0.3153,0.7406
4.500,0.0000,-0.1326,0.2387,1.1902,0.1326,0.7539
4.600,0.0000,0.1280,0.3146,0.1440,-0.1280,0.7667
4.700,0.0000,0.0655,0.3631,0.2232,-0.0655,0.7732
4.800,0.0000,0.0769,0.4192,-1.0632,-0.0769,0.7809
4.900,0.0000,0.0200,0.3499,-1.2407,-0.0200,0.7829
5.000,10.0000,0.3358,0.2360,3.0893,9.6642,1.7493
5.100,10.0000,0.4609,0.5484,11.0616,9.5391,2.7032
5.200,10.0000,1.0709,1.6231,19.2854,8.9291,3.5961
5.300,10.0000,0.1946,3.5338,23.2929,9.8054,4.5767
5.400,10.0000,2.0470,5.8047,19.3461,7.9530,5.3720
5.500,10.0000,1.8521,7.5474,18.5689,8.1479,6.1868
5.600,10.0000,2.0276,9.2138,14.8985,7.9724,6.9840
5.700,10.0000,2.4832,10.4809,19.1578,7.5168,7.7357
5.800,10.0000,3.4321,12.1043,13.7346,6.5679,8.3925
5.900,10.0000,4.5510,13.0805,8.0473,5.4490,8.9374
6.000,10.0000,5.6504,13.3755,-0.1024,4.3496,9.3724
6.100,10.0000,6.4729,12.7578,-4.6108,3.5271,9.7251
6.200,10.0000,6.9562,11.6230,-6.7539,3.0438,10.0294
6.300,10.0000,7.0841,10.2429,-4.2872,2.9159,10.3210
6.400,10.0000,6.9879,9.1084,2.1731,3.0121,10.6222
6.500,10.0000,6.8818,8.6314,8.1420,3.1182,10.9341
6.600,10.0000,6.8965,8.7569,8.8837,3.1035,11.2444
6.700,10.0000,6.9671,8.9524,10.7388,3.0329,11.5477
6.800,10.0000,7.1492,9.3212,6.9422,2.8508,11.8328
6.900,10.0000,7.2651,9.2946,5.9284,2.7349,12.1063
7.000,10.0000,7.3325,9.1573,7.6896,2.6675,12.3730
7.100,10.0000,7.4327,9.1880,5.7342,2.5673,12.6298
7.200,10.0000,7.4624,9.0163,6.7091,2.5376,12.8835
7.300,10.0000,7.4889,8.9395,5.7045,2.5111,13.1346
7.400,10.0000,7.4593,8.7622,7.4585,2.5407,13.3887
7.500,10.0000,7.4566,8.7623,7.6650,2.5434,13.6430
7.600,10.0000,7.4619,8.7829,8.1062,2.5381,13.8969
7.700,10.0000,7.4882,8.8461,6.4624,2.5118,14.1480
7.800,10.0000,7.4660,8.7445,7.2843,2.5340,14.4014
7.900,10.0000,7.4525,8.7270,7.9494,2.5475,14.6562
8.000,10.0000,7.4606,8.7763,8.5210,2.5394,14.9101
8.100,10.0000,7.5012,8.8805,6.1701,2.4988,15.1600
8.200,10.0000,7.4752,8.7485,7.0337,2.5248,15.4125
8.300,10.0000,7.4528,8.7054,5.9533,2.5472,15.6672
8.400,10.0000,7.3809,8.5587,9.1944,2.6191,15.9291
8.500,10.0000,7.4005,8.7395,9.3960,2.5995,16.1891
8.600,10.0000,7.4678,8.9360,6.8416,2.5322,16.4423
8.700,10.0000,7.4810,8.8726,7.4861,2.5190,16.6942
8.800,10.0000,7.5036,8.8720,7.4724,2.4964,16.9438
8.900,10.0000,7.5247,8.8678,7.5484,2.4753,17.1914
9.000,10.0000,7.5469,8.8690,7.0211,2.4531,17.4367
9.100,10.0000,7.5487,8.8163,6.5697,2.4513,17.6818
9.200,10.0000,7.5215,8.7196,7.8625,2.4785,17.9297
9.300,10.0000,7.5221,8.7537,7.9806,2.4779,18.1775
9.400,10.0000,7.5349,8.7990,7.1049,2.4651,18.4240
9.500,10.0000,7.5244,8.7564,7.9035,2.4756,18.6715
