time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,-0.3805,0.0000,0.0000
0.100,0.0000,-0.5624,0.0080,12.4766,0.5624,0.0562
0.200,0.0000,-0.0575,1.2482,-6.5420,0.0575,0.0620
0.300,0.0000,0.0513,0.5534,-3.9607,-0.0513,0.0671
0.400,0.0000,-0.0053,0.1928,-0.5393,0.0053,0.0677
0.500,0.0000,-0.5198,0.1441,9.7344,0.5198,0.1196
0.600,0.0000,-0.0783,1.1082,-4.3143,0.0783,0.1275
0.700,0.0000,0.1480,0.6305,-7.1236,-0.1480,0.1423
0.800,0.0000,-0.1355,-0.0404,3.2669,0.1355,0.1558
0.900,0.0000,0.1403,0.2432,-3.7039,-0.1403,0.1698
1.000,0.0000,-0.1007,-0.0864,3.1670,0.1007,0.1799
1.100,0.0000,0.1568,0.1850,-4.8253,-0.1568,0.1956
1.200,0.0000,-0.1416,-0.2558,5.8124,0.1416,0.2097
1.300,0.0000,0.1848,0.2809,-4.6668,-0.1848,0.2282
1.400,0.0000,-0.0718,-0.1489,2.1822,0.0718,0.2354
1.500,0.0000,0.0914,0.0272,-1.4044,-0.0914,0.2445
1.600,0.0000,-0.1007,-0.0702,1.2517,0.1007,0.2546
1.700,0.0000,0.0802,0.0131,-0.6811,-0.0802,0.2626
1.800,0.0000,-0.0712,-0.0134,1.5782,0.0712,0.2697
1.900,0.0000,0.1001,0.1019,-1.7138,-0.1001,0.2798
2.000,0.0000,-0.0918,-0.0271,2.5883,0.0918,0.2889
2.100,0.0000,0.1506,0.1864,-3.6091,-0.1506,0.3040
2.200,0.0000,-0.0981,-0.1343,2.7350,0.0981,0.3138
2.300,0.0000,0.1275,0.0952,-1.4865,-0.1275,0.3266
2.400,0.0000,-0.0604,-0.0135,-0.0819,0.0604,0.3326
2.500,0.0000,0.0071,-0.0592,-0.6689,-0.0071,0.3333
2.600,0.0000,0.4694,-0.1282,-8.4731,-0.4694,0.3802
2.700,0.0000,0.0649,-0.9625,2.7113,-0.0649,0.3867
2.800,0.0000,-0.1596,-0.6454,5.2329,0.1596,0.4027
2.900,0.0000,0.0364,-0.1585,-1.6757,-0.0364,0.4063
3.000,0.0000,-0.0020,-0.2936,0.3498,0.0020,0.4065
3.100,0.0000,-0.1859,-0.2683,6.0067,0.1859,0.4251
3.200,0.0000,0.1301,0.2930,-4.5617,-0.1301,0.4381
3.300,0.0000,-0.1363,-0.1202,3.7508,0.1363,0.4518
3.400,0.0000,0.1392,0.2120,-2.6349,-0.1392,0.4657
3.500,0.0000,-0.0650,-0.0122,1.2200,0.0650,0.4722
3.600,0.0000,0.0741,0.0689,-1.5390,-0.0741,0.4796
3.700,0.0000,-0.0878,-0.0429,1.7138,0.0878,0.4884
3.800,0.0000,0.1097,0.0850,-3.2868,-0.1097,0.4993
3.900,0.0000,-0.1562,-0.1986,4.2027,0.1562,0.5150
4.000,0.0000,0.1126,0.1811,-2.2648,-0.1126,0.5262
4.100,0.0000,-0.0860,-0.0037,0.8251,0.0860,0.5348
4.200,0.0000,0.0820,0.0366,-2.9073,-0.0820,0.5430
4.300,0.0000,-0.1603,-0.2085,4.5310,0.1603,0.5591
4.400,0.0000,0.1185,0.2041,-3.3093,-0.1185,0.5709
4.500,0.0000,-0.1187,-0.0840,3.1920,0.1187,0.5828
4.600,0.0000,0.1444,0.1911,-3.3958,-0.1444,0.5972
4.700,0.0000,-0.0959,-0.1080,3.4039,0.0959,0.6068
4.800,0.0000,0.1633,0.1867,-5.1454,-0.1633,0.6231
4.900,0.0000,-0.1459,-0.2863,4.4830,0.1459,0.6377
5.000,10.0000,0.1153,0.1209,25.0000,9.8847,1.6262
5.100,10.0000,1.0640,2.6120,25.0000,8.9360,2.5198
5.200,10.0000,0.8388,5.0673,25.0000,9.1612,3.4359
5.300,10.0000,0.1727,7.5176,25.0000,9.8273,4.4186
5.400,10.0000,2.1999,9.9065,25.0000,7.8001,5.1987
5.500,10.0000,3.2296,12.1398,10.3265,6.7704,5.8757
5.600,10.0000,4.2292,12.8008,3.8274,5.7708,6.4528
5.700,10.0000,5.1146,12.7161,-3.0473,4.8854,6.9413
5.800,10.0000,5.6946,11.8691,3.4467,4.3054,7.3719
5.900,10.0000,6.3081,11.6131,-2.0354,3.6919,7.7411
6.000,10.0000,6.6352,10.7607,4.6604,3.3648,8.0775
6.100,10.0000,7.0098,10.5440,2.2713,2.9902,8.3766
6.200,10.0000,7.2316,10.0580,4.0405,2.7684,8.6534
6.300,10.0000,7.4019,9.7297,3.7218,2.5981,8.9132
6.400,10.0000,7.4796,9.3571,0.0923,2.5204,9.1652
6.500,10.0000,7.3333,8.6243,8.8124,2.6667,9.4319
6.600,10.0000,7.3551,8.7714,11.9991,2.6449,9.6964
6.700,10.0000,7.5295,9.2279,4.5152,2.4705,9.9434
6.800,10.0000,7.5188,8.9265,7.0628,2.4812,10.1916
