time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,0.5184,2.0000,0.2000
0.100,2.0000,0.5140,0.0083,0.5872,1.4860,0.3486
0.200,2.0000,0.5501,0.0556,0.4178,1.4499,0.4936
0.300,2.0000,0.6072,0.0811,0.1869,1.3928,0.6329
0.400,2.0000,0.6865,0.0764,0.0070,1.3135,0.7642
0.500,2.0000,0.7926,0.0442,-0.0820,1.2074,0.8850
0.600,2.0000,0.9355,-0.0097,-0.1059,1.0645,0.9914
0.700,2.0000,1.1327,-0.0832,-0.1429,0.8673,1.0782
0.800,2.0000,1.3726,-0.1824,-0.2850,0.6274,1.1409
0.900,2.0000,0.5581,-0.3057,0.1325,1.4419,1.2851
1.000,2.0000,0.5109,-0.3045,0.9615,1.4891,1.4340
1.100,2.0000,0.4791,-0.2161,2.0050,1.5209,1.5861
1.200,2.0000,0.5016,-0.0225,3.0494,1.4984,1.7359
1.300,2.0000,0.6298,0.2683,3.8785,1.3702,1.8729
1.400,2.0000,0.9304,0.6205,4.2693,1.0696,1.9799
1.500,2.0000,1.5007,0.9682,3.9657,0.4993,2.0298
1.600,2.0000,-0.0089,1.3309,4.3297,2.0089,2.2307
1.700,2.0000,0.0844,1.7384,5.1319,1.9156,2.4223
1.800,2.0000,0.6222,2.2605,5.8128,1.3778,2.5601
1.900,2.0000,1.5572,2.7773,5.7188,0.4428,2.6043
2.000,2.0000,0.7682,3.2779,5.6972,1.2318,2.7275
2.100,2.0000,2.0016,3.7549,4.9714,-0.0016,2.7277
2.200,2.0000,0.6444,4.1169,4.8620,1.3556,2.8632
2.300,2.0000,2.0881,4.5129,4.2955,-0.0881,2.8720
2.400,2.0000,0.9343,4.7895,4.3303,1.0657,2.9786
2.500,2.0000,0.2369,5.2074,5.3067,1.7631,3.1549
2.600,2.0000,1.7584,5.6864,5.7777,0.2416,3.1791
2.700,2.0000,0.8881,6.1305,6.4178,1.1119,3.2903
2.800,2.0000,0.6687,6.7406,7.2548,1.3313,3.4234
2.900,2.0000,0.5680,7.4516,8.1976,1.4320,3.5666
3.000,2.0000,0.7017,8.2551,9.0093,1.2983,3.6964
3.100,2.0000,0.1182,9.1133,10.0407,1.8818,3.8846
3.200,2.0000,1.8903,10.0203,9.9105,0.1097,3.8956
3.300,2.0000,2.3268,10.8024,8.7444,-0.3268,3.9283
3.400,2.0000,2.9403,11.4150,6.7044,-0.9403,4.0223
3.500,2.0000,3.6348,11.7574,3.9945,-1.6348,4.1858
3.600,2.0000,4.3014,11.7601,0.8703,-2.3014,4.4159
3.700,2.0000,4.8362,11.3894,-2.3617,-2.8362,4.6995
3.800,2.0000,5.1497,10.6525,-5.3591,-3.1497,5.0145
3.900,2.0000,5.1729,9.5985,-7.7687,-3.1729,5.3318
4.000,2.0000,4.8650,8.3173,-9.2605,-2.8650,5.6183
4.100,2.0000,4.2177,6.9345,-9.5649,-2.2177,5.8400
4.200,2.0000,3.2541,5.6019,-8.5044,-1.2541,5.9655
4.300,2.0000,2.0045,4.4857,-6.0012,-0.0045,5.9659
4.400,2.0000,0.3438,3.7616,-1.9568,1.6562,6.1315
4.500,2.0000,1.1950,3.5327,1.7545,0.8050,6.2120
4.600,2.0000,0.1418,3.6828,5.1971,1.8582,6.3978
4.700,2.0000,1.1849,4.1828,7.1154,0.8151,6.4794
4.800,2.0000,0.6307,4.8487,8.0275,1.3693,6.6163
4.900,2.0000,2.1264,5.5624,7.1403,-0.1264,6.6289
5.000,2.0000,1.3777,6.1011,5.7516,0.6223,6.6911
5.100,2.0267,0.4568,6.5819,5.0126,1.5699,6.8481
5.200,2.0533,1.9905,6.9852,3.9318,0.0629,6.8544
5.300,2.0800,1.4436,7.2062,3.2397,0.6364,6.9181
5.400,2.1067,0.7599,7.4183,3.4702,1.3468,7.0527
5.500,2.1333,0.6843,7.7392,4.4088,1.4490,7.1976
5.600,2.1600,0.6867,8.1582,5.7103,1.4733,7.3450
5.700,2.1867,0.9181,8.6975,6.9096,1.2686,7.4718
5.800,2.2133,0.5565,9.3143,8.1096,1.6568,7.6375
5.900,2.2400,0.1276,10.0899,9.4514,2.1124,7.8488
6.000,2.2667,2.1382,10.9262,9.3648,0.1285,7.8616
6.100,2.2933,2.7936,11.6178,7.9073,-0.5003,7.9116
6.200,2.3200,3.5796,12.0910,5.2882,-1.2596,8.0376
6.300,2.3467,4.3724,12.2224,1.8472,-2.0257,8.2402
6.400,2.3733,5.0475,11.9355,-1.9798,-2.6742,8.5076
6.500,2.4000,5.4929,11.2090,-5.7043,-3.0929,8.8169
6.600,2.4267,5.6184,10.0809,-8.8337,-3.1917,9.1360
6.700,2.4533,5.3656,8.6456,-10.9197,-2.9123,9.4273
6.800,2.4800,4.7162,7.0466,-11.6044,-2.2362,9.6509
6.900,2.5067,3.6932,5.4627,-10.6576,-1.1865,9.7695
7.000,2.5333,2.3427,4.0921,-7.9912,0.1907,9.7886
7.100,2.5600,0.5997,3.1400,-3.5647,1.9603,9.9846
7.200,2.5867,1.3450,2.7284,0.6836,1.2417,10.1088
7.300,2.6133,0.1058,2.7650,4.8055,2.5075,10.3596
7.400,2.6400,0.8835,3.2417,7.5738,1.7565,10.5352
7.500,2.6667,1.0961,3.9048,8.8039,1.5706,10.6923
7.600,2.6933,0.4535,4.7523,9.2827,2.2398,10.9162
7.700,2.7200,2.1735,5.5984,8.1351,0.5465,10.9709
7.800,2.7467,1.4843,6.2292,6.6648,1.2624,11.0971
7.900,2.7733,0.6992,6.7851,5.9262,2.0741,11.3045
8.000,2.8000,0.5075,7.3634,6.1115,2.2925,11.5338
8.100,2.8267,0.5671,7.9676,6.9884,2.2596,11.7598
8.200,2.8533,0.6755,8.6521,8.2135,2.1779,11.9775
8.300,2.8800,0.1505,9.4304,9.9075,2.7295,12.2505
8.400,2.9067,2.0196,10.3166,10.4521,0.8871,12.3392
8.500,2.9333,2.5628,11.1347,9.8006,0.3705,12.3762
8.600,2.9600,3.3047,11.8229,8.0156,-0.3447,12.4107
8.700,2.9867,4.1431,12.2529,5.2744,-1.1564,12.5264
8.800,3.0133,4.9608,12.3252,1.8652,-1.9475,12.7211
8.900,3.0400,5.6426,11.9808,-1.8335,-2.6026,12.9814
9.000,3.0667,6.0840,11.2095,-5.3862,-3.0173,13.2831
9.100,3.0933,6.2013,10.0544,-8.3420,-3.1080,13.5939
9.200,3.1200,5.9413,8.6104,-10.2809,-2.8213,13.8760
9.300,3.1467,5.2896,7.0178,-10.8608,-2.1429,14.0903
9.400,3.1733,4.2744,5.4507,-9.8595,-1.1010,14.2004
9.500,3.2000,2.9569,4.1005,-7.2011,0.2431,14.2247
9.600,3.2267,1.3696,3.1606,-2.9250,1.8570,14.4104
9.700,3.2533,0.1045,2.8344,2.4755,3.1489,14.7253
9.800,3.2800,0.8003,3.0816,7.1736,2.4797,14.9733
9.900,3.3067,1.8024,3.7149,9.8521,1.5042,15.1237
10.000,3.3333,0.5839,4.5789,11.5269,2.7494,15.3986
10.100,3.3600,2.3710,5.6326,11.1319,0.9890,15.4975
10.200,3.3867,1.8424,6.5364,9.8728,1.5443,15.6520
10.300,3.4133,1.3997,7.3623,8.7236,2.0137,15.8533
10.400,3.4400,0.9929,8.1154,8.3171,2.4471,16.0981
10.500,3.4667,0.5739,8.8683,8.9488,2.8928,16.3873
10.600,3.4933,0.1723,9.7302,10.6052,3.3210,16.7194
10.700,3.5200,2.1119,10.6811,11.4832,1.4081,16.8602
10.800,3.5467,2.7904,11.5865,11.2822,0.7562,16.9359
10.900,3.5733,3.6988,12.3919,9.8390,-0.1254,16.9484
11.000,3.6000,4.7310,12.9553,7.1743,-1.1310,17.0615
11.100,3.6267,5.7634,13.1482,3.5032,-2.1368,17.2752
11.200,3.6533,6.6665,12.8764,-0.7890,-3.0131,17.5765
11.300,3.6800,7.3136,12.0968,-5.1936,-3.6336,17.9399
11.400,3.7067,7.5945,10.8296,-9.1389,-3.8878,18.3286
11.500,3.7333,7.4294,9.1614,-12.0585,-3.6961,18.6982
11.600,3.7600,6.7827,7.2414,-13.4598,-3.0227,19.0005
11.700,3.7867,5.6717,5.2691,-12.9868,-1.8851,19.1890
11.800,3.8133,4.1672,3.4753,-10.4705,-0.3538,19.2244
11.900,3.8400,2.3666,2.0985,-5.9429,1.4734,19.3717
12.000,3.8667,0.1617,1.3698,0.5308,3.7050,19.7422
12.100,3.8933,0.3979,1.4389,6.9644,3.4954,20.0918
12.200,3.9200,1.0383,2.1082,11.7526,2.8817,20.3799
12.300,3.9467,0.3422,3.2191,15.0582,3.6045,20.7404
12.400,3.9733,1.8106,4.6667,15.8902,2.1627,20.9567
12.500,4.0000,1.1289,6.1101,15.5023,2.8711,21.2438
12.600,4.0267,0.5415,7.5772,14.9840,3.4852,21.5923
12.700,4.0533,0.9142,9.0539,14.4773,3.1391,21.9062
12.800,4.0800,1.0229,10.4078,14.2310,3.0571,22.2119
12.900,4.1067,1.5440,11.7064,14.0665,2.5626,22.4682
13.000,4.1333,2.5118,12.9137,13.5081,1.6215,22.6303
13.100,4.1600,3.8084,13.9508,12.0376,0.3516,22.6655
13.200,4.1867,5.2766,14.7016,9.3068,-1.0900,22.7745
13.300,4.2133,6.7674,15.0304,5.2485,-2.5540,23.0299
13.400,4.2400,8.1259,14.8098,0.1014,-3.8859,23.4185
13.500,4.2667,9.1900,13.9523,-5.6249,-4.9234,23.9108
13.600,4.2933,9.8044,12.4371,-11.2269,-5.5111,24.4619
13.700,4.3200,9.8418,10.3280,-15.9093,-5.5218,25.0141
13.800,4.3467,9.2241,7.7790,-18.8990,-4.8774,25.5018
13.900,4.3733,7.9401,5.0259,-19.5560,-3.5667,25.8585
14.000,4.4000,6.0557,2.3659,-17.4699,-1.6557,26.0241
14.100,4.4267,3.7091,0.1266,-12.5273,0.7176,26.0959
14.200,4.4533,0.9945,-1.3669,-4.8708,3.4589,26.4417
14.300,4.4800,0.6365,-1.8970,3.3850,3.8435,26.8261
14.400,4.5067,0.3419,-1.5661,10.6805,4.1647,27.2426
14.500,4.5333,0.3227,-0.4867,16.0223,4.2107,27.6636
14.600,4.5600,0.8060,1.1056,18.8399,3.7540,28.0390
14.700,4.5867,2.0980,2.8927,18.7277,2.4887,28.2879
14.800,4.6133,1.1459,4.6049,17.5068,3.4675,28.6346
14.900,4.6400,0.1958,6.2870,16.7014,4.4442,29.0791
15.000,4.6667,1.4950,7.8751,15.7687,3.1717,29.3962
15.100,4.6933,1.5643,9.3019,15.1269,3.1290,29.7091
15.200,4.7200,1.9855,10.6403,14.7475,2.7345,29.9826
15.300,4.7467,2.7730,11.8801,14.2771,1.9737,30.1800
15.400,4.7733,3.8638,12.9782,13.2411,0.9095,30.2709
15.500,4.8000,5.1550,13.8530,11.2390,-0.3550,30.3064
15.600,4.8267,6.5305,14.3934,8.0732,-1.7038,30.4768
15.700,4.8533,7.8600,14.4810,3.8085,-3.0066,30.7774
15.800,4.8800,8.9993,14.0178,-1.2285,-4.1193,31.1894
15.900,4.9067,9.8013,12.9527,-6.4950,-4.8946,31.6788
16.000,4.9333,10.1337,11.3032,-11.3113,-5.2004,32.1989
16.100,4.9600,9.8989,9.1664,-14.9575,-4.9389,32.6928
16.200,4.9867,9.0520,6.7186,-16.7768,-4.0654,33.0993
16.300,5.0133,7.6144,4.2031,-16.2722,-2.6011,33.3594
16.400,5.0400,5.6792,1.9072,-13.1865,-0.6392,33.4233
16.500,5.0667,3.4000,0.1314,-7.5497,1.6667,33.5900
16.600,5.0933,0.8549,-0.8414,0.3933,4.2384,34.0138
16.700,5.1200,0.8066,-0.8448,8.4422,4.3134,34.4452
16.800,5.1467,1.0885,-0.0527,14.8865,4.0581,34.8510
16.900,5.1733,-0.2199,1.4355,20.0076,5.3932,35.3903
17.000,5.2000,1.1125,3.3527,22.5751,4.0875,35.7991
17.100,5.2267,0.3233,5.5533,23.6908,4.9034,36.2894
17.200,5.2533,1.8228,7.8192,22.9043,3.4306,36.6325
17.300,5.2800,2.2367,9.9111,20.9758,3.0433,36.9368
17.400,5.3067,3.1127,11.7452,18.3225,2.1940,37.1562
17.500,5.3333,4.3273,13.2083,15.0939,1.0060,37.2568
17.600,5.3600,5.7285,14.2166,11.3085,-0.3685,37.2936
17.700,5.3867,7.1690,14.7032,6.9810,-1.7823,37.4719
17.800,5.4133,8.5039,14.6172,2.2164,-3.0905,37.7809
17.900,5.4400,9.5899,13.9326,-2.7379,-4.1499,38.1959
18.000,5.4667,10.2936,12.6621,-7.4868,-4.8269,38.6786
18.100,5.4933,10.5043,10.8700,-11.5222,-5.0110,39.1797
18.200,5.5200,10.1496,8.6810,-14.2897,-4.6296,39.6427
18.300,5.5467,9.2086,6.2797,-15.2738,-3.6619,40.0089
18.400,5.5733,7.7224,3.9015,-14.0869,-2.1491,40.2238
18.500,5.6000,5.7974,1.8133,-10.5477,-0.1974,40.2435
18.600,5.6267,3.5942,0.2862,-4.7318,2.0324,40.4468
18.700,5.6533,1.2298,-0.4316,3.0695,4.4236,40.8891
18.800,5.6800,-0.0223,-0.1449,11.6278,5.7023,41.4593
18.900,5.7067,0.2054,0.9819,19.0349,5.5013,42.0095
19.000,5.7333,1.1556,2.8662,23.7663,4.5777,42.4672
19.100,5.7600,0.4566,5.1846,25.0000,5.3034,42.9976
19.200,5.7867,1.1490,7.6081,25.0000,4.6377,43.4614
19.300,5.8133,1.4380,9.9841,25.0000,4.3753,43.8989
19.400,5.8400,2.4088,12.2975,24.4281,3.4312,44.2420
