time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0919,0.0000,0.0000
0.100,0.0000,0.2855,-0.0236,-2.4507,-0.2855,0.0285
0.200,0.0000,0.0862,-0.2451,-0.7576,-0.0862,0.0372
0.300,0.0000,-0.1434,-0.2756,1.5495,0.1434,0.0515
0.400,0.0000,-0.0024,-0.1567,0.0330,0.0024,0.0517
0.500,0.0000,-0.4436,-0.1504,5.3235,0.4436,0.0961
0.600,0.0000,-0.2345,0.3752,1.2808,0.2345,0.1196
0.700,0.0000,0.0277,0.4708,-2.2019,-0.0277,0.1223
0.800,0.0000,0.2278,0.2689,-4.1299,-0.2278,0.1451
0.900,0.0000,0.0087,-0.1136,-0.2332,-0.0087,0.1460
1.000,0.0000,0.4425,-0.1369,-3.0483,-0.4425,0.1902
1.100,0.0000,0.2546,-0.4354,-2.0748,-0.2546,0.2157
1.200,0.0000,-0.0481,-0.6108,0.0987,0.0481,0.2205
1.300,0.0000,-0.1902,-0.6269,3.7928,0.1902,0.2395
1.400,0.0000,-0.0619,-0.2777,2.4965,0.0619,0.2457
1.500,0.0000,0.0521,-0.0674,-0.0199,-0.0521,0.2509
1.600,0.0000,-0.0028,-0.0332,0.3905,0.0028,0.2512
1.700,0.0000,-0.5354,0.0133,3.8195,0.5354,0.3047
1.800,0.0000,-0.3864,0.4007,4.3967,0.3864,0.3434
1.900,0.0000,-0.0495,0.8211,-0.0704,0.0495,0.3483
2.000,0.0000,0.1836,0.7694,-5.3709,-0.1836,0.3667
2.100,0.0000,0.0227,0.2644,-2.6153,-0.0227,0.3689
2.200,0.0000,0.2151,0.0198,-3.3692,-0.2151,0.3905
2.300,0.0000,-0.0416,-0.2833,-0.1337,0.0416,0.3946
2.400,0.0000,-0.1538,-0.3231,-0.0871,0.1538,0.4100
2.500,0.0000,-0.0973,-0.3630,2.2320,0.0973,0.4197
2.600,0.0000,0.0476,-0.1799,0.6408,-0.0476,0.4245
2.700,0.0000,0.0173,-0.0813,0.4372,-0.0173,0.4262
2.800,0.0000,0.3321,-0.0280,-1.6693,-0.3321,0.4594
2.900,0.0000,0.1846,-0.1787,-0.1606,-0.1846,0.4779
3.000,0.0000,-0.0003,-0.1606,0.7621,0.0003,0.4779
3.100,0.0000,0.5367,-0.1293,-1.2833,-0.5367,0.5316
3.200,0.0000,0.4662,-0.2666,-2.2622,-0.4662,0.5782
3.300,0.0000,0.2879,-0.4893,-0.3220,-0.2879,0.6070
3.400,0.0000,0.0592,-0.4963,0.8698,-0.0592,0.6129
