time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,20.0000,0.0000,0.0000,20.0000,20.0000,2.0000
5.100,20.0000,0.2427,1.9740,20.0000,19.7573,3.9757
5.200,20.0000,1.5268,3.9355,20.0000,18.4732,5.8230
5.300,20.0000,0.7271,5.8240,20.0000,19.2729,7.7503
5.400,20.0000,0.9193,7.7900,20.0000,19.0807,9.6584
5.500,20.0000,0.9239,9.7015,20.0000,19.0761,11.5660
5.600,20.0000,1.4688,11.5871,20.0000,18.5312,13.4191
5.700,20.0000,2.6348,13.3867,20.0000,17.3652,15.1556
5.800,20.0000,4.2905,15.0439,20.0000,15.7095,16.7266
5.900,20.0000,6.2947,16.5171,20.0000,13.7053,18.0971
6.000,20.0000,8.5630,17.7761,20.0000,11.4370,19.2408
6.100,20.0000,11.0316,18.7978,20.0000,8.9684,20.1377
6.200,20.0000,13.6385,19.5652,20.0000,6.3615,20.7738
6.300,20.0000,16.3208,20.0676,20.0000,3.6792,21.1417
6.400,20.0000,19.0158,20.3006,20.0000,0.9842,21.2402
6.500,20.0000,21.6620,20.2661,20.0000,-1.6620,21.4064
6.600,20.0000,24.2007,19.9718,20.0000,-4.2007,21.8264
6.700,20.0000,26.5771,19.4314,20.0000,-6.5771,22.4841
6.800,20.0000,28.7418,18.6635,20.0000,-8.7418,23.3583
6.900,20.0000,30.6512,17.6915,20.0000,-10.6512,24.4234
7.000,20.0000,32.2686,16.5430,20.0000,-12.2686,25.6503
7.100,20.0000,33.5653,15.2485,20.0000,-13.5653,27.0068
7.200,20.0000,34.5202,13.8413,20.0000,-14.5202,28.4589
7.300,20.0000,35.1206,12.3563,20.0000,-15.1206,29.9709
7.400,20.0000,35.3625,10.8292,20.0000,-15.3625,31.5072
7.500,20.0000,35.2496,9.2957,20.0000,-15.2496,33.0321
7.600,20.0000,34.7939,7.7907,20.0000,-14.7939,34.5115
7.700,20.0000,34.0149,6.3477,20.0000,-14.0149,35.9130
7.800,20.0000,32.9386,4.9977,20.0000,-12.9386,37.2069
7.900,20.0000,31.5974,3.7688,20.0000,-11.5974,38.3666
8.000,20.0000,30.0287,2.6858,20.0000,-10.0287,39.3695
8.100,20.0000,28.2739,1.7693,20.0000,-8.2739,40.1969
