time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,7.0000,2.0000,0.2000
0.100,2.0000,-0.2945,0.6982,7.0000,2.2945,0.4294
0.200,2.0000,0.2670,1.3585,7.0000,1.7330,0.6027
0.300,2.0000,0.8242,2.0492,7.0000,1.1758,0.7203
0.400,2.0000,1.8649,2.6595,1.2695,0.1351,0.7338
0.500,2.0000,0.4658,2.6883,7.0000,1.5342,0.8873
0.600,2.0000,1.4870,3.3362,5.0872,0.5130,0.9386
0.700,2.0000,0.7947,3.7761,7.0000,1.2053,1.0591
0.800,2.0000,0.4477,4.4582,7.0000,1.5523,1.2143
0.900,2.0000,1.9666,5.0851,-0.7034,0.0334,1.2177
1.000,2.0000,0.7084,4.8775,7.0000,1.2916,1.3468
1.100,2.0000,0.3197,5.5705,7.0000,1.6803,1.5149
1.200,2.0000,2.0812,6.1999,-2.3348,-0.0812,1.5230
1.300,2.0000,1.0838,5.8055,7.0000,0.9162,1.6146
1.400,2.0000,0.9045,6.4501,7.0000,1.0955,1.7241
1.500,2.0000,0.8493,7.1099,7.0000,1.1507,1.8392
1.600,2.0000,0.9405,7.7676,7.0000,1.0595,1.9452
1.700,2.0000,0.3037,8.4033,7.0000,1.6963,2.1148
1.800,2.0000,1.8020,8.9991,0.9829,0.1980,2.1346
1.900,2.0000,1.6068,8.9265,6.3230,0.3932,2.1739
2.000,2.0000,1.5749,9.4006,6.3148,0.4251,2.2164
2.100,2.0000,1.6568,9.8715,5.2683,0.3432,2.2508
2.200,2.0000,1.8316,10.2249,3.3339,0.1684,2.2676
2.300,2.0000,2.0447,10.3650,1.1266,-0.0447,2.2721
2.400,2.0000,2.2303,10.2639,-0.6747,-0.2303,2.2951
2.500,2.0000,2.3381,9.9675,-1.5961,-0.3381,2.3289
2.600,2.0000,2.3471,9.5729,-1.4893,-0.3471,2.3636
2.700,2.0000,2.2664,9.1925,-0.5025,-0.2664,2.3903
2.800,2.0000,2.1257,8.9220,1.0240,-0.1257,2.4028
2.900,2.0000,1.9647,8.8195,2.6746,0.0353,2.4064
3.000,2.0000,1.8231,8.8975,4.0518,0.1769,2.4240
3.100,2.0000,1.7339,9.1251,4.8392,0.2661,2.4506
3.200,2.0000,1.7179,9.4370,4.8534,0.2821,2.4789
3.300,2.0000,1.7780,9.7483,4.1003,0.2220,2.5011
3.400,2.0000,1.8957,9.9752,2.8071,0.1043,2.5115
3.500,2.0000,2.0352,10.0597,1.3692,-0.0352,2.5150
3.600,2.0000,2.1553,9.9871,0.2073,-0.1553,2.5305
3.700,2.0000,2.2242,9.7885,-0.3804,-0.2242,2.5530
3.800,2.0000,2.2286,9.5273,-0.2943,-0.2286,2.5758
3.900,2.0000,2.1736,9.2773,0.3741,-0.1736,2.5932
4.000,2.0000,2.0789,9.1016,1.4005,-0.0789,2.6011
4.100,2.0000,1.9713,9.0389,2.5023,0.0287,2.6039
4.200,2.0000,1.8781,9.0967,3.4053,0.1219,2.6161
4.300,2.0000,1.8217,9.2524,3.8964,0.1783,2.6340
4.400,2.0000,1.8148,9.4607,3.8662,0.1852,2.6525
4.500,2.0000,1.8574,9.6641,3.3401,0.1426,2.6667
4.600,2.0000,1.9361,9.8088,2.4818,0.0639,2.6731
4.700,2.0000,2.0271,9.8590,1.5475,-0.0271,2.6758
4.800,2.0000,2.1044,9.8072,0.8015,-0.1044,2.6863
4.900,2.0000,2.1481,9.6745,0.4314,-0.1481,2.7011
5.000,2.0000,2.1495,9.5025,0.5017,-0.1495,2.7160
5.100,2.0267,2.1121,9.3392,1.3003,-0.0855,2.7246
5.200,2.0533,2.0628,9.2603,2.1110,-0.0094,2.7255
5.300,2.0800,2.0208,9.2672,2.8091,0.0592,2.7314
5.400,2.1067,2.0034,9.3470,3.2275,0.1033,2.7418
5.500,2.1333,2.0203,9.4688,3.2838,0.1131,2.7531
5.600,2.1600,2.0714,9.5929,2.9966,0.0886,2.7619
5.700,2.1867,2.1475,9.6819,2.4792,0.0391,2.7659
5.800,2.2133,2.2328,9.7109,1.9018,-0.0194,2.7678
5.900,2.2400,2.3102,9.6739,1.4362,-0.0702,2.7748
6.000,2.2667,2.3670,9.5836,1.2035,-0.1003,2.7848
