time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,4.0000,0.0000,0.0000,4.0000,4.0000,0.4000
5.100,4.0000,-0.2316,0.3944,4.0000,4.2316,0.8232
5.200,4.0000,0.1515,0.7563,4.0000,3.8485,1.2080
5.300,4.0000,0.3721,1.1748,4.0000,3.6279,1.5708
5.400,4.0000,0.8003,1.5600,4.0000,3.1997,1.8908
5.500,4.0000,1.5542,1.8854,4.0000,2.4458,2.1354
5.600,4.0000,0.3851,2.2307,4.0000,3.6149,2.4968
5.700,4.0000,1.1034,2.6007,4.0000,2.8966,2.7865
5.800,4.0000,0.4977,2.9238,4.0000,3.5023,3.1367
5.900,4.0000,1.4672,3.2702,4.0000,2.5328,3.3900
6.000,4.0000,0.6805,3.6071,4.0000,3.3195,3.7220
6.100,4.0000,1.9571,3.9206,4.0000,2.0429,3.9263
6.200,4.0000,0.5857,4.1902,4.0000,3.4143,4.2677
6.300,4.0000,1.9744,4.5083,4.0000,2.0256,4.4702
6.400,4.0000,0.7725,4.7685,4.0000,3.2275,4.7930
6.500,4.0000,0.8652,5.0911,4.0000,3.1348,5.1065
6.600,4.0000,-0.2400,5.4591,4.0000,4.2400,5.5305
6.700,4.0000,1.4436,5.7571,4.0000,2.5564,5.7861
6.800,4.0000,0.3695,6.0628,4.0000,3.6305,6.1492
6.900,4.0000,2.1693,6.3847,4.0000,1.8307,6.3322
7.000,4.0000,1.5058,6.6004,4.0000,2.4942,6.5817
7.100,4.0000,0.7121,6.8876,4.0000,3.2879,6.9104
7.200,4.0000,0.4898,7.2732,4.0000,3.5102,7.2615
7.300,4.0000,1.0724,7.6111,4.0000,2.9276,7.5542
7.400,4.0000,0.3326,7.9379,4.0000,3.6674,7.9210
7.500,4.0000,1.6053,8.2399,4.0000,2.3947,8.1604
7.600,4.0000,1.2953,8.4947,4.0000,2.7047,8.4309
7.700,4.0000,0.9460,8.7822,4.0000,3.0540,8.7363
7.800,4.0000,0.4840,9.1091,4.0000,3.5160,9.0879
7.900,4.0000,0.7556,9.4957,4.0000,3.2444,9.4123
8.000,4.0000,0.3677,9.8380,4.0000,3.6323,9.7756
8.100,4.0000,-0.0107,10.2206,4.0000,4.0107,10.1766
8.200,4.0000,1.3214,10.5736,4.0000,2.6786,10.4445
